Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s,ComponentB CPU ms/s,Adapted
0,1.968,1165.0,18.53,1846.0,50.85,0.0,0.0,0.0,1.968,520.59,473.27,false
1,4.569,1488.0,28.66,3073.0,99.9,0.003,711.0,0.32,4.572,1158.49,1087.31,false
2,4.696,1678.0,19.02,3063.0,100.0,0.0,0.0,0.0,4.696,1251.95,1145.66,false
3,4.726,1675.0,21.73,3063.0,100.0,0.0,0.0,0.0,4.726,1265.29,1158.51,false
4,4.669,1671.0,22.03,3066.0,99.63,0.0,0.0,0.0,4.669,1250.09,1155.92,false
5,4.673,1663.0,22.47,3067.0,99.76,0.0,0.0,0.0,4.673,1244.31,1144.92,false
6,4.691,1671.0,20.98,3066.0,99.85,0.0,0.0,0.0,4.691,1255.03,1153.7,false
7,4.627,1685.0,26.01,3074.0,99.57,0.0,0.0,0.0,4.627,1241.11,1156.88,false
8,4.655,1692.0,19.29,3069.0,99.7,0.0,0.0,0.0,4.655,1239.3,1152.8,false
9,4.648,1680.0,21.39,3071.0,99.73,0.0,712.0,0.32,4.648,1247.34,1148.63,false
10,4.7,1696.0,22.59,3068.0,99.84,0.0,712.0,0.32,4.7,1252.03,1153.97,false
11,4.687,1682.0,22.19,3069.0,99.79,0.0,0.0,0.0,4.687,1241.49,1158.03,false
12,4.703,1681.0,21.93,3068.0,99.85,0.001,708.0,0.22,4.704,1250.64,1152.34,false
13,4.704,1682.0,20.22,3068.0,99.86,0.0,0.0,0.0,4.704,1250.19,1153.84,false
14,4.714,1697.0,21.24,3068.0,99.84,0.0,0.0,0.0,4.714,1256.57,1152.12,false
15,4.71,1693.0,19.11,3068.0,99.8,0.0,0.0,0.0,4.71,1252.92,1155.81,false
16,4.721,1679.0,18.02,3067.0,100.0,0.0,0.0,0.0,4.721,1251.53,1150.18,false
