Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s,ComponentB CPU ms/s,Adapted
0,1.932,1157.0,22.64,1815.0,49.29,0.0,0.0,0.0,1.932,505.19,455.88,false
1,4.543,1463.0,26.7,3073.0,99.97,0.001,714.0,0.41,4.544,1164.9,1083.86,false
2,4.695,1666.0,25.17,3066.0,100.0,0.0,0.0,0.0,4.695,1258.63,1153.56,false
3,4.694,1683.0,20.83,3065.0,99.85,0.003,712.0,0.32,4.697,1248.41,1149.17,false
4,4.649,1648.0,16.5,3065.0,99.8,0.0,0.0,0.0,4.649,1269.61,1150.45,false
5,4.656,1639.0,21.74,3066.0,99.66,0.0,708.0,0.22,4.656,1242.5,1142.13,false
6,4.655,1695.0,23.01,3070.0,99.55,0.0,0.0,0.0,4.655,1250.23,1154.7,false
7,4.692,1667.0,22.92,3069.0,100.0,0.0,0.0,0.0,4.692,1253.86,1145.68,false
8,4.59,1756.0,28.45,3077.0,99.03,0.0,0.0,0.0,4.59,1227.69,1158.59,false
9,4.687,1702.0,24.67,3070.0,99.87,0.0,708.0,0.22,4.687,1276.59,1154.84,false
10,4.671,1684.0,20.77,3070.0,99.65,0.0,0.0,0.0,4.671,1245.33,1151.04,false
11,4.705,1657.0,19.25,3068.0,99.87,0.0,0.0,0.0,4.705,1255.58,1150.06,false
12,4.686,1692.0,19.96,3070.0,99.67,0.0,0.0,0.0,4.686,1247.43,1151.28,false
13,4.717,1668.0,21.95,3068.0,99.87,0.0,708.0,0.22,4.717,1258.27,1152.35,false
14,4.7,1680.0,21.36,3068.0,99.85,0.0,0.0,0.0,4.7,1252.51,1147.66,false
15,4.74,1683.0,30.42,3069.0,100.0,0.0,0.0,0.0,4.74,1271.23,1153.09,false
16,4.728,1688.0,21.23,3067.0,100.0,0.0,0.0,0.0,4.728,1268.97,1149.51,false
17,4.721,1681.0,21.76,3068.0,100.0,0.0,0.0,0.0,4.721,1254.42,1150.82,false
18,4.718,1677.0,22.28,3068.0,99.88,0.0,0.0,0.0,4.718,1258.87,1153.66,false
19,4.745,1688.0,21.57,3066.0,100.0,0.0,709.0,0.22,4.745,1263.81,1150.26,false
20,4.712,1676.0,22.35,3070.0,99.85,0.0,0.0,0.0,4.712,1247.45,1148.8,false
21,4.738,1690.0,24.38,3068.0,99.91,0.0,708.0,0.43,4.738,1262.77,1147.44,false
22,4.746,1640.0,20.8,3068.0,100.0,0.0,0.0,0.0,4.746,1258.15,1159.45,false
23,4.753,1681.0,20.86,3066.0,100.0,0.0,709.0,0.22,4.753,1264.21,1150.47,false
24,4.733,1653.0,16.85,3066.0,100.0,0.0,0.0,0.0,4.733,1269.7,1148.41,false
25,4.752,1672.0,19.69,3066.0,100.0,0.0,0.0,0.0,4.752,1262.78,1154.94,false
26,4.767,1695.0,26.37,3068.0,100.0,0.0,0.0,0.0,4.767,1253.55,1149.87,false
27,4.761,1662.0,21.69,3066.0,100.0,0.0,0.0,0.0,4.761,1263.79,1151.81,false
28,4.763,1652.0,20.71,3066.0,100.0,0.0,0.0,0.0,4.763,1262.33,1147.98,false
29,4.742,1660.0,21.22,3068.0,99.85,0.0,0.0,0.0,4.742,1262.02,1153.79,false
30,4.726,1706.0,22.8,3068.0,99.85,0.0,714.0,0.41,4.726,1244.71,1152.81,false
31,4.791,1683.0,34.1,3067.0,100.0,0.002,712.0,0.31,4.793,1253.77,1154.47,false
32,4.732,1669.0,22.82,3069.0,100.0,0.0,0.0,0.0,4.732,1263.99,1151.27,false
33,4.76,1684.0,22.58,3068.0,100.0,0.0,0.0,0.0,4.76,1268.39,1147.26,false
34,4.734,1714.0,22.67,3070.0,99.8,0.0,709.0,0.22,4.734,1248.45,1154.47,false
35,4.73,1680.0,23.1,3070.0,99.88,0.0,0.0,0.0,4.73,1250.0,1149.82,false
36,4.81,1697.0,28.05,3066.0,100.0,0.001,708.0,0.43,4.811,1274.49,1153.09,false
37,4.771,1704.0,20.27,3066.0,100.0,0.0,0.0,0.0,4.771,1260.69,1153.0,false
38,4.775,1679.0,19.28,3066.0,100.0,0.0,0.0,0.0,4.775,1265.92,1151.68,false
39,4.765,1687.0,21.89,3068.0,100.0,0.0,708.0,0.22,4.765,1269.16,1150.45,false
40,4.774,1694.0,19.88,3066.0,100.0,0.0,0.0,0.0,4.774,1267.12,1153.07,false
41,4.746,1679.0,22.92,3070.0,99.75,0.0,0.0,0.0,4.746,1247.96,1148.1,false
42,4.741,1667.0,22.5,3070.0,99.88,0.0,0.0,0.0,4.741,1243.49,1149.71,false
43,4.785,1689.0,20.37,3066.0,100.0,0.0,0.0,0.0,4.785,1270.87,1151.51,false
44,4.747,1667.0,18.84,3068.0,99.84,0.0,0.0,0.0,4.747,1257.45,1150.15,false
