Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s,ComponentB CPU ms/s,Adapted
0,2.022,1308.0,32.35,1824.0,49.79,0.0,0.0,0.0,2.022,501.69,455.17,false
1,4.504,1485.0,18.13,3074.0,99.97,0.001,712.0,0.32,4.505,1162.67,1084.64,false
2,4.895,1705.0,22.14,3063.0,99.8,0.0,0.0,0.0,4.895,1255.05,1149.28,false
3,4.696,1661.0,20.13,3065.0,99.91,0.0,0.0,0.0,4.696,1254.5,1155.46,false
4,4.621,1679.0,24.31,3069.0,99.47,0.0,0.0,0.0,4.621,1242.34,1144.48,false
5,4.71,1659.0,19.35,3063.0,100.0,0.0,0.0,0.0,4.71,1260.64,1157.36,false
6,4.69,1706.0,20.29,3067.0,99.86,0.0,0.0,0.0,4.69,1249.27,1156.75,false
7,4.712,1684.0,18.82,3066.0,100.0,0.0,710.0,0.22,4.712,1263.19,1152.25,false
8,4.686,1651.0,14.38,3068.0,99.9,0.0,0.0,0.0,4.686,1248.74,1150.46,false
9,4.703,1692.0,21.9,3068.0,99.86,0.001,712.0,0.63,4.703,1252.09,1155.0,false
10,4.727,1718.0,27.36,3069.0,99.75,0.0,0.0,0.0,4.727,1247.06,1152.04,false
11,4.729,1695.0,20.49,3066.0,100.0,0.0,0.0,0.0,4.729,1253.91,1151.79,false
12,4.734,1681.0,26.41,3068.0,100.0,0.0,0.0,0.0,4.734,1248.22,1149.3,false
13,4.764,1689.0,33.56,3068.0,100.0,0.0,0.0,0.0,4.764,1256.19,1162.68,false
14,4.736,1685.0,19.12,3066.0,100.0,0.0,0.0,0.0,4.736,1259.56,1155.94,false
15,4.731,1701.0,21.57,3068.0,100.0,0.0,0.0,0.0,4.731,1250.85,1150.22,false
16,4.744,1701.0,19.6,3066.0,100.0,0.0,0.0,0.0,4.744,1252.56,1157.66,false
17,4.697,1697.0,21.62,3069.0,99.72,0.0,0.0,0.0,4.697,1248.73,1143.21,false
18,4.703,1685.0,22.29,3069.0,99.58,0.0,0.0,0.0,4.703,1245.36,1153.12,false
19,4.698,1681.0,20.8,3069.0,99.74,0.0,0.0,0.0,4.698,1247.01,1153.87,false
20,4.762,1675.0,19.64,3066.0,100.0,0.0,0.0,0.0,4.762,1248.91,1155.46,false
21,4.753,1662.0,19.58,3066.0,100.0,0.0,0.0,0.0,4.753,1267.74,1158.57,false
22,4.757,1706.0,20.31,3066.0,100.0,0.003,714.0,0.41,4.76,1257.74,1151.51,false
23,4.674,1698.0,24.53,3073.0,99.58,0.0,0.0,0.0,4.674,1230.4,1152.43,false
24,4.757,1700.0,20.83,3066.0,100.0,0.0,709.0,0.22,4.757,1258.87,1152.53,false
25,4.739,1714.0,21.52,3068.0,99.86,0.0,0.0,0.0,4.739,1249.79,1152.75,false
26,4.755,1662.0,19.59,3066.0,100.0,0.0,0.0,0.0,4.755,1254.78,1151.17,false
27,4.746,1682.0,19.6,3068.0,100.0,0.0,0.0,0.0,4.746,1242.9,1150.13,false
28,4.74,1659.0,15.11,3067.0,100.0,0.0,0.0,0.0,4.74,1256.15,1151.32,false
29,4.779,1676.0,19.51,3066.0,100.0,0.0,0.0,0.0,4.779,1260.64,1161.06,false
30,4.714,1681.0,21.49,3070.0,99.88,0.0,0.0,0.0,4.714,1231.03,1152.96,false
31,4.748,1689.0,20.23,3068.0,99.92,0.0,0.0,0.0,4.748,1240.94,1154.02,false
32,4.765,1697.0,20.01,3067.0,100.0,0.0,0.0,0.0,4.765,1257.24,1152.49,false
33,4.773,1689.0,19.05,3066.0,100.0,0.0,0.0,0.0,4.773,1253.05,1148.57,false
34,4.755,1690.0,18.65,3068.0,99.84,0.0,0.0,0.0,4.755,1252.96,1153.69,false
35,4.759,1668.0,20.62,3068.0,100.0,0.0,0.0,0.0,4.759,1244.84,1150.57,false
36,4.747,1712.0,20.45,3068.0,99.8,0.0,0.0,0.0,4.747,1259.42,1153.2,false
37,4.769,1679.0,19.62,3066.0,100.0,0.0,0.0,0.0,4.769,1256.12,1154.09,false
38,4.766,1715.0,23.01,3068.0,99.8,0.0,0.0,0.0,4.766,1264.63,1155.09,false
39,4.767,1688.0,20.56,3068.0,100.0,0.0,0.0,0.0,4.767,1253.17,1147.35,false
40,4.771,1699.0,22.23,3068.0,100.0,0.0,0.0,0.0,4.771,1256.67,1161.03,false
41,4.749,1709.0,21.76,3068.0,100.0,0.0,0.0,0.0,4.749,1255.54,1150.43,false
42,4.805,1683.0,21.29,3066.0,100.0,0.0,716.0,0.61,4.805,1270.45,1156.49,false
43,4.843,1713.0,35.1,3067.0,100.0,0.0,0.0,0.0,4.843,1252.75,1151.57,false
44,4.748,1693.0,22.71,3070.0,99.86,0.0,0.0,0.0,4.748,1244.51,1153.27,false
45,4.786,1676.0,19.19,3066.0,100.0,0.0,0.0,0.0,4.786,1254.49,1149.95,false
46,4.78,1694.0,20.51,3067.0,100.0,0.0,0.0,0.0,4.78,1261.51,1156.29,false
47,4.799,1694.0,18.77,3067.0,99.99,0.0,0.0,0.0,4.799,1250.71,1155.45,false
48,4.765,1653.0,16.44,3068.0,100.0,0.0,0.0,0.0,4.765,1251.8,1154.33,false
49,4.763,1707.0,20.89,3068.0,99.87,0.0,0.0,0.0,4.763,1253.92,1150.66,false
50,4.777,1691.0,21.1,3068.0,99.89,0.0,0.0,0.0,4.777,1255.36,1151.83,false
51,4.774,1690.0,21.25,3068.0,99.89,0.0,0.0,0.0,4.774,1252.91,1152.97,false
52,4.783,1674.0,20.03,3066.0,100.0,0.0,0.0,0.0,4.783,1256.99,1150.68,false
53,4.801,1671.0,20.26,3066.0,100.0,0.001,715.0,0.51,4.802,1253.93,1150.74,false
54,4.8,1680.0,19.32,3066.0,100.0,0.0,0.0,0.0,4.8,1252.81,1158.8,false
55,4.793,1694.0,22.6,3068.0,100.0,0.0,709.0,0.22,4.793,1268.63,1154.25,false
56,4.773,1697.0,19.18,3068.0,99.81,0.0,0.0,0.0,4.773,1249.47,1151.61,false
