Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s,ComponentB CPU ms/s,Adapted
0,1.979,1171.0,34.56,1780.0,50.08,0.0,0.0,0.0,1.979,513.49,464.4,false
1,4.507,1499.0,19.02,3073.0,99.97,0.0,0.0,0.0,4.507,1152.19,1076.61,false
2,4.693,1714.0,20.89,3065.0,99.93,0.0,0.0,0.0,4.693,1258.66,1156.68,false
3,4.673,1683.0,21.43,3067.0,99.67,0.0,0.0,0.0,4.673,1245.43,1158.26,false
4,4.714,1650.0,18.65,3063.0,100.0,0.0,0.0,0.0,4.714,1257.51,1150.58,false
5,4.694,1660.0,20.71,3065.0,99.78,0.0,0.0,0.0,4.694,1248.39,1148.92,false
6,4.712,1691.0,22.57,3065.0,100.0,0.001,714.0,0.41,4.713,1265.54,1158.85,false
7,4.701,1678.0,20.41,3068.0,99.85,0.0,0.0,0.0,4.701,1249.14,1152.87,false
8,4.724,1683.0,19.49,3066.0,100.0,0.0,708.0,0.22,4.724,1254.81,1150.44,false
9,4.664,1698.0,25.62,3071.0,99.49,0.0,708.0,0.22,4.664,1245.91,1158.74,false
10,4.708,1686.0,19.42,3068.0,100.0,0.0,0.0,0.0,4.708,1243.5,1150.66,false
11,4.706,1672.0,20.84,3068.0,99.8,0.0,0.0,0.0,4.706,1248.08,1151.14,false
12,4.751,1724.0,22.68,3063.0,99.9,0.0,0.0,0.0,4.751,1332.29,1155.51,false
13,4.759,1736.0,22.84,3061.0,99.96,0.0,0.0,0.0,4.759,1377.68,1141.42,false
14,4.737,1728.0,17.9,3061.0,99.93,0.0,0.0,0.0,4.737,1356.69,1149.34,false
15,4.795,1740.0,19.39,3057.0,100.0,0.0,0.0,0.0,4.795,1366.45,1145.5,false
16,4.781,1716.0,21.19,3059.0,99.95,0.0,0.0,0.0,4.781,1364.19,1146.4,false
17,4.81,1770.0,20.02,3057.0,100.0,0.0,0.0,0.0,4.81,1379.9,1157.26,false
18,4.994,1753.0,24.83,3057.0,99.94,0.0,0.0,0.0,4.994,1360.23,1139.82,false
19,4.77,1740.0,21.14,3061.0,99.9,0.0,0.0,0.0,4.77,1356.83,1147.8,false
20,4.818,1746.0,19.45,3057.0,100.0,0.0,0.0,0.0,4.818,1379.94,1154.23,false
21,4.791,1746.0,21.07,3059.0,99.89,0.0,0.0,0.0,4.791,1364.2,1150.61,false
22,4.773,1727.0,23.07,3061.0,99.95,0.0,0.0,0.0,4.773,1346.49,1146.01,false
23,4.827,1726.0,19.44,3057.0,100.0,0.0,0.0,0.0,4.827,1381.66,1152.13,false
24,4.809,1762.0,20.71,3058.0,100.0,0.0,0.0,0.0,4.809,1370.14,1145.82,false
25,4.779,1702.0,20.07,3062.0,100.0,0.0,0.0,0.0,4.779,1338.64,1147.09,false
26,4.753,1660.0,19.03,3067.0,100.0,0.0,0.0,0.0,4.753,1257.8,1152.51,false
27,4.743,1676.0,20.39,3068.0,99.89,0.0,0.0,0.0,4.743,1254.25,1158.24,false
28,4.723,1670.0,21.79,3070.0,99.86,0.0,0.0,0.0,4.723,1239.16,1154.46,false
29,4.79,1678.0,26.62,3066.0,100.0,0.0,0.0,0.0,4.79,1256.26,1153.43,false
30,4.755,1703.0,19.12,3066.0,100.0,0.0,0.0,0.0,4.755,1237.95,1151.45,false
31,4.741,1689.0,20.76,3068.0,99.79,0.0,0.0,0.0,4.741,1243.18,1157.24,false
32,4.768,1678.0,20.39,3066.0,100.0,0.0,0.0,0.0,4.768,1257.4,1150.76,false
33,4.755,1655.0,20.57,3068.0,99.85,0.0,0.0,0.0,4.755,1245.36,1148.88,false
34,4.724,1668.0,16.62,3068.0,99.81,0.0,0.0,0.0,4.724,1254.96,1155.71,false
35,4.756,1676.0,19.61,3068.0,99.84,0.0,0.0,0.0,4.756,1244.53,1153.11,false
36,4.761,1670.0,20.34,3067.0,99.83,0.0,0.0,0.0,4.761,1252.3,1152.17,false
37,4.766,1706.0,20.63,3067.0,100.0,0.0,0.0,0.0,4.766,1255.59,1155.49,false
38,4.784,1679.0,20.33,3066.0,100.0,0.002,714.0,0.41,4.786,1270.91,1149.08,false
39,4.822,1675.0,26.04,3066.0,100.0,0.0,0.0,0.0,4.822,1258.69,1158.56,false
40,4.762,1687.0,22.44,3069.0,99.83,0.0,0.0,0.0,4.762,1272.52,1157.74,false
41,4.755,1680.0,20.63,3069.0,99.82,0.0,0.0,0.0,4.755,1248.49,1152.67,false
42,4.778,1676.0,19.72,3067.0,100.0,0.0,0.0,0.0,4.778,1250.71,1151.55,false
43,4.741,1694.0,22.1,3069.0,99.76,0.0,0.0,0.0,4.741,1247.45,1157.22,false
44,4.767,1682.0,21.18,3068.0,99.86,0.0,0.0,0.0,4.767,1250.98,1154.62,false
45,4.772,1691.0,20.51,3068.0,99.85,0.0,0.0,0.0,4.772,1248.49,1150.97,false
46,4.787,1674.0,20.07,3066.0,100.0,0.0,0.0,0.0,4.787,1254.13,1150.59,false
47,4.745,1691.0,22.12,3069.0,99.65,0.0,0.0,0.0,4.745,1246.94,1160.13,false
48,4.792,1694.0,19.07,3066.0,100.0,0.0,0.0,0.0,4.792,1251.45,1152.97,false
49,4.795,1692.0,18.91,3066.0,100.0,0.0,0.0,0.0,4.795,1255.08,1151.05,false
50,4.745,1666.0,20.0,3070.0,99.87,0.0,0.0,0.0,4.745,1242.2,1154.44,false
51,4.769,1669.0,18.17,3068.0,100.0,0.0,0.0,0.0,4.769,1245.43,1154.08,false
52,4.754,1726.0,34.27,3073.0,99.46,0.0,709.0,0.22,4.754,1232.27,1158.8,false
53,4.79,1670.0,18.19,3066.0,100.0,0.0,0.0,0.0,4.79,1259.03,1148.83,false
54,4.772,1672.0,18.03,3066.0,100.0,0.0,709.0,0.22,4.772,1256.49,1157.81,false
55,4.791,1668.0,19.5,3066.0,100.0,0.0,0.0,0.0,4.791,1256.32,1151.84,false
56,4.8,1671.0,19.75,3066.0,100.0,0.0,0.0,0.0,4.8,1256.87,1151.52,false
57,4.775,1657.0,21.4,3068.0,100.0,0.0,0.0,0.0,4.775,1248.41,1154.44,false
58,4.812,1673.0,22.23,3066.0,100.0,0.0,712.0,0.32,4.812,1258.83,1152.87,false
59,4.84,1704.0,27.73,3066.0,100.0,0.0,0.0,0.0,4.84,1260.59,1151.21,false
60,4.755,1693.0,22.95,3069.0,99.79,0.0,0.0,0.0,4.755,1247.22,1154.37,false
61,4.765,1679.0,20.18,3068.0,99.88,0.0,0.0,0.0,4.765,1240.71,1156.08,false
62,4.809,1674.0,18.56,3066.0,100.0,0.0,712.0,0.32,4.809,1247.92,1155.86,false
63,4.802,1685.0,19.2,3066.0,100.0,0.0,0.0,0.0,4.802,1254.12,1153.82,false
64,4.809,1667.0,19.76,3066.0,100.0,0.0,0.0,0.0,4.809,1252.54,1151.81,false
65,4.769,1663.0,21.07,3069.0,99.87,0.0,0.0,0.0,4.769,1246.1,1153.7,false
66,4.809,1672.0,19.59,3066.0,100.0,0.0,0.0,0.0,4.809,1254.0,1160.19,false
67,4.798,1679.0,21.56,3068.0,100.0,0.0,0.0,0.0,4.798,1257.59,1155.58,false
68,4.799,1695.0,21.31,3067.0,100.0,0.0,0.0,0.0,4.799,1252.58,1155.83,false
69,4.811,1692.0,20.19,3066.0,100.0,0.0,708.0,0.22,4.811,1254.68,1155.59,false
70,4.818,1682.0,22.72,3067.0,100.0,0.0,0.0,0.0,4.818,1260.34,1151.84,false
71,4.776,1695.0,22.9,3070.0,99.93,0.0,0.0,0.0,4.776,1245.33,1156.67,false
72,4.801,1682.0,19.93,3067.0,100.0,0.0,0.0,0.0,4.801,1252.52,1152.84,false
73,4.783,1701.0,19.42,3068.0,99.86,0.0,0.0,0.0,4.783,1254.54,1156.3,false
74,4.764,1674.0,20.43,3070.0,99.71,0.0,708.0,0.22,4.764,1243.15,1154.98,false
75,4.792,1716.0,28.6,3070.0,99.73,0.0,0.0,0.0,4.792,1245.05,1154.2,false
76,4.798,1684.0,21.56,3068.0,100.0,0.0,0.0,0.0,4.798,1250.02,1155.92,false
77,4.812,1687.0,19.47,3067.0,100.0,0.0,0.0,0.0,4.812,1257.31,1153.68,false
78,4.794,1698.0,18.53,3068.0,99.85,0.0,0.0,0.0,4.794,1246.72,1151.93,false
79,4.809,1679.0,19.49,3066.0,100.0,0.0,0.0,0.0,4.809,1253.25,1152.56,false
80,4.847,1686.0,29.52,3067.0,100.0,0.0,0.0,0.0,4.847,1246.98,1148.32,false
81,4.789,1683.0,20.56,3068.0,99.9,0.0,0.0,0.0,4.789,1250.93,1155.3,false
82,4.837,1710.0,20.33,3062.0,99.9,0.0,0.0,0.0,4.837,1325.08,1155.0,false
83,4.862,1752.0,23.77,3060.0,99.97,0.0,709.0,0.22,4.862,1385.31,1148.97,false
84,4.781,1702.0,23.53,3067.0,99.72,0.0,0.0,0.0,4.781,1276.14,1144.81,false
85,4.8,1665.0,21.42,3068.0,100.0,0.0,0.0,0.0,4.8,1249.73,1153.75,false
86,4.782,1698.0,21.33,3069.0,99.87,0.0,0.0,0.0,4.782,1249.54,1153.67,false
87,4.816,1668.0,19.27,3067.0,100.0,0.0,0.0,0.0,4.816,1249.68,1154.09,false
88,4.855,1700.0,26.99,3066.0,100.0,0.0,0.0,0.0,4.855,1256.84,1163.64,false
89,4.785,1707.0,22.48,3069.0,99.61,0.0,0.0,0.0,4.785,1250.28,1146.3,false
90,4.826,1677.0,19.83,3066.0,100.0,0.0,0.0,0.0,4.826,1262.95,1161.5,false
91,4.82,1693.0,20.95,3067.0,100.0,0.0,0.0,0.0,4.82,1267.47,1157.17,false
92,4.831,1681.0,24.27,3067.0,100.0,0.0,709.0,0.22,4.831,1240.93,1151.91,false
93,4.79,1711.0,22.34,3069.0,99.72,0.0,0.0,0.0,4.79,1242.53,1154.76,false
94,4.784,1688.0,17.74,3068.0,99.85,0.0,0.0,0.0,4.784,1248.03,1158.85,false
95,4.799,1697.0,19.93,3068.0,99.88,0.0,0.0,0.0,4.799,1252.0,1152.9,false
96,4.786,1659.0,21.97,3070.0,99.84,0.0,0.0,0.0,4.786,1243.58,1154.59,false
