Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s,ComponentB CPU ms/s,Adapted
0,1.929,1165.0,18.51,1764.0,48.77,0.0,0.0,0.0,1.929,503.24,453.57,false
1,4.522,1492.0,18.82,3074.0,99.97,0.001,712.0,0.31,4.523,1159.87,1082.71,false
2,4.623,1685.0,22.42,3068.0,99.56,0.0,0.0,0.0,4.623,1235.92,1148.68,false
3,4.707,1649.0,18.83,3063.0,100.0,0.0,0.0,0.0,4.707,1250.37,1140.97,false
4,4.66,1674.0,25.73,3069.0,99.67,0.001,709.0,0.22,4.661,1267.58,1157.05,false
5,4.648,1698.0,23.89,3069.0,99.65,0.0,0.0,0.0,4.648,1241.95,1152.41,false
6,4.711,1677.0,22.22,3066.0,100.0,0.0,712.0,0.53,4.711,1267.38,1153.88,false
7,4.694,1668.0,20.02,3068.0,100.0,0.0,0.0,0.0,4.694,1255.59,1151.7,false
8,4.673,1676.0,21.71,3070.0,99.86,0.0,0.0,0.0,4.673,1245.94,1149.1,false
9,4.627,1698.0,25.46,3073.0,99.5,0.001,714.0,0.41,4.628,1239.58,1148.9,false
10,4.645,1688.0,23.37,3071.0,99.75,0.0,0.0,0.0,4.645,1243.18,1148.49,false
11,4.733,1681.0,19.77,3066.0,100.0,0.0,0.0,0.0,4.733,1250.49,1156.01,false
12,4.683,1709.0,21.49,3070.0,99.68,0.0,0.0,0.0,4.683,1237.65,1151.6,false
13,4.732,1681.0,19.28,3067.0,100.0,0.0,0.0,0.0,4.732,1261.77,1150.98,false
14,4.669,1686.0,20.84,3071.0,99.88,0.0,0.0,0.0,4.669,1240.37,1151.51,false
15,4.722,1702.0,20.5,3067.0,100.0,0.0,0.0,0.0,4.722,1256.01,1147.25,false
16,4.732,1685.0,19.18,3066.0,100.0,0.0,0.0,0.0,4.732,1255.13,1149.1,false
17,4.733,1688.0,20.56,3067.0,100.0,0.0,0.0,0.0,4.733,1260.43,1149.67,false
18,4.716,1666.0,14.31,3066.0,100.0,0.0,0.0,0.0,4.716,1255.55,1152.18,false
19,4.703,1707.0,24.82,3070.0,99.85,0.003,715.0,0.72,4.706,1253.84,1158.61,false
20,4.77,1680.0,25.16,3066.0,100.0,0.0,708.0,0.22,4.77,1258.73,1152.56,false
21,4.74,1693.0,20.67,3067.0,100.0,0.0,0.0,0.0,4.74,1258.96,1149.07,false
22,4.682,1675.0,23.9,3072.0,99.61,0.0,0.0,0.0,4.682,1245.06,1155.62,false
23,4.711,1683.0,30.18,3073.0,99.5,0.0,0.0,0.0,4.711,1230.78,1153.01,false
24,4.71,1692.0,22.18,3070.0,99.85,0.0,0.0,0.0,4.71,1233.32,1152.4,false
25,4.71,1692.0,22.7,3070.0,99.68,0.0,0.0,0.0,4.71,1248.9,1144.14,false
26,4.67,1712.0,24.05,3073.0,99.5,0.0,0.0,0.0,4.67,1254.54,1158.46,false
27,4.728,1699.0,20.91,3068.0,99.88,0.0,0.0,0.0,4.728,1254.85,1151.52,false
28,4.696,1677.0,21.65,3071.0,99.71,0.0,0.0,0.0,4.696,1235.66,1150.94,false
29,4.715,1704.0,21.75,3070.0,99.85,0.0,0.0,0.0,4.715,1242.01,1143.62,false
30,4.681,1710.0,22.48,3072.0,99.44,0.0,0.0,0.0,4.681,1237.94,1154.91,false
31,4.729,1687.0,18.08,3068.0,99.88,0.0,0.0,0.0,4.729,1239.66,1154.12,false
32,4.739,1684.0,21.13,3068.0,99.85,0.0,0.0,0.0,4.739,1248.53,1149.2,false
33,4.767,1685.0,19.6,3066.0,100.0,0.0,0.0,0.0,4.767,1259.6,1154.19,false
34,4.766,1662.0,20.32,3066.0,100.0,0.0,0.0,0.0,4.766,1256.58,1152.04,false
35,4.77,1666.0,21.33,3067.0,99.91,0.0,714.0,0.41,4.77,1255.53,1149.49,false
36,4.734,1684.0,21.49,3070.0,99.84,0.0,0.0,0.0,4.734,1247.14,1151.98,false
37,4.729,1672.0,21.72,3070.0,99.68,0.0,709.0,0.43,4.729,1247.55,1152.53,false
38,4.668,1694.0,20.78,3072.0,99.36,0.0,0.0,0.0,4.668,1252.98,1141.34,false
39,4.756,1669.0,21.99,3068.0,99.84,0.0,0.0,0.0,4.756,1257.76,1151.58,false
40,4.792,1684.0,23.86,3068.0,99.8,0.0,0.0,0.0,4.792,1252.17,1158.35,false
41,4.714,1697.0,23.31,3071.0,99.58,0.0,709.0,0.22,4.714,1252.41,1150.87,false
42,4.767,1678.0,23.72,3069.0,100.0,0.0,0.0,0.0,4.767,1250.33,1150.35,false
43,4.758,1708.0,22.52,3069.0,99.87,0.0,0.0,0.0,4.758,1253.04,1154.0,false
44,4.78,1683.0,23.15,3067.0,100.0,0.0,709.0,0.22,4.78,1263.31,1151.45,false
45,4.765,1690.0,28.63,3070.0,99.63,0.0,0.0,0.0,4.765,1246.95,1152.83,false
46,4.723,1702.0,24.08,3072.0,99.59,0.0,0.0,0.0,4.723,1249.9,1155.56,false
47,4.738,1673.0,21.71,3070.0,99.63,0.0,0.0,0.0,4.738,1243.01,1149.04,false
48,4.789,1674.0,19.26,3067.0,100.0,0.0,0.0,0.0,4.789,1263.34,1152.06,false
49,4.788,1701.0,28.26,3069.0,99.79,0.0,0.0,0.0,4.788,1253.74,1152.4,false
50,4.793,1702.0,20.86,3066.0,100.0,0.0,710.0,0.43,4.793,1258.62,1151.47,false
51,4.74,1678.0,21.81,3070.0,99.69,0.0,0.0,0.0,4.74,1246.6,1151.79,false
52,4.786,1713.0,20.79,3067.0,100.0,0.0,709.0,0.22,4.786,1259.14,1154.65,false
53,4.751,1685.0,22.0,3070.0,99.66,0.0,0.0,0.0,4.751,1246.33,1150.63,false
54,4.783,1690.0,21.56,3068.0,99.89,0.0,0.0,0.0,4.783,1256.99,1153.98,false
55,4.771,1711.0,20.83,3068.0,99.9,0.0,0.0,0.0,4.771,1257.31,1151.84,false
56,4.764,1676.0,21.47,3069.0,99.87,0.0,0.0,0.0,4.764,1246.11,1153.13,false
57,4.754,1695.0,20.84,3070.0,99.85,0.0,0.0,0.0,4.754,1248.44,1152.47,false
58,4.636,1695.0,21.43,3077.0,99.24,0.0,0.0,0.0,4.636,1220.36,1144.73,false
59,4.801,1659.0,19.42,3066.0,100.0,0.0,0.0,0.0,4.801,1256.29,1149.81,false
60,4.771,1689.0,21.06,3068.0,99.8,0.0,0.0,0.0,4.771,1249.91,1151.14,false
61,4.764,1681.0,19.97,3068.0,99.8,0.0,0.0,0.0,4.764,1240.91,1151.21,false
62,4.783,1676.0,18.81,3066.0,100.0,0.0,0.0,0.0,4.783,1243.69,1152.79,false
63,4.796,1682.0,21.24,3067.0,100.0,0.0,0.0,0.0,4.796,1262.5,1148.62,false
64,4.789,1687.0,21.49,3068.0,100.0,0.0,0.0,0.0,4.789,1253.2,1152.84,false
65,4.763,1694.0,21.65,3070.0,99.69,0.0,0.0,0.0,4.763,1246.08,1153.49,false
66,4.782,1679.0,19.42,3068.0,100.0,0.0,713.0,0.31,4.782,1252.61,1155.11,false
67,4.735,1693.0,22.75,3071.0,99.61,0.0,0.0,0.0,4.735,1228.74,1147.82,false
68,4.795,1715.0,29.35,3070.0,99.65,0.0,709.0,0.43,4.795,1259.63,1152.35,false
69,4.806,1682.0,19.3,3066.0,100.0,0.0,0.0,0.0,4.806,1259.0,1156.28,false
70,4.789,1695.0,20.47,3068.0,100.0,0.0,0.0,0.0,4.789,1254.65,1150.85,false
71,4.815,1693.0,18.83,3066.0,100.0,0.0,0.0,0.0,4.815,1259.24,1144.95,false
72,4.765,1675.0,22.2,3070.0,99.85,0.0,0.0,0.0,4.765,1247.77,1152.51,false
73,4.815,1720.0,21.65,3065.0,99.95,0.0,0.0,0.0,4.815,1314.81,1150.2,false
74,4.81,1756.0,24.77,3062.0,99.89,0.0,0.0,0.0,4.81,1351.23,1137.34,false
75,4.8,1754.0,23.34,3064.0,99.84,0.0,0.0,0.0,4.8,1360.11,1150.36,false
76,4.826,1699.0,22.59,3065.0,99.98,0.0,0.0,0.0,4.826,1314.95,1154.43,false
77,4.754,1674.0,19.12,3070.0,99.65,0.0,0.0,0.0,4.754,1247.79,1152.49,false
78,4.79,1658.0,17.88,3066.0,100.0,0.0,714.0,0.41,4.79,1255.56,1149.28,false
79,4.788,1709.0,28.48,3069.0,99.71,0.0,0.0,0.0,4.788,1254.46,1148.11,false
80,4.793,1678.0,20.58,3068.0,100.0,0.0,0.0,0.0,4.793,1250.57,1152.6,false
81,4.769,1673.0,23.37,3070.0,99.86,0.0,0.0,0.0,4.769,1253.63,1154.96,false
82,4.858,1705.0,25.11,3067.0,99.88,0.0,712.0,0.32,4.858,1251.38,1155.37,false
83,5.354,1760.0,27.43,3053.0,100.0,0.0,0.0,0.0,5.354,1320.55,1147.76,false
84,4.801,1748.0,23.48,3063.0,99.89,0.0,0.0,0.0,4.801,1350.17,1135.19,false
85,4.838,1742.0,22.69,3061.0,99.99,0.0,0.0,0.0,4.838,1366.62,1146.63,false
86,4.817,1757.0,23.8,3063.0,99.79,0.0,0.0,0.0,4.817,1354.7,1149.41,false
87,4.831,1749.0,22.17,3061.0,99.9,0.0,0.0,0.0,4.831,1361.94,1148.86,false
88,4.878,1718.0,19.84,3058.0,100.0,0.0,0.0,0.0,4.878,1373.77,1141.72,false
89,4.84,1767.0,23.7,3062.0,99.84,0.0,0.0,0.0,4.84,1372.3,1146.77,false
90,4.85,1752.0,21.7,3059.0,100.0,0.0,0.0,0.0,4.85,1372.78,1145.82,false
91,4.856,1741.0,19.79,3060.0,100.0,0.0,0.0,0.0,4.856,1359.25,1144.57,false
92,4.72,1708.0,20.67,3071.0,99.57,0.0,0.0,0.0,4.72,1222.14,1144.91,false
93,4.788,1678.0,20.56,3068.0,99.87,0.0,0.0,0.0,4.788,1243.62,1153.37,false
94,4.819,1666.0,19.78,3066.0,100.0,0.0,0.0,0.0,4.819,1255.03,1149.51,false
95,4.741,1695.0,25.54,3073.0,99.56,0.0,0.0,0.0,4.741,1240.59,1159.19,false
96,4.798,1671.0,19.81,3067.0,99.84,0.0,0.0,0.0,4.798,1254.4,1150.28,false
97,4.777,1646.0,16.01,3068.0,100.0,0.0,0.0,0.0,4.777,1252.31,1151.19,false
98,4.724,1708.0,22.92,3071.0,99.45,0.0,0.0,0.0,4.724,1234.6,1143.72,false
99,4.839,1671.0,22.0,3066.0,100.0,0.0,0.0,0.0,4.839,1257.08,1148.71,false
100,4.82,1677.0,19.1,3066.0,100.0,0.0,0.0,0.0,4.82,1256.7,1151.76,false
101,4.822,1694.0,23.24,3068.0,99.86,0.0,0.0,0.0,4.822,1253.84,1151.26,false
102,4.782,1678.0,22.49,3070.0,99.79,0.0,0.0,0.0,4.782,1250.61,1154.66,false
103,4.836,1684.0,24.73,3067.0,100.0,0.001,715.0,0.41,4.837,1261.34,1152.88,false
104,4.825,1669.0,19.82,3066.0,100.0,0.0,0.0,0.0,4.825,1256.16,1151.23,false
105,4.822,1672.0,27.8,3069.0,100.0,0.0,0.0,0.0,4.822,1248.08,1150.54,false
106,4.814,1675.0,20.77,3067.0,99.92,0.0,0.0,0.0,4.814,1254.0,1151.7,false
107,4.789,1689.0,22.3,3070.0,99.89,0.0,0.0,0.0,4.789,1247.85,1151.84,false
108,4.806,1702.0,36.21,3070.0,99.45,0.0,0.0,0.0,4.806,1247.43,1156.4,false
109,4.804,1686.0,21.45,3068.0,99.8,0.0,0.0,0.0,4.804,1261.26,1151.88,false
110,4.841,1682.0,19.71,3066.0,100.0,0.0,0.0,0.0,4.841,1262.54,1152.2,false
111,4.834,1669.0,19.29,3066.0,100.0,0.0,0.0,0.0,4.834,1267.49,1152.42,false
112,4.787,1692.0,21.98,3069.0,99.81,0.0,710.0,0.22,4.787,1252.22,1146.46,false
113,4.834,1677.0,20.62,3066.0,100.0,0.0,0.0,0.0,4.834,1262.83,1153.88,false
114,4.82,1669.0,20.23,3067.0,99.84,0.0,708.0,0.22,4.82,1259.27,1153.8,false
115,4.822,1671.0,19.28,3067.0,100.0,0.0,0.0,0.0,4.822,1259.97,1151.77,false
116,4.789,1671.0,19.86,3069.0,99.85,0.0,0.0,0.0,4.789,1242.31,1149.44,false
117,5.085,1685.0,20.57,3063.0,100.0,0.0,0.0,0.0,5.085,1269.88,1148.61,false
118,4.862,1693.0,19.2,3059.0,100.0,0.0,0.0,0.0,4.862,1370.46,1142.4,false
119,4.869,1733.0,21.63,3060.0,99.95,0.0,0.0,0.0,4.869,1365.56,1149.97,false
120,4.843,1702.0,20.52,3063.0,100.0,0.0,0.0,0.0,4.843,1299.51,1147.15,false
121,4.824,1689.0,20.83,3068.0,100.0,0.0,0.0,0.0,4.824,1259.78,1153.03,false
122,4.831,1690.0,19.31,3067.0,100.0,0.0,0.0,0.0,4.831,1259.69,1152.56,false
123,4.791,1711.0,22.44,3068.0,99.84,0.0,0.0,0.0,4.791,1248.12,1149.52,false
124,4.777,1669.0,22.47,3069.0,99.66,0.0,0.0,0.0,4.777,1229.83,1152.5,false
125,4.835,1702.0,21.46,3067.0,100.0,0.0,0.0,0.0,4.835,1275.76,1153.55,false
126,4.82,1674.0,21.16,3067.0,100.0,0.0,0.0,0.0,4.82,1266.79,1147.82,false
127,4.799,1678.0,20.36,3069.0,99.79,0.0,0.0,0.0,4.799,1249.94,1154.93,false
128,4.818,1692.0,22.17,3067.0,100.0,0.0,0.0,0.0,4.818,1264.12,1151.58,false
129,4.811,1686.0,23.69,3068.0,100.0,0.0,0.0,0.0,4.811,1273.12,1146.51,false
130,4.808,1672.0,20.99,3069.0,99.85,0.0,0.0,0.0,4.808,1250.23,1156.12,false
131,4.84,1674.0,18.87,3066.0,100.0,0.0,0.0,0.0,4.84,1256.64,1147.66,false
132,4.804,1683.0,21.56,3068.0,100.0,0.0,0.0,0.0,4.804,1266.54,1147.49,false
133,4.829,1676.0,20.38,3066.0,100.0,0.0,0.0,0.0,4.829,1262.08,1153.08,false
134,4.824,1673.0,20.63,3067.0,99.89,0.0,0.0,0.0,4.824,1257.91,1154.17,false
135,4.835,1684.0,19.61,3066.0,100.0,0.0,0.0,0.0,4.835,1260.56,1151.87,false
136,4.8,1664.0,17.95,3068.0,100.0,0.0,0.0,0.0,4.8,1251.88,1152.49,false
137,4.769,1670.0,20.05,3070.0,99.78,0.0,712.0,0.31,4.769,1232.81,1149.14,false
138,4.88,1678.0,30.13,3066.0,100.0,0.0,0.0,0.0,4.88,1268.9,1153.49,false
139,4.81,1686.0,21.08,3067.0,99.8,0.0,0.0,0.0,4.81,1247.2,1152.07,false
140,4.811,1678.0,21.14,3067.0,99.82,0.0,0.0,0.0,4.811,1260.0,1143.4,false
141,4.796,1677.0,22.18,3068.0,99.86,0.0,0.0,0.0,4.796,1248.89,1152.69,false
142,4.822,1699.0,20.54,3067.0,99.89,0.0,0.0,0.0,4.822,1256.33,1152.68,false
143,4.843,1685.0,21.59,3066.0,100.0,0.0,0.0,0.0,4.843,1268.13,1149.71,false
144,4.838,1683.0,19.27,3066.0,100.0,0.0,712.0,0.31,4.838,1261.62,1153.08,false
145,4.847,1684.0,19.58,3066.0,100.0,0.0,0.0,0.0,4.847,1259.19,1151.19,false
146,4.816,1655.0,21.16,3067.0,99.83,0.0,0.0,0.0,4.816,1256.99,1152.26,false
147,4.816,1685.0,20.28,3067.0,99.88,0.0,0.0,0.0,4.816,1254.79,1152.92,false
148,4.843,1697.0,20.35,3066.0,100.0,0.0,0.0,0.0,4.843,1262.69,1157.74,false
149,4.824,1680.0,20.47,3067.0,99.98,0.0,0.0,0.0,4.824,1255.5,1151.26,false
150,4.832,1669.0,19.2,3067.0,99.99,0.0,0.0,0.0,4.832,1256.39,1151.98,false
151,4.821,1658.0,21.15,3068.0,100.0,0.0,0.0,0.0,4.821,1256.01,1143.83,false
152,4.844,1661.0,19.79,3066.0,100.0,0.0,0.0,0.0,4.844,1258.88,1158.98,false
153,4.86,1698.0,19.83,3066.0,100.0,0.0,0.0,0.0,4.86,1268.64,1153.84,false
154,4.84,1666.0,19.39,3066.0,100.0,0.0,0.0,0.0,4.84,1247.51,1154.28,false
155,4.797,1685.0,20.4,3068.0,99.67,0.0,0.0,0.0,4.797,1236.12,1150.49,false
156,4.779,1675.0,18.98,3069.0,99.81,0.0,0.0,0.0,4.779,1241.8,1143.5,false
157,4.842,1655.0,18.57,3066.0,100.0,0.0,0.0,0.0,4.842,1274.86,1159.32,false
158,4.778,1700.0,23.14,3069.0,99.67,0.0,0.0,0.0,4.778,1234.61,1143.78,false
159,4.808,1685.0,21.19,3068.0,99.72,0.0,0.0,0.0,4.808,1251.1,1156.03,false
160,4.829,1683.0,21.12,3067.0,99.86,0.0,0.0,0.0,4.829,1258.34,1152.91,false
161,4.854,1667.0,19.28,3066.0,100.0,0.0,0.0,0.0,4.854,1259.77,1149.17,false
162,4.845,1693.0,23.4,3067.0,99.83,0.0,0.0,0.0,4.845,1257.82,1151.59,false
