Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s,ComponentB CPU ms/s,Adapted
0,1.978,1167.0,19.05,1838.0,50.98,0.0,0.0,0.0,1.978,517.69,471.23,false
1,4.532,1442.0,19.06,3073.0,99.98,0.001,714.0,0.42,4.533,1164.48,1084.38,false
2,4.696,1690.0,19.09,3063.0,100.0,0.0,0.0,0.0,4.696,1253.3,1140.24,false
3,4.715,1639.0,18.81,3063.0,100.0,0.0,0.0,0.0,4.715,1265.39,1154.59,false
4,4.912,1657.0,21.72,3061.0,100.0,0.0,0.0,0.0,4.912,1248.37,1143.28,false
5,4.71,1628.0,19.37,3063.0,100.0,0.0,0.0,0.0,4.71,1265.67,1154.9,false
6,4.664,1667.0,21.65,3069.0,99.68,0.0,0.0,0.0,4.664,1258.26,1149.62,false
7,4.718,1685.0,19.47,3066.0,100.0,0.0,0.0,0.0,4.718,1254.08,1143.48,false
8,4.737,1688.0,19.02,3066.0,100.0,0.0,0.0,0.0,4.737,1261.89,1154.95,false
9,4.679,1656.0,17.31,3068.0,99.86,0.002,712.0,0.32,4.681,1248.0,1148.34,false
10,4.64,1702.0,24.1,3073.0,99.58,0.0,0.0,0.0,4.64,1241.76,1143.29,false
11,4.736,1668.0,20.17,3066.0,100.0,0.0,0.0,0.0,4.736,1257.72,1157.1,false
12,4.768,1674.0,26.31,3066.0,100.0,0.0,0.0,0.0,4.768,1272.56,1154.99,false
13,4.866,1715.0,54.81,3063.0,99.91,0.001,709.0,0.43,4.871,1270.26,1155.42,false
14,4.793,1693.0,29.74,3068.0,100.0,0.0,714.0,0.41,4.793,1251.36,1148.05,false
15,4.737,1675.0,19.95,3067.0,100.0,0.0,0.0,0.0,4.737,1259.63,1153.41,false
16,4.739,1676.0,20.35,3067.0,100.0,0.0,0.0,0.0,4.739,1257.94,1146.33,false
17,4.703,1716.0,23.65,3070.0,99.7,0.0,0.0,0.0,4.703,1253.94,1148.89,false
18,4.746,1679.0,19.38,3066.0,100.0,0.0,0.0,0.0,4.746,1256.0,1147.27,false
19,4.724,1680.0,21.83,3068.0,99.78,0.0,0.0,0.0,4.724,1261.02,1151.72,false
20,4.732,1682.0,17.78,3067.0,100.0,0.0,0.0,0.0,4.732,1258.14,1150.29,false
21,4.743,1685.0,19.39,3068.0,99.88,0.0,0.0,0.0,4.743,1256.39,1149.2,false
22,4.75,1674.0,19.26,3066.0,100.0,0.0,0.0,0.0,4.75,1259.29,1149.07,false
23,4.783,1702.0,27.62,3066.0,100.0,0.001,713.0,0.63,4.784,1266.28,1152.73,false
24,4.756,1664.0,19.29,3066.0,100.0,0.0,0.0,0.0,4.756,1257.13,1146.52,false
