Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s,ComponentB CPU ms/s,Adapted
0,1.342,1098.0,19.12,1767.0,47.09,0.0,0.0,0.0,1.342,78.84,423.68,false
1,3.527,1200.0,22.14,3165.0,99.91,0.001,712.0,0.63,3.528,135.21,1066.36,false
2,3.465,1308.0,16.89,3160.0,100.0,0.0,0.0,0.0,3.465,154.38,1161.94,false
3,3.502,1328.0,35.36,3160.0,100.0,0.0,711.0,0.53,3.502,156.07,1166.94,false
4,3.458,1282.0,17.0,3160.0,100.0,0.0,0.0,0.0,3.458,153.78,1155.56,false
5,3.462,1296.0,16.48,3160.0,100.0,0.0,0.0,0.0,3.462,155.6,1167.97,false
6,3.456,1311.0,16.12,3162.0,100.0,0.0,0.0,0.0,3.456,156.55,1165.18,false
7,3.455,1368.0,15.86,3164.0,100.0,0.0,0.0,0.0,3.455,157.59,1158.3,false
8,3.459,1357.0,17.23,3164.0,100.0,0.0,0.0,0.0,3.459,157.74,1160.72,false
9,3.451,1378.0,17.88,3164.0,100.0,0.0,714.0,0.41,3.451,158.06,1163.18,false
10,3.464,1353.0,16.76,3164.0,100.0,0.0,0.0,0.0,3.464,157.91,1158.98,false
11,3.464,1379.0,17.49,3164.0,100.0,0.0,0.0,0.0,3.464,157.22,1159.4,false
12,3.468,1337.0,17.47,3164.0,100.0,0.0,0.0,0.0,3.468,159.02,1169.89,false
13,3.453,1336.0,14.25,3164.0,100.0,0.0,0.0,0.0,3.453,157.44,1157.91,false
14,3.472,1342.0,16.72,3164.0,100.0,0.002,712.0,0.85,3.473,158.54,1163.47,false
15,3.479,1367.0,16.83,3164.0,100.0,0.0,0.0,0.0,3.479,157.26,1155.93,false
16,3.473,1375.0,17.67,3164.0,100.0,0.002,711.0,0.53,3.475,159.99,1171.4,false
17,3.456,1381.0,15.22,3164.0,100.0,0.0,0.0,0.0,3.456,157.05,1161.6,false
18,3.468,1366.0,17.59,3164.0,100.0,0.0,0.0,0.0,3.468,159.97,1159.06,false
19,3.464,1353.0,16.56,3164.0,100.0,0.0,0.0,0.0,3.464,157.26,1160.35,false
20,3.473,1354.0,16.5,3164.0,100.0,0.0,0.0,0.0,3.473,157.62,1157.74,false
21,3.48,1380.0,18.93,3164.0,100.0,0.0,710.0,0.43,3.48,158.25,1169.38,false
22,3.494,1381.0,23.09,3164.0,100.0,0.0,0.0,0.0,3.494,158.43,1158.74,false
23,3.462,1324.0,18.06,3164.0,100.0,0.0,0.0,0.0,3.462,157.18,1163.77,false
24,3.463,1350.0,16.72,3164.0,100.0,0.0,0.0,0.0,3.463,156.95,1161.16,false
25,3.488,1381.0,19.34,3164.0,100.0,0.0,0.0,0.0,3.488,158.98,1157.86,false
26,3.482,1372.0,16.46,3164.0,100.0,0.0,0.0,0.0,3.482,159.2,1169.81,false
27,3.485,1336.0,17.52,3164.0,100.0,0.0,0.0,0.0,3.485,159.91,1153.94,false
28,3.483,1363.0,18.12,3164.0,100.0,0.0,0.0,0.0,3.483,160.03,1169.74,false
29,3.468,1373.0,17.78,3164.0,100.0,0.0,0.0,0.0,3.468,156.72,1162.43,false
30,3.46,1355.0,17.22,3164.0,100.0,0.0,0.0,0.0,3.46,148.56,1161.15,false
31,3.482,1344.0,17.72,3164.0,100.0,0.0,0.0,0.0,3.482,149.41,1165.13,false
32,3.466,1341.0,16.88,3164.0,100.0,0.0,0.0,0.0,3.466,158.63,1162.27,false
33,3.485,1386.0,29.17,3165.0,100.0,0.0,0.0,0.0,3.485,159.76,1160.69,false
34,3.466,1377.0,13.93,3164.0,100.0,0.0,0.0,0.0,3.466,158.07,1161.22,false
35,3.474,1351.0,17.32,3164.0,100.0,0.0,0.0,0.0,3.474,157.73,1159.22,false
36,3.469,1363.0,16.62,3164.0,100.0,0.0,0.0,0.0,3.469,158.25,1160.22,false
37,3.48,1342.0,17.93,3164.0,100.0,0.0,713.0,0.32,3.48,159.75,1162.05,false
38,3.486,1366.0,17.6,3164.0,100.0,0.0,0.0,0.0,3.486,158.4,1156.99,false
39,3.465,1393.0,16.52,3164.0,100.0,0.0,0.0,0.0,3.465,158.37,1161.15,false
40,3.489,1343.0,17.19,3164.0,100.0,0.0,0.0,0.0,3.489,159.82,1166.0,false
41,3.487,1385.0,19.07,3164.0,100.0,0.0,0.0,0.0,3.487,157.2,1157.37,false
42,3.477,1363.0,16.35,3164.0,100.0,0.0,0.0,0.0,3.477,158.16,1170.49,false
43,3.514,1407.0,20.63,3163.0,100.0,0.001,710.0,0.53,3.515,160.68,1162.15,false
44,3.489,1370.0,17.54,3164.0,100.0,0.0,0.0,0.0,3.489,159.5,1155.87,false
45,3.471,1374.0,14.78,3164.0,100.0,0.0,0.0,0.0,3.471,161.1,1163.66,false
46,3.467,1364.0,15.55,3164.0,100.0,0.0,0.0,0.0,3.467,158.11,1163.55,false
47,3.467,1389.0,16.6,3164.0,100.0,0.0,0.0,0.0,3.467,158.66,1163.11,false
48,3.482,1362.0,18.7,3164.0,100.0,0.0,0.0,0.0,3.482,159.47,1159.74,false
49,3.47,1360.0,16.7,3164.0,100.0,0.0,0.0,0.0,3.47,158.02,1160.89,false
50,3.482,1359.0,17.25,3164.0,100.0,0.0,0.0,0.0,3.482,158.84,1157.13,false
51,3.49,1353.0,17.33,3164.0,100.0,0.0,0.0,0.0,3.49,160.49,1171.45,false
52,3.48,1377.0,16.62,3164.0,100.0,0.0,0.0,0.0,3.48,159.72,1158.45,false
53,3.464,1342.0,13.97,3164.0,100.0,0.0,0.0,0.0,3.464,158.93,1162.83,false
54,3.464,1351.0,13.88,3164.0,100.0,0.0,0.0,0.0,3.464,160.02,1163.39,false
55,3.484,1363.0,17.19,3164.0,100.0,0.0,0.0,0.0,3.484,158.04,1158.44,false
56,3.486,1339.0,16.85,3164.0,100.0,0.0,0.0,0.0,3.486,159.22,1157.92,false
57,3.491,1373.0,16.73,3164.0,100.0,0.0,0.0,0.0,3.491,161.48,1169.97,false
58,3.486,1383.0,17.34,3164.0,100.0,0.0,0.0,0.0,3.486,159.85,1159.41,false
59,3.499,1343.0,16.97,3164.0,100.0,0.0,0.0,0.0,3.499,159.83,1164.83,false
60,3.525,1408.0,27.54,3164.0,100.0,0.002,716.0,0.61,3.527,158.88,1155.52,false
61,3.517,1352.0,30.71,3164.0,100.0,0.0,0.0,0.0,3.517,145.97,1165.31,false
62,3.501,1386.0,30.12,3164.0,100.0,0.002,710.0,0.22,3.503,152.72,1162.9,false
63,3.499,1365.0,19.5,3164.0,100.0,0.001,712.0,0.53,3.5,159.57,1157.79,false
64,3.499,1377.0,17.43,3164.0,100.0,0.0,0.0,0.0,3.499,162.29,1170.71,false
65,3.478,1365.0,17.39,3164.0,100.0,0.0,0.0,0.0,3.478,159.24,1159.68,false
66,3.51,1372.0,23.84,3164.0,100.0,0.0,0.0,0.0,3.51,159.15,1157.45,false
67,3.494,1369.0,16.76,3164.0,100.0,0.0,0.0,0.0,3.494,159.08,1167.58,false
68,3.702,1384.0,18.16,3125.0,100.0,0.0,0.0,0.0,3.702,159.97,1164.79,false
69,3.633,1492.0,36.0,3160.0,100.0,0.0,0.0,0.0,3.633,163.0,1154.26,false
70,3.493,1389.0,19.49,3164.0,100.0,0.001,711.0,0.53,3.494,161.26,1170.06,false
71,3.451,1388.0,18.33,3145.0,98.84,0.0,0.0,0.0,3.451,159.77,1154.67,false
