Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s,ComponentB CPU ms/s,Adapted
0,1.944,1160.0,19.45,1797.0,49.78,0.0,0.0,0.0,1.944,505.36,457.86,false
1,4.52,1446.0,17.79,3073.0,99.96,0.002,713.0,0.32,4.522,1165.31,1087.19,false
2,4.713,1684.0,19.5,3063.0,100.0,0.0,0.0,0.0,4.713,1265.63,1150.95,false
3,4.671,1657.0,20.66,3065.0,99.85,0.0,0.0,0.0,4.671,1242.47,1140.04,false
4,4.708,1660.0,19.41,3063.0,100.0,0.0,0.0,0.0,4.708,1266.09,1153.19,false
5,4.67,1646.0,22.2,3066.0,99.79,0.0,0.0,0.0,4.67,1251.77,1154.5,false
6,4.714,1673.0,19.74,3065.0,100.0,0.0,0.0,0.0,4.714,1264.43,1152.9,false
7,4.669,1693.0,24.22,3070.0,99.85,0.0,709.0,0.22,4.669,1238.6,1147.39,false
8,4.685,1684.0,21.0,3068.0,99.79,0.0,0.0,0.0,4.685,1254.34,1141.9,false
9,4.728,1705.0,21.82,3066.0,100.0,0.002,711.0,0.85,4.73,1257.97,1158.67,false
10,4.728,1668.0,17.99,3066.0,100.0,0.0,0.0,0.0,4.728,1265.74,1150.57,false
11,4.65,1654.0,17.02,3070.0,99.85,0.0,0.0,0.0,4.65,1232.02,1147.53,false
12,4.71,1677.0,19.05,3068.0,100.0,0.0,0.0,0.0,4.71,1249.13,1150.98,false
13,4.703,1676.0,20.14,3068.0,99.87,0.0,0.0,0.0,4.703,1252.0,1150.21,false
14,4.71,1675.0,21.33,3069.0,100.0,0.0,0.0,0.0,4.71,1255.94,1149.16,false
15,4.711,1675.0,22.13,3068.0,100.0,0.0,0.0,0.0,4.711,1253.03,1152.27,false
16,4.693,1678.0,22.52,3070.0,99.72,0.0,0.0,0.0,4.693,1241.59,1148.43,false
17,4.766,1670.0,32.14,3068.0,100.0,0.002,713.0,0.63,4.768,1263.77,1153.96,false
18,4.749,1675.0,19.86,3066.0,100.0,0.0,0.0,0.0,4.749,1259.69,1154.21,false
19,4.742,1674.0,19.46,3066.0,100.0,0.0,0.0,0.0,4.742,1258.22,1147.82,false
20,4.696,1708.0,23.06,3071.0,99.68,0.0,0.0,0.0,4.696,1254.35,1149.17,false
21,4.755,1677.0,20.08,3066.0,100.0,0.0,0.0,0.0,4.755,1253.53,1146.01,false
22,4.723,1689.0,22.95,3068.0,99.85,0.001,711.0,0.53,4.724,1260.55,1154.99,false
23,4.751,1690.0,19.77,3066.0,100.0,0.0,0.0,0.0,4.751,1257.51,1149.07,false
24,4.756,1678.0,20.93,3066.0,100.0,0.0,709.0,0.22,4.756,1257.18,1147.18,false
