Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s,ComponentB CPU ms/s,Adapted
0,1.94,1175.0,20.66,1777.0,49.45,0.0,0.0,0.0,1.94,504.67,458.58,false
1,4.557,1461.0,23.4,3073.0,99.97,0.002,712.0,0.32,4.559,1158.67,1078.83,false
2,4.709,1685.0,18.21,3063.0,100.0,0.0,0.0,0.0,4.709,1260.67,1157.37,false
3,4.668,1639.0,20.53,3065.0,99.8,0.0,0.0,0.0,4.668,1241.19,1151.87,false
4,4.697,1668.0,21.68,3065.0,99.85,0.0,710.0,0.22,4.697,1260.09,1149.7,false
5,4.694,1641.0,20.56,3065.0,99.85,0.0,0.0,0.0,4.694,1255.73,1156.01,false
6,4.689,1665.0,22.23,3066.0,99.84,0.001,711.0,0.53,4.69,1250.27,1149.27,false
7,4.648,1677.0,24.39,3072.0,99.85,0.0,0.0,0.0,4.648,1249.72,1150.89,false
8,4.699,1712.0,21.05,3068.0,100.0,0.001,712.0,0.32,4.7,1234.3,1144.05,false
9,4.709,1676.0,21.83,3068.0,99.83,0.0,707.0,0.22,4.709,1246.87,1152.39,false
10,4.721,1667.0,17.0,3066.0,100.0,0.0,0.0,0.0,4.721,1252.91,1162.11,false
11,4.715,1691.0,23.33,3068.0,99.87,0.0,712.0,0.32,4.715,1257.96,1150.26,false
12,4.807,1680.0,33.56,3067.0,100.0,0.0,0.0,0.0,4.807,1259.11,1154.28,false
13,5.023,1765.0,93.64,3075.0,99.47,0.0,0.0,0.0,5.023,1226.12,1154.97,false
14,4.93,1690.0,54.4,3068.0,100.0,0.0,0.0,0.0,4.93,1255.46,1160.75,false
15,4.717,1688.0,20.89,3068.0,100.0,0.0,0.0,0.0,4.717,1248.83,1154.59,false
16,4.699,1684.0,21.25,3070.0,99.69,0.0,0.0,0.0,4.699,1243.25,1150.21,false
17,4.718,1662.0,20.14,3068.0,99.86,0.0,0.0,0.0,4.718,1244.76,1152.89,false
18,4.716,1687.0,21.63,3068.0,99.85,0.0,0.0,0.0,4.716,1245.01,1151.02,false
19,4.678,1686.0,24.11,3071.0,99.58,0.001,713.0,0.63,4.679,1234.1,1144.33,false
20,4.709,1676.0,21.97,3069.0,99.87,0.0,0.0,0.0,4.709,1241.81,1152.57,false
