Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s,ComponentB CPU ms/s,Adapted
0,1.873,1151.0,19.32,1771.0,48.89,0.0,0.0,0.0,1.873,487.22,442.77,false
1,4.504,1499.0,19.75,3074.0,99.96,0.0,712.0,0.32,4.504,1159.62,1088.19,false
2,4.697,1673.0,22.81,3064.0,100.0,0.0,0.0,0.0,4.697,1246.98,1147.78,false
3,4.682,1638.0,18.53,3064.0,100.0,0.0,0.0,0.0,4.682,1257.89,1148.73,false
4,4.703,1622.0,18.13,3063.0,100.0,0.0,0.0,0.0,4.703,1253.63,1152.86,false
5,4.674,1633.0,17.63,3064.0,99.85,0.0,0.0,0.0,4.674,1246.65,1141.09,false
6,4.729,1707.0,28.88,3066.0,99.86,0.0,0.0,0.0,4.729,1248.64,1152.04,false
7,4.701,1659.0,20.15,3067.0,100.0,0.0,0.0,0.0,4.701,1250.98,1157.22,false
8,4.667,1695.0,21.96,3070.0,99.85,0.0,0.0,0.0,4.667,1243.31,1142.24,false
9,4.689,1704.0,23.14,3068.0,99.85,0.001,709.0,0.43,4.69,1254.61,1153.21,false
10,4.673,1721.0,23.84,3071.0,99.57,0.0,0.0,0.0,4.673,1239.67,1155.14,false
11,4.715,1664.0,21.07,3066.0,100.0,0.0,712.0,0.31,4.715,1254.88,1150.35,false
12,4.715,1683.0,19.4,3066.0,100.0,0.0,0.0,0.0,4.715,1254.01,1148.4,false
13,4.705,1680.0,21.18,3068.0,100.0,0.0,0.0,0.0,4.705,1244.72,1150.67,false
14,4.691,1650.0,17.31,3068.0,100.0,0.0,0.0,0.0,4.691,1246.36,1148.09,false
15,4.768,1668.0,31.92,3066.0,100.0,0.0,0.0,0.0,4.768,1255.94,1153.8,false
16,4.712,1688.0,20.14,3068.0,99.85,0.0,0.0,0.0,4.712,1247.45,1148.77,false
