Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s,ComponentB CPU ms/s,Adapted
0,1.921,1160.0,20.7,1769.0,48.87,0.0,0.0,0.0,1.921,495.74,449.78,false
1,4.498,1491.0,17.02,3073.0,99.96,0.002,715.0,0.51,4.5,1156.85,1079.63,false
2,4.703,1661.0,19.53,3063.0,100.0,0.0,0.0,0.0,4.703,1248.58,1152.59,false
3,4.695,1645.0,22.65,3065.0,99.97,0.004,712.0,0.63,4.699,1260.48,1153.37,false
4,4.684,1664.0,20.75,3065.0,99.85,0.0,0.0,0.0,4.684,1246.13,1143.86,false
5,4.683,1657.0,22.67,3066.0,99.79,0.0,0.0,0.0,4.683,1261.23,1158.78,false
6,4.721,1655.0,19.35,3065.0,100.0,0.0,0.0,0.0,4.721,1252.9,1150.93,false
7,4.732,1673.0,32.41,3068.0,99.82,0.0,714.0,0.41,4.732,1249.51,1152.06,false
8,4.709,1656.0,19.91,3066.0,100.0,0.0,0.0,0.0,4.709,1244.68,1150.11,false
9,4.704,1682.0,22.65,3068.0,100.0,0.001,714.0,0.41,4.705,1250.73,1147.26,false
10,4.667,1664.0,23.89,3072.0,99.73,0.0,0.0,0.0,4.667,1238.78,1156.08,false
11,4.717,1666.0,20.18,3067.0,100.0,0.0,0.0,0.0,4.717,1254.96,1153.94,false
12,4.691,1681.0,24.64,3070.0,99.66,0.0,0.0,0.0,4.691,1252.55,1156.35,false
13,4.682,1673.0,22.95,3069.0,99.72,0.0,0.0,0.0,4.682,1231.93,1141.14,false
14,4.75,1667.0,23.43,3066.0,100.0,0.002,711.0,0.75,4.752,1259.45,1154.26,false
15,4.694,1680.0,22.38,3069.0,99.72,0.0,0.0,0.0,4.694,1248.1,1160.57,false
16,4.719,1671.0,20.85,3068.0,99.86,0.0,0.0,0.0,4.719,1242.8,1149.36,false
17,4.76,1680.0,28.35,3068.0,100.0,0.0,0.0,0.0,4.76,1248.01,1154.72,false
18,4.714,1683.0,21.7,3068.0,99.86,0.0,708.0,0.43,4.714,1241.08,1144.65,false
19,4.701,1672.0,16.26,3068.0,99.92,0.0,0.0,0.0,4.701,1251.96,1157.33,false
20,4.744,1658.0,19.31,3066.0,100.0,0.0,0.0,0.0,4.744,1252.24,1152.89,false
21,4.731,1662.0,21.44,3068.0,99.9,0.0,0.0,0.0,4.731,1245.61,1153.6,false
22,4.681,1654.0,22.31,3072.0,99.73,0.0,0.0,0.0,4.681,1221.59,1148.82,false
23,4.735,1658.0,21.96,3068.0,99.87,0.0,0.0,0.0,4.735,1248.02,1144.21,false
24,4.795,1693.0,20.69,3061.0,100.0,0.0,0.0,0.0,4.795,1350.11,1154.73,false
25,4.777,1734.0,22.67,3061.0,99.87,0.0,0.0,0.0,4.777,1356.47,1147.12,false
26,4.786,1685.0,20.16,3062.0,100.0,0.0,0.0,0.0,4.786,1316.2,1144.76,false
27,4.752,1668.0,20.89,3068.0,99.91,0.0,0.0,0.0,4.752,1251.45,1155.28,false
28,4.756,1681.0,19.47,3066.0,100.0,0.0,0.0,0.0,4.756,1247.34,1149.93,false
29,4.76,1693.0,22.73,3067.0,100.0,0.0,0.0,0.0,4.76,1268.61,1150.49,false
30,4.705,1680.0,22.2,3070.0,100.0,0.0,0.0,0.0,4.705,1231.71,1152.28,false
31,4.751,1650.0,21.11,3068.0,100.0,0.0,0.0,0.0,4.751,1239.08,1145.51,false
32,4.753,1673.0,22.65,3068.0,100.0,0.0,0.0,0.0,4.753,1247.82,1153.99,false
33,4.772,1644.0,20.9,3066.0,100.0,0.0,0.0,0.0,4.772,1258.47,1156.03,false
34,4.706,1678.0,23.64,3071.0,99.59,0.0,0.0,0.0,4.706,1243.18,1157.94,false
35,4.748,1672.0,21.04,3068.0,99.86,0.0,0.0,0.0,4.748,1238.28,1150.58,false
36,4.746,1674.0,21.28,3068.0,99.79,0.0,0.0,0.0,4.746,1250.62,1145.03,false
37,4.81,1676.0,28.8,3066.0,100.0,0.0,0.0,0.0,4.81,1255.92,1162.58,false
38,4.748,1676.0,22.75,3069.0,99.86,0.0,0.0,0.0,4.748,1243.07,1143.5,false
