Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s,ComponentB CPU ms/s,Adapted
0,2.005,1198.0,19.68,1829.0,50.87,0.0,0.0,0.0,2.005,517.51,472.1,false
1,4.516,1509.0,19.59,3074.0,99.84,0.001,712.0,0.32,4.517,1154.95,1084.13,false
2,4.69,1630.0,18.83,3064.0,100.0,0.0,0.0,0.0,4.69,1252.9,1144.03,false
3,4.698,1656.0,21.84,3065.0,100.0,0.0,0.0,0.0,4.698,1258.16,1158.8,false
4,4.676,1653.0,21.87,3067.0,99.8,0.0,0.0,0.0,4.676,1240.83,1150.9,false
5,4.686,1650.0,20.12,3065.0,99.8,0.0,0.0,0.0,4.686,1248.94,1143.47,false
6,4.744,1681.0,21.27,3062.0,100.0,0.0,0.0,0.0,4.744,1323.04,1157.82,false
7,4.763,1747.0,24.38,3060.0,100.0,0.001,712.0,0.32,4.764,1362.39,1144.7,false
8,4.817,1726.0,28.87,3057.0,100.0,0.0,0.0,0.0,4.817,1373.3,1139.63,false
9,4.776,1722.0,21.36,3060.0,100.0,0.001,714.0,0.41,4.777,1337.26,1156.56,false
10,4.712,1689.0,21.94,3068.0,99.85,0.002,711.0,0.53,4.714,1251.96,1150.95,false
11,4.738,1675.0,21.4,3066.0,100.0,0.0,0.0,0.0,4.738,1257.54,1151.74,false
12,4.664,1701.0,24.19,3071.0,99.46,0.001,711.0,0.32,4.665,1237.07,1150.9,false
13,4.719,1700.0,21.27,3068.0,99.85,0.0,0.0,0.0,4.719,1257.17,1152.85,false
14,4.694,1682.0,21.33,3070.0,99.84,0.0,0.0,0.0,4.694,1248.16,1151.04,false
15,4.689,1696.0,23.1,3070.0,99.73,0.0,0.0,0.0,4.689,1251.77,1148.05,false
16,4.729,1699.0,20.75,3068.0,99.9,0.0,0.0,0.0,4.729,1250.77,1149.99,false
17,4.721,1654.0,20.14,3068.0,100.0,0.0,0.0,0.0,4.721,1243.96,1150.13,false
18,4.693,1713.0,23.67,3071.0,99.88,0.0,0.0,0.0,4.693,1248.66,1151.73,false
19,4.706,1658.0,18.37,3069.0,99.9,0.0,0.0,0.0,4.706,1244.34,1154.33,false
20,4.724,1676.0,18.95,3068.0,99.8,0.0,0.0,0.0,4.724,1253.55,1150.58,false
21,4.725,1708.0,20.23,3068.0,99.88,0.0,0.0,0.0,4.725,1256.49,1149.36,false
22,4.726,1688.0,18.73,3068.0,99.74,0.0,0.0,0.0,4.726,1253.78,1155.36,false
23,4.748,1665.0,20.68,3067.0,100.0,0.0,0.0,0.0,4.748,1254.0,1149.75,false
24,4.743,1691.0,19.95,3068.0,99.91,0.0,0.0,0.0,4.743,1252.86,1152.62,false
25,4.757,1666.0,20.13,3066.0,100.0,0.0,0.0,0.0,4.757,1257.62,1149.61,false
26,4.721,1692.0,21.85,3069.0,99.66,0.0,0.0,0.0,4.721,1245.51,1152.32,false
27,4.759,1667.0,18.86,3066.0,100.0,0.0,0.0,0.0,4.759,1255.73,1147.04,false
28,4.76,1687.0,19.64,3066.0,100.0,0.0,0.0,0.0,4.76,1260.92,1157.0,false
29,4.724,1713.0,22.13,3069.0,99.69,0.0,0.0,0.0,4.724,1249.26,1143.15,false
30,4.713,1707.0,20.88,3069.0,99.64,0.0,0.0,0.0,4.713,1232.64,1149.62,false
31,4.759,1669.0,20.19,3067.0,100.0,0.0,0.0,0.0,4.759,1255.88,1158.41,false
32,4.77,1660.0,20.46,3067.0,100.0,0.0,0.0,0.0,4.77,1260.03,1155.58,false
33,4.762,1664.0,20.75,3068.0,99.88,0.0,0.0,0.0,4.762,1247.93,1146.53,false
34,4.728,1667.0,22.02,3070.0,99.86,0.0,0.0,0.0,4.728,1244.59,1152.78,false
35,4.771,1680.0,20.96,3067.0,100.0,0.0,0.0,0.0,4.771,1262.7,1145.95,false
36,4.785,1682.0,19.34,3066.0,100.0,0.0,0.0,0.0,4.785,1266.02,1158.37,false
37,4.77,1714.0,35.83,3071.0,99.81,0.0,0.0,0.0,4.77,1250.42,1153.58,false
38,4.736,1699.0,20.84,3070.0,99.72,0.0,0.0,0.0,4.736,1241.38,1152.6,false
39,4.675,1678.0,21.86,3073.0,99.57,0.0,712.0,0.63,4.675,1243.47,1152.48,false
40,4.788,1680.0,20.81,3066.0,100.0,0.0,0.0,0.0,4.788,1258.9,1147.42,false
41,4.78,1673.0,21.5,3066.0,100.0,0.003,712.0,0.63,4.783,1260.04,1153.49,false
42,4.759,1711.0,22.75,3068.0,99.84,0.0,0.0,0.0,4.759,1258.55,1160.2,false
43,4.757,1685.0,21.33,3069.0,99.84,0.0,0.0,0.0,4.757,1254.77,1151.07,false
44,4.765,1669.0,21.27,3068.0,100.0,0.0,0.0,0.0,4.765,1253.27,1155.89,false
45,4.76,1687.0,20.37,3068.0,99.84,0.0,0.0,0.0,4.76,1252.74,1152.23,false
46,4.778,1703.0,17.1,3066.0,100.0,0.0,0.0,0.0,4.778,1254.62,1148.19,false
47,4.747,1684.0,20.29,3070.0,99.96,0.0,0.0,0.0,4.747,1245.69,1153.56,false
48,4.759,1682.0,26.26,3071.0,99.7,0.0,0.0,0.0,4.759,1240.04,1155.87,false
49,4.772,1696.0,20.06,3068.0,99.9,0.0,0.0,0.0,4.772,1249.52,1152.04,false
50,4.788,1686.0,22.47,3068.0,99.87,0.0,0.0,0.0,4.788,1247.07,1149.53,false
51,4.757,1686.0,21.67,3070.0,99.87,0.0,0.0,0.0,4.757,1243.89,1151.28,false
52,4.803,1661.0,19.81,3066.0,100.0,0.0,0.0,0.0,4.803,1254.16,1146.88,false
53,4.792,1653.0,20.03,3068.0,100.0,0.0,0.0,0.0,4.792,1256.66,1160.82,false
54,4.799,1701.0,19.69,3066.0,100.0,0.0,0.0,0.0,4.799,1261.27,1151.67,false
55,4.799,1692.0,19.31,3066.0,100.0,0.0,0.0,0.0,4.799,1257.41,1150.19,false
56,4.802,1680.0,20.81,3066.0,100.0,0.001,714.0,0.41,4.803,1255.47,1152.12,false
57,4.761,1674.0,22.29,3069.0,99.85,0.0,0.0,0.0,4.761,1243.11,1152.09,false
58,4.757,1669.0,17.92,3068.0,99.8,0.0,0.0,0.0,4.757,1255.04,1156.02,false
59,4.825,1684.0,20.25,3066.0,100.0,0.0,0.0,0.0,4.825,1255.15,1148.28,false
60,4.765,1676.0,22.59,3069.0,99.85,0.0,0.0,0.0,4.765,1244.98,1149.21,false
61,4.789,1675.0,18.61,3066.0,100.0,0.0,0.0,0.0,4.789,1242.87,1153.33,false
62,4.777,1676.0,21.98,3068.0,100.0,0.0,0.0,0.0,4.777,1240.79,1152.71,false
63,4.807,1677.0,19.81,3066.0,100.0,0.0,0.0,0.0,4.807,1253.92,1148.8,false
64,4.801,1669.0,19.08,3066.0,100.0,0.0,0.0,0.0,4.801,1254.04,1151.86,false
65,4.784,1683.0,20.18,3068.0,100.0,0.0,0.0,0.0,4.784,1247.23,1150.15,false
66,4.812,1670.0,20.92,3066.0,100.0,0.001,714.0,0.41,4.813,1258.35,1162.19,false
67,4.855,1672.0,32.69,3066.0,100.0,0.0,0.0,0.0,4.855,1271.94,1156.76,false
68,4.817,1693.0,19.67,3066.0,100.0,0.0,0.0,0.0,4.817,1256.65,1147.34,false
69,4.815,1665.0,18.95,3066.0,100.0,0.0,0.0,0.0,4.815,1250.27,1154.92,false
70,4.757,1679.0,21.73,3069.0,99.68,0.0,0.0,0.0,4.757,1247.44,1144.44,false
71,4.775,1704.0,23.08,3069.0,99.63,0.0,713.0,0.31,4.775,1252.64,1153.49,false
72,4.812,1676.0,18.53,3066.0,100.0,0.0,0.0,0.0,4.812,1257.16,1150.01,false
73,4.784,1671.0,22.56,3069.0,100.0,0.002,711.0,0.53,4.786,1242.78,1150.69,false
74,4.808,1681.0,20.7,3068.0,100.0,0.0,0.0,0.0,4.808,1254.51,1160.03,false
75,4.811,1695.0,19.69,3066.0,100.0,0.0,0.0,0.0,4.811,1262.53,1153.97,false
76,4.81,1656.0,19.32,3066.0,100.0,0.0,0.0,0.0,4.81,1253.04,1147.29,false
77,4.797,1678.0,20.49,3067.0,99.84,0.0,0.0,0.0,4.797,1252.05,1151.4,false
78,4.864,1704.0,32.91,3068.0,100.0,0.0,0.0,0.0,4.864,1244.37,1150.46,false
79,4.754,1700.0,22.0,3070.0,99.7,0.0,0.0,0.0,4.754,1257.49,1152.09,false
80,4.831,1655.0,20.16,3066.0,100.0,0.0,0.0,0.0,4.831,1262.15,1158.38,false
81,4.773,1674.0,21.43,3070.0,99.84,0.0,0.0,0.0,4.773,1244.04,1152.16,false
82,4.818,1672.0,19.88,3066.0,100.0,0.0,0.0,0.0,4.818,1255.96,1154.04,false
83,4.799,1672.0,20.71,3068.0,99.89,0.0,0.0,0.0,4.799,1252.25,1152.41,false
84,4.799,1702.0,21.59,3069.0,100.0,0.0,0.0,0.0,4.799,1260.47,1152.03,false
85,4.797,1663.0,19.48,3068.0,100.0,0.0,0.0,0.0,4.797,1247.77,1148.97,false
86,4.809,1687.0,22.26,3067.0,99.83,0.001,712.0,0.63,4.81,1256.07,1152.75,false
87,4.816,1680.0,19.24,3066.0,100.0,0.0,0.0,0.0,4.816,1256.94,1149.8,false
88,4.831,1683.0,27.14,3067.0,99.79,0.003,711.0,0.85,4.834,1255.33,1151.39,false
89,4.834,1679.0,19.28,3066.0,100.0,0.0,0.0,0.0,4.834,1254.34,1159.27,false
90,4.827,1695.0,19.93,3066.0,100.0,0.0,0.0,0.0,4.827,1268.89,1153.67,false
91,4.773,1696.0,24.41,3071.0,99.76,0.0,0.0,0.0,4.773,1244.62,1152.09,false
92,4.813,1692.0,21.46,3067.0,100.0,0.0,0.0,0.0,4.813,1257.86,1153.71,false
93,4.82,1669.0,19.4,3066.0,100.0,0.0,0.0,0.0,4.82,1246.78,1147.94,false
94,4.804,1696.0,20.37,3067.0,100.0,0.0,0.0,0.0,4.804,1249.8,1150.48,false
95,4.83,1676.0,19.3,3066.0,100.0,0.0,0.0,0.0,4.83,1252.73,1149.12,false
96,4.845,1691.0,34.17,3068.0,99.95,0.0,0.0,0.0,4.845,1250.8,1160.84,false
97,4.82,1681.0,18.86,3066.0,100.0,0.0,0.0,0.0,4.82,1266.55,1151.96,false
98,4.783,1694.0,18.55,3069.0,99.88,0.0,0.0,0.0,4.783,1240.81,1153.21,false
99,4.83,1701.0,15.63,3061.0,99.85,0.0,0.0,0.0,4.83,1369.31,1145.09,false
100,4.874,1766.0,21.51,3059.0,99.91,0.0,0.0,0.0,4.874,1375.96,1149.55,false
101,4.876,1702.0,21.35,3059.0,100.0,0.0,0.0,0.0,4.876,1374.63,1146.58,false
102,4.824,1715.0,23.08,3063.0,99.77,0.0,0.0,0.0,4.824,1315.52,1143.4,false
103,4.815,1689.0,20.89,3067.0,100.0,0.003,716.0,0.61,4.818,1251.83,1153.21,false
104,4.828,1684.0,19.06,3066.0,100.0,0.0,0.0,0.0,4.828,1254.89,1149.53,false
105,4.825,1686.0,19.93,3066.0,100.0,0.0,0.0,0.0,4.825,1260.24,1152.73,false
106,4.8,1685.0,22.06,3068.0,100.0,0.0,0.0,0.0,4.8,1254.91,1152.27,false
107,4.788,1696.0,22.26,3068.0,99.66,0.0,0.0,0.0,4.788,1254.97,1155.53,false
108,4.864,1683.0,22.43,3066.0,100.0,0.0,0.0,0.0,4.864,1273.21,1150.8,false
109,4.81,1677.0,21.46,3068.0,99.88,0.0,0.0,0.0,4.81,1257.82,1153.18,false
110,4.815,1697.0,23.27,3068.0,99.85,0.0,0.0,0.0,4.815,1259.77,1150.82,false
111,4.848,1682.0,21.58,3066.0,100.0,0.0,0.0,0.0,4.848,1263.61,1159.24,false
112,4.843,1673.0,19.61,3066.0,100.0,0.0,0.0,0.0,4.843,1271.36,1154.92,false
113,4.814,1672.0,20.79,3068.0,100.0,0.0,0.0,0.0,4.814,1254.94,1149.16,false
114,4.791,1692.0,22.51,3069.0,99.81,0.0,0.0,0.0,4.791,1245.45,1151.2,false
115,4.842,1697.0,19.52,3066.0,100.0,0.0,0.0,0.0,4.842,1260.34,1149.44,false
116,4.794,1671.0,21.82,3068.0,99.79,0.0,0.0,0.0,4.794,1246.03,1152.62,false
117,5.076,1709.0,26.73,3063.0,99.86,0.0,713.0,0.31,5.076,1249.15,1154.66,false
118,4.838,1698.0,28.54,3068.0,99.87,0.0,0.0,0.0,4.838,1256.93,1154.48,false
119,4.793,1667.0,15.89,3068.0,100.0,0.0,708.0,0.22,4.793,1257.41,1151.75,false
120,4.812,1696.0,21.0,3068.0,99.85,0.0,0.0,0.0,4.812,1247.55,1153.46,false
121,4.786,1708.0,23.56,3069.0,99.65,0.0,0.0,0.0,4.786,1240.11,1150.85,false
122,4.852,1668.0,20.1,3066.0,100.0,0.0,0.0,0.0,4.852,1269.72,1154.25,false
123,4.825,1690.0,19.47,3066.0,100.0,0.0,0.0,0.0,4.825,1248.06,1151.76,false
124,4.83,1680.0,19.35,3066.0,100.0,0.0,0.0,0.0,4.83,1246.38,1149.07,false
125,4.846,1677.0,20.62,3066.0,100.0,0.0,712.0,0.32,4.846,1258.78,1151.03,false
126,4.824,1675.0,26.94,3068.0,99.76,0.0,0.0,0.0,4.824,1250.63,1153.49,false
127,4.807,1687.0,21.35,3068.0,99.87,0.0,0.0,0.0,4.807,1249.98,1152.47,false
128,4.793,1686.0,22.13,3068.0,99.64,0.0,0.0,0.0,4.793,1251.49,1154.58,false
129,4.792,1653.0,21.06,3069.0,99.88,0.0,0.0,0.0,4.792,1247.87,1150.91,false
130,4.819,1668.0,20.98,3068.0,99.9,0.0,0.0,0.0,4.819,1256.57,1150.44,false
131,4.833,1697.0,20.89,3067.0,99.91,0.0,0.0,0.0,4.833,1252.93,1152.07,false
132,4.776,1677.0,21.71,3070.0,99.7,0.0,0.0,0.0,4.776,1241.35,1154.75,false
133,4.845,1688.0,20.41,3066.0,100.0,0.0,0.0,0.0,4.845,1263.11,1150.55,false
134,4.819,1675.0,22.39,3067.0,100.0,0.001,714.0,0.73,4.82,1257.66,1154.97,false
135,4.833,1673.0,19.16,3066.0,100.0,0.0,0.0,0.0,4.833,1255.5,1150.22,false
136,4.793,1671.0,21.11,3068.0,99.64,0.0,0.0,0.0,4.793,1251.01,1152.1,false
137,4.821,1684.0,20.83,3067.0,100.0,0.0,0.0,0.0,4.821,1251.79,1149.59,false
138,4.843,1652.0,19.86,3066.0,100.0,0.0,0.0,0.0,4.843,1257.15,1146.84,false
139,4.803,1637.0,15.92,3067.0,100.0,0.0,0.0,0.0,4.803,1252.64,1150.14,false
140,4.797,1693.0,20.15,3068.0,99.73,0.0,0.0,0.0,4.797,1248.48,1153.57,false
141,4.828,1685.0,21.15,3067.0,99.86,0.0,0.0,0.0,4.828,1255.49,1152.31,false
142,4.843,1670.0,20.32,3066.0,100.0,0.0,0.0,0.0,4.843,1264.42,1153.4,false
143,4.859,1672.0,19.57,3066.0,100.0,0.0,0.0,0.0,4.859,1256.8,1155.43,false
144,4.816,1668.0,24.38,3068.0,99.77,0.0,0.0,0.0,4.816,1259.26,1152.2,false
145,4.856,1669.0,21.05,3066.0,100.0,0.0,0.0,0.0,4.856,1263.1,1156.14,false
146,4.827,1659.0,20.96,3068.0,100.0,0.0,0.0,0.0,4.827,1252.47,1149.09,false
147,4.831,1687.0,20.92,3067.0,99.85,0.0,0.0,0.0,4.831,1256.87,1152.68,false
