Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s,ComponentB CPU ms/s,Adapted
0,1.958,1163.0,29.4,1776.0,49.24,0.0,0.0,0.0,1.958,502.84,453.74,false
1,4.511,1462.0,19.18,3073.0,99.98,0.001,712.0,0.32,4.512,1161.48,1081.6,false
2,4.655,1695.0,22.28,3066.0,99.59,0.0,0.0,0.0,4.655,1238.86,1151.15,false
3,4.705,1673.0,19.53,3063.0,100.0,0.0,0.0,0.0,4.705,1268.74,1146.3,false
4,4.678,1643.0,19.87,3065.0,99.81,0.0,0.0,0.0,4.678,1247.19,1150.77,false
5,4.676,1641.0,19.07,3065.0,100.0,0.0,0.0,0.0,4.676,1249.95,1139.5,false
6,4.696,1656.0,20.86,3067.0,99.87,0.0,0.0,0.0,4.696,1255.02,1150.55,false
7,4.673,1684.0,20.5,3070.0,99.99,0.0,0.0,0.0,4.673,1251.78,1152.56,false
8,4.69,1675.0,23.88,3069.0,99.72,0.0,709.0,0.22,4.69,1249.67,1149.3,false
9,4.719,1695.0,21.77,3067.0,100.0,0.0,713.0,0.31,4.719,1265.64,1147.96,false
10,4.742,1668.0,21.79,3066.0,100.0,0.0,709.0,0.22,4.742,1263.91,1155.9,false
11,4.737,1664.0,20.55,3066.0,100.0,0.0,0.0,0.0,4.737,1263.65,1149.59,false
12,4.737,1688.0,28.39,3068.0,99.81,0.0,0.0,0.0,4.737,1255.37,1146.25,false
13,4.738,1669.0,20.92,3066.0,100.0,0.0,0.0,0.0,4.738,1253.93,1144.08,false
14,4.743,1679.0,19.27,3066.0,100.0,0.0,0.0,0.0,4.743,1264.73,1159.02,false
15,4.721,1695.0,20.98,3068.0,99.86,0.0,0.0,0.0,4.721,1252.99,1150.38,false
16,4.736,1698.0,21.46,3067.0,100.0,0.0,0.0,0.0,4.736,1268.88,1147.72,false
17,4.71,1658.0,19.07,3068.0,99.84,0.0,0.0,0.0,4.71,1251.26,1145.64,false
18,4.74,1669.0,16.81,3066.0,100.0,0.0,0.0,0.0,4.74,1256.3,1146.95,false
19,4.737,1675.0,20.98,3068.0,100.0,0.0,0.0,0.0,4.737,1253.74,1155.54,false
20,4.73,1673.0,22.1,3068.0,99.86,0.0,0.0,0.0,4.73,1263.05,1148.19,false
21,4.706,1680.0,22.15,3070.0,99.79,0.0,0.0,0.0,4.706,1245.61,1149.98,false
22,4.756,1658.0,20.41,3066.0,100.0,0.0,0.0,0.0,4.756,1263.67,1152.67,false
23,4.73,1671.0,21.45,3068.0,99.8,0.0,712.0,0.32,4.73,1254.41,1147.39,false
24,4.727,1672.0,31.99,3071.0,99.79,0.0,0.0,0.0,4.727,1238.96,1150.54,false
25,4.772,1664.0,24.44,3066.0,100.0,0.001,708.0,0.22,4.773,1264.81,1149.02,false
26,4.746,1656.0,19.84,3067.0,100.0,0.0,0.0,0.0,4.746,1255.41,1146.67,false
27,4.731,1688.0,24.1,3070.0,99.91,0.0,0.0,0.0,4.731,1254.78,1149.57,false
28,4.668,1696.0,22.46,3073.0,99.44,0.0,0.0,0.0,4.668,1236.36,1152.78,false
29,4.754,1690.0,20.59,3068.0,99.9,0.0,0.0,0.0,4.754,1256.79,1149.3,false
30,4.744,1662.0,21.49,3067.0,100.0,0.0,0.0,0.0,4.744,1249.35,1143.41,false
31,4.747,1669.0,20.63,3068.0,99.85,0.0,0.0,0.0,4.747,1241.49,1148.08,false
32,4.757,1684.0,21.39,3068.0,99.88,0.0,0.0,0.0,4.757,1255.09,1148.34,false
33,4.72,1666.0,19.96,3070.0,99.85,0.0,0.0,0.0,4.72,1247.28,1150.66,false
34,4.781,1644.0,19.53,3066.0,100.0,0.0,0.0,0.0,4.781,1254.56,1146.72,false
35,4.764,1695.0,21.29,3068.0,99.88,0.0,0.0,0.0,4.764,1252.17,1148.13,false
36,4.766,1702.0,21.15,3068.0,99.86,0.0,0.0,0.0,4.766,1265.99,1155.74,false
37,4.74,1647.0,20.0,3069.0,99.85,0.0,0.0,0.0,4.74,1259.68,1150.4,false
38,4.752,1656.0,18.78,3068.0,99.85,0.0,0.0,0.0,4.752,1258.84,1145.71,false
39,4.788,1684.0,21.33,3067.0,100.0,0.0,0.0,0.0,4.788,1268.16,1151.95,false
40,4.782,1704.0,21.74,3066.0,100.0,0.0,712.0,0.31,4.782,1265.24,1150.06,false
41,4.742,1697.0,22.6,3070.0,99.85,0.0,0.0,0.0,4.742,1250.51,1149.6,false
42,4.761,1698.0,21.47,3068.0,99.88,0.0,0.0,0.0,4.761,1254.59,1150.12,false
43,4.743,1672.0,21.69,3070.0,99.75,0.0,0.0,0.0,4.743,1248.99,1145.41,false
44,4.785,1670.0,19.91,3067.0,100.0,0.0,0.0,0.0,4.785,1261.7,1146.77,false
45,4.769,1683.0,20.57,3068.0,99.87,0.0,0.0,0.0,4.769,1253.5,1149.34,false
46,4.792,1673.0,19.27,3066.0,100.0,0.0,0.0,0.0,4.792,1257.87,1145.59,false
47,4.797,1674.0,19.66,3066.0,100.0,0.0,0.0,0.0,4.797,1255.32,1144.73,false
48,4.786,1666.0,19.86,3066.0,100.0,0.0,0.0,0.0,4.786,1258.29,1155.4,false
49,4.714,1717.0,27.73,3073.0,99.48,0.0,0.0,0.0,4.714,1244.24,1143.31,false
50,4.798,1670.0,19.58,3066.0,100.0,0.0,0.0,0.0,4.798,1251.58,1154.51,false
51,4.743,1691.0,23.83,3072.0,99.86,0.0,0.0,0.0,4.743,1267.21,1150.62,false
52,4.771,1654.0,22.05,3069.0,100.0,0.0,0.0,0.0,4.771,1253.56,1149.82,false
53,4.791,1668.0,20.95,3066.0,100.0,0.0,712.0,0.32,4.791,1261.7,1146.85,false
54,4.835,1685.0,33.94,3067.0,99.89,0.0,0.0,0.0,4.835,1255.49,1145.69,false
55,4.765,1681.0,23.53,3070.0,99.86,0.0,712.0,0.32,4.765,1248.88,1147.93,false
56,4.779,1674.0,21.35,3068.0,99.8,0.0,0.0,0.0,4.779,1253.49,1156.73,false
57,4.789,1661.0,18.29,3066.0,100.0,0.0,0.0,0.0,4.789,1261.44,1148.16,false
58,4.736,1679.0,18.11,3070.0,99.72,0.0,0.0,0.0,4.736,1253.78,1140.35,false
59,4.791,1667.0,21.36,3068.0,99.8,0.0,0.0,0.0,4.791,1251.94,1148.23,false
60,4.769,1662.0,19.18,3068.0,99.83,0.0,0.0,0.0,4.769,1254.92,1149.45,false
61,4.791,1703.0,18.3,3066.0,100.0,0.0,0.0,0.0,4.791,1245.17,1157.13,false
62,4.783,1670.0,20.15,3067.0,100.0,0.0,0.0,0.0,4.783,1245.32,1145.86,false
63,4.777,1675.0,21.42,3068.0,99.84,0.0,0.0,0.0,4.777,1256.42,1148.01,false
64,4.794,1683.0,20.57,3067.0,100.0,0.0,0.0,0.0,4.794,1268.23,1147.2,false
65,4.785,1686.0,20.74,3068.0,99.88,0.0,0.0,0.0,4.785,1252.29,1150.27,false
66,4.761,1685.0,21.29,3069.0,99.71,0.0,0.0,0.0,4.761,1241.22,1149.31,false
67,4.777,1686.0,21.59,3069.0,99.86,0.0,0.0,0.0,4.777,1263.67,1150.39,false
68,4.781,1667.0,21.47,3068.0,99.81,0.0,0.0,0.0,4.781,1257.51,1148.32,false
69,4.771,1689.0,22.38,3070.0,99.75,0.0,0.0,0.0,4.771,1251.23,1149.13,false
70,4.797,1669.0,21.97,3068.0,100.0,0.0,0.0,0.0,4.797,1256.56,1151.58,false
71,4.85,1665.0,26.14,3066.0,100.0,0.0,0.0,0.0,4.85,1254.11,1142.23,false
