Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s,ComponentB CPU ms/s,Adapted
150,4.829,1684.0,20.06,3066.0,100.0,0.0,0.0,0.0,4.829,1259.69,1151.93,false
151,4.809,1673.0,20.84,3067.0,99.83,0.0,0.0,0.0,4.809,1241.12,1149.88,false
152,4.76,1715.0,32.63,3071.0,99.27,0.0,0.0,0.0,4.76,1239.14,1149.67,false
153,4.778,1667.0,18.87,3068.0,99.79,0.0,0.0,0.0,4.778,1246.49,1155.2,false
154,4.792,1671.0,20.56,3068.0,99.85,0.0,0.0,0.0,4.792,1229.03,1148.3,false
155,4.846,1664.0,19.72,3066.0,100.0,0.0,0.0,0.0,4.846,1254.54,1153.96,false
156,4.837,1663.0,20.21,3066.0,100.0,0.0,714.0,0.41,4.837,1259.43,1151.42,false
157,4.848,1707.0,32.37,3067.0,99.94,0.0,0.0,0.0,4.848,1243.75,1152.85,false
158,4.818,1682.0,20.91,3067.0,99.81,0.0,0.0,0.0,4.818,1268.06,1152.68,false
159,4.794,1688.0,21.1,3068.0,99.71,0.0,0.0,0.0,4.794,1242.56,1149.84,false
160,4.831,1648.0,19.4,3067.0,100.0,0.0,0.0,0.0,4.831,1258.32,1141.89,false
161,4.817,1665.0,20.73,3068.0,100.0,0.0,0.0,0.0,4.817,1250.89,1153.28,false
162,4.824,1694.0,21.52,3067.0,99.85,0.0,0.0,0.0,4.824,1255.42,1151.21,false
163,4.805,1686.0,23.87,3068.0,99.86,0.0,712.0,0.31,4.805,1259.81,1156.19,false
164,4.838,1655.0,19.87,3066.0,100.0,0.0,0.0,0.0,4.838,1262.44,1153.23,false
165,4.826,1673.0,21.75,3068.0,100.0,0.0,708.0,0.22,4.826,1251.94,1151.68,false
166,4.822,1665.0,18.79,3067.0,100.0,0.0,0.0,0.0,4.822,1249.26,1154.11,false
167,4.792,1684.0,21.58,3068.0,99.69,0.0,0.0,0.0,4.792,1242.79,1150.9,false
168,4.839,1685.0,18.63,3066.0,100.0,0.0,0.0,0.0,4.839,1255.15,1151.75,false
169,4.845,1665.0,19.75,3066.0,100.0,0.0,0.0,0.0,4.845,1262.73,1151.14,false
170,4.847,1694.0,19.84,3066.0,100.0,0.0,0.0,0.0,4.847,1263.08,1153.94,false
171,4.845,1685.0,19.93,3066.0,100.0,0.0,0.0,0.0,4.845,1252.66,1153.33,false
172,4.814,1681.0,20.27,3067.0,99.87,0.0,0.0,0.0,4.814,1246.07,1146.16,false
173,4.774,1678.0,18.76,3068.0,99.8,0.0,0.0,0.0,4.774,1252.31,1151.93,false
174,4.845,1666.0,19.93,3066.0,100.0,0.0,0.0,0.0,4.845,1257.4,1151.5,false
175,4.847,1672.0,19.31,3066.0,100.0,0.0,0.0,0.0,4.847,1255.98,1153.05,false
176,4.826,1684.0,21.0,3067.0,99.84,0.0,0.0,0.0,4.826,1257.13,1155.16,false
177,4.85,1674.0,19.61,3066.0,100.0,0.0,0.0,0.0,4.85,1265.71,1151.86,false
178,4.787,1698.0,23.44,3068.0,99.81,0.0,0.0,0.0,4.787,1248.51,1140.5,false
179,4.834,1673.0,21.13,3067.0,100.0,0.0,0.0,0.0,4.834,1256.97,1160.36,false
180,4.818,1662.0,20.32,3067.0,99.85,0.0,0.0,0.0,4.818,1252.55,1144.62,false
181,4.823,1653.0,21.07,3068.0,100.0,0.0,0.0,0.0,4.823,1255.19,1154.32,false
182,4.839,1681.0,21.34,3066.0,100.0,0.0,0.0,0.0,4.839,1260.85,1154.73,false
183,4.756,1697.0,24.57,3071.0,99.63,0.0,0.0,0.0,4.756,1229.5,1141.81,false
184,4.826,1664.0,19.72,3067.0,99.82,0.0,0.0,0.0,4.826,1255.49,1154.02,false
185,4.839,1677.0,18.26,3066.0,100.0,0.0,0.0,0.0,4.839,1234.88,1149.48,false
186,4.849,1677.0,18.77,3066.0,100.0,0.0,0.0,0.0,4.849,1253.87,1149.89,false
187,4.868,1683.0,33.11,3067.0,99.86,0.0,0.0,0.0,4.868,1250.42,1152.33,false
188,4.835,1685.0,21.78,3067.0,99.85,0.0,0.0,0.0,4.835,1255.29,1154.64,false
189,4.801,1679.0,20.43,3068.0,99.85,0.0,0.0,0.0,4.801,1248.93,1156.37,false
190,4.85,1671.0,19.08,3066.0,100.0,0.0,0.0,0.0,4.85,1253.64,1149.56,false
191,4.838,1657.0,17.89,3067.0,100.0,0.0,0.0,0.0,4.838,1257.6,1151.96,false
192,4.797,1661.0,20.0,3069.0,99.88,0.0,0.0,0.0,4.797,1241.44,1152.34,false
193,4.827,1661.0,17.84,3067.0,100.0,0.0,0.0,0.0,4.827,1265.05,1151.2,false
194,4.797,1674.0,21.95,3068.0,99.68,0.0,0.0,0.0,4.797,1242.06,1143.36,false
195,4.839,1660.0,20.1,3066.0,100.0,0.0,712.0,0.31,4.839,1263.8,1152.87,false
196,4.852,1664.0,19.43,3066.0,100.0,0.0,0.0,0.0,4.852,1257.49,1149.19,false
197,4.827,1680.0,21.81,3067.0,99.87,0.0,0.0,0.0,4.827,1260.1,1156.48,false
198,4.875,1656.0,22.04,3066.0,100.0,0.0,0.0,0.0,4.875,1258.95,1150.29,false
199,4.861,1695.0,19.85,3066.0,100.0,0.0,0.0,0.0,4.861,1258.78,1153.87,false
200,4.847,1680.0,22.5,3067.0,99.85,0.0,0.0,0.0,4.847,1257.99,1153.66,false
201,4.825,1688.0,20.68,3067.0,99.87,0.0,0.0,0.0,4.825,1253.29,1152.38,false
202,4.845,1689.0,21.13,3067.0,99.88,0.0,0.0,0.0,4.845,1258.38,1153.09,false
203,4.852,1686.0,20.94,3065.0,100.0,0.0,0.0,0.0,4.852,1267.5,1152.61,false
204,4.85,1674.0,19.57,3066.0,100.0,0.0,0.0,0.0,4.85,1263.09,1149.8,false
205,4.829,1677.0,19.79,3067.0,99.86,0.0,0.0,0.0,4.829,1254.85,1153.09,false
206,4.834,1671.0,20.63,3067.0,99.82,0.0,0.0,0.0,4.834,1252.17,1151.73,false
207,4.804,1674.0,21.52,3068.0,99.8,0.0,0.0,0.0,4.804,1245.69,1147.6,false
208,4.798,1699.0,23.07,3068.0,99.65,0.0,0.0,0.0,4.798,1246.61,1146.3,false
209,4.821,1695.0,21.07,3068.0,99.88,0.0,0.0,0.0,4.821,1256.04,1154.64,false
210,4.831,1671.0,21.8,3067.0,99.85,0.0,712.0,0.31,4.831,1255.73,1154.66,false
211,4.872,1677.0,22.19,3066.0,100.0,0.0,0.0,0.0,4.872,1258.3,1147.9,false
212,4.854,1674.0,23.91,3066.0,100.0,0.0,0.0,0.0,4.854,1262.74,1155.38,false
213,4.819,1669.0,17.28,3068.0,99.91,0.0,0.0,0.0,4.819,1253.39,1153.0,false
214,4.836,1652.0,21.78,3068.0,100.0,0.0,0.0,0.0,4.836,1250.72,1152.0,false
215,4.832,1662.0,20.24,3068.0,100.0,0.0,0.0,0.0,4.832,1247.69,1151.51,false
216,4.802,1694.0,22.76,3068.0,99.88,0.0,711.0,0.32,4.802,1237.01,1141.14,false
217,4.885,1675.0,31.94,3067.0,100.0,0.0,0.0,0.0,4.885,1263.94,1160.45,false
218,4.826,1658.0,20.18,3068.0,100.0,0.0,0.0,0.0,4.826,1246.64,1153.7,false
219,4.827,1672.0,18.1,3067.0,100.0,0.0,0.0,0.0,4.827,1246.68,1141.37,false
220,4.826,1696.0,20.49,3067.0,99.86,0.0,0.0,0.0,4.826,1259.42,1152.96,false
221,4.797,1668.0,21.11,3068.0,99.72,0.0,0.0,0.0,4.797,1248.71,1155.89,false
222,4.84,1674.0,20.98,3067.0,100.0,0.0,0.0,0.0,4.84,1252.05,1150.74,false
223,4.862,1675.0,19.54,3066.0,100.0,0.0,0.0,0.0,4.862,1258.72,1151.64,false
224,4.919,1722.0,31.11,3066.0,100.0,0.0,0.0,0.0,4.919,1267.19,1155.3,false
225,4.842,1669.0,20.35,3067.0,100.0,0.0,0.0,0.0,4.842,1252.26,1152.37,false
226,4.808,1686.0,22.02,3067.0,99.86,0.0,714.0,0.41,4.808,1255.28,1147.26,false
227,4.807,1662.0,21.85,3069.0,99.87,0.0,0.0,0.0,4.807,1241.39,1153.19,false
228,4.855,1666.0,19.35,3066.0,100.0,0.0,0.0,0.0,4.855,1258.68,1150.76,false
229,4.819,1689.0,21.69,3067.0,99.8,0.0,709.0,0.22,4.819,1252.3,1141.88,false
230,4.805,1684.0,20.76,3068.0,99.7,0.0,0.0,0.0,4.805,1253.4,1155.66,false
231,4.861,1675.0,19.67,3066.0,100.0,0.0,0.0,0.0,4.861,1259.76,1151.37,false
232,4.845,1644.0,16.68,3066.0,100.0,0.0,0.0,0.0,4.845,1265.95,1154.53,false
233,4.8,1677.0,21.13,3068.0,99.71,0.0,0.0,0.0,4.8,1245.0,1153.41,false
234,4.834,1654.0,20.3,3068.0,100.0,0.0,0.0,0.0,4.834,1240.75,1150.21,false
235,4.861,1670.0,19.43,3066.0,100.0,0.0,0.0,0.0,4.861,1270.9,1152.18,false
236,5.151,1702.0,23.69,3061.0,100.0,0.0,0.0,0.0,5.151,1256.41,1148.11,false
237,4.842,1646.0,22.3,3066.0,100.0,0.0,0.0,0.0,4.842,1270.69,1153.41,false
238,4.841,1676.0,21.64,3067.0,100.0,0.0,0.0,0.0,4.841,1255.55,1156.23,false
239,4.858,1688.0,19.61,3067.0,100.0,0.0,0.0,0.0,4.858,1262.13,1149.44,false
240,4.82,1705.0,21.25,3068.0,99.89,0.0,713.0,0.63,4.82,1239.33,1150.04,false
241,4.871,1696.0,21.8,3066.0,100.0,0.0,0.0,0.0,4.871,1281.11,1154.51,false
242,4.824,1678.0,21.09,3067.0,99.82,0.001,712.0,0.32,4.825,1247.65,1150.37,false
243,4.855,1682.0,19.1,3066.0,100.0,0.0,0.0,0.0,4.855,1261.02,1143.61,false
244,4.789,1682.0,20.67,3069.0,99.84,0.0,0.0,0.0,4.789,1249.73,1155.04,false
245,4.87,1657.0,19.41,3066.0,100.0,0.0,0.0,0.0,4.87,1262.77,1157.38,false
246,4.9,1670.0,28.96,3066.0,100.0,0.0,0.0,0.0,4.9,1257.47,1152.0,false
247,4.845,1684.0,20.56,3067.0,100.0,0.0,0.0,0.0,4.845,1254.57,1150.73,false
248,4.845,1670.0,19.65,3067.0,99.85,0.0,0.0,0.0,4.845,1253.37,1153.2,false
249,4.799,1711.0,22.64,3068.0,99.7,0.0,0.0,0.0,4.799,1250.69,1140.78,false
250,4.82,1678.0,21.84,3068.0,99.81,0.0,0.0,0.0,4.82,1251.1,1156.99,false
251,4.845,1678.0,20.81,3067.0,99.88,0.0,0.0,0.0,4.845,1253.73,1154.7,false
252,4.787,1668.0,16.82,3068.0,99.77,0.0,0.0,0.0,4.787,1236.63,1150.01,false
253,4.847,1691.0,19.09,3066.0,100.0,0.0,0.0,0.0,4.847,1264.25,1145.11,false
254,4.835,1695.0,21.91,3067.0,99.87,0.0,0.0,0.0,4.835,1262.8,1152.12,false
255,4.848,1672.0,21.15,3067.0,99.9,0.0,0.0,0.0,4.848,1258.66,1148.34,false
256,4.822,1674.0,23.05,3068.0,99.89,0.001,709.0,0.2,4.823,1253.72,1153.98,false
257,4.782,1684.0,25.48,3069.0,99.72,0.001,715.0,0.43,4.783,1245.47,1154.14,false
258,4.836,1680.0,21.48,3067.0,99.88,0.0,0.0,0.0,4.836,1261.93,1145.88,false
259,4.847,1663.0,24.51,3067.0,100.0,0.0,0.0,0.0,4.847,1263.89,1155.73,false
260,4.857,1683.0,20.13,3066.0,100.0,0.0,0.0,0.0,4.857,1253.79,1151.38,false
261,4.838,1685.0,22.76,3067.0,99.85,0.0,0.0,0.0,4.838,1251.63,1144.6,false
262,4.857,1693.0,19.46,3066.0,100.0,0.0,0.0,0.0,4.857,1261.68,1153.79,false
263,4.81,1694.0,21.83,3068.0,99.86,0.0,0.0,0.0,4.81,1247.59,1154.94,false
