Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s,ComponentB CPU ms/s,Adapted
0,2.03,1132.0,16.99,1863.0,52.32,0.0,0.0,0.0,2.03,518.92,474.62,false
1,4.498,1467.0,16.29,3073.0,99.97,0.002,711.0,0.32,4.5,1167.42,1089.13,false
2,4.661,1683.0,19.72,3065.0,99.83,0.0,0.0,0.0,4.661,1241.34,1145.38,false
3,4.671,1698.0,24.94,3067.0,99.66,0.0,0.0,0.0,4.671,1253.36,1162.14,false
4,4.642,1694.0,24.0,3068.0,99.52,0.0,0.0,0.0,4.642,1259.4,1147.27,false
5,4.684,1625.0,17.79,3065.0,100.0,0.0,0.0,0.0,4.684,1248.07,1151.53,false
6,4.666,1653.0,18.71,3067.0,99.86,0.0,0.0,0.0,4.666,1248.55,1146.24,false
7,4.711,1638.0,19.5,3066.0,100.0,0.0,0.0,0.0,4.711,1256.45,1151.81,false
8,4.693,1663.0,21.55,3068.0,100.0,0.0,0.0,0.0,4.693,1250.04,1154.61,false
9,4.708,1691.0,20.21,3066.0,100.0,0.0,708.0,0.22,4.708,1262.01,1156.47,false
10,4.7,1669.0,21.99,3068.0,100.0,0.0,709.0,0.22,4.7,1249.94,1150.91,false
11,4.713,1686.0,20.02,3066.0,100.0,0.0,0.0,0.0,4.713,1254.8,1150.08,false
12,4.709,1677.0,21.98,3068.0,99.9,0.001,712.0,0.63,4.71,1249.0,1154.1,false
13,4.728,1677.0,19.25,3066.0,100.0,0.0,0.0,0.0,4.728,1256.75,1151.67,false
14,4.725,1676.0,20.68,3066.0,100.0,0.0,0.0,0.0,4.725,1253.68,1151.36,false
15,4.727,1687.0,19.83,3066.0,100.0,0.0,0.0,0.0,4.727,1255.69,1151.43,false
16,4.733,1666.0,19.73,3066.0,100.0,0.0,0.0,0.0,4.733,1255.66,1152.2,false
17,4.665,1711.0,22.27,3071.0,99.5,0.0,0.0,0.0,4.665,1241.28,1156.47,false
18,4.732,1689.0,20.71,3066.0,100.0,0.0,0.0,0.0,4.732,1254.37,1153.16,false
19,4.674,1712.0,23.11,3071.0,99.67,0.0,0.0,0.0,4.674,1230.27,1145.82,false
20,4.675,1673.0,18.41,3070.0,99.79,0.0,0.0,0.0,4.675,1243.31,1148.13,false
21,4.714,1662.0,19.09,3068.0,100.0,0.0,0.0,0.0,4.714,1249.23,1151.5,false
22,4.713,1675.0,20.78,3069.0,99.83,0.0,0.0,0.0,4.713,1241.29,1153.24,false
23,4.724,1673.0,21.32,3068.0,100.0,0.0,0.0,0.0,4.724,1252.55,1156.92,false
24,4.747,1677.0,21.22,3067.0,100.0,0.0,0.0,0.0,4.747,1260.25,1142.58,false
25,4.736,1721.0,22.05,3067.0,100.0,0.003,713.0,0.63,4.739,1269.16,1153.46,false
26,4.71,1695.0,22.51,3070.0,99.85,0.0,0.0,0.0,4.71,1249.01,1154.89,false
27,4.746,1744.0,26.52,3065.0,99.96,0.0,708.0,0.43,4.746,1339.56,1143.6,false
28,4.818,1716.0,20.52,3057.0,100.0,0.0,0.0,0.0,4.818,1367.11,1145.71,false
29,4.799,1743.0,30.03,3063.0,99.95,0.0,0.0,0.0,4.799,1348.4,1145.21,false
30,4.807,1709.0,19.77,3057.0,100.0,0.0,0.0,0.0,4.807,1357.45,1152.61,false
31,4.8,1722.0,20.0,3060.0,100.0,0.0,0.0,0.0,4.8,1368.38,1146.46,false
32,4.821,1721.0,23.56,3059.0,99.97,0.0,716.0,0.61,4.821,1366.1,1144.97,false
33,4.801,1725.0,19.96,3060.0,100.0,0.0,0.0,0.0,4.801,1348.09,1148.82,false
34,4.741,1685.0,21.55,3068.0,99.79,0.0,0.0,0.0,4.741,1256.55,1152.09,false
35,4.77,1681.0,20.33,3066.0,100.0,0.0,0.0,0.0,4.77,1261.92,1150.54,false
36,4.775,1655.0,19.9,3066.0,100.0,0.0,0.0,0.0,4.775,1265.55,1150.56,false
37,4.753,1706.0,21.62,3068.0,100.0,0.0,0.0,0.0,4.753,1258.83,1154.87,false
38,4.747,1704.0,22.1,3069.0,100.0,0.0,0.0,0.0,4.747,1250.08,1145.64,false
39,4.783,1668.0,19.96,3066.0,100.0,0.0,0.0,0.0,4.783,1263.71,1156.27,false
40,4.761,1646.0,15.69,3066.0,100.0,0.0,0.0,0.0,4.761,1253.25,1153.04,false
41,4.757,1675.0,19.61,3066.0,100.0,0.001,713.0,0.63,4.758,1250.89,1152.82,false
42,4.746,1693.0,20.81,3068.0,99.86,0.0,0.0,0.0,4.746,1251.26,1143.54,false
43,4.776,1683.0,20.41,3066.0,100.0,0.001,712.0,0.32,4.777,1258.09,1160.64,false
44,4.729,1661.0,20.69,3070.0,99.84,0.0,0.0,0.0,4.729,1242.03,1150.05,false
45,4.706,1686.0,23.02,3072.0,99.66,0.0,0.0,0.0,4.706,1241.43,1148.37,false
46,4.758,1667.0,19.78,3068.0,99.89,0.0,0.0,0.0,4.758,1252.43,1150.71,false
47,4.822,1682.0,27.12,3066.0,100.0,0.0,0.0,0.0,4.822,1256.84,1149.32,false
48,4.78,1688.0,22.64,3066.0,100.0,0.001,711.0,0.53,4.781,1260.06,1155.62,false
49,4.769,1684.0,19.96,3066.0,100.0,0.0,0.0,0.0,4.769,1262.27,1153.43,false
50,4.783,1665.0,19.95,3066.0,100.0,0.0,0.0,0.0,4.783,1257.87,1152.65,false
51,4.779,1678.0,19.72,3066.0,100.0,0.0,0.0,0.0,4.779,1258.92,1152.06,false
52,4.779,1682.0,19.28,3066.0,100.0,0.0,0.0,0.0,4.779,1258.31,1151.42,false
53,4.758,1682.0,20.77,3068.0,99.86,0.0,0.0,0.0,4.758,1252.23,1153.76,false
54,4.749,1679.0,21.93,3069.0,99.89,0.0,0.0,0.0,4.749,1244.8,1148.94,false
55,4.774,1660.0,19.67,3066.0,100.0,0.0,0.0,0.0,4.774,1256.62,1150.07,false
56,4.802,1678.0,22.89,3066.0,100.0,0.0,0.0,0.0,4.802,1254.85,1151.57,false
57,4.818,1691.0,25.94,3066.0,100.0,0.001,712.0,0.32,4.819,1260.8,1153.44,false
58,4.751,1684.0,19.26,3068.0,99.83,0.0,0.0,0.0,4.751,1247.25,1143.29,false
59,4.773,1677.0,20.63,3068.0,100.0,0.0,0.0,0.0,4.773,1254.2,1151.94,false
60,4.746,1664.0,21.44,3070.0,99.9,0.0,0.0,0.0,4.746,1240.72,1151.74,false
61,4.729,1679.0,16.41,3069.0,100.0,0.0,0.0,0.0,4.729,1239.75,1157.07,false
62,4.795,1689.0,27.97,3068.0,99.84,0.0,0.0,0.0,4.795,1244.98,1153.36,false
63,4.731,1689.0,22.53,3070.0,99.72,0.0,0.0,0.0,4.731,1238.05,1150.14,false
64,4.773,1687.0,21.4,3068.0,99.84,0.0,0.0,0.0,4.773,1256.9,1143.98,false
65,4.767,1681.0,20.49,3068.0,99.86,0.0,0.0,0.0,4.767,1257.92,1155.59,false
66,4.789,1686.0,19.6,3066.0,100.0,0.0,0.0,0.0,4.789,1261.15,1153.09,false
67,4.8,1679.0,19.88,3066.0,100.0,0.0,0.0,0.0,4.8,1259.45,1153.39,false
68,4.805,1653.0,19.96,3066.0,100.0,0.0,0.0,0.0,4.805,1258.95,1149.06,false
69,4.796,1681.0,27.51,3068.0,99.99,0.001,714.0,0.41,4.797,1247.25,1152.0,false
70,4.797,1659.0,19.96,3066.0,100.0,0.0,0.0,0.0,4.797,1254.73,1151.48,false
71,4.79,1651.0,21.17,3067.0,100.0,0.0,0.0,0.0,4.79,1258.34,1154.84,false
72,4.81,1690.0,20.24,3066.0,100.0,0.0,0.0,0.0,4.81,1255.39,1147.8,false
73,4.791,1683.0,20.97,3067.0,100.0,0.0,709.0,0.22,4.791,1257.32,1154.29,false
74,4.777,1695.0,20.99,3069.0,99.8,0.0,0.0,0.0,4.777,1247.89,1156.38,false
75,4.77,1691.0,21.58,3068.0,99.79,0.0,0.0,0.0,4.77,1248.16,1152.17,false
76,4.78,1680.0,21.37,3068.0,99.87,0.0,0.0,0.0,4.78,1250.53,1151.43,false
77,4.79,1684.0,21.62,3068.0,99.79,0.0,0.0,0.0,4.79,1255.91,1152.34,false
78,4.802,1655.0,20.0,3066.0,100.0,0.0,0.0,0.0,4.802,1260.53,1148.95,false
79,4.765,1696.0,22.12,3070.0,99.65,0.0,0.0,0.0,4.765,1250.88,1153.15,false
80,4.806,1669.0,19.05,3066.0,100.0,0.0,0.0,0.0,4.806,1252.38,1148.05,false
81,4.762,1665.0,16.28,3068.0,99.92,0.0,0.0,0.0,4.762,1254.66,1152.52,false
82,4.793,1696.0,19.91,3067.0,100.0,0.0,0.0,0.0,4.793,1250.95,1149.42,false
83,4.804,1681.0,20.23,3067.0,100.0,0.0,0.0,0.0,4.804,1260.58,1155.61,false
84,4.813,1698.0,19.2,3066.0,100.0,0.0,0.0,0.0,4.813,1254.0,1147.54,false
85,4.812,1672.0,18.91,3066.0,100.0,0.0,0.0,0.0,4.812,1257.53,1147.97,false
86,4.791,1692.0,19.16,3068.0,100.0,0.0,0.0,0.0,4.791,1250.09,1150.42,false
87,4.762,1675.0,21.77,3048.0,98.77,0.0,713.0,0.63,4.762,1272.42,1159.74,false
88,4.841,1694.0,26.19,3066.0,100.0,0.0,0.0,0.0,4.841,1255.22,1146.48,false
89,4.821,1685.0,20.97,3066.0,100.0,0.003,712.0,0.63,4.824,1264.32,1153.61,false
90,4.803,1665.0,19.5,3066.0,100.0,0.0,0.0,0.0,4.803,1260.38,1153.51,false
91,4.835,1678.0,29.98,3066.0,100.0,0.001,715.0,0.51,4.836,1264.06,1156.65,false
92,4.774,1657.0,20.02,3068.0,100.0,0.0,0.0,0.0,4.774,1229.11,1150.87,false
93,4.723,1699.0,22.27,3071.0,99.51,0.0,0.0,0.0,4.723,1232.24,1147.85,false
94,4.805,1686.0,19.83,3067.0,100.0,0.0,0.0,0.0,4.805,1259.32,1152.13,false
95,4.806,1669.0,20.12,3066.0,100.0,0.0,0.0,0.0,4.806,1258.38,1153.9,false
96,4.799,1704.0,21.78,3068.0,99.89,0.0,0.0,0.0,4.799,1248.82,1151.83,false
97,4.752,1715.0,23.01,3070.0,99.69,0.0,0.0,0.0,4.752,1241.35,1145.48,false
98,4.746,1679.0,23.78,3072.0,99.7,0.0,0.0,0.0,4.746,1242.5,1157.98,false
99,4.775,1673.0,21.54,3070.0,99.91,0.0,0.0,0.0,4.775,1240.0,1148.34,false
100,4.738,1710.0,23.85,3071.0,99.59,0.0,0.0,0.0,4.738,1236.14,1149.53,false
101,4.783,1639.0,15.59,3067.0,100.0,0.0,0.0,0.0,4.783,1254.55,1153.25,false
102,4.771,1668.0,20.61,3070.0,99.92,0.0,0.0,0.0,4.771,1248.87,1154.43,false
103,4.785,1648.0,21.89,3067.0,99.84,0.002,714.0,0.41,4.787,1243.76,1149.73,false
104,4.778,1692.0,21.27,3069.0,99.86,0.0,0.0,0.0,4.778,1261.24,1141.89,false
105,4.817,1681.0,21.83,3066.0,100.0,0.0,708.0,0.22,4.817,1258.81,1151.94,false
106,4.8,1667.0,22.32,3068.0,99.87,0.0,0.0,0.0,4.8,1262.57,1158.06,false
107,4.811,1665.0,21.51,3068.0,100.0,0.0,0.0,0.0,4.811,1254.14,1157.1,false
108,4.792,1688.0,20.65,3068.0,99.81,0.0,0.0,0.0,4.792,1252.3,1147.93,false
109,4.787,1699.0,19.47,3068.0,99.88,0.0,0.0,0.0,4.787,1256.81,1148.95,false
110,4.826,1677.0,20.32,3066.0,100.0,0.0,0.0,0.0,4.826,1259.94,1151.34,false
111,4.815,1679.0,19.69,3066.0,100.0,0.0,0.0,0.0,4.815,1259.48,1142.4,false
112,4.782,1706.0,19.53,3068.0,99.83,0.0,0.0,0.0,4.782,1259.59,1155.77,false
113,4.775,1663.0,20.99,3070.0,99.9,0.0,0.0,0.0,4.775,1247.33,1154.21,false
114,4.77,1680.0,20.91,3069.0,99.74,0.0,0.0,0.0,4.77,1237.54,1149.06,false
115,4.817,1662.0,20.12,3066.0,100.0,0.0,0.0,0.0,4.817,1262.97,1151.38,false
116,5.05,1704.0,23.29,3063.0,100.0,0.0,0.0,0.0,5.05,1261.98,1150.41,false
117,4.818,1687.0,21.41,3066.0,100.0,0.0,0.0,0.0,4.818,1262.18,1154.96,false
118,4.784,1696.0,23.27,3069.0,99.74,0.0,713.0,0.63,4.784,1236.99,1148.92,false
119,4.815,1673.0,20.93,3068.0,100.0,0.0,0.0,0.0,4.815,1256.43,1152.89,false
120,4.791,1665.0,21.21,3068.0,100.0,0.003,712.0,0.63,4.794,1250.94,1150.72,false
121,4.843,1646.0,24.71,3066.0,100.0,0.0,0.0,0.0,4.843,1271.53,1156.81,false
