Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s,ComponentB CPU ms/s,Adapted
0,1.922,1152.0,23.09,1755.0,49.2,0.0,0.0,0.0,1.922,501.55,456.68,false
1,4.531,1471.0,19.62,3073.0,99.97,0.001,712.0,0.32,4.532,1151.26,1081.2,false
2,4.717,1679.0,20.01,3064.0,100.0,0.0,0.0,0.0,4.717,1269.19,1146.4,false
3,4.72,1647.0,17.54,3063.0,100.0,0.0,0.0,0.0,4.72,1260.8,1154.68,false
4,4.663,1655.0,22.32,3069.0,99.69,0.0,0.0,0.0,4.663,1243.92,1147.19,false
5,4.735,1653.0,19.98,3063.0,100.0,0.0,0.0,0.0,4.735,1258.01,1155.88,false
6,4.68,1649.0,20.41,3068.0,99.7,0.0,0.0,0.0,4.68,1241.7,1148.35,false
7,4.718,1652.0,20.35,3068.0,100.0,0.0,0.0,0.0,4.718,1255.02,1151.14,false
8,4.729,1632.0,21.51,3068.0,100.0,0.0,0.0,0.0,4.729,1260.34,1149.99,false
9,4.736,1634.0,20.71,3066.0,100.0,0.001,712.0,0.32,4.737,1255.95,1149.45,false
10,4.701,1663.0,21.79,3070.0,99.85,0.0,0.0,0.0,4.701,1234.87,1150.86,false
11,4.696,1684.0,23.42,3070.0,99.72,0.0,0.0,0.0,4.696,1252.3,1146.35,false
12,4.731,1682.0,23.66,3068.0,100.0,0.0,713.0,0.31,4.731,1265.43,1152.59,false
13,4.75,1669.0,19.59,3066.0,100.0,0.0,0.0,0.0,4.75,1257.96,1149.18,false
14,4.734,1649.0,22.15,3068.0,100.0,0.001,709.0,0.22,4.735,1247.22,1150.59,false
15,4.777,1680.0,24.58,3066.0,100.0,0.0,708.0,0.22,4.777,1258.56,1149.31,false
16,4.77,1682.0,30.01,3067.0,99.81,0.0,0.0,0.0,4.77,1255.2,1150.55,false
17,4.775,1684.0,20.24,3066.0,100.0,0.0,0.0,0.0,4.775,1259.74,1157.07,false
18,4.774,1647.0,20.04,3066.0,100.0,0.0,0.0,0.0,4.774,1275.97,1150.94,false
19,4.731,1654.0,17.87,3068.0,100.0,0.0,0.0,0.0,4.731,1250.72,1152.15,false
20,4.717,1673.0,21.15,3069.0,99.74,0.0,0.0,0.0,4.717,1247.19,1149.12,false
21,4.752,1669.0,22.28,3068.0,99.88,0.0,0.0,0.0,4.752,1258.09,1151.88,false
22,4.763,1668.0,21.31,3068.0,99.87,0.0,0.0,0.0,4.763,1253.92,1152.91,false
23,4.761,1650.0,21.31,3068.0,100.0,0.0,0.0,0.0,4.761,1255.31,1148.36,false
24,4.79,1644.0,19.86,3066.0,100.0,0.0,0.0,0.0,4.79,1254.39,1145.86,false
25,4.763,1660.0,21.03,3067.0,100.0,0.0,0.0,0.0,4.763,1254.04,1148.79,false
26,4.785,1657.0,20.5,3066.0,100.0,0.0,0.0,0.0,4.785,1267.72,1157.0,false
