Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s,ComponentB CPU ms/s,Adapted
0,1.951,1194.0,24.24,1830.0,49.73,0.0,0.0,0.0,1.951,502.5,457.0,false
1,4.51,1513.0,19.38,3073.0,99.98,0.001,712.0,0.32,4.511,1166.38,1084.01,false
2,4.696,1670.0,19.61,3063.0,100.0,0.0,0.0,0.0,4.696,1250.33,1150.38,false
3,4.876,1715.0,26.61,3065.0,99.59,0.0,0.0,0.0,4.876,1273.2,1155.26,false
4,4.671,1668.0,20.51,3065.0,99.79,0.0,0.0,0.0,4.671,1252.48,1145.29,false
5,4.706,1662.0,20.39,3064.0,100.0,0.0,0.0,0.0,4.706,1269.94,1154.43,false
6,4.685,1664.0,21.79,3067.0,100.0,0.0,0.0,0.0,4.685,1257.03,1157.09,false
7,4.675,1701.0,22.55,3070.0,99.76,0.0,0.0,0.0,4.675,1245.14,1150.41,false
8,4.666,1709.0,23.55,3070.0,99.65,0.0,0.0,0.0,4.666,1243.84,1153.0,false
9,4.745,1718.0,30.46,3068.0,99.85,0.001,708.0,0.22,4.746,1268.19,1152.69,false
10,4.725,1683.0,21.5,3067.0,100.0,0.002,710.0,0.75,4.727,1258.6,1155.2,false
11,4.697,1685.0,34.84,3071.0,99.7,0.0,0.0,0.0,4.697,1244.7,1152.91,false
12,4.673,1693.0,22.33,3070.0,99.73,0.0,0.0,0.0,4.673,1244.39,1152.7,false
13,4.684,1678.0,16.51,3068.0,100.0,0.0,0.0,0.0,4.684,1251.6,1145.92,false
14,4.695,1693.0,20.65,3068.0,99.8,0.0,0.0,0.0,4.695,1258.78,1157.45,false
15,4.715,1678.0,20.95,3068.0,99.87,0.0,0.0,0.0,4.715,1252.5,1152.9,false
16,4.728,1698.0,20.24,3066.0,100.0,0.0,0.0,0.0,4.728,1260.41,1153.84,false
17,4.729,1667.0,19.96,3066.0,100.0,0.0,0.0,0.0,4.729,1259.1,1155.49,false
18,4.715,1694.0,20.17,3068.0,100.0,0.0,0.0,0.0,4.715,1252.27,1154.78,false
19,4.7,1685.0,19.66,3069.0,99.79,0.0,0.0,0.0,4.7,1250.39,1152.68,false
20,4.69,1691.0,24.25,3070.0,99.72,0.0,713.0,0.31,4.69,1250.48,1149.89,false
21,4.741,1676.0,20.75,3066.0,100.0,0.0,0.0,0.0,4.741,1262.15,1155.31,false
22,4.739,1692.0,19.58,3066.0,100.0,0.0,0.0,0.0,4.739,1258.9,1151.96,false
23,4.69,1688.0,24.17,3071.0,99.83,0.0,0.0,0.0,4.69,1244.17,1151.55,false
24,4.715,1691.0,21.9,3068.0,99.85,0.0,709.0,0.22,4.715,1250.71,1143.73,false
25,4.735,1684.0,21.11,3068.0,100.0,0.0,0.0,0.0,4.735,1262.2,1163.22,false
26,4.811,1783.0,37.87,3067.0,99.65,0.0,708.0,0.22,4.811,1333.32,1147.91,false
27,4.766,1740.0,24.45,3062.0,99.92,0.0,0.0,0.0,4.766,1370.85,1146.13,false
28,4.751,1693.0,22.78,3067.0,99.95,0.0,0.0,0.0,4.751,1270.79,1145.5,false
29,4.714,1684.0,22.22,3070.0,99.67,0.0,0.0,0.0,4.714,1253.3,1157.84,false
30,4.738,1679.0,20.38,3067.0,99.87,0.0,0.0,0.0,4.738,1247.46,1152.36,false
31,4.749,1688.0,20.75,3067.0,100.0,0.0,0.0,0.0,4.749,1257.35,1149.69,false
32,4.759,1686.0,18.67,3066.0,100.0,0.0,0.0,0.0,4.759,1260.62,1151.72,false
33,4.737,1656.0,19.94,3068.0,100.0,0.0,0.0,0.0,4.737,1256.12,1154.36,false
34,4.771,1667.0,19.08,3066.0,100.0,0.0,0.0,0.0,4.771,1253.2,1149.61,false
35,4.715,1695.0,23.87,3070.0,99.67,0.0,0.0,0.0,4.715,1263.04,1152.47,false
36,4.772,1690.0,26.88,3068.0,100.0,0.0,708.0,0.22,4.772,1261.18,1155.5,false
37,4.734,1706.0,23.37,3070.0,99.74,0.0,0.0,0.0,4.734,1258.28,1157.19,false
38,4.726,1700.0,22.6,3070.0,99.68,0.0,0.0,0.0,4.726,1257.9,1154.31,false
39,4.774,1682.0,20.15,3067.0,100.0,0.0,0.0,0.0,4.774,1264.45,1150.67,false
