Time (s),Power (W),Voltage (V),Amps (A)
0,261.9,238.5,1.098
1,254.9,238.3,1.135
2,255.0,238.4,1.092
3,254.8,238.5,1.099
4,254.7,238.3,1.111
5,254.9,238.3,1.101
6,254.7,238.5,1.097
7,254.5,238.2,1.13
8,254.6,238.5,1.091
9,254.7,238.4,1.171
10,265.7,238.3,1.142
11,265.8,238.4,1.171
12,265.8,238.3,1.142
13,265.5,238.5,1.138
14,265.2,238.3,1.16
15,265.4,238.4,1.142
16,265.2,238.3,1.139
17,265.0,238.3,1.168
18,265.1,238.4,1.187
19,273.2,238.2,1.188
20,273.1,238.2,1.197
21,273.2,238.3,1.217
22,273.6,238.5,1.197
23,273.8,238.4,1.186
24,273.7,238.3,1.188
25,273.8,238.2,1.172
26,273.7,238.3,1.191
27,273.9,238.3,1.241
28,280.3,238.2,1.231
29,280.5,238.1,1.231
30,280.4,238.3,1.215
31,280.0,238.3,1.223
32,279.8,238.4,1.219
33,279.5,238.3,1.199
34,279.1,238.3,1.227
35,284.9,238.4,1.24
36,285.0,238.3,1.26
37,290.5,238.2,1.275
38,290.6,238.4,1.264
39,290.7,238.3,1.258
40,290.8,238.4,1.242
41,291.0,238.3,1.287
42,291.3,238.2,1.264
43,291.4,238.1,1.259
44,291.6,238.1,1.265
45,291.9,238.2,1.284
46,297.7,238.0,1.293
47,297.6,237.9,1.288
48,297.4,237.8,1.279
49,297.3,238.0,1.285
50,297.5,237.9,1.289
51,297.4,237.9,1.319
52,297.6,237.7,1.279
53,297.4,237.7,1.285
54,297.5,238.0,1.301
55,297.9,238.0,1.331
56,298.5,237.7,1.3
57,298.7,237.9,1.316
58,298.9,237.8,1.299
59,299.1,237.8,1.306
60,299.3,238.0,1.305
61,299.5,238.0,1.305
62,299.7,238.0,1.299
63,300.0,237.8,1.312
64,300.5,237.8,1.32
65,301.1,238.0,1.322
66,301.2,237.9,1.312
67,301.5,237.7,1.314
68,301.7,237.8,1.31
69,301.8,237.7,1.309
70,302.0,237.9,1.314
71,302.2,237.9,1.326
72,302.3,238.0,1.323
73,302.8,237.8,1.325
74,303.1,238.0,1.325
75,303.4,237.9,1.317
76,303.7,238.0,1.325
77,304.0,238.0,1.32
78,303.7,237.8,1.319
79,304.0,238.0,1.332
80,304.2,238.2,1.32
81,304.3,238.0,1.329
82,304.8,238.1,1.326
83,305.0,237.9,1.333
84,305.4,238.0,1.336
85,305.7,238.0,1.331
86,305.9,237.7,1.326
87,306.2,237.6,1.338
88,306.2,237.6,1.329
89,306.3,237.4,1.336
90,306.5,237.2,1.338
91,306.7,237.1,1.346
92,306.9,237.2,1.334
93,307.0,237.2,1.337
94,307.3,237.1,1.339
95,307.6,237.2,1.337
96,307.8,237.4,1.334
97,307.9,237.4,1.338
98,308.0,237.1,1.345
99,308.3,237.1,1.376
100,308.6,237.3,1.348
101,308.7,237.2,1.363
102,309.0,237.3,1.347
103,309.1,237.6,1.343
104,309.2,237.8,1.34
105,309.4,237.6,1.352
106,309.6,237.7,1.351
107,309.7,237.6,1.343
108,309.9,237.7,1.353
109,309.9,237.5,1.354
110,310.0,237.5,1.349
111,310.2,237.3,1.355
112,310.5,237.5,1.341
113,310.4,237.7,1.351
114,310.7,237.5,1.346
115,310.8,237.6,1.34
116,310.8,237.7,1.346
117,310.9,237.5,1.353
118,311.2,237.4,1.346
119,311.3,237.5,1.352
120,311.4,237.5,1.34
121,311.4,237.3,1.353
122,311.7,237.6,1.348
123,311.7,237.5,1.346
124,311.6,237.4,1.357
125,311.9,237.8,1.349
126,312.0,237.6,1.349
127,312.0,237.8,1.343
128,312.1,237.6,1.355
129,312.1,237.6,1.357
130,312.4,237.7,1.354
131,312.5,237.5,1.357
132,312.6,237.6,1.357
133,312.7,237.4,1.354
134,312.5,237.6,1.358
135,312.8,237.6,1.35
136,312.8,237.4,1.359
137,313.0,237.4,1.376
138,313.3,237.6,1.368
139,313.7,237.4,1.36
140,313.8,237.4,1.362
141,313.9,237.7,1.366
142,313.9,237.5,1.359
143,314.0,237.7,1.354
144,313.8,237.5,1.36
145,313.9,237.7,1.353
146,313.6,237.6,1.362
147,313.8,237.8,1.343
148,313.6,237.4,1.359
149,313.7,237.6,1.366
150,313.6,237.5,1.361
151,313.7,237.5,1.348
152,313.7,237.8,1.363
153,313.8,237.6,1.34
154,313.5,237.7,1.368
155,313.7,237.8,1.358
156,313.9,237.6,1.362
157,314.1,238.0,1.328
158,313.7,237.9,1.362
159,313.8,237.7,1.337
160,313.8,237.8,1.362
161,313.9,237.9,1.353
162,313.8,237.7,1.361
163,313.9,237.6,1.361
164,313.9,237.6,1.364
165,313.9,237.6,1.364
166,313.9,237.7,1.368
167,314.2,237.5,1.36
168,314.1,237.4,1.375
169,314.3,237.7,1.357
170,314.4,237.6,1.374
171,314.4,237.6,1.374
172,314.6,237.7,1.356
173,314.6,237.6,1.372
174,314.8,237.4,1.369
175,314.8,237.5,1.361
176,314.8,237.4,1.364
177,314.9,237.5,1.347
178,314.7,237.3,1.358
179,314.8,237.2,1.383
180,314.8,237.3,1.363
181,314.6,237.4,1.369
182,314.8,237.3,1.359
183,314.6,237.4,1.363
184,314.6,237.4,1.357
185,314.7,237.7,1.362
186,314.7,237.7,1.36
187,314.5,237.5,1.354
188,314.5,237.6,1.365
189,314.5,237.4,1.358
190,314.9,237.6,1.364
191,309.6,237.6,1.375
192,315.6,237.9,1.381
193,315.5,237.8,1.358
194,315.6,238.0,1.368
195,315.6,237.9,1.376
196,315.8,238.1,1.358
197,315.7,237.9,1.355
198,315.6,238.1,1.366
199,315.6,238.0,1.365
200,315.7,238.2,1.355
201,315.5,238.1,1.375
202,315.6,238.2,1.366
203,315.6,238.0,1.367
204,315.7,238.3,1.367
205,315.6,238.2,1.366
206,315.7,238.3,1.355
207,315.6,238.3,1.368
208,315.7,238.5,1.363
209,315.5,238.4,1.361
210,315.6,238.3,1.366
211,315.6,238.3,1.357
212,315.5,238.2,1.358
213,315.1,238.3,1.37
214,315.2,238.3,1.365
215,315.3,238.1,1.373
216,315.3,238.4,1.365
217,315.3,238.5,1.347
218,315.3,238.4,1.368
219,315.4,238.4,1.371
220,315.4,238.5,1.36
221,315.4,238.4,1.375
222,315.5,238.3,1.362
223,315.4,238.5,1.363
224,315.6,238.4,1.369
225,315.8,238.4,1.366
226,315.8,238.3,1.367
227,315.8,238.3,1.361
228,315.7,238.2,1.365
229,315.8,238.1,1.363
230,315.7,238.2,1.362
231,316.0,238.2,1.363
232,315.8,238.2,1.371
233,316.1,238.3,1.362
234,316.0,238.3,1.37
235,316.1,238.4,1.358
236,316.1,238.4,1.373
237,316.1,238.4,1.342
238,315.8,238.3,1.362
239,315.9,238.3,1.349
240,316.0,238.3,1.371
241,316.0,238.5,1.345
242,316.0,238.5,1.37
243,316.3,238.4,1.37
244,316.0,238.3,1.364
245,316.2,238.2,1.371
246,316.3,238.3,1.363
247,316.4,238.3,1.372
248,316.0,238.4,1.37
249,316.2,238.4,1.354
250,316.0,238.3,1.372
251,315.9,238.3,1.357
252,315.9,238.2,1.368
253,316.0,238.4,1.363
254,316.1,238.3,1.371
255,316.2,238.3,1.376
256,316.4,238.3,1.371
257,316.3,238.3,1.357
258,316.5,238.3,1.365
259,316.6,238.2,1.369
260,316.6,238.0,1.36
261,316.4,238.0,1.372
262,316.6,238.0,1.368
263,316.6,238.0,1.374
264,316.6,238.0,1.366
265,316.7,238.0,1.366
266,316.7,238.1,1.367
267,316.7,238.0,1.368
268,316.8,237.9,1.368
269,316.7,237.8,1.361
270,316.8,237.7,1.362
271,316.4,237.8,1.367
272,316.5,237.8,1.367
273,316.4,237.8,1.361
274,316.4,237.9,1.346
275,316.2,238.0,1.366
276,316.3,237.9,1.36
277,316.3,237.8,1.374
278,316.2,237.7,1.364
279,316.2,237.9,1.374
280,316.4,237.9,1.378
281,316.1,237.9,1.366
282,316.2,237.8,1.36
283,316.2,237.7,1.377
284,316.3,237.9,1.371
285,316.3,238.0,1.376
286,316.4,237.8,1.382
287,316.5,237.9,1.369
288,316.5,238.0,1.367
289,316.5,238.0,1.372
290,316.3,237.8,1.361
291,316.2,237.9,1.372
292,316.3,238.2,1.376
293,316.4,238.2,1.375
294,316.5,238.0,1.366
295,316.5,238.1,1.351
296,303.7,238.0,1.353
297,309.0,238.1,1.385
298,309.0,238.0,1.359
299,309.1,237.9,1.357
300,308.9,238.0,1.359
301,308.9,238.2,1.35
302,309.3,238.1,1.339
303,309.5,238.1,1.325
304,303.7,238.0,1.33
305,303.9,237.9,1.3
306,303.8,238.0,1.296
307,303.5,238.0,1.35
308,303.8,237.9,1.34
309,304.3,237.9,1.337
310,304.5,237.9,1.321
311,304.5,237.6,1.359
312,309.6,237.5,1.336
313,298.6,237.5,1.333
314,298.8,237.7,1.355
315,311.4,237.5,1.352
316,311.7,237.6,1.344
317,311.5,237.8,1.234
318,296.7,237.9,1.365
319,311.1,237.9,1.355
320,311.3,237.9,1.37
321,311.2,237.8,1.371
322,310.8,237.9,1.323
323,302.5,237.8,1.324
324,302.1,237.9,1.298
325,302.3,237.6,1.35
326,302.8,237.6,1.336
327,303.3,237.6,1.354
328,303.9,237.6,1.333
329,304.3,237.8,1.317
330,304.7,237.8,1.305
331,304.9,237.7,1.331
332,305.4,237.7,1.338
333,305.8,237.8,1.347
334,306.2,237.7,1.317
335,306.5,237.7,1.344
336,306.6,237.8,1.331
337,306.9,237.8,1.374
338,307.4,237.6,1.383
339,312.8,237.4,1.387
340,313.4,237.5,1.378
341,313.7,237.4,1.346
342,314.1,237.7,1.364
