Time (s),Power (W),Voltage (V),Amps (A)
0,267.5,240.8,1.094
1,260.5,240.8,1.089
2,253.1,240.8,1.095
3,253.1,240.7,1.089
4,253.1,240.9,1.092
5,253.4,240.8,1.089
6,253.4,240.8,1.108
7,253.5,240.9,1.095
8,253.6,240.9,1.101
9,254.0,240.8,1.139
10,263.8,240.7,1.143
11,264.2,240.9,1.122
12,264.0,240.8,1.131
13,263.7,240.6,1.134
14,263.6,240.8,1.13
15,263.8,240.6,1.134
16,263.8,240.5,1.134
17,263.7,240.7,1.141
18,263.9,240.6,1.17
19,274.0,240.5,1.176
20,274.2,240.6,1.182
21,274.4,240.6,1.196
22,274.4,240.5,1.187
23,274.4,240.6,1.18
24,274.4,240.6,1.19
25,274.6,240.5,1.166
26,274.6,240.6,1.183
27,274.5,240.7,1.218
28,281.1,240.9,1.209
29,281.0,240.8,1.19
30,280.4,240.8,1.2
31,280.5,240.6,1.214
32,280.4,240.5,1.228
33,280.6,240.5,1.225
34,286.2,240.5,1.221
35,286.0,240.6,1.225
36,285.8,240.6,1.254
37,286.4,240.6,1.249
38,287.0,240.7,1.258
39,292.6,240.6,1.23
40,292.3,240.5,1.252
41,292.3,240.5,1.244
42,292.2,240.7,1.252
43,292.1,240.6,1.251
44,291.9,240.3,1.258
45,291.9,240.6,1.281
46,292.5,240.6,1.282
47,293.0,240.4,1.273
48,293.3,240.6,1.279
49,293.9,240.5,1.273
50,294.2,240.7,1.257
51,294.5,240.3,1.273
52,294.8,240.6,1.266
53,295.0,240.5,1.27
54,295.1,240.5,1.297
55,295.6,240.3,1.29
56,296.2,240.5,1.171
57,295.8,240.3,1.292
58,296.3,240.5,1.284
59,296.6,240.5,1.292
60,297.1,240.5,1.29
61,297.6,240.3,1.293
62,297.9,240.4,1.298
63,298.2,240.5,1.302
64,298.8,240.6,1.305
65,299.4,240.3,1.306
66,300.0,240.4,1.308
67,300.5,240.4,1.305
68,301.0,240.6,1.308
69,301.3,240.7,1.304
70,301.6,240.3,1.307
71,302.0,240.2,1.302
72,302.2,240.2,1.306
73,301.7,240.3,1.317
74,302.2,240.3,1.287
75,302.5,240.3,1.314
76,302.8,240.2,1.318
77,303.3,240.2,1.313
78,303.6,240.2,1.312
79,304.0,238.9,1.324
80,304.2,239.0,1.318
81,304.4,239.0,1.33
82,304.9,238.8,1.331
83,305.3,239.0,1.327
84,305.6,238.9,1.325
85,305.7,239.0,1.329
86,306.0,239.1,1.326
87,306.3,238.9,1.27
88,300.7,239.1,1.335
89,308.9,239.1,1.315
90,308.8,239.0,1.338
91,309.0,239.2,1.337
92,309.1,239.3,1.334
93,309.1,239.5,1.328
94,309.1,239.3,1.322
95,308.8,239.5,1.331
96,308.8,239.5,1.331
97,309.1,239.4,1.339
98,308.9,239.4,1.33
99,308.9,239.6,1.339
100,309.0,239.7,1.339
101,309.2,239.4,1.337
102,309.4,239.4,1.339
103,309.6,239.6,1.337
104,309.7,239.3,1.336
105,309.9,239.3,1.339
106,310.0,239.5,1.338
107,310.0,239.4,1.337
108,310.1,239.6,1.341
109,310.3,240.1,1.337
110,310.5,240.4,1.339
111,310.8,240.5,1.336
112,310.9,240.5,1.34
113,311.0,240.6,1.318
114,311.1,240.5,1.34
115,311.2,240.6,1.332
116,311.2,240.4,1.336
117,311.3,240.5,1.333
118,311.4,240.3,1.353
119,311.7,240.5,1.337
120,311.6,240.3,1.339
121,311.6,240.5,1.338
122,311.7,240.5,1.346
123,311.7,240.6,1.331
124,311.7,240.5,1.342
125,311.8,240.4,1.33
126,311.9,240.7,1.342
127,311.9,240.6,1.34
128,311.9,240.7,1.348
129,312.1,240.7,1.345
130,312.1,240.8,1.333
131,312.3,240.8,1.343
132,312.4,240.7,1.324
133,312.4,240.8,1.337
134,312.5,240.7,1.345
135,312.1,240.6,1.346
136,312.3,240.8,1.344
137,312.6,240.8,1.343
138,312.7,240.7,1.349
139,312.6,240.9,1.344
140,312.7,240.9,1.344
141,312.5,241.1,1.341
142,312.7,241.0,1.348
143,312.8,241.2,1.345
144,312.7,241.0,1.346
145,312.8,241.0,1.341
146,312.8,241.1,1.345
147,313.0,241.0,1.349
148,313.1,241.1,1.345
149,313.3,240.9,1.357
150,313.5,241.1,1.346
151,313.6,241.2,1.339
152,313.5,241.0,1.342
153,313.6,241.2,1.355
154,313.7,241.2,1.275
155,313.2,241.2,1.341
156,313.5,241.3,1.335
157,313.5,241.2,1.34
158,313.6,241.1,1.352
159,313.6,241.4,1.344
160,313.8,241.1,1.345
161,313.9,241.2,1.346
162,313.9,241.0,1.343
163,314.1,241.2,1.341
164,314.3,241.0,1.353
165,313.9,241.0,1.337
166,314.1,241.2,1.35
167,314.3,241.0,1.339
168,314.4,241.1,1.356
169,314.7,240.9,1.349
170,314.6,240.9,1.359
171,314.8,240.8,1.347
172,314.9,240.9,1.348
173,315.1,241.0,1.344
174,315.1,240.8,1.356
175,315.2,241.0,1.34
176,315.1,240.9,1.349
177,315.3,240.8,1.353
178,315.3,241.0,1.347
179,315.4,241.0,1.357
180,315.3,240.7,1.355
181,315.6,240.7,1.358
182,315.5,240.9,1.355
183,315.5,240.7,1.354
184,315.7,240.7,1.354
185,315.7,241.1,1.199
186,306.3,241.1,1.356
187,316.8,240.9,1.339
188,316.4,241.0,1.358
189,316.5,241.0,1.348
190,316.3,240.9,1.348
191,316.2,241.0,1.351
192,316.2,240.9,1.354
193,316.1,240.9,1.355
194,316.1,240.8,1.358
195,316.1,240.9,1.358
196,316.2,240.9,1.345
197,316.1,240.6,1.353
198,316.0,240.7,1.346
199,315.9,240.9,1.359
200,315.9,240.9,1.341
201,315.9,240.8,1.356
202,316.0,240.7,1.349
203,315.9,240.7,1.347
204,315.9,240.8,1.348
205,315.9,240.8,1.356
206,316.0,240.7,1.351
207,315.9,240.7,1.352
208,315.8,240.8,1.358
209,315.7,240.8,1.354
210,315.9,240.7,1.346
211,315.7,240.7,1.353
212,315.8,240.6,1.34
213,315.7,240.6,1.358
214,315.7,240.7,1.359
215,315.7,240.8,1.351
216,315.9,240.7,1.357
217,316.2,240.8,1.358
218,316.2,240.7,1.351
219,315.9,240.8,1.342
220,315.7,240.7,1.362
221,315.8,240.9,1.342
222,315.8,240.5,1.352
223,315.9,240.6,1.347
224,316.0,240.7,1.36
225,316.0,240.7,1.349
226,316.1,240.7,1.33
227,316.0,240.8,1.348
228,316.0,240.8,1.349
229,316.0,240.6,1.349
230,316.0,240.8,1.356
231,316.0,240.9,1.358
232,316.2,240.9,1.348
233,316.0,240.8,1.345
234,315.8,240.9,1.358
235,315.9,240.9,1.356
236,315.9,240.8,1.352
237,316.0,241.0,1.357
238,316.1,241.0,1.358
239,316.1,240.8,1.362
240,315.9,240.9,1.34
241,315.9,240.9,1.367
242,316.1,240.7,1.356
243,315.9,240.9,1.353
244,315.8,240.7,1.356
245,315.7,240.9,1.358
246,315.8,240.7,1.369
247,316.1,240.7,1.36
248,316.0,240.6,1.359
249,316.0,240.6,1.366
250,316.1,240.7,1.358
251,316.2,240.6,1.365
