Time (s),Power (W),Voltage (V),Amps (A)
0,269.1,238.5,1.095
1,255.2,238.4,1.1
2,254.9,238.5,1.101
3,254.9,238.4,1.111
4,254.6,238.4,1.099
5,254.5,238.6,1.093
6,254.5,238.6,1.092
7,254.6,238.6,1.085
8,254.2,238.6,1.083
9,253.9,238.5,1.142
10,265.9,238.3,1.142
11,265.6,238.3,1.144
12,265.6,238.3,1.143
13,265.7,238.4,1.151
14,265.7,238.3,1.149
15,265.6,238.4,1.151
16,271.6,238.6,1.147
17,271.1,238.9,1.146
18,265.6,238.7,1.191
19,275.8,238.9,1.212
20,276.3,239.1,1.189
21,276.2,239.0,1.199
22,276.3,238.9,1.193
23,276.5,239.0,1.203
24,276.5,238.9,1.199
25,276.6,238.9,1.19
26,276.8,239.1,1.195
27,277.1,238.9,1.23
28,284.9,239.0,1.229
29,285.0,238.9,1.234
30,285.3,239.0,1.222
31,285.2,238.8,1.232
32,285.3,238.8,1.231
33,285.6,238.9,1.232
34,285.5,238.8,1.239
35,285.5,239.0,1.203
36,285.5,238.7,1.262
37,293.2,238.9,1.261
38,292.9,238.9,1.275
39,292.9,238.7,1.265
40,293.0,238.9,1.251
41,292.8,238.9,1.258
42,292.7,238.7,1.257
43,292.7,238.7,1.264
44,292.6,238.9,1.262
45,292.5,238.8,1.272
46,293.0,238.9,1.285
47,293.6,238.9,1.281
48,294.0,238.7,1.281
49,294.5,238.9,1.281
50,294.9,238.7,1.278
51,295.1,238.7,1.279
52,295.4,238.9,1.282
53,295.6,238.7,1.28
54,295.8,238.8,1.3
55,301.3,238.6,1.314
56,301.3,238.9,1.294
57,301.4,238.8,1.293
58,301.4,238.5,1.298
59,301.4,238.8,1.299
60,301.4,238.6,1.306
61,301.4,238.7,1.302
62,301.5,238.9,1.294
63,301.3,238.7,1.31
64,301.7,238.9,1.306
65,302.3,238.7,1.31
66,302.2,238.8,1.307
67,302.4,238.7,1.309
68,302.6,238.7,1.293
69,302.9,238.8,1.311
70,302.9,238.6,1.315
71,303.0,238.7,1.314
72,303.3,238.5,1.317
73,303.5,238.5,1.325
74,303.9,238.8,1.316
75,304.2,238.7,1.32
76,304.4,238.8,1.326
77,304.7,238.8,1.322
78,304.9,238.6,1.318
79,304.9,238.6,1.327
80,305.2,238.8,1.323
81,305.3,238.8,1.332
82,305.6,238.7,1.332
83,305.9,238.7,1.331
84,306.2,238.8,1.321
85,306.3,238.6,1.333
86,306.5,238.6,1.332
87,306.8,238.5,1.33
88,306.8,238.7,1.333
89,307.0,239.1,1.33
90,307.0,239.0,1.337
91,307.2,238.7,1.349
92,307.6,238.8,1.339
93,307.9,238.7,1.33
94,307.8,238.8,1.334
95,308.0,238.6,1.333
96,308.2,238.6,1.338
97,308.5,238.7,1.349
98,308.6,238.6,1.338
99,308.8,238.8,1.346
100,309.1,238.7,1.346
101,309.3,238.7,1.338
102,309.4,238.6,1.337
103,309.6,238.8,1.29
104,309.6,238.7,1.342
105,309.7,238.8,1.343
106,309.9,238.7,1.34
107,310.0,238.6,1.343
108,310.0,238.7,1.353
109,310.3,238.5,1.349
110,310.4,238.4,1.35
111,310.6,238.7,1.357
112,310.8,238.4,1.349
113,311.0,238.6,1.337
