Time (s),Power (W),Voltage (V),Amps (A)
0,268.8,239.7,1.085
1,253.4,239.5,1.096
2,253.3,239.7,1.092
3,253.6,239.6,1.093
4,253.4,239.5,1.097
5,253.6,239.5,1.107
6,253.8,239.5,1.092
7,253.6,239.8,1.09
8,253.5,239.5,1.103
9,253.7,239.8,1.145
10,265.1,239.7,1.152
11,265.1,239.7,1.143
12,265.2,239.8,1.141
13,265.5,239.8,1.141
14,265.4,239.7,1.146
15,265.6,239.9,1.14
16,265.8,239.5,1.142
17,265.7,239.5,1.146
18,272.1,239.5,1.191
19,272.7,239.2,1.193
20,273.3,239.1,1.213
21,273.9,239.2,1.192
22,274.3,239.0,1.198
23,280.1,239.0,1.194
24,279.6,238.9,1.196
25,279.4,238.9,1.195
26,279.2,239.1,1.208
27,279.2,239.0,1.23
28,285.5,239.2,1.229
29,285.6,239.1,1.216
30,285.5,239.1,1.231
31,285.6,239.2,1.232
32,285.7,239.1,1.234
33,286.0,239.3,1.232
34,285.9,239.0,1.241
35,286.0,239.3,1.241
36,286.2,239.2,1.263
37,292.4,239.3,1.266
38,292.4,239.4,1.26
39,292.5,239.2,1.262
40,292.6,239.5,1.262
41,292.6,239.5,1.191
42,292.3,239.5,1.266
43,292.5,239.6,1.259
44,292.5,239.5,1.26
45,292.6,239.5,1.277
46,293.2,239.4,1.288
47,293.7,239.5,1.284
48,294.2,239.4,1.244
49,294.4,239.6,1.29
50,294.8,239.5,1.286
51,295.3,239.4,1.284
52,295.4,239.5,1.283
53,296.1,239.5,1.278
54,296.4,239.3,1.3
55,296.9,239.5,1.29
56,297.5,239.4,1.298
57,298.0,239.5,1.301
58,298.5,239.3,1.301
59,298.8,239.5,1.296
60,304.4,239.4,1.303
61,304.1,239.3,1.302
62,303.9,239.4,1.3
63,303.6,239.2,1.316
64,303.7,239.3,1.308
65,303.7,239.4,1.318
66,303.7,239.4,1.318
67,303.9,239.5,1.31
68,303.9,239.5,1.306
69,303.8,239.4,1.314
70,304.0,239.5,1.305
71,304.0,239.4,1.305
72,303.9,239.5,1.305
73,304.1,239.2,1.322
74,304.4,239.4,1.307
75,304.7,239.4,1.327
76,305.0,239.2,1.315
77,305.2,239.4,1.33
78,305.5,239.2,1.323
79,305.6,239.2,1.33
80,306.0,239.2,1.321
81,306.2,239.3,1.327
82,306.4,239.3,1.312
83,306.6,239.4,1.338
84,306.9,239.1,1.328
85,307.0,239.4,1.325
86,307.1,239.3,1.331
87,307.3,239.3,1.326
88,307.4,239.4,1.34
89,307.6,239.4,1.33
90,307.8,239.1,1.332
91,308.1,239.3,1.334
92,308.3,239.4,1.326
93,308.6,239.3,1.339
94,308.9,239.2,1.34
95,309.1,239.0,1.346
96,309.2,239.3,1.329
97,309.3,239.1,1.333
98,309.4,239.3,1.334
99,309.6,239.2,1.339
100,309.7,239.4,1.343
101,310.0,239.2,1.342
102,310.1,239.5,1.341
103,310.1,239.4,1.338
104,310.2,239.6,1.346
105,310.5,239.4,1.341
106,310.5,239.4,1.335
107,310.4,239.5,1.341
108,310.5,239.4,1.336
109,310.7,239.5,1.344
110,310.9,239.5,1.348
111,311.1,239.3,1.334
112,311.2,239.3,1.343
113,311.5,239.4,1.351
114,311.6,239.4,1.355
115,311.8,239.3,1.343
116,311.7,239.2,1.349
117,311.9,239.2,1.334
118,312.0,239.3,1.349
119,312.1,239.3,1.347
120,312.2,239.3,1.347
121,312.4,239.5,1.321
122,312.3,239.5,1.348
123,312.6,239.2,1.367
124,312.8,239.5,1.358
125,312.9,239.5,1.34
126,312.9,239.3,1.351
127,313.1,239.5,1.356
128,313.2,239.3,1.354
129,313.4,239.4,1.364
130,313.5,239.2,1.362
131,313.7,239.2,1.361
132,313.8,239.4,1.354
133,313.8,239.5,1.331
134,313.8,239.3,1.356
135,313.9,239.4,1.368
136,314.0,239.4,1.355
137,314.0,239.1,1.358
138,314.1,239.3,1.346
