Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W)
0,0.062,1094.0,45.24,631.0,0.89,0.0,0.0,0.0,0.062
1,0.027,1042.0,10.34,618.0,1.02,0.0,0.0,0.0,0.027
2,0.014,986.0,5.43,614.0,0.91,0.0,0.0,0.0,0.014
3,0.02,1023.0,6.66,612.0,1.14,0.0,0.0,0.0,0.02
4,0.026,1036.0,10.86,619.0,1.03,0.0,0.0,0.0,0.026
5,0.028,1038.0,12.38,619.0,1.0,0.003,710.0,0.53,0.031
6,0.026,1043.0,9.96,617.0,1.36,0.0,0.0,0.0,0.026
7,0.025,1040.0,10.7,614.0,1.1,0.0,0.0,0.0,0.025
8,0.027,1045.0,10.06,618.0,0.99,0.0,0.0,0.0,0.027
9,0.027,1045.0,12.14,621.0,1.07,0.0,710.0,0.53,0.027
10,0.026,1038.0,10.26,618.0,1.02,0.0,0.0,0.0,0.026
11,0.025,1041.0,10.59,617.0,1.37,0.0,0.0,0.0,0.025
12,0.025,1040.0,10.34,611.0,1.39,0.0,0.0,0.0,0.025
13,0.026,1040.0,10.97,615.0,1.11,0.0,0.0,0.0,0.026
14,0.025,1040.0,9.98,617.0,1.34,0.0,0.0,0.0,0.025
15,0.026,1043.0,10.49,613.0,1.14,0.0,0.0,0.0,0.026
16,0.025,1042.0,10.61,616.0,1.24,0.0,0.0,0.0,0.025
17,0.022,1037.0,11.39,609.0,0.83,0.0,0.0,0.0,0.022
18,0.024,1024.0,9.03,614.0,1.06,0.0,0.0,0.0,0.024
19,0.5,1369.0,38.27,1079.0,31.19,0.001,706.0,0.43,0.501
20,1.244,1229.0,65.64,2820.0,38.49,0.0,0.0,0.0,1.244
21,0.915,1045.0,68.55,3204.0,30.87,0.0,0.0,0.0,0.915
22,0.907,1049.0,68.35,3204.0,30.84,0.0,0.0,0.0,0.907
23,0.918,1054.0,67.7,3203.0,31.53,0.0,0.0,0.0,0.918
24,0.904,1048.0,68.45,3204.0,30.6,0.0,0.0,0.0,0.904
25,0.901,1049.0,68.63,3204.0,30.56,0.0,0.0,0.0,0.901
26,1.496,1227.0,68.58,3140.0,38.62,0.0,0.0,0.0,1.496
27,0.102,1096.0,12.31,680.0,2.93,0.0,0.0,0.0,0.102
28,0.038,1055.0,14.76,628.0,1.84,0.0,0.0,0.0,0.038
29,0.042,1037.0,25.19,617.0,1.28,0.0,0.0,0.0,0.042
30,0.027,1042.0,10.45,617.0,1.12,0.0,0.0,0.0,0.027
31,0.026,1041.0,10.53,619.0,1.02,0.0,0.0,0.0,0.026
32,0.026,1038.0,10.34,619.0,1.02,0.0,0.0,0.0,0.026
33,0.026,1040.0,10.48,619.0,1.02,0.0,0.0,0.0,0.026
34,0.027,1040.0,10.72,619.0,1.02,0.0,0.0,0.0,0.027
35,0.025,1039.0,11.96,615.0,0.78,0.0,0.0,0.0,0.025
36,0.023,1038.0,11.38,611.0,0.77,0.0,0.0,0.0,0.023
37,0.027,1041.0,11.82,615.0,1.38,0.0,0.0,0.0,0.027
38,0.019,1003.0,6.86,608.0,1.23,0.0,0.0,0.0,0.019
39,0.019,1003.0,7.19,611.0,1.38,0.0,0.0,0.0,0.019
40,0.031,1045.0,12.9,690.0,1.3,0.0,712.0,0.42,0.031
41,0.027,1041.0,10.8,618.0,1.04,0.0,0.0,0.0,0.027
42,0.026,1050.0,11.65,619.0,1.02,0.0,0.0,0.0,0.026
43,0.026,1048.0,9.71,617.0,1.43,0.0,0.0,0.0,0.026
44,0.025,1039.0,11.07,612.0,1.14,0.0,0.0,0.0,0.025
45,0.027,1039.0,10.39,619.0,1.01,0.0,0.0,0.0,0.027
46,0.026,1043.0,10.12,619.0,1.01,0.0,0.0,0.0,0.026
47,0.023,1036.0,11.47,615.0,0.67,0.0,0.0,0.0,0.023
48,0.024,1039.0,11.27,613.0,0.91,0.0,0.0,0.0,0.024
49,0.026,1042.0,10.7,612.0,1.16,0.0,0.0,0.0,0.026
50,0.026,1043.0,9.9,617.0,1.46,0.0,0.0,0.0,0.026
51,0.025,1035.0,11.5,615.0,1.14,0.0,0.0,0.0,0.025
52,0.026,1040.0,10.39,619.0,0.99,0.0,0.0,0.0,0.026
53,0.026,1040.0,10.6,619.0,0.99,0.0,0.0,0.0,0.026
54,0.025,1039.0,10.97,615.0,0.87,0.0,0.0,0.0,0.025
55,0.013,984.0,4.12,609.0,1.2,0.0,0.0,0.0,0.013
56,0.021,1030.0,8.03,611.0,1.17,0.0,0.0,0.0,0.021
57,0.026,1037.0,10.34,618.0,1.12,0.0,0.0,0.0,0.026
58,0.036,1041.0,30.74,612.0,0.71,0.0,0.0,0.0,0.036
59,0.026,1039.0,10.87,614.0,1.19,0.0,0.0,0.0,0.026
60,0.024,1037.0,11.4,608.0,0.86,0.0,0.0,0.0,0.024
61,0.026,1042.0,10.18,617.0,1.04,0.0,0.0,0.0,0.026
62,0.026,1038.0,10.44,618.0,1.01,0.0,0.0,0.0,0.026
63,0.033,1037.0,10.05,720.0,1.69,0.0,710.0,0.32,0.033
64,0.027,1038.0,11.07,614.0,1.19,0.0,0.0,0.0,0.027
65,0.025,1040.0,10.83,618.0,1.03,0.0,0.0,0.0,0.025
66,0.024,1041.0,10.88,615.0,1.01,0.0,0.0,0.0,0.024
67,0.025,1035.0,10.44,611.0,1.17,0.0,0.0,0.0,0.025
68,0.026,1038.0,10.88,617.0,1.42,0.0,0.0,0.0,0.026
69,0.026,1036.0,10.58,613.0,1.13,0.0,0.0,0.0,0.026
70,0.027,1044.0,10.03,618.0,1.03,0.0,0.0,0.0,0.027
71,0.024,1044.0,9.73,613.0,1.15,0.0,0.0,0.0,0.024
72,0.012,981.0,3.62,608.0,1.28,0.0,0.0,0.0,0.012
73,0.022,1031.0,7.52,611.0,1.34,0.0,0.0,0.0,0.022
74,0.026,1040.0,10.25,614.0,1.04,0.0,0.0,0.0,0.026
75,0.024,1038.0,11.03,616.0,0.78,0.0,0.0,0.0,0.024
76,0.026,1041.0,10.44,614.0,1.03,0.0,0.0,0.0,0.026
77,0.026,1038.0,10.31,618.0,1.04,0.0,0.0,0.0,0.026
78,0.025,1040.0,11.01,619.0,1.01,0.0,0.0,0.0,0.025
79,0.026,1039.0,10.43,618.0,1.02,0.0,0.0,0.0,0.026
80,0.026,1040.0,10.6,618.0,1.09,0.0,0.0,0.0,0.026
81,0.028,1040.0,12.92,616.0,1.02,0.0,0.0,0.0,0.028
82,0.026,1042.0,10.13,618.0,1.04,0.0,0.0,0.0,0.026
83,0.026,1040.0,10.6,617.0,1.4,0.0,0.0,0.0,0.026
84,0.026,1040.0,10.9,613.0,1.12,0.0,0.0,0.0,0.026
