Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W)
0,0.053,1107.0,25.86,623.0,1.22,0.001,709.0,0.32,0.054
1,0.024,1037.0,11.45,608.0,0.96,0.0,0.0,0.0,0.024
2,0.026,1041.0,11.34,617.0,1.45,0.0,0.0,0.0,0.026
3,0.026,1038.0,11.22,613.0,1.11,0.0,0.0,0.0,0.026
4,0.026,1038.0,10.19,619.0,1.01,0.0,0.0,0.0,0.026
5,0.027,1035.0,12.08,618.0,0.99,0.0,0.0,0.0,0.027
6,0.026,1043.0,10.61,617.0,1.32,0.0,0.0,0.0,0.026
7,0.025,1040.0,10.45,613.0,1.18,0.0,0.0,0.0,0.025
8,0.026,1038.0,10.32,617.0,1.38,0.0,0.0,0.0,0.026
9,0.019,1012.0,7.64,609.0,1.1,0.0,712.0,0.42,0.019
10,0.017,1013.0,4.61,611.0,1.59,0.0,0.0,0.0,0.017
11,0.025,1040.0,10.48,612.0,1.13,0.0,0.0,0.0,0.025
12,0.026,1040.0,10.81,618.0,1.09,0.0,0.0,0.0,0.026
13,0.025,1040.0,10.64,615.0,1.04,0.0,0.0,0.0,0.025
14,0.026,1040.0,10.18,618.0,1.29,0.0,0.0,0.0,0.026
15,0.025,1038.0,10.32,614.0,1.1,0.0,0.0,0.0,0.025
16,0.025,1037.0,10.64,619.0,0.97,0.0,0.0,0.0,0.025
17,0.027,1044.0,10.38,617.0,1.36,0.0,0.0,0.0,0.027
18,0.024,1040.0,10.46,613.0,1.16,0.0,0.0,0.0,0.024
19,0.027,1040.0,11.28,618.0,1.13,0.0,0.0,0.0,0.027
20,0.024,1038.0,9.96,615.0,1.08,0.0,0.0,0.0,0.024
21,0.026,1038.0,10.25,618.0,0.98,0.0,0.0,0.0,0.026
22,0.027,1040.0,10.6,618.0,1.01,0.0,0.0,0.0,0.027
23,0.025,1043.0,10.07,619.0,1.0,0.0,0.0,0.0,0.025
24,0.025,1040.0,10.02,618.0,1.19,0.0,0.0,0.0,0.025
25,0.024,1037.0,9.43,611.0,1.02,0.0,0.0,0.0,0.024
26,0.023,983.0,22.7,610.0,1.39,0.0,0.0,0.0,0.023
27,0.022,1033.0,8.06,612.0,1.23,0.0,0.0,0.0,0.022
28,0.026,1041.0,10.37,613.0,1.22,0.0,0.0,0.0,0.026
29,0.024,1034.0,11.23,610.0,0.97,0.0,0.0,0.0,0.024
30,0.023,1039.0,11.36,615.0,0.62,0.0,0.0,0.0,0.023
31,0.036,1050.0,12.63,766.0,1.25,0.0,708.0,0.32,0.036
32,0.026,1040.0,10.86,621.0,1.1,0.0,0.0,0.0,0.026
33,0.026,1042.0,10.31,616.0,1.42,0.0,0.0,0.0,0.026
34,0.026,1041.0,10.07,612.0,1.18,0.0,0.0,0.0,0.026
35,0.026,1038.0,10.81,619.0,0.99,0.0,0.0,0.0,0.026
36,0.024,1036.0,11.65,615.0,0.67,0.0,0.0,0.0,0.024
37,0.025,1037.0,10.62,617.0,1.0,0.0,0.0,0.0,0.025
38,0.026,1039.0,10.56,619.0,1.01,0.0,0.0,0.0,0.026
39,0.025,1043.0,10.49,617.0,1.34,0.0,0.0,0.0,0.025
40,0.026,1039.0,9.85,613.0,1.46,0.0,0.0,0.0,0.026
41,0.025,1042.0,10.82,612.0,1.35,0.0,0.0,0.0,0.025
42,0.024,1044.0,9.83,610.0,1.4,0.0,0.0,0.0,0.024
43,0.012,980.0,4.62,606.0,0.88,0.0,0.0,0.0,0.012
44,0.021,1027.0,6.78,611.0,1.14,0.0,0.0,0.0,0.021
45,0.025,1036.0,10.23,619.0,1.0,0.0,0.0,0.0,0.025
46,0.026,1046.0,10.38,616.0,1.28,0.0,0.0,0.0,0.026
47,0.025,1044.0,10.46,611.0,1.51,0.0,0.0,0.0,0.025
48,0.054,1127.0,26.94,683.0,1.93,0.0,0.0,0.0,0.054
49,0.025,1040.0,10.38,618.0,1.01,0.0,0.0,0.0,0.025
50,0.026,1042.0,10.14,618.0,0.99,0.0,0.0,0.0,0.026
51,0.027,1045.0,10.43,617.0,1.39,0.0,0.0,0.0,0.027
52,0.024,1037.0,12.22,610.0,0.79,0.0,0.0,0.0,0.024
53,0.032,1053.0,17.76,617.0,1.0,0.0,0.0,0.0,0.032
54,0.025,1038.0,10.06,618.0,1.34,0.0,0.0,0.0,0.025
55,0.031,1044.0,20.26,611.0,1.13,0.0,0.0,0.0,0.031
56,0.032,1039.0,18.57,612.0,1.18,0.0,0.0,0.0,0.032
57,0.024,1039.0,10.55,618.0,1.02,0.0,0.0,0.0,0.024
58,0.027,1039.0,10.56,619.0,0.98,0.0,0.0,0.0,0.027
59,0.021,1010.0,7.42,616.0,1.16,0.0,0.0,0.0,0.021
60,0.013,995.0,5.2,608.0,0.88,0.0,0.0,0.0,0.013
61,0.027,1040.0,10.76,615.0,1.07,0.0,0.0,0.0,0.027
62,0.026,1038.0,10.89,617.0,1.02,0.0,0.0,0.0,0.026
63,0.027,1039.0,12.56,619.0,1.0,0.0,0.0,0.0,0.027
64,0.025,1036.0,11.5,615.0,0.66,0.0,0.0,0.0,0.025
65,0.025,1037.0,10.64,617.0,1.28,0.0,0.0,0.0,0.025
66,0.025,1042.0,10.18,613.0,1.29,0.0,0.0,0.0,0.025
67,0.025,1038.0,10.42,615.0,1.1,0.0,0.0,0.0,0.025
68,0.024,1038.0,11.13,614.0,0.56,0.0,0.0,0.0,0.024
69,0.025,1043.0,10.14,616.0,1.07,0.0,0.0,0.0,0.025
70,0.028,1043.0,12.6,618.0,1.01,0.0,0.0,0.0,0.028
71,0.026,1038.0,10.84,618.0,1.01,0.0,0.0,0.0,0.026
72,0.026,1039.0,10.36,617.0,1.32,0.0,0.0,0.0,0.026
73,0.063,1046.0,35.55,611.0,1.24,0.0,0.0,0.0,0.063
74,0.125,1054.0,100.0,695.0,1.75,0.001,713.0,0.51,0.126
75,0.074,1038.0,73.71,610.0,1.32,0.0,0.0,0.0,0.074
76,0.043,1008.0,27.24,612.0,1.01,0.0,0.0,0.0,0.043
77,0.015,999.0,4.61,612.0,1.12,0.0,0.0,0.0,0.015
78,0.026,1039.0,9.91,619.0,1.0,0.0,0.0,0.0,0.026
79,0.024,1038.0,10.22,618.0,1.19,0.0,0.0,0.0,0.024
80,0.027,1045.0,10.58,615.0,1.25,0.0,0.0,0.0,0.027
81,0.025,1038.0,10.85,611.0,1.17,0.0,0.0,0.0,0.025
82,0.026,1042.0,11.26,619.0,1.02,0.0,0.0,0.0,0.026
83,0.026,1040.0,10.33,618.0,0.99,0.0,0.0,0.0,0.026
84,0.026,1037.0,10.2,618.0,1.0,0.0,0.0,0.0,0.026
85,0.036,1038.0,31.47,615.0,0.66,0.0,0.0,0.0,0.036
86,0.026,1042.0,10.87,617.0,1.24,0.0,0.0,0.0,0.026
87,0.025,1038.0,10.42,615.0,1.09,0.0,0.0,0.0,0.025
88,0.028,1040.0,12.22,619.0,1.09,0.0,0.0,0.0,0.028
89,0.026,1035.0,10.27,617.0,1.16,0.0,0.0,0.0,0.026
90,0.038,1050.0,11.79,869.0,1.5,0.0,708.0,0.54,0.038
91,0.026,1043.0,9.87,616.0,1.32,0.0,0.0,0.0,0.026
92,0.028,1041.0,13.1,611.0,1.09,0.0,712.0,0.42,0.028
93,0.012,981.0,4.19,609.0,1.15,0.0,0.0,0.0,0.012
94,0.021,1030.0,7.89,614.0,1.06,0.0,0.0,0.0,0.021
95,0.026,1036.0,10.35,619.0,0.98,0.0,0.0,0.0,0.026
96,0.024,1037.0,11.73,615.0,0.65,0.0,0.0,0.0,0.024
97,0.026,1040.0,10.72,617.0,1.01,0.0,0.0,0.0,0.026
98,0.026,1038.0,10.46,619.0,1.0,0.0,0.0,0.0,0.026
99,0.028,1044.0,12.03,617.0,1.04,0.0,0.0,0.0,0.028
100,0.024,1037.0,11.65,611.0,0.79,0.0,0.0,0.0,0.024
101,0.027,1042.0,10.41,615.0,1.05,0.0,0.0,0.0,0.027
102,0.026,1040.0,10.84,618.0,0.99,0.0,0.0,0.0,0.026
103,0.026,1037.0,10.17,619.0,0.99,0.0,0.0,0.0,0.026
104,0.023,1037.0,11.19,615.0,0.78,0.0,0.0,0.0,0.023
105,0.026,1041.0,11.28,615.0,1.11,0.0,0.0,0.0,0.026
106,0.026,1043.0,9.83,617.0,1.41,0.0,0.0,0.0,0.026
107,0.025,1038.0,10.55,613.0,1.11,0.0,0.0,0.0,0.025
108,0.023,1038.0,10.79,615.0,0.91,0.0,0.0,0.0,0.023
109,0.025,1033.0,9.4,608.0,1.14,0.0,0.0,0.0,0.025
110,0.011,978.0,3.34,610.0,1.36,0.0,0.0,0.0,0.011
111,0.023,1036.0,8.48,613.0,1.15,0.0,0.0,0.0,0.023
112,0.026,1041.0,10.2,619.0,0.99,0.0,0.0,0.0,0.026
113,0.025,1044.0,9.85,617.0,1.42,0.0,0.0,0.0,0.025
114,0.038,1040.0,30.01,613.0,1.16,0.0,0.0,0.0,0.038
115,0.025,1044.0,10.38,617.0,1.44,0.0,0.0,0.0,0.025
116,0.025,1045.0,10.05,611.0,1.54,0.0,0.0,0.0,0.025
117,0.026,1040.0,10.21,612.0,1.14,0.0,0.0,0.0,0.026
118,0.025,1041.0,10.4,618.0,1.01,0.0,0.0,0.0,0.025
119,0.027,1040.0,11.02,620.0,1.12,0.0,0.0,0.0,0.027
120,0.026,1040.0,10.93,617.0,1.08,0.0,0.0,0.0,0.026
121,0.026,1038.0,9.97,616.0,1.3,0.0,0.0,0.0,0.026
122,0.03,1054.0,13.59,614.0,1.12,0.0,0.0,0.0,0.03
123,0.025,1038.0,10.93,618.0,1.04,0.0,0.0,0.0,0.025
124,0.03,1046.0,12.98,629.0,1.16,0.0,711.0,0.42,0.03
125,0.026,1043.0,10.39,616.0,1.02,0.0,0.0,0.0,0.026
126,0.012,980.0,5.6,609.0,0.98,0.0,0.0,0.0,0.012
127,0.02,1028.0,6.8,612.0,1.41,0.0,0.0,0.0,0.02
128,0.025,1041.0,10.36,615.0,1.11,0.0,0.0,0.0,0.025
129,0.029,1041.0,11.93,618.0,1.11,0.0,0.0,0.0,0.029
130,0.026,1040.0,10.61,615.0,1.08,0.0,0.0,0.0,0.026
131,0.026,1038.0,10.58,619.0,0.98,0.0,0.0,0.0,0.026
132,0.025,1040.0,10.41,617.0,1.37,0.0,0.0,0.0,0.025
133,0.024,1035.0,11.13,610.0,0.77,0.0,0.0,0.0,0.024
134,0.026,1042.0,10.79,617.0,1.1,0.0,0.0,0.0,0.026
135,0.025,1035.0,11.14,615.0,1.04,0.0,0.0,0.0,0.025
136,0.027,1040.0,10.22,619.0,0.99,0.0,0.0,0.0,0.027
137,0.023,1037.0,11.33,615.0,0.66,0.0,0.0,0.0,0.023
138,0.026,1045.0,10.1,617.0,1.03,0.0,0.0,0.0,0.026
139,0.023,1034.0,11.75,615.0,0.67,0.0,0.0,0.0,0.023
140,0.026,1042.0,10.6,617.0,1.02,0.0,0.0,0.0,0.026
141,0.026,1042.0,10.1,618.0,1.01,0.0,0.0,0.0,0.026
142,0.022,1022.0,8.54,614.0,0.81,0.0,0.0,0.0,0.022
143,0.023,984.0,22.99,611.0,1.18,0.0,0.0,0.0,0.023
144,0.025,1036.0,9.52,613.0,1.1,0.0,0.0,0.0,0.025
145,0.024,1039.0,10.99,615.0,0.67,0.0,0.0,0.0,0.024
146,0.025,1040.0,10.37,617.0,1.02,0.0,0.0,0.0,0.025
147,0.025,1038.0,10.54,618.0,1.01,0.0,0.0,0.0,0.025
148,0.034,1043.0,11.57,630.0,1.42,0.0,712.0,0.42,0.034
