Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W)
0,0.056,1104.0,28.93,626.0,0.87,0.0,702.0,0.22,0.056
1,0.026,1038.0,10.33,618.0,1.02,0.0,0.0,0.0,0.026
2,0.025,1039.0,10.4,619.0,1.0,0.0,0.0,0.0,0.025
3,0.025,1040.0,9.8,617.0,1.39,0.0,0.0,0.0,0.025
4,0.038,1040.0,30.63,612.0,1.22,0.0,0.0,0.0,0.038
5,0.026,1035.0,10.76,618.0,0.98,0.0,0.0,0.0,0.026
6,0.026,1041.0,9.92,618.0,1.07,0.0,0.0,0.0,0.026
7,0.026,1045.0,10.14,614.0,1.46,0.0,0.0,0.0,0.026
8,0.024,1046.0,10.04,611.0,1.48,0.0,0.0,0.0,0.024
9,0.028,1052.0,14.13,610.0,1.24,0.001,711.0,0.83,0.029
10,0.025,1040.0,9.99,610.0,1.3,0.0,0.0,0.0,0.025
11,0.012,980.0,4.87,609.0,0.8,0.0,0.0,0.0,0.012
12,0.019,1029.0,7.46,607.0,1.06,0.0,0.0,0.0,0.019
13,0.026,1042.0,11.49,612.0,1.19,0.0,0.0,0.0,0.026
14,0.026,1040.0,10.12,618.0,0.98,0.0,0.0,0.0,0.026
15,0.024,1038.0,11.56,615.0,0.67,0.0,0.0,0.0,0.024
16,0.023,1036.0,12.08,613.0,0.68,0.0,0.0,0.0,0.023
17,0.025,1038.0,11.15,613.0,0.68,0.0,0.0,0.0,0.025
18,0.024,1037.0,10.5,617.0,1.04,0.0,0.0,0.0,0.024
19,0.027,1038.0,10.51,618.0,1.03,0.0,0.0,0.0,0.027
20,0.026,1040.0,10.41,617.0,1.4,0.0,0.0,0.0,0.026
21,0.025,1040.0,10.29,612.0,1.17,0.0,0.0,0.0,0.025
22,0.026,1042.0,9.73,618.0,1.28,0.0,0.0,0.0,0.026
23,0.025,1040.0,10.34,615.0,1.08,0.0,0.0,0.0,0.025
24,0.026,1038.0,10.29,618.0,1.19,0.0,0.0,0.0,0.026
25,0.022,1040.0,11.17,611.0,0.76,0.0,0.0,0.0,0.022
26,0.026,1042.0,10.55,617.0,1.0,0.0,0.0,0.0,0.026
27,0.025,1041.0,9.78,615.0,1.05,0.0,0.0,0.0,0.025
28,0.012,982.0,3.77,608.0,1.22,0.0,0.0,0.0,0.012
29,0.021,1030.0,7.34,611.0,1.59,0.0,0.0,0.0,0.021
30,0.026,1036.0,10.92,613.0,1.13,0.0,0.0,0.0,0.026
31,0.025,1044.0,9.88,617.0,1.4,0.0,0.0,0.0,0.025
32,0.026,1043.0,10.9,610.0,1.57,0.0,0.0,0.0,0.026
33,0.038,1040.0,31.18,613.0,1.1,0.0,0.0,0.0,0.038
34,0.025,1037.0,11.64,615.0,0.67,0.0,0.0,0.0,0.025
35,0.026,1042.0,10.4,615.0,1.03,0.0,0.0,0.0,0.026
36,0.026,1038.0,10.35,619.0,1.0,0.0,0.0,0.0,0.026
37,0.026,1040.0,10.49,619.0,0.98,0.0,0.0,0.0,0.026
38,0.027,1044.0,11.62,617.0,1.33,0.0,0.0,0.0,0.027
39,0.025,1038.0,10.87,613.0,1.16,0.0,0.0,0.0,0.025
40,0.024,1035.0,10.9,615.0,0.99,0.0,0.0,0.0,0.024
41,0.027,1038.0,12.18,611.0,1.15,0.0,0.0,0.0,0.027
42,0.024,1039.0,11.74,615.0,0.68,0.0,0.0,0.0,0.024
43,0.026,1041.0,10.36,615.0,1.04,0.0,0.0,0.0,0.026
44,0.023,1027.0,8.81,614.0,0.81,0.0,0.0,0.0,0.023
45,0.013,987.0,3.11,610.0,1.42,0.0,0.0,0.0,0.013
46,0.022,1032.0,9.45,608.0,0.85,0.0,0.0,0.0,0.022
47,0.026,1038.0,9.79,614.0,1.43,0.0,0.0,0.0,0.026
48,0.026,1038.0,10.55,613.0,1.09,0.0,0.0,0.0,0.026
49,0.025,1039.0,10.54,618.0,1.0,0.0,0.0,0.0,0.025
50,0.026,1036.0,10.61,619.0,1.01,0.0,0.0,0.0,0.026
51,0.025,1040.0,10.09,618.0,1.35,0.0,0.0,0.0,0.025
52,0.025,1047.0,10.17,611.0,1.18,0.0,0.0,0.0,0.025
53,0.025,1038.0,10.82,612.0,1.16,0.0,0.0,0.0,0.025
54,0.025,1042.0,10.07,619.0,0.98,0.0,0.0,0.0,0.025
55,0.026,1040.0,9.87,618.0,1.28,0.0,0.0,0.0,0.026
56,0.024,1040.0,9.72,613.0,1.3,0.0,0.0,0.0,0.024
57,0.026,1039.0,9.83,614.0,1.43,0.0,0.0,0.0,0.026
58,0.025,1040.0,10.75,614.0,1.14,0.0,0.0,0.0,0.025
59,0.025,1039.0,10.98,613.0,1.17,0.0,0.0,0.0,0.025
60,0.026,1040.0,10.39,613.0,1.2,0.0,0.0,0.0,0.026
61,0.018,1006.0,6.53,614.0,0.92,0.0,0.0,0.0,0.018
62,0.027,1004.0,24.37,611.0,1.45,0.0,0.0,0.0,0.027
63,0.026,1039.0,11.05,614.0,1.07,0.0,0.0,0.0,0.026
64,0.025,1040.0,10.38,617.0,1.01,0.0,0.0,0.0,0.025
65,0.023,1034.0,11.27,610.0,0.75,0.0,0.0,0.0,0.023
66,0.025,1045.0,9.96,616.0,1.44,0.0,0.0,0.0,0.025
67,0.034,1046.0,11.28,764.0,1.64,0.0,713.0,0.51,0.034
68,0.026,1038.0,10.6,620.0,1.1,0.0,0.0,0.0,0.026
69,0.026,1040.0,10.45,619.0,0.98,0.0,0.0,0.0,0.026
70,0.025,1037.0,11.24,615.0,0.68,0.0,0.0,0.0,0.025
71,0.024,1042.0,10.97,619.0,1.21,0.0,0.0,0.0,0.024
72,0.026,1039.0,10.61,615.0,1.11,0.0,0.0,0.0,0.026
73,0.026,1038.0,10.27,617.0,1.4,0.0,0.0,0.0,0.026
74,0.029,1104.0,13.15,684.0,1.72,0.001,711.0,0.73,0.03
75,0.026,1040.0,10.78,615.0,1.14,0.0,0.0,0.0,0.026
76,0.026,1038.0,10.94,619.0,0.97,0.0,0.0,0.0,0.026
77,0.025,1040.0,10.36,619.0,0.99,0.0,0.0,0.0,0.025
78,0.014,982.0,5.11,616.0,1.22,0.0,0.0,0.0,0.014
79,0.022,1026.0,6.77,612.0,1.15,0.0,0.0,0.0,0.022
80,0.027,1036.0,10.69,618.0,1.39,0.0,0.0,0.0,0.027
81,0.022,1034.0,11.22,610.0,0.77,0.0,0.0,0.0,0.022
82,0.026,1045.0,10.22,616.0,1.39,0.0,0.0,0.0,0.026
83,0.025,1040.0,10.77,614.0,1.11,0.0,0.0,0.0,0.025
84,0.025,1037.0,11.23,615.0,0.78,0.0,0.0,0.0,0.025
85,0.024,1040.0,10.42,612.0,1.3,0.0,0.0,0.0,0.024
86,0.023,1039.0,11.09,608.0,0.9,0.0,0.0,0.0,0.023
87,0.023,1037.0,11.59,612.0,0.76,0.0,0.0,0.0,0.023
88,0.026,1042.0,10.64,617.0,1.0,0.0,0.0,0.0,0.026
89,0.027,1041.0,9.57,619.0,1.31,0.0,0.0,0.0,0.027
90,0.026,1040.0,10.36,617.0,1.07,0.0,0.0,0.0,0.026
91,0.027,1045.0,12.82,616.0,1.11,0.0,0.0,0.0,0.027
92,0.035,1040.0,26.1,611.0,1.17,0.0,0.0,0.0,0.035
93,0.026,1035.0,10.53,619.0,0.98,0.0,0.0,0.0,0.026
94,0.026,1042.0,9.81,618.0,1.02,0.0,0.0,0.0,0.026
95,0.011,980.0,4.56,611.0,0.74,0.0,0.0,0.0,0.011
96,0.021,1027.0,7.71,612.0,1.16,0.0,0.0,0.0,0.021
97,0.024,1033.0,11.85,615.0,0.68,0.0,0.0,0.0,0.024
98,0.025,1040.0,10.51,615.0,1.22,0.0,0.0,0.0,0.025
99,0.028,1040.0,12.76,615.0,1.1,0.0,0.0,0.0,0.028
100,0.025,1045.0,10.57,615.0,1.06,0.0,0.0,0.0,0.025
101,0.025,1040.0,10.75,612.0,1.15,0.0,0.0,0.0,0.025
102,0.026,1037.0,10.38,619.0,1.0,0.0,0.0,0.0,0.026
103,0.026,1037.0,10.33,619.0,0.99,0.0,0.0,0.0,0.026
104,0.024,1040.0,10.18,618.0,1.09,0.0,0.0,0.0,0.024
105,0.026,1040.0,10.41,615.0,1.03,0.0,0.0,0.0,0.026
106,0.026,1038.0,10.16,619.0,0.97,0.0,0.0,0.0,0.026
107,0.026,1043.0,10.51,618.0,1.23,0.0,0.0,0.0,0.026
108,0.025,1040.0,10.62,615.0,1.09,0.0,0.0,0.0,0.025
109,0.026,1040.0,10.07,617.0,1.39,0.0,0.0,0.0,0.026
110,0.025,1045.0,9.85,611.0,1.54,0.0,0.0,0.0,0.025
111,0.018,1005.0,6.43,608.0,1.0,0.0,0.0,0.0,0.018
112,0.015,1006.0,4.74,610.0,1.41,0.0,0.0,0.0,0.015
113,0.026,1045.0,10.78,612.0,1.18,0.0,0.0,0.0,0.026
114,0.026,1042.0,10.34,618.0,0.98,0.0,0.0,0.0,0.026
115,0.023,1037.0,11.24,615.0,0.65,0.0,0.0,0.0,0.023
116,0.024,1041.0,10.98,614.0,0.78,0.0,0.0,0.0,0.024
117,0.024,1038.0,11.74,611.0,0.76,0.0,0.0,0.0,0.024
118,0.025,1042.0,10.46,617.0,1.1,0.0,0.0,0.0,0.025
119,0.027,1043.0,10.19,616.0,1.15,0.0,0.0,0.0,0.027
120,0.024,1038.0,11.33,614.0,0.67,0.0,0.0,0.0,0.024
121,0.038,1045.0,30.34,615.0,1.41,0.0,0.0,0.0,0.038
122,0.025,1039.0,9.93,611.0,1.59,0.0,0.0,0.0,0.025
123,0.024,1037.0,9.94,611.0,1.52,0.0,0.0,0.0,0.024
124,0.025,1035.0,10.5,613.0,1.11,0.0,0.0,0.0,0.025
125,0.025,1040.0,10.36,616.0,1.16,0.0,0.0,0.0,0.025
126,0.033,1054.0,13.47,774.0,1.78,0.002,716.0,0.8,0.035
127,0.023,1038.0,11.38,609.0,0.91,0.0,0.0,0.0,0.023
128,0.016,990.0,5.51,612.0,1.23,0.0,0.0,0.0,0.016
129,0.02,1017.0,6.64,612.0,1.15,0.0,0.0,0.0,0.02
130,0.025,1036.0,10.88,617.0,1.16,0.0,0.0,0.0,0.025
131,0.025,1040.0,10.53,615.0,1.11,0.0,0.0,0.0,0.025
132,0.026,1039.0,10.44,618.0,1.25,0.0,0.0,0.0,0.026
133,0.025,1044.0,10.51,613.0,1.51,0.0,0.0,0.0,0.025
134,0.025,1040.0,9.86,612.0,1.46,0.0,0.0,0.0,0.025
135,0.026,1038.0,10.55,614.0,1.09,0.0,0.0,0.0,0.026
136,0.027,1042.0,10.71,619.0,0.98,0.0,0.0,0.0,0.027
137,0.041,1051.0,18.7,617.0,1.28,0.0,0.0,0.0,0.041
138,0.065,1115.0,23.39,762.0,1.37,0.001,714.0,0.61,0.066
139,0.026,1038.0,10.25,618.0,1.03,0.0,0.0,0.0,0.026
140,0.026,1037.0,11.25,618.0,1.01,0.0,0.0,0.0,0.026
141,0.024,1038.0,11.82,615.0,0.67,0.0,0.0,0.0,0.024
142,0.025,1038.0,10.23,616.0,1.34,0.0,0.0,0.0,0.025
143,0.025,1038.0,10.46,614.0,1.11,0.0,0.0,0.0,0.025
144,0.025,1030.0,8.68,614.0,0.84,0.0,0.0,0.0,0.025
145,0.009,982.0,3.39,608.0,1.15,0.0,0.0,0.0,0.009
146,0.027,1034.0,11.24,614.0,1.09,0.0,0.0,0.0,0.027
147,0.026,1040.0,10.75,618.0,1.01,0.0,0.0,0.0,0.026
