Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W)
0,0.051,1132.0,21.46,632.0,0.85,0.0,0.0,0.0,0.051
1,0.027,1038.0,10.25,618.0,0.99,0.0,0.0,0.0,0.027
2,0.027,1038.0,10.79,619.0,1.0,0.0,0.0,0.0,0.027
3,0.029,1038.0,10.04,618.0,0.98,0.0,0.0,0.0,0.029
4,0.028,1035.0,10.21,617.0,1.41,0.0,0.0,0.0,0.028
5,0.028,1037.0,10.07,612.0,1.16,0.0,0.0,0.0,0.028
6,0.027,1036.0,9.82,619.0,0.96,0.0,0.0,0.0,0.027
7,0.025,1034.0,11.11,615.0,0.66,0.0,0.0,0.0,0.025
8,0.042,1036.0,17.46,617.0,0.98,0.0,0.0,0.0,0.042
9,0.029,1041.0,11.56,624.0,1.03,0.0,712.0,0.42,0.029
10,0.026,1033.0,11.31,615.0,0.66,0.0,0.0,0.0,0.026
11,0.017,990.0,5.23,614.0,1.03,0.0,0.0,0.0,0.017
12,0.021,1019.0,6.31,610.0,1.23,0.0,0.0,0.0,0.021
13,0.029,1036.0,11.87,615.0,1.02,0.001,713.0,0.51,0.03
14,0.024,1041.0,11.41,615.0,0.67,0.0,0.0,0.0,0.024
15,0.026,1040.0,10.88,617.0,1.02,0.0,0.0,0.0,0.026
16,0.026,1040.0,10.64,618.0,1.02,0.0,0.0,0.0,0.026
17,0.024,1037.0,10.86,615.0,0.78,0.0,0.0,0.0,0.024
18,0.024,1037.0,10.97,612.0,0.75,0.0,0.0,0.0,0.024
19,0.026,1042.0,10.1,616.0,1.4,0.0,0.0,0.0,0.026
20,0.026,1040.0,10.47,612.0,1.54,0.0,0.0,0.0,0.026
21,0.024,1038.0,10.24,613.0,1.11,0.0,0.0,0.0,0.024
22,0.026,1035.0,10.04,618.0,1.09,0.0,0.0,0.0,0.026
23,0.025,1043.0,9.99,614.0,1.46,0.0,0.0,0.0,0.025
24,0.024,1037.0,11.85,608.0,0.79,0.0,0.0,0.0,0.024
25,0.023,1038.0,11.09,614.0,0.69,0.0,0.0,0.0,0.023
26,0.026,1042.0,10.45,617.0,1.01,0.0,0.0,0.0,0.026
27,0.026,1043.0,10.0,618.0,1.05,0.0,0.0,0.0,0.026
28,0.013,983.0,4.79,611.0,0.93,0.0,0.0,0.0,0.013
29,0.022,1025.0,7.08,614.0,1.26,0.0,0.0,0.0,0.022
30,0.026,1038.0,10.29,617.0,1.16,0.0,0.0,0.0,0.026
31,0.025,1040.0,10.3,615.0,1.04,0.0,0.0,0.0,0.025
32,0.024,1040.0,10.75,615.0,1.0,0.0,0.0,0.0,0.024
33,0.025,1039.0,10.59,611.0,1.15,0.0,0.0,0.0,0.025
34,0.026,1039.0,10.45,618.0,1.33,0.0,0.0,0.0,0.026
35,0.025,1042.0,10.27,614.0,1.1,0.0,0.0,0.0,0.025
36,0.025,1040.0,11.49,615.0,0.92,0.0,0.0,0.0,0.025
37,0.025,1038.0,11.27,611.0,1.15,0.0,0.0,0.0,0.025
38,0.039,1040.0,30.55,619.0,1.0,0.0,0.0,0.0,0.039
39,0.026,1038.0,10.3,619.0,1.01,0.0,0.0,0.0,0.026
40,0.023,1034.0,11.21,615.0,0.68,0.0,0.0,0.0,0.023
41,0.025,1045.0,10.81,614.0,1.14,0.0,0.0,0.0,0.025
42,0.025,1048.0,9.78,609.0,1.54,0.0,0.0,0.0,0.025
