Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W)
0,0.054,1105.0,28.41,628.0,1.2,0.0,704.0,0.22,0.054
1,0.028,1040.0,12.59,608.0,1.01,0.0,0.0,0.0,0.028
2,0.03,1040.0,11.52,612.0,1.25,0.0,0.0,0.0,0.03
3,0.031,1041.0,11.38,616.0,1.05,0.0,0.0,0.0,0.031
4,0.027,1039.0,12.36,611.0,0.8,0.0,0.0,0.0,0.027
5,0.027,1045.0,11.93,607.0,1.05,0.0,0.0,0.0,0.027
6,0.027,1035.0,12.14,609.0,0.79,0.0,0.0,0.0,0.027
7,0.029,1041.0,11.36,614.0,0.97,0.0,0.0,0.0,0.029
8,0.017,983.0,6.04,609.0,1.25,0.0,0.0,0.0,0.017
9,0.025,1030.0,9.65,612.0,1.64,0.002,710.0,0.73,0.027
10,0.028,1041.0,11.93,611.0,1.49,0.001,703.0,0.22,0.029
11,0.029,1038.0,12.13,612.0,1.36,0.0,0.0,0.0,0.029
12,0.029,1037.0,11.95,615.0,1.1,0.0,0.0,0.0,0.029
13,0.029,1034.0,11.92,619.0,1.07,0.0,0.0,0.0,0.029
14,0.032,1040.0,13.08,614.0,1.16,0.0,0.0,0.0,0.032
15,0.029,1038.0,11.09,612.0,1.36,0.0,0.0,0.0,0.029
16,0.032,1042.0,13.44,611.0,1.13,0.0,0.0,0.0,0.032
17,0.032,1040.0,17.4,609.0,1.32,0.0,0.0,0.0,0.032
18,0.029,1034.0,11.28,612.0,1.16,0.0,0.0,0.0,0.029
19,0.03,1040.0,11.26,618.0,1.31,0.0,0.0,0.0,0.03
20,0.043,1035.0,19.26,614.0,1.15,0.0,0.0,0.0,0.043
21,0.029,1040.0,12.27,614.0,0.95,0.0,0.0,0.0,0.029
22,0.028,1038.0,10.76,610.0,1.56,0.0,0.0,0.0,0.028
23,0.027,1037.0,10.88,611.0,1.29,0.0,0.0,0.0,0.027
24,0.028,1038.0,10.54,612.0,1.16,0.0,0.0,0.0,0.028
25,0.028,1033.0,9.94,616.0,1.05,0.0,0.0,0.0,0.028
26,0.015,981.0,4.59,608.0,1.16,0.0,0.0,0.0,0.015
27,0.023,1030.0,7.72,612.0,1.11,0.0,0.0,0.0,0.023
28,0.031,1033.0,12.22,619.0,1.03,0.0,0.0,0.0,0.031
29,0.028,1038.0,10.1,615.0,1.6,0.0,0.0,0.0,0.028
30,0.026,1036.0,11.76,611.0,0.87,0.0,0.0,0.0,0.026
31,0.027,1041.0,10.61,612.0,1.17,0.0,0.0,0.0,0.027
32,0.029,1036.0,11.21,619.0,0.95,0.0,0.0,0.0,0.029
33,0.026,1037.0,11.7,614.0,0.6,0.0,0.0,0.0,0.026
34,0.027,1038.0,10.94,613.0,1.3,0.0,0.0,0.0,0.027
35,0.028,1035.0,10.54,615.0,1.09,0.0,0.0,0.0,0.028
36,0.029,1036.0,10.55,617.0,1.12,0.0,0.0,0.0,0.029
37,0.027,1033.0,10.29,613.0,1.07,0.0,0.0,0.0,0.027
38,0.025,1039.0,10.69,614.0,0.93,0.0,0.0,0.0,0.025
39,0.028,1035.0,10.61,611.0,1.14,0.0,0.0,0.0,0.028
40,0.028,1044.0,10.08,617.0,1.29,0.0,0.0,0.0,0.028
41,0.027,1040.0,10.53,611.0,1.17,0.0,0.0,0.0,0.027
42,0.028,1042.0,9.62,618.0,0.97,0.0,0.0,0.0,0.028
43,0.021,998.0,5.41,615.0,0.99,0.0,0.0,0.0,0.021
44,0.017,1008.0,6.25,608.0,0.82,0.0,0.0,0.0,0.017
45,0.027,1037.0,11.47,613.0,0.89,0.0,0.0,0.0,0.027
46,0.027,1035.0,10.15,611.0,1.15,0.0,0.0,0.0,0.027
47,0.026,1039.0,9.77,617.0,1.35,0.0,0.0,0.0,0.026
48,0.028,1038.0,10.11,613.0,1.15,0.0,0.0,0.0,0.028
49,0.036,1038.0,22.66,616.0,1.15,0.0,0.0,0.0,0.036
50,0.032,1034.0,16.21,615.0,1.11,0.0,0.0,0.0,0.032
51,0.027,1035.0,10.13,619.0,0.97,0.0,0.0,0.0,0.027
52,0.026,1031.0,11.07,615.0,0.64,0.0,0.0,0.0,0.026
53,0.027,1041.0,10.02,618.0,0.97,0.0,0.0,0.0,0.027
