Time (s),Power (W),Voltage (V),Amps (A)
0,275.1,237.3,1.134
1,257.4,237.2,1.188
2,269.2,237.2,1.243
3,283.0,237.2,1.26
4,283.5,237.2,1.282
5,293.5,237.2,1.304
6,294.0,237.0,1.317
7,301.7,236.9,1.338
8,307.9,236.7,1.343
9,307.9,236.8,1.345
10,308.0,236.8,1.355
11,308.3,236.7,1.352
12,308.8,236.7,1.354
13,308.9,236.4,1.355
14,309.2,236.5,1.367
15,309.7,236.5,1.364
16,310.2,236.4,1.363
17,310.7,236.4,1.359
18,310.9,236.7,1.373
19,311.4,236.7,1.344
20,311.4,236.7,1.37
21,311.9,236.6,1.361
22,312.4,236.6,1.368
23,312.6,236.6,1.371
24,313.0,236.8,1.369
25,313.3,236.7,1.379
26,313.8,236.7,1.37
27,313.9,236.7,1.371
28,314.0,236.6,1.366
29,314.0,236.6,1.364
30,314.1,236.6,1.374
31,314.2,236.7,1.37
32,314.2,236.6,1.358
33,313.8,236.5,1.367
34,314.0,236.6,1.325
35,313.9,236.6,1.367
36,314.0,236.5,1.373
37,314.1,236.6,1.366
38,314.0,236.5,1.37
39,314.2,236.5,1.371
40,314.2,236.5,1.388
41,314.5,236.6,1.375
42,314.7,236.7,1.369
43,314.7,236.7,1.374
44,314.8,236.7,1.371
45,314.9,236.7,1.373
46,315.0,236.7,1.374
47,315.0,236.7,1.381
48,315.2,236.8,1.366
49,315.0,236.7,1.369
50,314.8,236.7,1.374
51,314.9,236.7,1.36
52,315.0,236.7,1.395
53,315.2,236.7,1.374
54,315.1,236.6,1.372
55,315.1,236.7,1.374
56,315.3,236.7,1.368
57,315.2,236.7,1.378
58,315.3,236.8,1.348
59,315.2,236.7,1.369
60,314.9,236.8,1.359
61,314.9,236.7,1.377
62,315.1,236.6,1.396
63,315.3,236.6,1.376
64,315.4,236.8,1.374
65,315.5,236.8,1.376
66,315.6,236.7,1.373
67,315.6,236.8,1.379
68,315.8,236.8,1.376
69,315.9,236.9,1.37
70,315.9,236.7,1.374
71,315.9,236.6,1.386
72,316.2,236.4,1.394
73,316.2,236.5,1.375
74,316.1,236.4,1.38
75,316.2,236.6,1.375
76,316.2,236.6,1.382
77,316.3,236.6,1.378
78,316.0,236.7,1.369
79,316.2,236.6,1.377
80,316.0,236.6,1.379
81,316.1,236.5,1.378
82,316.2,236.6,1.359
83,316.1,236.5,1.372
84,316.1,236.6,1.373
85,316.1,236.6,1.377
86,316.2,236.8,1.37
87,316.2,236.8,1.38
88,316.2,236.8,1.4
89,316.3,236.8,1.367
90,316.2,236.8,1.377
91,316.2,236.9,1.359
92,316.1,236.8,1.383
93,315.6,236.8,1.371
94,315.6,236.7,1.376
95,315.9,236.8,1.37
96,315.7,236.7,1.38
97,315.8,236.8,1.386
98,316.2,237.0,1.378
99,316.3,237.0,1.379
100,316.5,237.0,1.368
101,316.6,236.9,1.381
102,316.6,236.9,1.38
103,316.8,236.9,1.38
104,316.8,236.9,1.391
105,317.0,236.9,1.38
106,317.0,237.1,1.379
107,316.9,237.0,1.381
108,311.7,236.9,1.382
109,312.1,236.9,1.381
110,317.2,237.1,1.395
111,317.1,237.0,1.377
112,317.2,236.9,1.381
113,317.1,237.0,1.37
114,317.0,237.1,1.38
115,317.0,237.2,1.378
116,317.0,237.0,1.396
117,317.1,237.0,1.378
118,317.1,237.0,1.382
119,317.3,237.0,1.38
120,317.3,237.0,1.38
121,317.3,236.9,1.385
122,317.3,237.0,1.384
123,317.5,236.9,1.386
124,317.9,236.8,1.383
125,317.9,236.8,1.378
126,317.8,236.9,1.381
127,317.8,236.9,1.373
128,317.7,236.7,1.375
129,317.8,236.7,1.374
130,317.5,236.8,1.378
131,317.6,236.8,1.383
132,317.6,236.7,1.379
133,317.6,236.6,1.377
134,317.6,236.6,1.38
135,317.6,236.5,1.381
136,317.6,236.6,1.38
137,317.5,236.6,1.383
138,317.5,236.6,1.383
139,317.5,236.8,1.384
140,317.4,236.8,1.38
141,317.4,236.6,1.384
142,317.5,236.9,1.381
143,317.5,236.7,1.378
144,317.3,236.8,1.382
145,317.4,236.8,1.399
146,317.5,237.0,1.381
147,317.6,236.8,1.383
148,317.6,237.0,1.378
149,317.7,236.9,1.382
150,317.7,237.0,1.385
151,317.6,236.7,1.393
152,317.7,236.9,1.376
153,317.5,236.7,1.378
154,317.6,236.8,1.383
155,317.6,236.8,1.382
156,317.5,236.8,1.382
157,317.5,236.9,1.401
158,317.6,236.7,1.38
159,317.5,236.7,1.382
160,317.5,237.0,1.372
161,317.5,236.9,1.379
162,317.5,237.0,1.381
163,317.6,236.7,1.371
164,317.5,236.9,1.389
165,317.6,236.7,1.384
166,317.6,237.0,1.385
167,317.6,237.0,1.374
168,317.7,237.2,1.381
169,317.7,237.1,1.356
170,317.6,237.2,1.383
171,317.7,237.1,1.373
172,317.6,237.2,1.372
173,317.8,236.9,1.384
174,317.8,237.2,1.385
175,317.8,236.9,1.381
176,317.7,237.0,1.381
177,317.8,237.0,1.402
178,317.9,236.9,1.381
179,317.9,236.8,1.399
180,317.9,236.7,1.385
181,318.0,236.7,1.387
182,318.0,236.7,1.387
183,318.0,236.7,1.398
184,318.2,236.7,1.36
185,318.2,236.6,1.381
186,318.2,236.6,1.382
187,318.1,236.6,1.379
188,318.0,236.8,1.386
189,318.1,236.7,1.388
190,318.1,236.8,1.384
191,318.2,236.7,1.39
192,318.2,236.4,1.383
193,318.1,236.3,1.384
194,318.1,236.3,1.382
195,318.2,236.3,1.388
196,318.3,236.3,1.389
197,318.4,236.3,1.387
198,318.4,236.4,1.386
199,318.4,236.4,1.349
200,318.2,236.4,1.374
201,318.0,236.3,1.399
202,318.3,236.3,1.389
203,318.5,236.6,1.382
204,318.5,236.5,1.37
205,318.4,236.4,1.338
206,311.4,236.3,1.387
207,318.6,236.3,1.39
208,318.6,236.4,1.388
209,318.5,236.4,1.385
210,318.4,236.3,1.395
211,318.5,236.2,1.384
212,318.6,236.3,1.393
213,318.4,236.4,1.388
214,318.5,236.4,1.388
215,318.4,236.3,1.395
216,318.4,236.3,1.389
217,318.2,236.3,1.384
218,318.3,236.5,1.389
219,318.4,236.4,1.386
220,318.3,236.2,1.391
221,318.2,236.1,1.383
222,318.3,236.0,1.398
223,318.4,236.2,1.388
224,318.4,236.2,1.391
225,318.5,236.3,1.381
226,318.3,236.3,1.389
227,318.1,236.4,1.385
228,318.0,236.1,1.386
229,317.9,236.1,1.37
230,309.8,236.1,1.339
231,310.1,236.3,1.327
232,309.9,236.2,1.367
233,310.3,236.1,1.349
234,310.4,236.2,1.381
235,310.8,236.4,1.354
236,315.9,236.5,1.386
237,315.8,236.4,1.378
238,315.3,236.3,1.336
239,314.8,236.3,1.364
240,314.6,236.4,1.372
241,314.6,236.4,1.176
242,302.6,236.4,1.38
243,310.9,236.4,1.382
244,311.2,236.2,1.378
245,316.8,236.3,1.373
246,316.6,236.2,1.393
247,316.8,236.4,1.349
248,309.8,236.1,1.353
249,309.9,236.0,1.374
250,310.4,235.9,1.379
251,310.5,235.7,1.361
252,310.6,235.9,1.389
253,310.7,235.8,1.399
254,311.3,235.9,1.37
255,311.4,236.1,1.371
256,311.5,236.0,1.36
257,311.4,236.2,1.365
258,311.5,236.4,1.351
259,311.5,236.4,1.366
260,317.0,236.3,1.364
261,316.5,236.4,1.354
262,315.9,236.3,1.38
263,315.9,236.2,1.375
264,315.6,236.3,1.368
265,315.4,236.3,1.374
266,314.8,236.3,1.397
267,315.0,236.3,1.357
268,314.7,236.4,1.344
269,308.2,236.2,1.384
270,319.7,236.1,1.386
271,319.5,236.1,1.386
272,319.2,236.3,1.418
273,319.1,236.3,1.391
274,319.2,236.3,1.388
275,319.2,236.2,1.389
276,319.1,236.4,1.389
277,318.9,236.4,1.385
278,318.9,236.1,1.382
279,318.8,236.3,1.391
280,319.0,236.2,1.386
281,318.7,236.4,1.386
282,318.7,236.5,1.391
283,318.6,236.3,1.385
284,318.6,236.2,1.387
285,318.5,236.6,1.386
286,318.5,236.7,1.372
287,318.4,236.6,1.39
288,318.5,236.6,1.39
289,318.6,236.6,1.392
290,318.6,236.4,1.386
291,318.6,236.6,1.387
292,318.7,236.6,1.393
293,318.7,236.4,1.39
294,319.0,236.3,1.382
295,318.9,236.5,1.383
296,318.8,236.6,1.383
297,318.8,236.4,1.391
298,318.9,236.4,1.379
299,318.8,236.5,1.389
300,318.9,236.5,1.387
301,318.6,236.4,1.387
302,318.8,236.4,1.405
303,318.9,236.3,1.412
304,319.3,236.2,1.392
305,319.3,236.2,1.392
306,319.3,236.2,1.392
307,319.4,236.3,1.389
308,319.4,236.4,1.388
309,319.7,236.3,1.401
310,319.8,236.3,1.392
311,319.8,236.1,1.398
312,319.9,236.2,1.387
313,319.8,236.3,1.391
314,319.8,236.4,1.386
315,319.7,236.2,1.391
316,319.6,236.3,1.386
317,319.5,236.4,1.393
318,319.5,236.2,1.371
319,319.4,236.1,1.395
320,319.4,236.1,1.403
321,319.5,236.2,1.393
322,319.5,236.1,1.394
323,319.6,235.9,1.393
324,319.5,236.0,1.385
325,319.4,236.1,1.39
326,319.4,236.1,1.395
327,319.4,236.2,1.391
328,319.3,236.3,1.387
329,319.5,236.1,1.371
330,313.2,236.1,1.386
331,318.6,236.2,1.386
332,318.6,236.2,1.376
333,318.5,236.1,1.391
334,318.5,236.1,1.413
335,318.8,236.1,1.388
336,318.8,236.1,1.383
337,319.0,236.0,1.393
338,318.9,235.9,1.39
339,318.9,235.9,1.391
340,318.9,236.1,1.389
341,319.0,236.1,1.385
342,319.0,236.3,1.379
343,318.9,236.3,1.387
344,318.8,236.3,1.387
345,318.9,236.1,1.391
346,318.9,236.0,1.385
347,318.7,236.2,1.392
348,318.9,236.2,1.39
349,318.8,236.0,1.392
350,313.5,236.0,1.388
351,318.8,236.1,1.386
352,318.9,236.1,1.381
353,318.9,236.0,1.388
354,318.9,236.2,1.41
355,319.1,236.3,1.391
356,319.3,236.3,1.388
357,319.2,236.0,1.388
358,319.2,236.1,1.389
359,319.2,236.3,1.393
360,319.2,236.3,1.389
361,319.1,235.9,1.388
362,319.1,236.0,1.389
363,319.0,236.3,1.391
364,319.1,236.2,1.384
365,319.1,236.0,1.397
366,319.3,236.0,1.382
367,319.2,236.3,1.397
368,319.3,236.3,1.38
369,319.3,236.1,1.394
370,319.3,236.3,1.393
371,319.4,236.3,1.389
372,319.4,236.1,1.388
373,319.4,236.3,1.393
374,319.4,236.2,1.386
375,319.3,236.4,1.388
376,319.5,236.2,1.368
377,319.3,236.2,1.39
378,319.3,236.3,1.392
379,319.3,236.1,1.389
380,319.3,236.3,1.39
381,319.4,236.1,1.4
382,319.7,236.1,1.403
383,319.8,236.4,1.393
384,320.0,236.3,1.393
385,320.0,236.4,1.393
386,319.9,236.2,1.365
387,319.8,236.1,1.394
388,319.9,236.2,1.388
389,319.9,236.1,1.385
390,319.8,236.1,1.392
391,319.7,236.0,1.39
392,319.6,236.1,1.402
393,319.5,235.9,1.365
394,319.3,236.1,1.388
395,319.2,235.9,1.392
396,319.3,236.1,1.396
397,319.4,236.3,1.372
398,319.3,236.2,1.385
399,319.4,236.1,1.393
400,319.3,236.3,1.393
401,319.4,236.2,1.391
402,319.3,236.3,1.398
403,319.3,236.5,1.394
404,319.2,236.5,1.36
405,319.3,236.3,1.393
406,319.5,236.4,1.388
407,319.3,236.3,1.392
408,319.2,236.3,1.389
409,319.3,236.1,1.391
410,319.5,236.3,1.39
411,319.4,236.2,1.396
412,319.6,236.2,1.405
413,319.7,236.2,1.392
414,319.8,236.2,1.393
415,319.7,236.4,1.387
416,319.7,236.4,1.39
417,319.9,236.6,1.389
418,319.9,236.4,1.391
419,319.9,236.5,1.396
420,320.0,236.3,1.387
421,319.8,236.4,1.382
422,319.9,236.4,1.395
423,320.0,236.6,1.392
424,320.0,236.5,1.389
425,319.8,236.5,1.389
426,319.8,236.6,1.389
427,319.7,236.6,1.391
428,319.7,236.6,1.389
429,319.6,236.5,1.392
430,319.7,236.5,1.368
431,319.5,236.6,1.39
432,319.5,236.6,1.403
433,319.7,236.5,1.388
434,319.7,236.5,1.388
435,319.7,236.4,1.391
436,319.7,236.5,1.394
437,319.6,236.5,1.396
438,319.7,236.5,1.389
439,319.9,236.4,1.383
440,319.8,236.4,1.387
441,319.7,236.4,1.387
442,319.7,236.3,1.413
443,319.8,236.3,1.391
444,319.8,236.3,1.397
445,320.0,236.6,1.39
446,320.0,236.6,1.402
447,320.2,236.8,1.387
448,320.0,236.8,1.39
