Time (s),Power (W),Voltage (V),Amps (A)
0,270.4,239.8,1.101
1,270.9,239.6,1.142
2,262.8,239.7,1.196
3,272.6,239.7,1.216
4,281.5,239.8,1.252
5,289.5,239.6,1.283
6,295.0,239.6,1.297
7,300.7,239.7,1.318
8,306.3,239.6,1.327
9,306.6,239.5,1.343
10,312.2,239.6,1.336
11,311.8,239.6,1.345
12,311.9,239.5,1.346
13,312.1,237.7,1.359
14,312.4,237.8,1.36
15,312.4,237.5,1.367
16,313.0,237.7,1.355
17,313.5,237.6,1.374
18,314.1,237.4,1.373
19,314.5,237.6,1.371
20,314.7,237.5,1.351
21,315.0,237.5,1.37
22,315.3,237.6,1.353
23,315.4,237.4,1.377
24,315.8,237.3,1.358
25,315.6,237.4,1.379
26,315.8,237.4,1.373
27,315.8,237.4,1.381
28,316.1,237.4,1.353
29,316.2,237.2,1.384
30,316.6,237.2,1.382
31,316.7,237.3,1.369
32,316.7,237.2,1.367
33,316.8,237.3,1.358
34,316.8,237.3,1.377
35,316.7,237.4,1.382
36,316.9,237.3,1.376
37,316.7,237.4,1.382
38,316.9,237.2,1.372
39,317.2,237.4,1.373
40,317.2,237.7,1.381
41,317.5,237.6,1.37
42,317.2,237.6,1.363
43,317.3,237.6,1.367
44,317.4,237.5,1.375
45,317.5,237.5,1.379
46,317.3,237.4,1.39
47,317.6,237.4,1.372
48,317.6,237.5,1.377
49,317.8,237.4,1.366
50,317.3,237.3,1.38
51,317.5,237.3,1.374
52,317.5,237.4,1.362
53,317.3,237.4,1.376
54,317.5,237.5,1.383
55,317.6,237.2,1.37
56,317.5,237.2,1.376
57,317.6,237.2,1.367
58,317.3,237.3,1.385
59,317.3,237.3,1.353
60,317.2,237.2,1.387
61,317.5,237.1,1.368
62,317.4,237.3,1.36
63,317.3,237.4,1.358
64,317.3,237.3,1.38
65,317.4,237.2,1.348
66,317.0,237.2,1.387
67,317.2,237.3,1.37
68,317.1,237.3,1.384
69,317.5,237.4,1.385
70,317.6,237.2,1.385
71,317.9,237.3,1.378
72,317.7,237.4,1.36
73,317.2,237.2,1.378
74,317.4,237.3,1.38
75,317.5,237.1,1.39
76,317.8,237.0,1.383
77,317.9,237.1,1.392
78,318.2,237.0,1.38
79,318.1,237.4,1.385
80,318.3,237.5,1.379
81,318.3,237.6,1.377
82,318.4,237.5,1.36
83,317.9,237.4,1.382
84,318.2,237.3,1.381
85,318.2,237.4,1.377
86,318.2,237.2,1.378
87,318.1,237.3,1.394
88,318.4,237.0,1.376
89,317.9,237.3,1.38
90,318.2,237.3,1.38
91,318.2,237.2,1.378
92,318.2,237.4,1.32
93,317.8,237.4,1.363
94,317.8,237.1,1.377
95,318.0,237.2,1.377
96,318.0,237.2,1.377
97,318.0,237.2,1.375
98,318.2,237.2,1.377
99,318.3,237.1,1.382
100,318.4,237.1,1.359
101,318.3,237.1,1.389
102,318.4,236.9,1.368
103,318.5,237.2,1.386
104,317.9,237.2,1.384
105,318.3,237.0,1.412
106,318.6,237.2,1.385
107,318.4,237.2,1.384
108,318.5,237.0,1.393
109,318.7,237.0,1.382
110,318.8,237.2,1.386
111,318.8,236.9,1.381
112,318.7,236.9,1.374
113,318.8,236.8,1.383
114,318.8,237.1,1.399
115,319.1,237.1,1.383
116,319.0,237.0,1.392
117,319.2,237.0,1.359
118,318.8,237.0,1.399
119,319.1,237.0,1.377
120,318.9,237.0,1.389
121,319.2,237.3,1.372
122,319.0,237.4,1.375
123,319.2,237.2,1.378
124,318.9,237.3,1.387
125,319.0,237.5,1.358
126,318.8,237.5,1.377
127,319.0,237.6,1.38
128,318.9,237.9,1.388
129,319.1,237.9,1.383
130,319.0,237.9,1.395
131,319.3,237.9,1.379
132,319.3,237.7,1.374
133,319.4,237.7,1.373
134,319.3,237.7,1.381
135,319.4,237.9,1.372
136,319.4,237.8,1.379
137,319.3,237.9,1.383
138,319.4,238.0,1.382
139,319.5,237.8,1.341
140,319.5,238.0,1.378
141,319.5,237.7,1.375
142,319.0,237.9,1.366
143,318.9,237.9,1.393
144,319.1,237.7,1.38
145,319.2,237.9,1.385
146,319.4,238.0,1.362
147,306.0,237.6,1.383
148,306.2,237.6,1.369
149,318.8,237.9,1.382
150,318.9,237.8,1.398
151,319.2,237.8,1.383
152,319.2,238.0,1.372
153,319.2,237.8,1.383
154,319.3,237.7,1.385
155,319.3,237.5,1.387
156,319.3,237.4,1.378
157,319.5,237.6,1.384
158,319.5,237.6,1.38
159,319.7,237.6,1.382
160,319.5,237.3,1.385
161,319.4,237.3,1.397
162,319.4,237.2,1.384
163,319.4,237.3,1.384
164,319.4,237.4,1.389
165,319.6,237.6,1.382
166,319.7,237.6,1.384
167,319.8,237.6,1.384
168,319.7,237.5,1.38
169,319.9,237.4,1.379
170,319.8,237.3,1.386
171,319.8,237.4,1.377
172,319.6,237.4,1.36
173,319.5,237.4,1.375
174,319.4,237.1,1.381
175,319.6,237.1,1.379
176,319.7,237.3,1.382
177,319.6,237.3,1.384
178,319.6,237.2,1.378
179,319.6,237.1,1.365
180,319.5,237.3,1.387
181,319.6,237.4,1.381
182,319.6,237.4,1.348
183,319.5,237.4,1.383
184,319.5,237.2,1.387
185,319.6,237.2,1.354
186,319.7,237.3,1.383
187,319.7,237.3,1.383
188,319.8,237.3,1.384
189,319.9,237.4,1.387
190,319.8,237.4,1.398
191,320.1,237.6,1.383
192,320.1,237.8,1.37
193,319.9,237.9,1.386
194,320.0,237.8,1.382
195,320.1,237.8,1.394
196,320.1,238.0,1.382
197,320.2,237.9,1.388
198,320.3,238.1,1.374
199,320.2,238.1,1.392
200,320.5,237.8,1.383
201,320.6,237.9,1.383
202,320.4,238.1,1.361
203,319.9,238.1,1.356
204,313.6,238.0,1.374
205,313.7,238.0,1.382
206,314.1,238.2,1.346
207,313.8,238.1,1.341
208,304.1,238.2,1.345
209,310.0,238.1,1.367
210,310.4,238.2,1.31
211,310.3,238.3,1.363
212,310.6,238.4,1.355
213,311.0,238.1,1.333
214,311.4,238.3,1.374
215,311.7,238.5,1.332
216,311.9,238.3,1.33
217,312.0,238.2,1.356
218,312.7,238.4,1.369
219,313.3,238.4,1.372
220,313.8,238.3,1.369
221,314.0,238.6,1.239
222,295.0,238.4,1.378
223,317.5,238.4,1.37
224,317.6,238.2,1.381
225,317.6,238.4,1.381
226,317.7,238.3,1.371
227,317.2,238.5,1.326
228,311.7,238.1,1.359
229,312.1,238.3,1.357
230,312.3,238.3,1.297
231,304.9,238.3,1.321
232,305.4,238.4,1.366
233,306.0,238.5,1.299
234,306.0,238.5,1.33
235,305.8,238.5,1.322
236,306.1,238.6,1.337
237,306.6,238.4,1.383
238,316.8,238.5,1.366
239,311.6,238.5,1.367
240,311.5,238.4,1.356
241,311.6,238.6,1.363
242,312.1,238.4,1.359
243,312.4,238.5,1.362
244,312.9,238.4,1.398
245,322.3,238.3,1.367
246,322.1,238.5,1.379
247,321.7,238.2,1.394
248,321.8,238.5,1.382
249,321.5,238.4,1.377
250,321.4,238.4,1.376
251,321.1,238.2,1.382
252,321.1,238.3,1.372
253,320.6,238.3,1.381
254,320.6,238.2,1.381
255,320.7,238.4,1.392
256,320.8,238.5,1.38
257,320.9,238.2,1.384
258,320.9,238.3,1.375
259,320.7,238.5,1.382
260,320.6,238.3,1.38
261,320.6,238.4,1.377
262,320.5,238.5,1.378
263,320.4,238.2,1.402
264,320.6,238.4,1.372
265,320.4,238.0,1.39
266,320.6,238.1,1.372
