Time (s),Power (W),Voltage (V),Amps (A)
0,268.4,238.7,1.102
1,276.3,238.8,1.153
2,260.1,238.7,1.207
3,273.9,238.5,1.222
4,279.8,238.6,1.26
5,288.4,238.5,1.285
6,294.5,238.6,1.303
7,295.1,238.3,1.32
8,303.9,238.5,1.336
9,310.1,238.4,1.328
10,309.5,238.6,1.338
11,309.4,238.4,1.349
12,309.6,238.7,1.329
13,310.0,238.6,1.349
14,310.4,238.7,1.35
15,310.6,238.4,1.364
16,311.1,238.5,1.357
17,311.6,238.4,1.359
18,312.0,238.7,1.359
19,312.2,238.4,1.354
20,312.5,238.7,1.354
21,312.8,238.3,1.366
22,313.2,238.6,1.359
23,313.5,238.4,1.346
24,313.6,238.5,1.351
25,314.1,238.4,1.384
26,314.4,238.5,1.365
27,314.2,238.4,1.36
28,314.5,238.5,1.365
29,314.6,238.6,1.369
30,314.4,238.5,1.362
31,314.5,238.6,1.367
32,314.7,238.3,1.363
33,314.7,238.5,1.359
34,315.0,238.3,1.374
35,315.1,238.5,1.361
36,315.4,238.6,1.374
37,315.5,238.3,1.369
38,315.6,238.5,1.375
39,315.6,238.4,1.366
40,315.8,238.6,1.367
41,315.6,238.3,1.374
42,315.7,238.7,1.361
43,315.6,238.4,1.378
44,315.9,238.6,1.381
45,316.1,238.4,1.362
46,316.0,238.6,1.367
47,316.2,238.4,1.37
48,316.2,238.5,1.372
49,316.2,238.3,1.386
50,316.4,238.5,1.378
51,316.6,238.4,1.371
52,316.6,238.6,1.358
53,316.8,238.4,1.359
54,316.6,238.4,1.379
55,316.8,238.2,1.371
56,316.9,238.4,1.376
57,317.0,238.4,1.383
58,317.0,238.4,1.342
59,316.8,238.5,1.352
60,317.0,238.3,1.344
61,317.0,238.5,1.368
62,316.9,238.2,1.356
63,316.6,238.5,1.358
64,316.6,238.4,1.379
65,316.9,238.3,1.378
66,316.9,238.5,1.382
67,317.1,238.2,1.372
68,317.1,238.4,1.375
69,317.0,238.3,1.389
70,317.0,238.5,1.381
71,317.2,238.3,1.378
72,317.1,238.2,1.37
73,317.0,238.5,1.367
74,317.0,238.4,1.37
75,317.1,238.3,1.372
76,317.1,238.6,1.366
77,317.0,238.3,1.375
78,317.1,238.5,1.371
79,316.9,238.3,1.373
80,316.9,238.4,1.379
81,317.2,238.5,1.372
82,317.1,238.4,1.374
83,316.9,238.6,1.372
84,317.1,238.3,1.373
85,317.1,238.6,1.369
86,317.4,238.5,1.377
87,317.4,238.3,1.375
88,317.6,238.5,1.37
89,317.5,238.2,1.346
90,317.2,238.4,1.368
91,317.3,238.5,1.367
92,317.3,238.5,1.373
93,317.2,238.3,1.366
94,316.8,238.3,1.372
95,316.8,238.3,1.38
96,317.0,238.4,1.382
97,317.3,238.2,1.368
98,317.3,238.2,1.359
99,317.3,238.3,1.375
100,317.3,238.5,1.369
101,317.4,238.4,1.357
102,317.3,238.1,1.38
103,317.5,238.1,1.376
104,317.6,238.4,1.38
105,317.7,238.4,1.372
106,317.7,238.2,1.372
107,317.6,238.3,1.38
108,317.9,238.2,1.374
109,317.8,238.0,1.39
110,317.9,238.2,1.373
111,317.9,238.3,1.376
112,317.9,238.1,1.376
113,317.9,238.0,1.375
114,317.9,238.2,1.383
115,318.0,238.0,1.379
116,318.0,238.1,1.395
117,318.3,238.4,1.377
118,318.3,238.3,1.372
119,318.4,238.3,1.36
120,318.3,238.0,1.378
121,318.2,238.3,1.376
122,318.3,238.2,1.352
123,317.8,238.2,1.373
124,317.9,238.4,1.37
125,318.0,238.5,1.371
126,318.0,238.6,1.367
127,318.0,238.3,1.371
128,318.0,238.4,1.376
129,318.0,238.4,1.362
130,318.2,238.4,1.375
131,318.2,238.3,1.373
132,318.3,238.5,1.375
133,318.2,238.5,1.374
134,318.1,238.6,1.369
135,318.2,238.5,1.367
136,318.3,238.5,1.371
137,318.4,238.4,1.373
138,318.4,238.5,1.376
139,318.5,238.5,1.375
140,318.6,238.8,1.368
141,318.5,238.5,1.38
142,318.6,238.6,1.366
143,318.8,238.4,1.385
144,318.7,238.4,1.375
145,318.7,238.5,1.376
146,318.8,238.5,1.376
147,318.8,238.4,1.382
148,318.6,238.4,1.383
149,318.9,238.6,1.344
150,318.7,238.3,1.379
151,318.7,238.4,1.384
152,318.8,238.4,1.392
153,319.0,238.3,1.378
154,319.0,238.2,1.383
155,318.9,238.5,1.374
156,318.9,238.2,1.377
157,318.7,238.3,1.39
158,319.0,238.5,1.376
159,318.9,238.4,1.37
160,318.7,238.5,1.376
161,319.1,238.6,1.373
162,319.1,238.4,1.377
163,319.0,238.7,1.382
164,318.9,238.6,1.375
165,319.0,238.6,1.369
166,318.9,238.8,1.367
167,318.8,238.6,1.358
168,318.8,238.6,1.372
169,318.7,238.3,1.378
170,318.8,238.3,1.382
171,318.9,238.5,1.374
172,318.9,238.4,1.368
173,318.9,238.4,1.371
174,318.8,238.3,1.356
175,318.7,238.2,1.379
176,318.9,238.1,1.385
177,318.9,238.2,1.377
178,318.7,238.1,1.377
179,318.8,238.3,1.368
180,318.7,238.5,1.372
181,318.7,238.6,1.377
182,318.8,238.4,1.358
183,318.5,238.4,1.393
184,318.8,238.4,1.386
185,318.8,238.5,1.377
186,318.8,238.2,1.375
187,319.0,238.4,1.383
188,319.1,238.6,1.377
189,319.0,238.5,1.372
190,318.8,238.4,1.38
191,318.9,238.5,1.374
192,318.9,238.5,1.376
193,318.9,238.3,1.379
194,319.1,238.4,1.379
195,319.0,238.7,1.381
196,319.1,238.7,1.376
197,319.1,238.5,1.38
198,319.1,238.6,1.39
199,319.3,238.5,1.356
200,314.0,238.5,1.365
201,313.6,238.4,1.369
202,313.7,238.8,1.319
203,313.3,238.7,1.369
