Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU HW active frequency MHz,GPU HW active residency %,Power (W),App CPU ms/s,ComponentA CPU ms/s,ComponentB CPU ms/s
0,1.814,1275.0,24.33,1699.0,44.91,0.001,709.0,0.22,1.815,48.69,440.06,441.85
1,4.543,1647.0,11.11,3071.0,99.99,0.0,709.0,0.22,4.543,136.25,1079.4,1079.62
2,4.731,1797.0,12.78,3059.0,100.0,0.0,0.0,0.0,4.731,168.95,1144.49,1157.68
3,4.769,1809.0,12.54,3056.0,100.0,0.0,710.0,0.22,4.769,176.49,1153.74,1147.14
4,4.773,1838.0,12.85,3058.0,100.0,0.0,0.0,0.0,4.773,180.69,1152.84,1160.66
5,4.994,1839.0,14.48,3050.0,100.0,0.0,708.0,0.22,4.994,183.16,1141.59,1147.34
6,4.78,1919.0,11.15,3054.0,100.0,0.0,0.0,0.0,4.78,181.33,1153.11,1144.05
7,4.771,1910.0,13.31,3058.0,100.0,0.0,0.0,0.0,4.771,184.79,1143.49,1156.76
8,4.792,1732.0,15.32,3063.0,100.0,0.0,709.0,0.22,4.792,189.81,1149.78,1155.66
9,4.736,1857.0,17.82,3062.0,100.0,0.001,708.0,0.22,4.737,192.15,1146.13,1151.66
10,4.735,1859.0,18.99,3064.0,100.0,0.0,0.0,0.0,4.735,183.91,1146.56,1148.37
11,4.74,1868.0,18.01,3062.0,100.0,0.0,0.0,0.0,4.74,188.1,1141.62,1144.26
12,4.789,1833.0,14.88,3061.0,100.0,0.0,0.0,0.0,4.789,189.89,1155.36,1156.51
13,4.766,1831.0,15.42,3060.0,100.0,0.0,0.0,0.0,4.766,188.88,1142.41,1151.3
14,4.767,1895.0,16.03,3061.0,100.0,0.0,0.0,0.0,4.767,185.96,1141.36,1146.84
15,4.767,1915.0,15.77,3061.0,100.0,0.0,0.0,0.0,4.767,183.9,1146.9,1152.6
16,4.799,1806.0,13.79,3059.0,100.0,0.0,0.0,0.0,4.799,187.05,1150.79,1142.04
17,4.792,1820.0,14.29,3059.0,100.0,0.0,0.0,0.0,4.792,188.37,1148.68,1158.34
18,4.801,1822.0,14.52,3060.0,100.0,0.0,0.0,0.0,4.801,188.09,1144.4,1151.22
19,4.791,1865.0,15.21,3060.0,99.98,0.0,0.0,0.0,4.791,187.65,1143.79,1149.34
20,4.8,1856.0,13.46,3058.0,100.0,0.0,0.0,0.0,4.8,187.41,1142.94,1149.13
21,4.792,1879.0,14.99,3060.0,100.0,0.0,0.0,0.0,4.792,187.29,1145.81,1151.35
22,4.807,1898.0,14.18,3058.0,100.0,0.001,715.0,0.51,4.808,186.11,1142.92,1146.68
23,4.828,1941.0,11.24,3055.0,100.0,0.0,0.0,0.0,4.828,183.05,1148.34,1149.18
24,4.781,1905.0,14.19,3061.0,100.0,0.0,0.0,0.0,4.781,181.74,1146.38,1148.75
25,4.787,1968.0,15.13,3060.0,100.0,0.0,0.0,0.0,4.787,182.86,1139.32,1150.73
26,4.785,1918.0,18.53,3064.0,99.95,0.0,0.0,0.0,4.785,185.28,1153.05,1150.16
27,4.803,1850.0,14.82,3060.0,100.0,0.0,0.0,0.0,4.803,186.52,1137.57,1145.72
28,4.843,1894.0,11.95,3055.0,100.0,0.0,0.0,0.0,4.843,185.28,1145.61,1158.04
29,4.858,1965.0,16.16,3055.0,100.0,0.0,0.0,0.0,4.858,185.63,1146.95,1138.88
30,4.804,1889.0,13.92,3058.0,100.0,0.0,0.0,0.0,4.804,162.36,1140.88,1158.75
31,4.824,1808.0,12.69,3058.0,100.0,0.0,0.0,0.0,4.824,174.4,1143.47,1148.5
32,4.814,1884.0,15.14,3061.0,100.0,0.0,0.0,0.0,4.814,187.3,1152.46,1145.3
33,4.836,1892.0,13.2,3057.0,100.0,0.0,0.0,0.0,4.836,187.77,1145.7,1156.65
34,4.815,1846.0,14.48,3059.0,100.0,0.0,0.0,0.0,4.815,185.4,1144.79,1142.72
35,4.819,1811.0,16.84,3060.0,100.0,0.0,714.0,0.41,4.819,191.69,1149.29,1153.9
36,4.826,1903.0,13.03,3057.0,100.0,0.0,0.0,0.0,4.826,185.0,1143.4,1144.59
37,4.833,1828.0,15.14,3060.0,100.0,0.0,0.0,0.0,4.833,188.57,1147.21,1159.86
38,4.837,1859.0,13.26,3057.0,100.0,0.0,0.0,0.0,4.837,186.15,1147.91,1139.28
39,4.82,1919.0,15.83,3061.0,100.0,0.0,0.0,0.0,4.82,184.03,1141.49,1157.94
40,4.841,1930.0,12.98,3057.0,100.0,0.0,0.0,0.0,4.841,184.94,1148.38,1148.32
41,4.849,1882.0,13.19,3057.0,100.0,0.0,0.0,0.0,4.849,186.58,1142.62,1151.09
42,4.834,1966.0,13.78,3057.0,100.0,0.0,0.0,0.0,4.834,186.75,1141.94,1151.07
43,4.845,1841.0,13.05,3057.0,100.0,0.0,0.0,0.0,4.845,184.93,1145.23,1144.64
44,4.832,1865.0,16.58,3061.0,100.0,0.0,0.0,0.0,4.832,185.9,1149.6,1149.48
45,4.846,1906.0,12.38,3056.0,100.0,0.0,0.0,0.0,4.846,187.19,1142.96,1148.16
46,4.819,1833.0,15.93,3062.0,100.0,0.0,0.0,0.0,4.819,182.26,1145.59,1144.27
47,4.811,1849.0,18.22,3062.0,100.0,0.0,0.0,0.0,4.811,184.04,1138.04,1149.0
48,4.873,1824.0,12.45,3057.0,100.0,0.0,0.0,0.0,4.873,190.03,1156.04,1150.17
49,4.835,1912.0,14.36,3058.0,100.0,0.0,0.0,0.0,4.835,184.76,1143.71,1154.71
50,4.87,1952.0,12.4,3055.0,100.0,0.0,0.0,0.0,4.87,187.4,1146.85,1147.56
51,4.842,1905.0,13.62,3058.0,100.0,0.0,0.0,0.0,4.842,185.32,1145.44,1146.03
52,4.848,1857.0,14.75,3059.0,100.0,0.0,0.0,0.0,4.848,190.22,1142.32,1156.8
53,4.862,1940.0,11.45,3055.0,100.0,0.0,0.0,0.0,4.862,184.76,1147.74,1140.2
54,4.837,1837.0,15.05,3060.0,100.0,0.0,0.0,0.0,4.837,185.84,1139.67,1152.69
