Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s,ComponentA CPU ms/s,ComponentB CPU ms/s
0,2.012,1331.0,23.74,1811.0,49.35,0.0,0.0,0.0,2.012,55.63,489.72,489.9
1,4.557,1657.0,18.75,3073.0,99.98,0.0,0.0,0.0,4.557,132.04,1078.16,1073.75
2,4.779,1806.0,20.91,3057.0,100.0,0.002,713.0,0.63,4.781,179.66,1154.81,1154.56
3,4.803,1795.0,18.23,3052.0,100.0,0.0,0.0,0.0,4.803,178.96,1145.3,1143.68
4,4.789,1795.0,19.59,3057.0,100.0,0.0,0.0,0.0,4.789,178.4,1154.96,1163.25
5,4.817,1820.0,19.67,3054.0,100.0,0.0,0.0,0.0,4.817,184.8,1143.94,1150.74
6,4.813,1891.0,17.3,3054.0,100.0,0.0,0.0,0.0,4.813,184.09,1147.75,1144.86
7,4.765,1862.0,19.23,3059.0,100.0,0.0,0.0,0.0,4.765,188.73,1154.09,1140.98
8,4.79,1855.0,22.09,3059.0,100.0,0.0,0.0,0.0,4.79,188.88,1143.76,1141.37
9,4.821,1905.0,19.68,3055.0,100.0,0.001,714.0,0.41,4.822,188.42,1149.91,1144.94
10,4.998,1915.0,24.27,3057.0,100.0,0.0,0.0,0.0,4.998,186.38,1135.78,1152.96
11,4.804,1878.0,22.09,3059.0,100.0,0.0,0.0,0.0,4.804,189.71,1150.58,1141.68
12,4.813,1884.0,18.43,3055.0,100.0,0.0,0.0,0.0,4.813,182.13,1143.56,1144.24
13,4.791,1919.0,14.46,3055.0,100.0,0.0,0.0,0.0,4.791,184.92,1138.23,1146.16
14,4.812,1953.0,17.72,3055.0,100.0,0.0,0.0,0.0,4.812,185.04,1151.23,1141.77
15,4.802,1938.0,21.97,3058.0,100.0,0.0,0.0,0.0,4.802,185.43,1147.63,1143.19
16,4.762,1909.0,24.99,3064.0,100.0,0.0,0.0,0.0,4.762,187.7,1150.48,1139.19
17,4.811,1818.0,22.51,3060.0,100.0,0.0,0.0,0.0,4.811,189.81,1148.02,1157.42
18,4.822,1971.0,20.79,3057.0,100.0,0.001,714.0,0.41,4.823,185.95,1137.44,1140.6
19,4.854,1948.0,33.07,3058.0,100.0,0.0,0.0,0.0,4.854,189.01,1153.06,1146.54
20,4.824,1878.0,19.39,3056.0,100.0,0.0,0.0,0.0,4.824,185.3,1149.65,1142.4
21,4.826,1842.0,22.02,3059.0,100.0,0.0,0.0,0.0,4.826,194.1,1147.07,1143.27
22,4.809,1839.0,23.31,3061.0,100.0,0.0,0.0,0.0,4.809,191.51,1149.84,1143.41
23,4.784,1822.0,24.66,3062.0,100.0,0.0,0.0,0.0,4.784,186.93,1148.84,1151.85
24,4.782,1889.0,25.26,3065.0,100.0,0.0,0.0,0.0,4.782,185.34,1143.04,1147.28
25,4.827,1932.0,23.73,3060.0,100.0,0.001,711.0,0.53,4.828,187.09,1143.65,1148.9
26,4.846,1981.0,18.86,3055.0,100.0,0.0,0.0,0.0,4.846,186.17,1150.24,1142.66
27,4.844,1906.0,19.29,3056.0,100.0,0.0,0.0,0.0,4.844,186.82,1150.64,1145.18
28,4.83,1813.0,21.31,3059.0,100.0,0.0,0.0,0.0,4.83,187.47,1148.81,1145.68
29,4.841,1855.0,20.06,3056.0,100.0,0.0,0.0,0.0,4.841,186.68,1145.51,1145.61
30,4.832,1891.0,18.73,3055.0,100.0,0.0,0.0,0.0,4.832,161.51,1137.7,1145.43
31,4.85,1899.0,18.32,3055.0,100.0,0.0,0.0,0.0,4.85,177.61,1150.37,1143.9
32,4.841,1828.0,19.27,3059.0,100.0,0.0,0.0,0.0,4.841,188.43,1150.69,1140.64
33,4.85,1946.0,16.05,3055.0,100.0,0.0,0.0,0.0,4.85,185.39,1141.09,1146.82
34,4.833,1868.0,17.58,3057.0,100.0,0.0,0.0,0.0,4.833,186.43,1149.77,1141.97
35,4.834,1798.0,23.17,3062.0,100.0,0.0,0.0,0.0,4.834,192.95,1148.13,1150.0
36,4.825,1912.0,23.19,3061.0,100.0,0.0,0.0,0.0,4.825,188.95,1146.82,1145.74
37,4.85,1818.0,20.48,3059.0,100.0,0.0,0.0,0.0,4.85,192.17,1147.66,1146.9
38,4.848,1898.0,19.07,3057.0,100.0,0.0,0.0,0.0,4.848,187.23,1143.61,1138.98
39,4.845,1781.0,23.19,3063.0,100.0,0.0,0.0,0.0,4.845,192.01,1150.67,1144.45
40,4.834,1821.0,24.36,3063.0,100.0,0.0,0.0,0.0,4.834,191.6,1142.11,1148.01
41,4.88,1875.0,19.51,3055.0,100.0,0.0,0.0,0.0,4.88,188.63,1148.64,1150.47
42,4.865,1984.0,18.22,3055.0,100.0,0.0,0.0,0.0,4.865,187.37,1150.22,1136.67
43,4.859,1886.0,20.7,3059.0,100.0,0.0,0.0,0.0,4.859,187.85,1145.63,1149.93
44,4.847,1886.0,21.55,3058.0,100.0,0.0,0.0,0.0,4.847,187.03,1141.51,1146.09
45,4.883,1856.0,19.46,3055.0,100.0,0.0,0.0,0.0,4.883,187.67,1146.56,1145.66
46,4.854,1879.0,21.13,3058.0,100.0,0.0,0.0,0.0,4.854,185.93,1155.06,1135.25
47,4.857,1860.0,20.64,3057.0,100.0,0.0,0.0,0.0,4.857,189.17,1145.71,1154.02
48,4.878,1826.0,21.51,3060.0,100.0,0.0,0.0,0.0,4.878,189.65,1145.11,1149.15
49,4.885,1871.0,34.84,3061.0,100.0,0.0,0.0,0.0,4.885,189.69,1152.54,1146.2
50,4.894,1939.0,19.41,3055.0,100.0,0.0,710.0,0.53,4.894,188.02,1136.94,1143.47
51,4.879,1967.0,18.55,3055.0,100.0,0.0,0.0,0.0,4.879,186.58,1150.69,1141.93
52,4.885,1882.0,18.95,3056.0,100.0,0.0,0.0,0.0,4.885,188.35,1149.68,1144.72
53,4.86,1865.0,22.16,3059.0,100.0,0.0,0.0,0.0,4.86,186.29,1144.54,1140.34
54,4.896,1832.0,24.27,3058.0,100.0,0.0,0.0,0.0,4.896,189.46,1139.96,1151.77
55,4.799,1808.0,25.78,3067.0,100.0,0.0,0.0,0.0,4.799,192.91,1160.71,1145.85
56,4.868,1795.0,24.11,3061.0,100.0,0.0,710.0,0.22,4.868,197.13,1147.47,1145.19
57,4.868,1783.0,22.74,3060.0,100.0,0.0,0.0,0.0,4.868,193.1,1142.92,1148.34
58,4.899,1798.0,22.22,3060.0,100.0,0.0,0.0,0.0,4.899,191.33,1157.63,1147.59
59,4.873,1870.0,19.06,3058.0,100.0,0.0,0.0,0.0,4.873,188.65,1145.73,1141.04
