Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU HW active frequency MHz,GPU HW active residency %,Power (W),App CPU ms/s,ComponentA CPU ms/s,ComponentB CPU ms/s
0,1.828,1284.0,26.91,1727.0,44.93,0.001,709.0,0.22,1.829,49.8,436.04,440.6
1,4.496,1696.0,12.38,3075.0,99.29,0.0,712.0,0.32,4.496,130.42,1079.77,1082.6
2,4.767,1805.0,13.39,3058.0,100.0,0.0,0.0,0.0,4.767,182.2,1152.79,1154.92
3,4.767,1895.0,13.69,3054.0,100.0,0.001,712.0,0.32,4.768,181.97,1160.8,1153.9
4,4.774,1873.0,10.88,3052.0,100.0,0.0,0.0,0.0,4.774,177.61,1147.73,1158.01
5,4.758,1928.0,12.55,3054.0,100.0,0.0,0.0,0.0,4.758,178.64,1156.36,1153.43
6,4.796,1834.0,11.88,3054.0,100.0,0.0,0.0,0.0,4.796,185.68,1153.4,1146.89
7,4.758,1943.0,14.95,3057.0,100.0,0.0,0.0,0.0,4.758,181.54,1153.78,1153.06
8,4.772,1911.0,13.54,3056.0,100.0,0.0,0.0,0.0,4.772,183.25,1154.59,1155.87
9,4.757,1849.0,17.83,3061.0,100.0,0.001,707.0,0.22,4.758,188.01,1160.61,1153.01
10,4.756,1824.0,16.65,3062.0,100.0,0.0,0.0,0.0,4.756,179.81,1155.93,1148.77
11,4.808,1867.0,12.09,3054.0,100.0,0.0,0.0,0.0,4.808,184.96,1154.65,1154.9
12,4.8,1846.0,13.46,3055.0,100.0,0.0,0.0,0.0,4.8,181.72,1157.88,1143.74
13,4.761,1918.0,16.07,3058.0,100.0,0.0,0.0,0.0,4.761,184.01,1153.92,1159.83
14,4.781,1837.0,15.51,3061.0,100.0,0.0,0.0,0.0,4.781,185.13,1153.0,1144.18
15,4.758,1821.0,16.74,3061.0,100.0,0.0,0.0,0.0,4.758,180.8,1158.03,1163.03
16,4.784,1815.0,14.97,3058.0,100.0,0.0,0.0,0.0,4.784,186.15,1158.87,1152.5
17,4.807,1857.0,13.95,3054.0,100.0,0.0,0.0,0.0,4.807,185.99,1152.19,1152.25
18,4.782,1846.0,16.61,3059.0,100.0,0.0,0.0,0.0,4.782,186.74,1154.23,1153.05
