Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s,ComponentA CPU ms/s,ComponentB CPU ms/s
106,4.892,1947.0,19.39,3056.0,100.0,0.0,0.0,0.0,4.892,185.97,1135.48,1142.6
107,4.939,1948.0,22.16,3056.0,100.0,0.0,0.0,0.0,4.939,190.17,1152.75,1148.5
108,4.864,1891.0,24.12,3060.0,100.0,0.0,0.0,0.0,4.864,188.46,1141.39,1140.09
109,4.912,1831.0,22.78,3060.0,100.0,0.0,0.0,0.0,4.912,192.68,1150.04,1150.75
110,4.915,1835.0,19.68,3056.0,100.0,0.0,0.0,0.0,4.915,188.59,1144.67,1145.39
111,4.91,1896.0,20.73,3057.0,100.0,0.0,0.0,0.0,4.91,191.86,1142.14,1150.79
112,4.931,1810.0,22.46,3059.0,100.0,0.0,709.0,0.22,4.931,193.77,1153.41,1143.31
113,4.923,1810.0,20.2,3057.0,100.0,0.0,0.0,0.0,4.923,192.2,1143.62,1144.08
114,4.936,1836.0,20.37,3057.0,100.0,0.0,0.0,0.0,4.936,192.08,1144.02,1151.79
115,4.905,1938.0,19.8,3056.0,100.0,0.0,0.0,0.0,4.905,185.39,1147.31,1134.64
116,4.896,1898.0,22.75,3060.0,100.0,0.0,0.0,0.0,4.896,189.68,1140.56,1155.91
117,5.16,1861.0,27.23,3057.0,100.0,0.0,0.0,0.0,5.16,193.94,1153.76,1144.67
118,4.927,1937.0,17.02,3055.0,100.0,0.0,0.0,0.0,4.927,187.31,1142.18,1143.99
119,4.934,1913.0,19.23,3055.0,100.0,0.0,0.0,0.0,4.934,187.95,1137.77,1142.58
120,4.93,1914.0,21.92,3056.0,100.0,0.0,0.0,0.0,4.93,193.2,1151.41,1148.05
121,4.914,1897.0,20.36,3057.0,100.0,0.0,0.0,0.0,4.914,187.59,1144.77,1144.12
122,4.845,1807.0,21.71,3062.0,100.0,0.0,0.0,0.0,4.845,178.49,1148.91,1143.25
123,4.868,1799.0,19.61,3060.0,100.0,0.0,0.0,0.0,4.868,169.15,1146.61,1139.22
124,4.923,1857.0,21.18,3058.0,100.0,0.0,0.0,0.0,4.923,192.51,1142.84,1153.27
125,4.901,1934.0,19.05,3057.0,100.0,0.0,0.0,0.0,4.901,188.02,1141.08,1140.23
126,4.879,1852.0,22.42,3060.0,100.0,0.0,714.0,0.41,4.879,185.39,1147.41,1148.94
127,4.981,1835.0,27.72,3055.0,100.0,0.0,0.0,0.0,4.981,192.52,1146.25,1148.4
128,4.937,1793.0,21.89,3060.0,100.0,0.0,713.0,0.31,4.937,197.45,1146.97,1144.03
129,4.926,1808.0,22.5,3060.0,100.0,0.0,0.0,0.0,4.926,194.0,1156.69,1154.03
130,4.921,1864.0,20.05,3058.0,100.0,0.0,0.0,0.0,4.921,192.58,1144.47,1144.99
131,4.921,1828.0,21.77,3060.0,100.0,0.0,0.0,0.0,4.921,187.94,1148.19,1153.56
132,4.924,1965.0,20.58,3056.0,100.0,0.0,0.0,0.0,4.924,191.33,1139.03,1143.7
133,4.923,1881.0,20.52,3056.0,100.0,0.0,0.0,0.0,4.923,191.18,1151.51,1139.09
134,4.929,1946.0,18.52,3055.0,100.0,0.0,0.0,0.0,4.929,186.42,1143.69,1142.67
135,4.922,1801.0,19.79,3058.0,100.0,0.0,0.0,0.0,4.922,193.96,1147.59,1142.42
136,4.897,1790.0,24.61,3063.0,100.0,0.0,0.0,0.0,4.897,196.03,1148.81,1161.66
137,4.934,1806.0,19.14,3058.0,100.0,0.0,0.0,0.0,4.934,195.19,1146.52,1143.25
138,4.925,1940.0,21.21,3056.0,100.0,0.0,0.0,0.0,4.925,187.74,1144.8,1142.56
139,4.921,1872.0,21.59,3057.0,100.0,0.0,0.0,0.0,4.921,192.36,1140.11,1150.55
140,4.938,1935.0,18.64,3055.0,100.0,0.0,0.0,0.0,4.938,187.86,1146.34,1143.51
141,4.944,1826.0,19.98,3056.0,100.0,0.0,0.0,0.0,4.944,193.4,1143.16,1141.68
142,4.901,1861.0,22.09,3060.0,100.0,0.0,0.0,0.0,4.901,191.12,1153.76,1142.36
143,4.896,1903.0,18.46,3057.0,100.0,0.0,0.0,0.0,4.896,189.89,1137.91,1148.3
144,4.95,1974.0,18.44,3055.0,100.0,0.0,0.0,0.0,4.95,191.23,1149.34,1142.08
145,4.914,1776.0,18.77,3060.0,100.0,0.0,0.0,0.0,4.914,191.59,1145.73,1147.78
146,4.925,1803.0,21.65,3059.0,100.0,0.0,0.0,0.0,4.925,192.89,1145.8,1145.72
147,4.879,1865.0,23.87,3060.0,100.0,0.0,0.0,0.0,4.879,191.9,1140.89,1142.11
148,4.899,1798.0,26.31,3062.0,100.0,0.001,713.0,0.63,4.9,200.83,1155.7,1143.88
149,4.991,1972.0,25.28,3055.0,100.0,0.0,0.0,0.0,4.991,189.36,1144.51,1148.93
150,4.924,1866.0,21.33,3058.0,100.0,0.0,0.0,0.0,4.924,194.41,1147.54,1147.55
151,4.902,1894.0,23.5,3059.0,100.0,0.0,0.0,0.0,4.902,190.55,1145.3,1149.44
152,4.943,1961.0,19.16,3055.0,100.0,0.0,0.0,0.0,4.943,189.7,1137.54,1143.01
153,4.929,1916.0,18.85,3055.0,100.0,0.0,0.0,0.0,4.929,169.37,1147.28,1142.69
154,4.917,1868.0,20.28,3057.0,100.0,0.0,0.0,0.0,4.917,176.03,1148.46,1140.2
155,4.913,1918.0,21.77,3057.0,100.0,0.0,0.0,0.0,4.913,192.1,1139.53,1150.13
156,4.989,1805.0,34.65,3060.0,100.0,0.0,0.0,0.0,4.989,197.64,1152.22,1147.77
157,4.936,1948.0,18.56,3055.0,100.0,0.0,0.0,0.0,4.936,190.64,1139.19,1145.1
158,4.939,1929.0,18.79,3055.0,100.0,0.0,0.0,0.0,4.939,191.21,1148.7,1143.66
159,4.935,1940.0,20.35,3056.0,100.0,0.0,0.0,0.0,4.935,187.74,1149.39,1138.06
160,4.939,1923.0,19.68,3055.0,100.0,0.002,713.0,0.32,4.941,190.53,1136.32,1145.35
161,4.939,1880.0,22.62,3057.0,100.0,0.0,0.0,0.0,4.939,192.8,1150.51,1150.11
162,4.942,1860.0,21.56,3056.0,100.0,0.0,0.0,0.0,4.942,191.26,1150.1,1140.04
163,4.891,1927.0,18.84,3058.0,100.0,0.0,0.0,0.0,4.891,187.91,1138.27,1149.69
164,4.924,1890.0,19.73,3057.0,100.0,0.0,0.0,0.0,4.924,193.22,1151.55,1142.49
165,4.923,1848.0,22.56,3059.0,100.0,0.0,0.0,0.0,4.923,191.8,1145.08,1147.7
166,4.933,1887.0,20.46,3059.0,100.0,0.0,0.0,0.0,4.933,192.66,1147.69,1144.78
167,4.946,1892.0,21.38,3056.0,100.0,0.0,0.0,0.0,4.946,193.62,1137.52,1147.39
168,4.953,1889.0,20.2,3056.0,100.0,0.0,0.0,0.0,4.953,192.34,1148.15,1148.68
169,4.953,1953.0,19.09,3055.0,100.0,0.0,0.0,0.0,4.953,191.62,1147.74,1144.0
170,4.92,1843.0,22.95,3060.0,100.0,0.0,0.0,0.0,4.92,193.53,1146.2,1146.41
171,4.937,1966.0,17.61,3055.0,100.0,0.0,0.0,0.0,4.937,187.67,1149.62,1133.83
172,4.943,1834.0,20.65,3058.0,100.0,0.0,0.0,0.0,4.943,194.25,1145.81,1156.89
173,4.918,1876.0,21.7,3057.0,100.0,0.0,0.0,0.0,4.918,193.67,1142.19,1134.53
174,4.948,1966.0,18.67,3055.0,100.0,0.0,0.0,0.0,4.948,187.96,1146.74,1145.35
175,4.925,1856.0,22.82,3061.0,100.0,0.0,0.0,0.0,4.925,190.62,1147.52,1152.69
176,4.913,1784.0,23.1,3062.0,100.0,0.0,0.0,0.0,4.913,196.64,1147.41,1147.95
177,4.908,1881.0,23.94,3060.0,100.0,0.0,0.0,0.0,4.908,191.02,1146.73,1142.4
178,4.948,1966.0,18.46,3055.0,100.0,0.0,0.0,0.0,4.948,190.63,1145.76,1143.08
179,4.943,1826.0,20.18,3057.0,100.0,0.0,0.0,0.0,4.943,192.88,1138.52,1148.42
180,4.929,1896.0,19.08,3057.0,100.0,0.0,0.0,0.0,4.929,194.17,1149.23,1145.69
181,4.961,1817.0,22.95,3059.0,100.0,0.0,0.0,0.0,4.961,195.86,1143.06,1147.69
182,4.94,1899.0,20.88,3057.0,100.0,0.0,0.0,0.0,4.94,191.05,1150.8,1139.49
183,4.962,1850.0,19.74,3056.0,100.0,0.0,0.0,0.0,4.962,192.96,1145.82,1141.06
184,4.893,1812.0,17.89,3059.0,100.0,0.0,0.0,0.0,4.893,163.16,1148.06,1155.13
185,4.934,1886.0,21.2,3057.0,100.0,0.001,714.0,0.41,4.935,182.89,1146.76,1142.22
186,5.01,1934.0,31.18,3055.0,100.0,0.0,0.0,0.0,5.01,193.72,1147.74,1147.51
187,4.946,1810.0,22.75,3060.0,100.0,0.0,0.0,0.0,4.946,202.05,1148.32,1146.47
188,4.942,1835.0,21.47,3058.0,100.0,0.0,0.0,0.0,4.942,194.9,1149.4,1143.77
189,4.941,1877.0,20.08,3058.0,100.0,0.0,0.0,0.0,4.941,186.87,1144.09,1149.34
190,4.921,1847.0,21.86,3061.0,100.0,0.0,0.0,0.0,4.921,191.13,1147.28,1137.98
191,4.896,1822.0,28.61,3062.0,100.0,0.0,713.0,0.31,4.896,198.06,1141.95,1156.04
192,4.898,1825.0,26.07,3063.0,100.0,0.0,0.0,0.0,4.898,191.38,1148.1,1148.35
193,4.937,1876.0,22.21,3057.0,100.0,0.0,0.0,0.0,4.937,194.35,1153.22,1139.47
194,4.93,1847.0,20.44,3056.0,100.0,0.0,0.0,0.0,4.93,193.5,1147.72,1146.01
195,4.963,1957.0,18.41,3055.0,100.0,0.0,0.0,0.0,4.963,188.73,1140.83,1141.61
196,4.912,1863.0,23.94,3060.0,100.0,0.0,0.0,0.0,4.912,191.62,1149.34,1149.12
197,4.91,1815.0,23.89,3062.0,100.0,0.0,0.0,0.0,4.91,194.67,1143.91,1146.59
198,4.944,1925.0,20.44,3056.0,100.0,0.0,0.0,0.0,4.944,192.88,1151.67,1140.46
199,4.932,1919.0,20.93,3057.0,100.0,0.0,0.0,0.0,4.932,191.03,1145.24,1155.22
200,4.945,1905.0,19.93,3056.0,100.0,0.0,0.0,0.0,4.945,192.55,1140.16,1144.55
201,4.936,1809.0,22.62,3059.0,100.0,0.0,0.0,0.0,4.936,196.44,1147.85,1140.8
202,4.961,1880.0,20.23,3056.0,100.0,0.0,0.0,0.0,4.961,191.99,1145.77,1142.8
203,4.966,1937.0,18.95,3055.0,100.0,0.0,0.0,0.0,4.966,189.94,1148.47,1150.59
204,4.913,1973.0,18.06,3057.0,100.0,0.0,0.0,0.0,4.913,188.9,1139.83,1147.04
205,4.926,1860.0,18.42,3057.0,100.0,0.0,0.0,0.0,4.926,191.95,1147.55,1141.56
206,4.954,1951.0,19.02,3055.0,100.0,0.0,0.0,0.0,4.954,191.04,1139.17,1144.36
207,4.931,1928.0,21.81,3057.0,100.0,0.0,0.0,0.0,4.931,191.6,1150.01,1138.5
208,4.988,1863.0,27.25,3056.0,100.0,0.0,0.0,0.0,4.988,194.56,1146.24,1152.29
209,4.954,1912.0,19.83,3056.0,100.0,0.0,0.0,0.0,4.954,192.33,1139.63,1142.67
210,4.935,1874.0,20.37,3057.0,100.0,0.0,0.0,0.0,4.935,192.2,1151.38,1140.11
211,4.967,1948.0,18.47,3055.0,100.0,0.0,0.0,0.0,4.967,189.01,1144.49,1141.97
212,4.91,1837.0,23.62,3061.0,100.0,0.0,0.0,0.0,4.91,194.6,1139.8,1147.12
213,4.919,1791.0,26.06,3061.0,100.0,0.0,0.0,0.0,4.919,197.44,1155.79,1142.27
214,4.951,1962.0,20.56,3056.0,100.0,0.0,0.0,0.0,4.951,193.85,1141.77,1150.92
215,4.917,1893.0,19.07,3055.0,100.0,0.0,0.0,0.0,4.917,153.17,1144.93,1142.93
216,4.963,1849.0,37.19,3060.0,99.98,0.001,712.0,0.63,4.964,195.81,1140.33,1148.34
217,4.935,1867.0,22.48,3058.0,100.0,0.0,0.0,0.0,4.935,197.24,1154.37,1138.77
218,4.95,1976.0,19.16,3055.0,100.0,0.0,0.0,0.0,4.95,190.67,1135.02,1148.48
219,4.961,1995.0,18.18,3055.0,100.0,0.0,0.0,0.0,4.961,189.71,1149.47,1143.38
220,4.94,1924.0,20.02,3057.0,100.0,0.0,0.0,0.0,4.94,190.8,1145.7,1147.44
221,4.941,1804.0,22.65,3058.0,100.0,0.0,0.0,0.0,4.941,195.1,1146.72,1144.43
222,4.944,1892.0,21.4,3058.0,100.0,0.0,0.0,0.0,4.944,195.65,1142.78,1143.12
223,4.963,1950.0,18.74,3055.0,100.0,0.001,713.0,0.32,4.964,192.49,1146.65,1137.13
224,4.927,1793.0,20.39,3061.0,100.0,0.0,0.0,0.0,4.927,196.9,1144.9,1156.45
225,4.925,1858.0,16.73,3057.0,100.0,0.0,0.0,0.0,4.925,190.48,1143.76,1143.65
226,4.916,1841.0,23.2,3059.0,100.0,0.0,0.0,0.0,4.916,194.65,1147.11,1137.73
227,4.95,1759.0,22.25,3060.0,100.0,0.0,0.0,0.0,4.95,198.6,1145.81,1151.75
228,4.95,1918.0,21.3,3057.0,100.0,0.0,0.0,0.0,4.95,192.86,1145.06,1145.2
229,4.936,1933.0,20.8,3056.0,100.0,0.0,0.0,0.0,4.936,191.83,1143.16,1145.73
230,4.913,1820.0,24.78,3061.0,100.0,0.0,0.0,0.0,4.913,197.5,1146.67,1140.98
231,4.963,1783.0,21.06,3058.0,100.0,0.0,0.0,0.0,4.963,199.33,1150.2,1152.68
232,4.936,1839.0,20.89,3059.0,100.0,0.0,0.0,0.0,4.936,195.6,1142.75,1146.75
233,4.927,1925.0,20.58,3057.0,100.0,0.0,0.0,0.0,4.927,193.06,1145.67,1137.19
234,4.927,1914.0,21.46,3059.0,100.0,0.0,0.0,0.0,4.927,187.68,1146.28,1152.57
235,4.925,1867.0,24.84,3060.0,100.0,0.0,0.0,0.0,4.925,198.57,1139.12,1145.08
236,5.23,1909.0,26.28,3054.0,100.0,0.0,0.0,0.0,5.23,196.62,1153.15,1140.29
237,4.949,1952.0,20.07,3056.0,100.0,0.0,0.0,0.0,4.949,190.01,1142.43,1143.03
238,4.941,1897.0,21.91,3058.0,100.0,0.0,0.0,0.0,4.941,192.7,1145.81,1152.66
239,4.943,1850.0,21.14,3058.0,100.0,0.0,0.0,0.0,4.943,192.9,1148.76,1146.13
240,4.985,1915.0,19.48,3054.0,100.0,0.0,0.0,0.0,4.985,194.33,1144.41,1140.98
241,4.958,1955.0,18.63,3055.0,100.0,0.0,0.0,0.0,4.958,192.54,1137.13,1146.0
242,4.962,1855.0,21.11,3056.0,100.0,0.0,0.0,0.0,4.962,193.91,1149.68,1138.86
243,4.966,1876.0,21.27,3056.0,100.0,0.0,0.0,0.0,4.966,196.93,1148.73,1152.04
244,4.927,1813.0,21.3,3060.0,100.0,0.001,712.0,0.32,4.928,193.67,1147.71,1146.62
245,4.97,1784.0,32.61,3061.0,100.0,0.0,713.0,0.31,4.97,197.05,1142.15,1143.34
246,4.916,1826.0,23.68,3058.0,100.0,0.0,708.0,0.22,4.916,166.25,1153.85,1147.33
247,4.967,1854.0,19.96,3056.0,100.0,0.0,0.0,0.0,4.967,195.26,1146.81,1142.45
248,4.952,1810.0,19.69,3059.0,100.0,0.0,0.0,0.0,4.952,194.36,1145.96,1149.87
249,4.938,1898.0,19.53,3057.0,100.0,0.0,0.0,0.0,4.938,192.26,1140.84,1144.14
250,4.958,1883.0,21.14,3057.0,100.0,0.0,0.0,0.0,4.958,195.99,1152.63,1145.84
251,4.961,1801.0,21.97,3060.0,100.0,0.0,0.0,0.0,4.961,198.32,1146.22,1145.1
252,4.96,1919.0,21.9,3057.0,100.0,0.0,0.0,0.0,4.96,197.59,1142.21,1150.65
253,4.959,1828.0,20.1,3057.0,100.0,0.0,0.0,0.0,4.959,197.48,1147.85,1144.99
