Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU HW active frequency MHz,GPU HW active residency %,Power (W),App CPU ms/s,ComponentA CPU ms/s,ComponentB CPU ms/s
49,4.843,1990.0,12.64,3056.0,100.0,0.0,715.0,0.41,4.843,184.63,1144.91,1150.26
50,4.86,1814.0,15.28,3060.0,100.0,0.001,708.0,0.22,4.861,189.24,1141.68,1156.46
51,4.867,1869.0,15.64,3059.0,100.0,0.0,0.0,0.0,4.867,188.13,1159.57,1155.2
52,4.868,1925.0,12.78,3056.0,100.0,0.0,0.0,0.0,4.868,186.8,1144.2,1152.81
53,4.861,1916.0,14.04,3057.0,100.0,0.0,0.0,0.0,4.861,185.8,1149.65,1144.49
54,4.859,1970.0,14.96,3058.0,100.0,0.001,713.0,0.31,4.86,185.0,1147.52,1157.2
55,4.842,1868.0,15.68,3060.0,100.0,0.0,0.0,0.0,4.842,189.58,1144.56,1152.93
56,4.846,1872.0,17.03,3059.0,100.0,0.0,709.0,0.22,4.846,186.9,1148.65,1152.65
57,4.829,1895.0,16.71,3060.0,100.0,0.0,0.0,0.0,4.829,188.32,1144.3,1151.97
58,4.873,1979.0,12.37,3055.0,100.0,0.0,0.0,0.0,4.873,184.34,1152.83,1144.75
59,4.873,1976.0,13.34,3056.0,100.0,0.0,0.0,0.0,4.873,184.0,1146.73,1154.42
60,4.874,1909.0,12.44,3056.0,100.0,0.0,0.0,0.0,4.874,186.61,1147.21,1151.33
61,4.81,1930.0,16.22,3060.0,100.0,0.0,0.0,0.0,4.81,160.22,1150.66,1152.08
62,4.851,1869.0,14.74,3058.0,100.0,0.0,0.0,0.0,4.851,175.43,1150.99,1149.21
63,4.845,1916.0,16.77,3058.0,100.0,0.0,0.0,0.0,4.845,188.99,1140.34,1150.0
64,4.893,1941.0,12.29,3055.0,100.0,0.0,0.0,0.0,4.893,185.23,1152.29,1155.1
65,4.863,1919.0,14.12,3058.0,100.0,0.0,0.0,0.0,4.863,187.83,1150.1,1151.74
66,4.876,1984.0,12.34,3056.0,100.0,0.0,0.0,0.0,4.876,186.22,1147.22,1148.43
67,4.882,1910.0,11.8,3055.0,100.0,0.0,0.0,0.0,4.882,184.04,1143.64,1151.9
68,4.835,1810.0,18.56,3061.0,100.0,0.0,0.0,0.0,4.835,191.35,1146.68,1153.04
69,4.851,1885.0,15.77,3058.0,100.0,0.0,0.0,0.0,4.851,188.15,1156.75,1152.22
70,4.876,1883.0,14.63,3057.0,100.0,0.0,0.0,0.0,4.876,188.82,1150.47,1152.48
71,4.852,1889.0,18.15,3059.0,100.0,0.001,716.0,0.51,4.853,188.3,1145.24,1152.34
72,4.858,1900.0,15.82,3058.0,100.0,0.0,0.0,0.0,4.858,190.1,1146.43,1153.76
73,4.895,1962.0,11.77,3055.0,100.0,0.0,0.0,0.0,4.895,185.95,1153.12,1142.71
74,4.863,1909.0,16.31,3058.0,100.0,0.0,0.0,0.0,4.863,188.6,1146.15,1151.01
75,4.881,1865.0,14.13,3057.0,100.0,0.0,0.0,0.0,4.881,188.54,1148.34,1162.78
76,4.868,1870.0,14.86,3057.0,100.0,0.0,0.0,0.0,4.868,186.94,1145.38,1144.45
77,4.909,1916.0,18.61,3057.0,100.0,0.0,0.0,0.0,4.909,188.69,1153.59,1160.7
78,4.903,1843.0,16.47,3058.0,100.0,0.0,713.0,0.31,4.903,192.14,1155.27,1150.16
79,4.899,1968.0,13.95,3055.0,100.0,0.002,711.0,0.53,4.901,188.47,1136.59,1155.45
80,4.899,1948.0,12.41,3056.0,100.0,0.0,0.0,0.0,4.899,186.57,1153.42,1143.26
81,4.888,1904.0,14.5,3057.0,100.0,0.0,0.0,0.0,4.888,187.53,1148.03,1157.04
82,4.854,1913.0,15.71,3058.0,100.0,0.0,0.0,0.0,4.854,190.19,1146.47,1156.15
83,4.846,1860.0,18.67,3062.0,100.0,0.0,0.0,0.0,4.846,189.16,1144.54,1152.41
84,4.861,1844.0,16.69,3060.0,100.0,0.0,0.0,0.0,4.861,191.1,1151.52,1151.24
85,4.912,1969.0,12.29,3055.0,100.0,0.0,0.0,0.0,4.912,187.03,1153.28,1152.2
86,4.862,1850.0,17.3,3060.0,100.0,0.0,0.0,0.0,4.862,193.32,1154.79,1154.63
87,5.13,1961.0,15.82,3053.0,100.0,0.0,0.0,0.0,5.13,190.75,1147.91,1151.02
88,4.902,1858.0,14.07,3058.0,100.0,0.0,0.0,0.0,4.902,187.9,1152.69,1152.82
89,4.891,1888.0,15.2,3058.0,100.0,0.0,0.0,0.0,4.891,188.45,1144.23,1153.78
90,4.891,1863.0,15.07,3059.0,100.0,0.0,0.0,0.0,4.891,188.98,1149.5,1154.12
91,4.91,1981.0,11.62,3055.0,100.0,0.0,0.0,0.0,4.91,185.95,1151.21,1142.98
92,4.859,1845.0,13.58,3058.0,100.0,0.0,0.0,0.0,4.859,157.34,1150.1,1157.42
93,4.904,1910.0,12.67,3056.0,100.0,0.0,0.0,0.0,4.904,180.53,1147.77,1148.36
94,4.88,1845.0,17.13,3061.0,100.0,0.0,0.0,0.0,4.88,186.31,1149.95,1157.47
95,4.922,1926.0,12.9,3056.0,100.0,0.0,0.0,0.0,4.922,188.74,1150.53,1150.64
96,4.893,1829.0,15.66,3059.0,100.0,0.0,0.0,0.0,4.893,193.77,1147.05,1150.04
97,4.9,1913.0,14.13,3057.0,100.0,0.0,0.0,0.0,4.9,188.88,1149.96,1156.82
98,4.918,1956.0,11.96,3055.0,100.0,0.0,0.0,0.0,4.918,187.85,1146.3,1152.41
99,4.917,1903.0,12.78,3056.0,100.0,0.0,0.0,0.0,4.917,187.06,1143.0,1151.49
100,4.868,1843.0,16.62,3059.0,100.0,0.0,0.0,0.0,4.868,187.48,1158.25,1152.41
101,4.908,1895.0,14.22,3056.0,100.0,0.0,0.0,0.0,4.908,190.37,1147.43,1149.44
102,4.905,1884.0,15.84,3058.0,100.0,0.0,0.0,0.0,4.905,189.38,1141.58,1155.23
103,4.9,1889.0,15.18,3058.0,100.0,0.0,0.0,0.0,4.9,189.43,1155.42,1149.03
104,4.901,1855.0,16.12,3059.0,100.0,0.0,0.0,0.0,4.901,190.28,1146.98,1153.29
105,4.907,1866.0,14.06,3058.0,100.0,0.0,0.0,0.0,4.907,189.68,1149.67,1153.0
106,4.891,1834.0,15.93,3059.0,100.0,0.0,0.0,0.0,4.891,190.92,1151.0,1158.22
107,4.947,1979.0,16.8,3055.0,100.0,0.0,0.0,0.0,4.947,186.95,1148.93,1142.56
108,4.901,1836.0,15.14,3059.0,100.0,0.0,0.0,0.0,4.901,193.22,1146.6,1160.88
109,4.916,2001.0,12.0,3055.0,100.0,0.0,0.0,0.0,4.916,186.15,1152.5,1147.06
110,4.912,1890.0,15.25,3057.0,100.0,0.0,713.0,0.31,4.912,188.9,1148.63,1155.63
111,4.91,1919.0,13.75,3056.0,100.0,0.001,709.0,0.22,4.911,191.84,1138.32,1151.07
112,4.881,1907.0,17.16,3060.0,100.0,0.0,0.0,0.0,4.881,188.28,1159.83,1144.17
113,4.903,1949.0,13.97,3056.0,100.0,0.0,0.0,0.0,4.903,186.63,1146.65,1160.88
114,4.919,1894.0,12.39,3055.0,100.0,0.0,0.0,0.0,4.919,189.4,1139.49,1149.36
115,4.877,1859.0,18.27,3060.0,100.0,0.0,0.0,0.0,4.877,191.12,1159.05,1149.07
116,4.861,1969.0,17.22,3059.0,100.0,0.0,0.0,0.0,4.861,185.93,1140.51,1152.96
117,4.885,1879.0,18.29,3059.0,100.0,0.0,0.0,0.0,4.885,195.89,1156.47,1152.58
118,4.908,1876.0,16.86,3061.0,100.0,0.0,0.0,0.0,4.908,189.42,1148.37,1152.78
119,4.905,1926.0,13.79,3057.0,100.0,0.0,0.0,0.0,4.905,188.38,1151.21,1152.42
120,4.897,1863.0,15.39,3058.0,100.0,0.0,0.0,0.0,4.897,190.98,1147.09,1148.72
121,4.91,1813.0,15.45,3059.0,100.0,0.0,0.0,0.0,4.91,188.93,1147.88,1153.69
122,4.901,1953.0,13.9,3056.0,100.0,0.0,0.0,0.0,4.901,185.53,1151.16,1149.76
123,4.864,1841.0,15.14,3061.0,100.0,0.0,0.0,0.0,4.864,156.4,1149.33,1155.64
124,4.905,1830.0,17.29,3061.0,100.0,0.0,0.0,0.0,4.905,189.22,1159.19,1155.72
125,4.864,1871.0,19.43,3061.0,100.0,0.0,0.0,0.0,4.864,191.81,1140.37,1152.7
126,4.913,1884.0,15.1,3058.0,100.0,0.0,0.0,0.0,4.913,191.75,1153.98,1147.92
127,4.929,1940.0,12.13,3055.0,100.0,0.0,0.0,0.0,4.929,188.56,1142.63,1155.48
128,4.916,1867.0,14.61,3058.0,100.0,0.0,0.0,0.0,4.916,191.19,1155.3,1151.4
129,4.907,1944.0,15.6,3058.0,100.0,0.0,0.0,0.0,4.907,189.46,1150.76,1147.9
130,4.926,1974.0,12.66,3055.0,100.0,0.0,714.0,0.42,4.926,188.17,1141.29,1158.84
131,4.914,1943.0,13.92,3057.0,100.0,0.002,712.0,0.32,4.916,187.8,1148.35,1148.37
132,4.908,1976.0,14.46,3057.0,100.0,0.0,0.0,0.0,4.908,187.16,1146.63,1154.22
133,4.937,1904.0,12.61,3056.0,100.0,0.0,0.0,0.0,4.937,190.4,1153.62,1144.16
134,4.917,1852.0,16.01,3059.0,100.0,0.0,0.0,0.0,4.917,191.77,1151.56,1160.16
135,4.924,1903.0,14.73,3057.0,100.0,0.0,0.0,0.0,4.924,190.6,1146.03,1148.67
136,4.915,1960.0,15.01,3058.0,100.0,0.0,0.0,0.0,4.915,188.63,1150.61,1155.32
137,4.955,1900.0,17.93,3055.0,100.0,0.002,709.0,0.22,4.957,190.66,1150.93,1153.7
138,4.923,1930.0,14.51,3057.0,100.0,0.0,0.0,0.0,4.923,189.45,1147.78,1150.83
139,4.92,1867.0,14.69,3058.0,100.0,0.0,0.0,0.0,4.92,191.29,1150.73,1156.65
140,4.909,1919.0,15.62,3058.0,100.0,0.0,0.0,0.0,4.909,191.43,1139.63,1153.66
141,4.947,1978.0,14.29,3055.0,100.0,0.003,712.0,0.53,4.95,190.36,1153.39,1153.55
142,4.907,1908.0,15.09,3057.0,100.0,0.0,709.0,0.22,4.907,189.2,1147.38,1140.46
143,4.926,1838.0,15.51,3058.0,100.0,0.0,0.0,0.0,4.926,194.08,1148.56,1161.82
144,4.911,1909.0,14.55,3057.0,100.0,0.0,0.0,0.0,4.911,186.91,1142.89,1148.96
145,4.941,1942.0,12.37,3055.0,100.0,0.0,0.0,0.0,4.941,187.18,1152.43,1145.29
146,4.902,1880.0,16.62,3059.0,100.0,0.0,0.0,0.0,4.902,191.9,1145.29,1162.18
147,4.924,1905.0,13.81,3056.0,100.0,0.0,0.0,0.0,4.924,190.96,1148.39,1148.74
148,4.954,1887.0,12.17,3055.0,100.0,0.0,0.0,0.0,4.954,188.91,1151.34,1151.08
149,4.913,1913.0,17.32,3057.0,100.0,0.0,0.0,0.0,4.913,191.03,1151.55,1154.61
150,4.922,1906.0,12.78,3056.0,100.0,0.0,0.0,0.0,4.922,189.67,1138.36,1151.2
151,4.913,1878.0,16.96,3059.0,100.0,0.0,709.0,0.22,4.913,190.53,1156.4,1152.31
152,4.908,1853.0,17.53,3059.0,100.0,0.0,0.0,0.0,4.908,195.8,1153.12,1149.88
153,4.915,1870.0,13.93,3058.0,100.0,0.0,0.0,0.0,4.915,181.21,1148.35,1148.11
154,4.896,1916.0,12.72,3056.0,100.0,0.0,0.0,0.0,4.896,156.38,1144.74,1150.05
155,4.939,1829.0,12.4,3055.0,100.0,0.0,0.0,0.0,4.939,189.37,1148.43,1164.39
156,4.911,1870.0,15.25,3058.0,99.8,0.0,0.0,0.0,4.911,188.98,1150.17,1142.88
157,4.919,1947.0,14.87,3058.0,100.0,0.0,0.0,0.0,4.919,189.02,1149.82,1159.58
158,4.917,1921.0,17.72,3059.0,100.0,0.0,0.0,0.0,4.917,196.38,1146.7,1153.94
159,4.931,1919.0,20.67,3057.0,100.0,0.0,0.0,0.0,4.931,189.72,1147.07,1150.73
160,4.94,1995.0,13.19,3055.0,100.0,0.0,709.0,0.22,4.94,189.7,1150.35,1152.11
161,4.918,1842.0,15.24,3058.0,100.0,0.0,0.0,0.0,4.918,190.95,1151.69,1152.66
162,4.944,1983.0,12.33,3055.0,100.0,0.0,0.0,0.0,4.944,188.7,1139.78,1151.26
163,4.906,1835.0,16.38,3060.0,100.0,0.0,0.0,0.0,4.906,195.14,1159.48,1153.04
164,4.922,1908.0,14.88,3059.0,100.0,0.0,0.0,0.0,4.922,190.55,1149.38,1149.72
165,4.941,1803.0,15.63,3059.0,100.0,0.0,710.0,0.22,4.941,196.33,1147.2,1160.27
166,4.952,1961.0,18.62,3056.0,100.0,0.0,709.0,0.22,4.952,191.82,1151.1,1150.57
167,4.929,1946.0,13.96,3056.0,100.0,0.0,712.0,0.32,4.929,189.86,1140.46,1152.38
168,4.942,1945.0,12.49,3055.0,100.0,0.0,0.0,0.0,4.942,189.05,1155.55,1147.45
169,4.914,1901.0,13.8,3057.0,100.0,0.0,0.0,0.0,4.914,188.38,1143.16,1155.18
170,4.947,1954.0,12.5,3055.0,100.0,0.0,0.0,0.0,4.947,189.51,1156.66,1148.64
171,4.935,1835.0,13.11,3056.0,100.0,0.0,0.0,0.0,4.935,190.64,1138.71,1151.11
172,4.914,1847.0,16.7,3060.0,100.0,0.002,708.0,0.22,4.916,196.33,1156.84,1156.31
173,4.93,1902.0,16.07,3057.0,100.0,0.0,709.0,0.22,4.93,191.44,1149.28,1150.09
174,4.892,1930.0,16.62,3058.0,100.0,0.001,709.0,0.22,4.893,190.36,1148.63,1142.06
175,4.951,1952.0,12.05,3055.0,100.0,0.0,0.0,0.0,4.951,190.39,1142.1,1159.79
176,4.877,1912.0,18.9,3059.0,100.0,0.0,0.0,0.0,4.877,192.62,1153.06,1147.72
177,4.945,1937.0,11.68,3055.0,100.0,0.0,0.0,0.0,4.945,188.57,1143.56,1145.71
178,4.917,1835.0,16.06,3059.0,100.0,0.0,0.0,0.0,4.917,192.09,1147.47,1158.2
179,4.908,1853.0,16.87,3060.0,100.0,0.0,0.0,0.0,4.908,193.6,1151.97,1155.01
180,4.897,1908.0,19.12,3060.0,100.0,0.0,0.0,0.0,4.897,190.26,1156.74,1151.22
181,4.957,1989.0,12.53,3055.0,100.0,0.0,0.0,0.0,4.957,191.55,1139.4,1152.87
182,4.877,1966.0,18.9,3060.0,100.0,0.0,0.0,0.0,4.877,187.47,1151.91,1145.19
183,4.927,1867.0,14.17,3059.0,100.0,0.0,0.0,0.0,4.927,187.19,1156.68,1154.66
184,4.942,1874.0,11.73,3055.0,100.0,0.0,0.0,0.0,4.942,176.63,1139.18,1150.66
185,4.879,1917.0,15.32,3058.0,100.0,0.0,0.0,0.0,4.879,160.91,1151.11,1152.56
186,4.961,1957.0,12.38,3055.0,100.0,0.0,0.0,0.0,4.961,192.34,1151.24,1152.2
187,4.904,1866.0,16.35,3058.0,100.0,0.0,0.0,0.0,4.904,190.37,1141.99,1153.4
188,4.936,1881.0,13.99,3057.0,100.0,0.0,0.0,0.0,4.936,191.89,1152.36,1150.82
189,4.961,1934.0,14.84,3055.0,100.0,0.003,713.0,1.04,4.964,192.31,1153.11,1150.01
190,4.935,1919.0,12.49,3055.0,100.0,0.0,708.0,0.22,4.935,190.56,1148.74,1145.66
191,4.918,1871.0,16.51,3058.0,100.0,0.0,708.0,0.22,4.918,195.77,1149.02,1153.89
192,4.939,1976.0,12.56,3056.0,100.0,0.0,0.0,0.0,4.939,189.37,1146.98,1151.2
193,4.878,1875.0,18.55,3060.0,100.0,0.0,0.0,0.0,4.878,193.47,1146.42,1158.05
194,4.935,1829.0,14.82,3059.0,100.0,0.0,0.0,0.0,4.935,194.12,1151.2,1147.15
195,4.954,1950.0,12.38,3055.0,100.0,0.0,0.0,0.0,4.954,191.32,1148.28,1149.25
196,4.937,1860.0,20.54,3059.0,100.0,0.0,0.0,0.0,4.937,194.21,1148.46,1161.24
197,4.899,1898.0,20.19,3061.0,100.0,0.0,710.0,0.22,4.899,195.54,1150.67,1142.25
198,4.917,1874.0,16.66,3059.0,100.0,0.0,0.0,0.0,4.917,191.51,1150.69,1156.94
199,4.924,1865.0,16.82,3059.0,100.0,0.001,709.0,0.22,4.925,191.94,1147.34,1153.64
200,4.946,1959.0,11.87,3055.0,100.0,0.0,0.0,0.0,4.946,189.44,1142.17,1153.27
201,4.895,1834.0,19.82,3062.0,100.0,0.0,0.0,0.0,4.895,198.0,1150.48,1150.2
202,4.938,1951.0,12.43,3055.0,100.0,0.0,0.0,0.0,4.938,189.49,1157.67,1148.73
203,4.894,1950.0,14.83,3058.0,99.36,0.0,0.0,0.0,4.894,188.09,1142.71,1145.09
204,4.933,1882.0,13.81,3056.0,100.0,0.0,0.0,0.0,4.933,191.45,1151.9,1157.27
205,5.218,1929.0,22.03,3054.0,100.0,0.0,0.0,0.0,5.218,196.28,1147.55,1158.06
206,4.888,1824.0,18.36,3062.0,100.0,0.0,0.0,0.0,4.888,195.43,1157.71,1150.38
207,4.903,1828.0,18.58,3061.0,100.0,0.0,0.0,0.0,4.903,193.59,1143.1,1152.75
208,4.897,1842.0,17.97,3060.0,100.0,0.0,0.0,0.0,4.897,190.73,1148.8,1151.64
209,4.956,1969.0,12.19,3055.0,100.0,0.0,0.0,0.0,4.956,190.32,1155.33,1150.6
210,4.899,1888.0,17.07,3059.0,100.0,0.0,0.0,0.0,4.899,190.89,1149.28,1155.32
211,4.96,1932.0,11.97,3055.0,100.0,0.0,0.0,0.0,4.96,193.96,1147.68,1149.33
212,4.943,1885.0,14.08,3056.0,100.0,0.0,0.0,0.0,4.943,195.17,1141.56,1149.76
213,4.957,1960.0,11.94,3055.0,100.0,0.0,0.0,0.0,4.957,190.16,1158.15,1149.45
214,4.956,1862.0,14.4,3056.0,100.0,0.0,0.0,0.0,4.956,191.72,1147.38,1146.58
215,4.922,1930.0,12.68,3056.0,100.0,0.0,0.0,0.0,4.922,173.49,1142.7,1159.33
216,4.937,1919.0,12.94,3058.0,100.0,0.0,0.0,0.0,4.937,172.59,1150.87,1151.71
217,4.942,1843.0,14.99,3059.0,100.0,0.0,0.0,0.0,4.942,193.98,1150.81,1151.5
218,4.907,1914.0,16.71,3059.0,100.0,0.0,0.0,0.0,4.907,190.07,1156.22,1155.48
219,4.916,1810.0,16.99,3061.0,100.0,0.0,0.0,0.0,4.916,194.09,1156.7,1151.91
220,4.935,1914.0,13.36,3056.0,100.0,0.0,0.0,0.0,4.935,193.48,1140.48,1153.13
221,4.938,1845.0,16.73,3059.0,100.0,0.0,0.0,0.0,4.938,193.16,1158.15,1153.97
222,4.917,1951.0,14.81,3058.0,100.0,0.0,0.0,0.0,4.917,191.15,1144.29,1145.22
223,4.932,1906.0,16.33,3058.0,100.0,0.0,0.0,0.0,4.932,192.41,1153.13,1160.16
224,4.927,1921.0,14.1,3057.0,100.0,0.0,0.0,0.0,4.927,191.44,1152.77,1150.26
225,4.985,1898.0,16.84,3055.0,100.0,0.0,0.0,0.0,4.985,192.26,1139.57,1153.71
226,4.962,1978.0,11.77,3055.0,100.0,0.0,0.0,0.0,4.962,190.37,1157.0,1146.95
227,4.921,1865.0,16.5,3058.0,100.0,0.0,0.0,0.0,4.921,195.13,1148.99,1155.2
228,4.921,1772.0,17.09,3061.0,100.0,0.0,0.0,0.0,4.921,198.2,1149.58,1155.54
229,4.956,1880.0,15.21,3058.0,100.0,0.002,714.0,0.73,4.958,197.95,1151.13,1152.21
230,4.94,1914.0,14.65,3057.0,100.0,0.002,711.0,0.53,4.942,190.23,1142.36,1151.6
231,4.892,1922.0,18.53,3060.0,100.0,0.0,0.0,0.0,4.892,193.06,1154.51,1142.51
232,4.884,1894.0,17.66,3062.0,99.4,0.001,708.0,0.22,4.885,189.29,1148.81,1162.89
233,4.923,1984.0,14.85,3057.0,100.0,0.0,0.0,0.0,4.923,188.6,1150.78,1151.25
234,4.94,1813.0,15.37,3059.0,100.0,0.0,0.0,0.0,4.94,193.01,1155.46,1150.0
235,4.934,1834.0,13.72,3057.0,100.0,0.0,0.0,0.0,4.934,192.23,1147.8,1160.21
236,4.957,1831.0,15.79,3058.0,100.0,0.0,0.0,0.0,4.957,199.71,1151.78,1152.71
237,4.953,1833.0,14.75,3060.0,100.0,0.0,0.0,0.0,4.953,194.82,1152.57,1143.91
238,4.924,1883.0,16.11,3059.0,100.0,0.0,0.0,0.0,4.924,195.51,1152.31,1150.78
239,4.962,1917.0,13.5,3056.0,100.0,0.0,0.0,0.0,4.962,189.17,1144.44,1157.05
240,4.948,1880.0,13.99,3058.0,100.0,0.0,0.0,0.0,4.948,196.51,1146.19,1153.39
241,4.956,1911.0,14.85,3058.0,100.0,0.0,0.0,0.0,4.956,192.86,1150.06,1153.28
242,4.955,1934.0,13.69,3057.0,100.0,0.0,0.0,0.0,4.955,194.84,1148.58,1152.22
243,4.966,1982.0,12.38,3055.0,100.0,0.0,0.0,0.0,4.966,190.3,1156.51,1143.73
244,4.93,1921.0,16.04,3058.0,100.0,0.0,0.0,0.0,4.93,191.75,1147.8,1149.7
245,4.934,1900.0,14.89,3057.0,100.0,0.0,0.0,0.0,4.934,190.16,1146.87,1152.95
246,4.884,1829.0,17.49,3061.0,100.0,0.0,0.0,0.0,4.884,173.84,1144.49,1148.68
247,4.912,1907.0,17.04,3058.0,100.0,0.0,0.0,0.0,4.912,180.68,1148.09,1155.12
248,4.943,1925.0,15.36,3057.0,100.0,0.0,714.0,0.41,4.943,193.22,1159.72,1151.48
249,4.968,1905.0,12.68,3055.0,100.0,0.0,0.0,0.0,4.968,191.59,1142.51,1153.91
250,4.925,1829.0,15.89,3058.0,100.0,0.0,0.0,0.0,4.925,192.89,1155.2,1149.63
251,4.958,1870.0,15.11,3060.0,100.0,0.002,709.0,0.22,4.96,192.46,1146.85,1155.53
252,4.922,1909.0,17.38,3058.0,100.0,0.0,0.0,0.0,4.922,191.09,1144.92,1149.21
253,4.944,1913.0,15.5,3058.0,100.0,0.0,0.0,0.0,4.944,193.27,1147.28,1150.18
