Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU HW active frequency MHz,GPU HW active residency %,Power (W),App CPU ms/s,ComponentA CPU ms/s,ComponentB CPU ms/s
0,1.803,1305.0,29.55,1712.0,44.74,0.001,709.0,0.22,1.804,49.55,433.82,444.48
1,4.519,1653.0,11.9,3074.0,99.64,0.0,712.0,0.32,4.519,129.68,1079.51,1076.12
2,4.774,1815.0,12.13,3057.0,100.0,0.0,0.0,0.0,4.774,176.64,1151.24,1153.23
3,4.783,1795.0,12.28,3057.0,100.0,0.0,0.0,0.0,4.783,181.69,1149.5,1156.72
4,4.777,1906.0,12.4,3054.0,100.0,0.0,0.0,0.0,4.777,179.46,1147.55,1154.32
5,4.796,1903.0,12.52,3052.0,100.0,0.003,713.0,0.31,4.799,179.29,1158.22,1152.72
6,4.757,1909.0,13.52,3056.0,100.0,0.0,0.0,0.0,4.757,179.68,1142.73,1151.09
7,4.762,1857.0,15.51,3060.0,100.0,0.0,0.0,0.0,4.762,184.31,1158.08,1152.89
8,4.799,1904.0,18.53,3057.0,100.0,0.0,0.0,0.0,4.799,187.99,1150.31,1149.62
9,4.77,1969.0,16.53,3060.0,100.0,0.0,708.0,0.22,4.77,185.9,1148.33,1150.8
10,4.756,1846.0,16.72,3061.0,100.0,0.0,0.0,0.0,4.756,188.51,1146.93,1148.81
11,4.768,1856.0,14.23,3057.0,100.0,0.0,0.0,0.0,4.768,183.45,1148.48,1145.26
12,4.782,1881.0,14.28,3057.0,100.0,0.0,0.0,0.0,4.782,185.0,1156.34,1145.99
13,4.751,1868.0,19.24,3060.0,100.0,0.0,712.0,0.32,4.751,186.36,1148.13,1155.65
14,4.783,1873.0,15.15,3058.0,100.0,0.0,0.0,0.0,4.783,185.99,1153.09,1139.61
15,5.005,1882.0,17.9,3055.0,100.0,0.0,0.0,0.0,5.005,189.2,1151.79,1151.64
16,4.787,1835.0,14.12,3056.0,100.0,0.0,0.0,0.0,4.787,183.32,1152.26,1146.34
17,4.809,1812.0,13.98,3057.0,100.0,0.0,0.0,0.0,4.809,185.27,1162.42,1157.55
18,4.812,1860.0,13.11,3056.0,100.0,0.0,0.0,0.0,4.812,184.39,1150.77,1142.46
19,4.824,1964.0,12.05,3055.0,100.0,0.0,0.0,0.0,4.824,184.45,1143.34,1156.74
20,4.817,1821.0,14.22,3060.0,100.0,0.0,0.0,0.0,4.817,188.62,1158.97,1148.18
21,4.833,1948.0,12.31,3055.0,100.0,0.0,0.0,0.0,4.833,186.56,1144.96,1146.05
22,4.799,1902.0,15.72,3060.0,100.0,0.0,0.0,0.0,4.799,188.09,1145.97,1155.96
23,4.826,1898.0,13.62,3057.0,100.0,0.0,0.0,0.0,4.826,186.79,1142.15,1142.07
24,4.781,1875.0,17.57,3063.0,100.0,0.0,0.0,0.0,4.781,187.46,1147.83,1150.38
25,4.805,1816.0,15.93,3062.0,100.0,0.0,0.0,0.0,4.805,192.1,1145.89,1151.66
26,4.824,1910.0,12.99,3058.0,100.0,0.0,0.0,0.0,4.824,186.15,1142.64,1156.14
27,4.829,1937.0,11.98,3056.0,100.0,0.0,0.0,0.0,4.829,184.93,1153.23,1148.68
28,4.846,1970.0,12.03,3055.0,100.0,0.0,0.0,0.0,4.846,186.76,1143.55,1146.56
29,4.844,1982.0,12.07,3056.0,100.0,0.0,0.0,0.0,4.844,185.95,1137.57,1157.5
30,4.817,1927.0,10.54,3055.0,100.0,0.0,0.0,0.0,4.817,160.8,1148.89,1137.63
31,4.8,1844.0,15.24,3060.0,100.0,0.001,715.0,0.51,4.801,172.82,1141.68,1156.54
32,4.834,1853.0,14.18,3059.0,100.0,0.0,0.0,0.0,4.834,189.09,1154.2,1146.19
33,4.819,1918.0,14.52,3060.0,100.0,0.0,0.0,0.0,4.819,184.27,1150.43,1155.91
34,4.812,1887.0,14.93,3060.0,100.0,0.0,0.0,0.0,4.812,188.18,1142.32,1151.86
35,4.835,1804.0,13.98,3059.0,100.0,0.0,0.0,0.0,4.835,187.77,1141.26,1148.84
36,4.838,1827.0,14.6,3061.0,99.8,0.0,0.0,0.0,4.838,190.42,1154.82,1153.97
37,4.829,1963.0,15.79,3059.0,100.0,0.0,0.0,0.0,4.829,189.29,1139.37,1152.06
38,4.851,1937.0,19.04,3058.0,100.0,0.0,0.0,0.0,4.851,187.33,1154.01,1147.14
39,4.82,1784.0,17.49,3063.0,100.0,0.0,0.0,0.0,4.82,190.78,1149.99,1153.09
40,4.81,1848.0,17.25,3062.0,100.0,0.0,0.0,0.0,4.81,188.55,1148.39,1151.71
41,4.84,1882.0,14.99,3060.0,100.0,0.0,0.0,0.0,4.84,189.81,1150.08,1147.5
42,4.85,1793.0,14.61,3060.0,100.0,0.0,0.0,0.0,4.85,190.09,1140.1,1156.05
