Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU HW active frequency MHz,GPU HW active residency %,Power (W),App CPU ms/s,ComponentA CPU ms/s,ComponentB CPU ms/s
0,1.816,1271.0,18.38,1682.0,45.45,0.001,709.0,0.22,1.817,50.52,449.23,450.45
1,4.503,1602.0,12.5,3077.0,99.43,0.0,713.0,0.31,4.503,126.84,1065.35,1068.08
2,4.761,1810.0,13.08,3056.0,100.0,0.0,0.0,0.0,4.761,179.19,1154.05,1154.46
3,4.764,1808.0,12.92,3060.0,100.0,0.0,0.0,0.0,4.764,174.33,1156.77,1147.63
4,4.788,1806.0,10.83,3052.0,100.0,0.0,0.0,0.0,4.788,178.35,1147.24,1161.66
5,4.781,1864.0,10.98,3052.0,100.0,0.0,0.0,0.0,4.781,181.51,1145.42,1151.36
6,4.794,1923.0,13.0,3054.0,100.0,0.002,713.0,0.63,4.795,183.09,1151.23,1142.86
7,4.753,1758.0,15.1,3063.0,100.0,0.0,0.0,0.0,4.753,185.42,1147.12,1159.35
8,4.78,1906.0,14.05,3059.0,100.0,0.0,0.0,0.0,4.78,184.77,1153.51,1151.9
9,4.961,1929.0,18.11,3057.0,100.0,0.001,714.0,0.41,4.962,188.74,1145.7,1139.51
10,4.761,1900.0,14.99,3060.0,100.0,0.0,0.0,0.0,4.761,184.82,1141.35,1157.18
11,4.753,1937.0,15.81,3059.0,100.0,0.0,0.0,0.0,4.753,184.72,1146.55,1147.48
12,4.804,1940.0,18.53,3057.0,100.0,0.0,0.0,0.0,4.804,185.46,1143.27,1151.56
13,4.806,1906.0,13.72,3057.0,100.0,0.003,713.0,0.63,4.809,186.08,1143.5,1140.57
14,4.782,1927.0,14.3,3060.0,100.0,0.001,709.0,0.22,4.783,183.35,1152.86,1157.02
15,4.808,1812.0,13.82,3059.0,99.81,0.0,0.0,0.0,4.808,189.47,1148.81,1152.37
16,4.765,1829.0,15.98,3061.0,100.0,0.0,0.0,0.0,4.765,185.57,1139.8,1149.67
17,4.769,1869.0,16.42,3060.0,100.0,0.0,0.0,0.0,4.769,185.7,1152.24,1146.52
18,4.788,1886.0,15.37,3061.0,100.0,0.0,0.0,0.0,4.788,184.98,1147.18,1151.46
19,4.764,1827.0,17.25,3062.0,100.0,0.0,0.0,0.0,4.764,184.36,1142.9,1144.32
20,4.8,1877.0,13.43,3058.0,100.0,0.0,0.0,0.0,4.8,184.3,1141.99,1156.39
21,4.786,1864.0,17.51,3061.0,100.0,0.0,0.0,0.0,4.786,187.43,1153.87,1149.46
22,4.808,1919.0,12.01,3056.0,100.0,0.0,0.0,0.0,4.808,183.84,1143.75,1148.68
23,4.801,1831.0,14.57,3058.0,100.0,0.001,712.0,0.32,4.802,185.19,1138.05,1147.77
24,4.821,1941.0,11.11,3055.0,100.0,0.0,0.0,0.0,4.821,182.39,1149.43,1142.17
25,4.8,1869.0,15.32,3061.0,100.0,0.0,0.0,0.0,4.8,182.8,1151.11,1158.39
26,4.834,1877.0,12.0,3056.0,100.0,0.0,0.0,0.0,4.834,186.7,1145.54,1142.72
27,4.8,1872.0,15.51,3061.0,100.0,0.0,0.0,0.0,4.8,185.63,1144.01,1160.44
28,4.836,1878.0,11.75,3056.0,100.0,0.0,0.0,0.0,4.836,184.86,1143.87,1141.67
29,4.861,1970.0,12.26,3055.0,100.0,0.0,0.0,0.0,4.861,187.55,1144.03,1157.76
30,4.735,1825.0,18.45,3064.0,100.0,0.0,0.0,0.0,4.735,162.75,1148.29,1149.24
31,4.797,1831.0,16.5,3062.0,100.0,0.0,0.0,0.0,4.797,176.76,1146.67,1148.98
32,4.837,1844.0,12.67,3058.0,100.0,0.0,0.0,0.0,4.837,186.79,1144.12,1151.04
