Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s,ComponentA CPU ms/s,ComponentB CPU ms/s
30,4.829,1812.0,20.84,3059.0,100.0,0.0,0.0,0.0,4.829,164.96,1145.0,1153.85
31,4.837,1816.0,21.62,3059.0,100.0,0.0,0.0,0.0,4.837,180.49,1154.22,1147.79
32,4.852,1806.0,21.81,3059.0,100.0,0.0,0.0,0.0,4.852,193.88,1139.88,1142.05
33,4.847,1828.0,20.9,3060.0,100.0,0.0,0.0,0.0,4.847,186.59,1138.94,1155.59
34,4.801,1801.0,26.25,3065.0,100.0,0.0,0.0,0.0,4.801,192.22,1150.18,1152.69
35,4.855,1956.0,18.41,3055.0,100.0,0.0,0.0,0.0,4.855,187.62,1143.91,1138.3
36,4.851,1995.0,20.97,3057.0,100.0,0.0,0.0,0.0,4.851,190.38,1140.29,1155.89
37,4.862,1920.0,18.76,3055.0,100.0,0.0,0.0,0.0,4.862,186.55,1141.45,1143.11
38,4.815,1918.0,22.68,3060.0,100.0,0.0,0.0,0.0,4.815,188.31,1143.51,1150.6
39,4.846,1902.0,20.17,3057.0,100.0,0.0,0.0,0.0,4.846,187.3,1144.77,1144.58
40,4.866,1955.0,18.96,3055.0,100.0,0.0,0.0,0.0,4.866,185.91,1141.67,1143.05
41,4.857,1922.0,20.08,3056.0,100.0,0.0,0.0,0.0,4.857,188.96,1141.17,1152.06
42,4.849,1774.0,20.96,3062.0,100.0,0.0,0.0,0.0,4.849,181.59,1147.1,1139.15
43,4.846,1873.0,21.63,3059.0,100.0,0.0,0.0,0.0,4.846,188.83,1135.51,1154.94
44,4.889,1943.0,20.03,3055.0,100.0,0.0,0.0,0.0,4.889,185.2,1149.77,1147.66
45,4.839,1893.0,18.82,3058.0,100.0,0.0,0.0,0.0,4.839,190.29,1143.71,1142.2
46,4.875,1952.0,18.46,3055.0,100.0,0.0,0.0,0.0,4.875,186.64,1142.26,1151.07
47,4.881,1883.0,18.48,3055.0,100.0,0.0,0.0,0.0,4.881,184.83,1141.87,1145.4
48,4.866,1854.0,19.75,3057.0,100.0,0.0,0.0,0.0,4.866,189.15,1143.47,1146.7
49,4.875,1946.0,18.86,3055.0,100.0,0.0,0.0,0.0,4.875,187.51,1139.01,1144.34
50,4.859,1901.0,20.58,3057.0,100.0,0.0,0.0,0.0,4.859,186.76,1142.45,1142.38
51,4.882,1872.0,18.61,3055.0,100.0,0.0,0.0,0.0,4.882,186.71,1139.97,1148.31
52,4.858,1885.0,20.91,3058.0,100.0,0.0,0.0,0.0,4.858,188.95,1141.47,1151.87
53,4.852,1847.0,24.34,3061.0,100.0,0.001,714.0,0.41,4.853,190.38,1144.3,1150.57
54,4.951,1903.0,27.51,3055.0,100.0,0.0,708.0,0.22,4.951,190.63,1143.83,1146.25
55,4.871,1991.0,18.88,3056.0,100.0,0.0,0.0,0.0,4.871,188.91,1139.47,1144.51
56,4.874,1806.0,21.55,3060.0,100.0,0.0,0.0,0.0,4.874,192.06,1146.11,1150.39
57,4.877,1819.0,21.26,3059.0,100.0,0.0,713.0,0.31,4.877,186.22,1140.32,1149.62
58,4.887,1941.0,18.2,3055.0,100.0,0.0,0.0,0.0,4.887,186.19,1140.93,1146.63
59,4.884,1874.0,21.88,3058.0,100.0,0.0,0.0,0.0,4.884,190.35,1150.89,1138.68
60,4.883,1841.0,19.21,3056.0,100.0,0.0,0.0,0.0,4.883,189.4,1142.28,1146.31
61,4.845,1793.0,20.37,3058.0,100.0,0.0,0.0,0.0,4.845,157.09,1142.84,1156.04
62,4.88,1842.0,21.99,3060.0,100.0,0.0,0.0,0.0,4.88,189.25,1139.25,1148.71
63,4.886,1942.0,18.36,3055.0,100.0,0.0,0.0,0.0,4.886,186.43,1142.83,1138.51
64,4.878,1829.0,19.79,3057.0,100.0,0.0,0.0,0.0,4.878,190.03,1139.48,1152.59
65,4.865,1870.0,21.8,3058.0,100.0,0.0,0.0,0.0,4.865,189.56,1148.17,1141.83
66,4.9,1845.0,18.19,3055.0,100.0,0.0,0.0,0.0,4.9,186.94,1141.63,1146.4
67,4.858,1843.0,22.72,3059.0,100.0,0.0,0.0,0.0,4.858,189.84,1142.94,1156.65
68,4.872,1899.0,21.72,3058.0,100.0,0.0,0.0,0.0,4.872,187.84,1142.11,1138.7
69,4.885,1885.0,20.56,3056.0,100.0,0.0,0.0,0.0,4.885,190.49,1144.7,1153.17
70,4.847,1849.0,23.44,3062.0,100.0,0.0,0.0,0.0,4.847,189.11,1141.08,1141.71
71,4.882,1879.0,20.77,3058.0,100.0,0.0,0.0,0.0,4.882,191.84,1144.05,1150.59
72,4.88,1885.0,20.73,3058.0,100.0,0.0,0.0,0.0,4.88,187.5,1143.6,1151.5
73,4.876,1893.0,22.27,3059.0,100.0,0.0,0.0,0.0,4.876,193.14,1138.81,1137.45
74,4.889,1853.0,20.64,3057.0,100.0,0.0,0.0,0.0,4.889,190.82,1137.17,1153.26
75,4.9,1965.0,17.8,3055.0,100.0,0.0,0.0,0.0,4.9,186.31,1144.7,1149.71
76,4.86,1948.0,18.51,3059.0,100.0,0.0,0.0,0.0,4.86,185.79,1143.7,1145.15
77,4.857,1864.0,24.28,3061.0,100.0,0.0,0.0,0.0,4.857,190.09,1145.84,1146.87
78,4.883,1896.0,29.14,3061.0,100.0,0.0,0.0,0.0,4.883,189.14,1146.69,1140.08
79,4.913,1951.0,19.22,3055.0,100.0,0.0,0.0,0.0,4.913,187.88,1140.83,1151.83
80,4.88,1889.0,24.08,3060.0,100.0,0.0,0.0,0.0,4.88,190.11,1138.22,1151.12
81,4.902,1938.0,18.19,3055.0,100.0,0.0,0.0,0.0,4.902,187.85,1141.17,1144.78
82,4.898,1873.0,20.31,3057.0,100.0,0.0,0.0,0.0,4.898,189.19,1141.24,1139.15
83,4.869,1902.0,23.37,3061.0,100.0,0.0,0.0,0.0,4.869,188.64,1143.67,1154.43
84,4.971,1810.0,37.11,3059.0,100.0,0.0,0.0,0.0,4.971,197.13,1149.19,1151.77
85,4.859,1844.0,24.03,3062.0,100.0,0.0,0.0,0.0,4.859,191.0,1144.74,1136.69
86,4.875,1921.0,14.39,3056.0,100.0,0.0,0.0,0.0,4.875,188.74,1132.59,1157.11
87,4.904,1871.0,19.0,3056.0,100.0,0.0,0.0,0.0,4.904,187.32,1149.05,1141.97
88,4.869,1855.0,27.25,3064.0,100.0,0.0,714.0,0.41,4.869,193.82,1143.3,1151.13
89,4.894,1832.0,23.88,3060.0,100.0,0.0,0.0,0.0,4.894,192.92,1147.51,1143.77
90,4.878,1813.0,20.18,3058.0,100.0,0.0,0.0,0.0,4.878,187.53,1140.85,1151.39
91,4.908,1919.0,18.16,3055.0,100.0,0.0,0.0,0.0,4.908,182.56,1140.75,1148.1
92,4.843,1920.0,22.39,3060.0,100.0,0.0,0.0,0.0,4.843,159.04,1138.31,1142.48
93,4.884,1845.0,22.02,3060.0,100.0,0.0,0.0,0.0,4.884,192.25,1139.79,1150.29
94,4.905,1848.0,22.1,3060.0,100.0,0.0,0.0,0.0,4.905,190.65,1146.65,1149.46
95,4.885,1975.0,21.52,3059.0,100.0,0.0,0.0,0.0,4.885,188.67,1146.62,1143.17
96,4.89,1925.0,21.75,3059.0,100.0,0.0,0.0,0.0,4.89,188.2,1139.38,1150.14
97,4.921,1864.0,18.88,3055.0,100.0,0.0,0.0,0.0,4.921,189.14,1140.69,1146.34
98,4.894,1885.0,20.67,3057.0,100.0,0.0,0.0,0.0,4.894,190.46,1147.82,1145.14
99,4.893,1948.0,20.02,3058.0,100.0,0.0,0.0,0.0,4.893,186.24,1144.36,1147.57
100,4.906,1830.0,24.39,3061.0,100.0,0.0,0.0,0.0,4.906,193.98,1144.97,1141.93
101,4.895,1958.0,18.34,3057.0,100.0,0.0,0.0,0.0,4.895,187.6,1139.95,1153.02
102,5.01,1941.0,33.73,3057.0,100.0,0.0,0.0,0.0,5.01,191.34,1145.99,1144.89
103,5.36,1871.0,81.89,3056.0,100.0,0.0,712.0,0.31,5.36,199.4,1144.98,1155.07
104,5.447,1906.0,99.94,3056.0,100.0,0.0,0.0,0.0,5.447,196.58,1146.53,1145.09
105,5.369,1876.0,99.88,3062.0,100.0,0.0,708.0,0.22,5.369,198.66,1141.53,1157.45
106,5.466,1932.0,100.0,3056.0,100.0,0.0,0.0,0.0,5.466,193.45,1145.0,1156.81
107,5.2,1821.0,65.83,3058.0,100.0,0.0,0.0,0.0,5.2,198.43,1153.15,1150.04
108,4.933,1899.0,19.0,3055.0,100.0,0.0,0.0,0.0,4.933,190.04,1138.93,1147.16
109,4.931,1976.0,19.45,3055.0,100.0,0.0,0.0,0.0,4.931,190.13,1143.47,1140.69
110,4.897,1953.0,21.07,3058.0,100.0,0.0,0.0,0.0,4.897,187.34,1134.81,1154.64
111,4.918,1880.0,21.07,3057.0,100.0,0.0,710.0,0.21,4.918,193.97,1143.15,1144.21
112,4.904,1820.0,22.25,3058.0,100.0,0.0,709.0,0.22,4.904,192.07,1149.89,1143.72
113,4.964,1904.0,31.99,3056.0,100.0,0.001,714.0,0.73,4.965,196.03,1137.54,1152.93
114,4.929,1831.0,20.06,3056.0,100.0,0.0,0.0,0.0,4.929,191.57,1144.45,1149.56
115,4.904,1898.0,22.64,3058.0,100.0,0.002,712.0,0.32,4.906,188.79,1143.68,1139.31
116,4.914,1859.0,20.3,3056.0,100.0,0.0,0.0,0.0,4.914,191.3,1145.13,1149.28
117,5.173,1895.0,26.63,3054.0,100.0,0.0,0.0,0.0,5.173,194.26,1141.25,1145.69
118,4.898,1849.0,23.85,3060.0,100.0,0.0,0.0,0.0,4.898,193.43,1143.46,1149.88
119,4.894,1861.0,25.29,3060.0,100.0,0.0,709.0,0.22,4.894,192.48,1140.58,1154.17
120,4.932,1847.0,19.34,3055.0,100.0,0.0,0.0,0.0,4.932,190.41,1146.5,1146.4
121,4.909,1844.0,23.73,3061.0,100.0,0.0,708.0,0.43,4.909,193.86,1140.65,1151.53
122,4.916,1896.0,18.42,3055.0,100.0,0.0,0.0,0.0,4.916,173.6,1140.2,1144.28
123,4.894,1858.0,19.83,3057.0,100.0,0.0,0.0,0.0,4.894,172.38,1138.4,1142.68
124,4.914,1884.0,21.88,3057.0,100.0,0.0,0.0,0.0,4.914,189.49,1152.01,1142.64
125,4.886,1834.0,22.71,3060.0,100.0,0.0,0.0,0.0,4.886,190.72,1142.17,1154.7
126,4.869,1824.0,25.21,3061.0,100.0,0.0,0.0,0.0,4.869,195.65,1142.4,1141.68
127,4.862,1833.0,20.78,3060.0,100.0,0.0,0.0,0.0,4.862,190.15,1145.1,1153.36
128,4.908,1890.0,18.69,3056.0,100.0,0.0,0.0,0.0,4.908,187.94,1143.24,1138.36
129,4.914,1842.0,22.61,3061.0,100.0,0.0,0.0,0.0,4.914,195.93,1147.48,1149.65
130,4.939,1822.0,19.72,3057.0,100.0,0.0,0.0,0.0,4.939,191.95,1144.69,1147.99
131,4.926,1938.0,18.76,3055.0,100.0,0.0,0.0,0.0,4.926,189.43,1137.63,1150.82
132,4.943,1975.0,18.99,3055.0,100.0,0.0,0.0,0.0,4.943,189.44,1141.85,1149.49
133,4.894,1859.0,21.55,3059.0,100.0,0.0,0.0,0.0,4.894,187.66,1142.17,1148.29
134,4.914,1831.0,20.67,3056.0,100.0,0.0,0.0,0.0,4.914,192.04,1142.79,1135.45
135,4.945,1861.0,19.28,3055.0,100.0,0.0,0.0,0.0,4.945,191.37,1142.06,1149.31
136,4.936,1870.0,19.11,3056.0,100.0,0.0,0.0,0.0,4.936,190.3,1142.88,1146.24
137,4.944,1864.0,28.32,3058.0,100.0,0.0,0.0,0.0,4.944,194.75,1143.26,1152.12
138,4.915,1830.0,23.04,3059.0,100.0,0.0,0.0,0.0,4.915,192.39,1148.11,1151.72
139,4.929,1883.0,21.22,3058.0,100.0,0.0,0.0,0.0,4.929,194.06,1140.63,1153.6
140,4.936,1866.0,18.52,3055.0,100.0,0.0,0.0,0.0,4.936,188.64,1142.27,1144.76
141,4.906,1872.0,21.5,3057.0,100.0,0.0,0.0,0.0,4.906,189.7,1142.71,1137.71
142,4.922,1795.0,22.81,3061.0,100.0,0.0,0.0,0.0,4.922,195.54,1139.72,1159.37
143,4.978,1880.0,34.55,3056.0,100.0,0.0,0.0,0.0,4.978,193.18,1149.11,1149.22
144,4.886,1880.0,25.45,3061.0,100.0,0.0,0.0,0.0,4.886,193.98,1143.48,1139.52
145,4.911,1787.0,23.39,3063.0,100.0,0.0,713.0,0.31,4.911,193.65,1143.75,1158.37
146,4.891,1891.0,23.16,3060.0,100.0,0.0,0.0,0.0,4.891,187.79,1147.59,1148.61
147,4.915,1909.0,19.62,3056.0,100.0,0.0,0.0,0.0,4.915,191.24,1136.51,1146.44
148,4.897,1816.0,21.79,3059.0,100.0,0.0,0.0,0.0,4.897,193.55,1148.26,1149.46
149,4.919,1735.0,24.98,3063.0,100.0,0.0,0.0,0.0,4.919,197.31,1140.08,1145.66
150,4.943,1854.0,20.84,3055.0,100.0,0.0,709.0,0.22,4.943,192.76,1141.43,1149.55
151,4.933,1821.0,20.63,3057.0,100.0,0.0,0.0,0.0,4.933,191.46,1145.0,1151.95
152,4.886,1845.0,24.33,3060.0,100.0,0.0,0.0,0.0,4.886,193.19,1148.82,1142.33
153,4.895,1838.0,20.48,3058.0,100.0,0.0,0.0,0.0,4.895,168.87,1138.44,1152.34
154,4.933,1894.0,16.67,3055.0,100.0,0.0,0.0,0.0,4.933,176.5,1142.02,1146.24
155,4.897,1858.0,22.33,3060.0,100.0,0.0,0.0,0.0,4.897,192.1,1149.54,1146.91
156,4.9,1885.0,23.3,3059.0,100.0,0.0,0.0,0.0,4.9,192.42,1143.71,1149.0
157,4.93,1816.0,21.28,3058.0,100.0,0.0,0.0,0.0,4.93,192.5,1137.17,1139.97
158,4.935,1861.0,20.43,3056.0,100.0,0.0,0.0,0.0,4.935,187.68,1145.95,1153.03
159,4.953,1813.0,22.16,3058.0,100.0,0.0,0.0,0.0,4.953,196.8,1148.49,1149.62
160,4.928,1875.0,20.5,3056.0,100.0,0.0,0.0,0.0,4.928,191.0,1141.69,1139.53
161,4.954,1891.0,18.41,3055.0,100.0,0.0,0.0,0.0,4.954,190.39,1141.3,1146.3
162,4.941,1876.0,19.59,3056.0,100.0,0.0,0.0,0.0,4.941,192.56,1142.96,1150.15
163,4.908,1794.0,20.96,3060.0,100.0,0.0,0.0,0.0,4.908,196.53,1137.07,1150.23
164,4.927,1861.0,23.95,3059.0,100.0,0.0,0.0,0.0,4.927,193.96,1147.29,1150.85
165,4.95,1938.0,18.67,3055.0,100.0,0.0,0.0,0.0,4.95,189.62,1141.01,1143.63
166,4.934,1875.0,22.03,3057.0,100.0,0.0,0.0,0.0,4.934,192.0,1149.86,1152.18
167,4.93,1889.0,20.56,3056.0,100.0,0.0,0.0,0.0,4.93,191.4,1144.44,1145.05
168,4.917,1901.0,18.06,3056.0,100.0,0.0,0.0,0.0,4.917,191.14,1142.49,1145.96
169,4.905,1844.0,17.92,3059.0,100.0,0.0,0.0,0.0,4.905,191.72,1147.05,1147.22
170,4.929,1866.0,24.08,3058.0,100.0,0.0,0.0,0.0,4.929,192.82,1136.35,1147.85
171,4.964,1837.0,19.95,3054.0,100.0,0.0,714.0,0.41,4.964,192.32,1142.0,1147.51
172,4.969,1880.0,28.82,3056.0,100.0,0.0,0.0,0.0,4.969,193.17,1147.36,1151.72
173,4.922,1797.0,27.8,3060.0,100.0,0.0,0.0,0.0,4.922,197.78,1140.53,1146.79
174,5.057,1876.0,33.56,3056.0,100.0,0.0,713.0,0.31,5.057,194.14,1152.04,1145.66
175,4.918,1852.0,22.24,3060.0,100.0,0.0,0.0,0.0,4.918,195.82,1136.69,1153.19
176,4.953,1883.0,20.54,3055.0,100.0,0.0,0.0,0.0,4.953,192.05,1148.55,1150.36
177,4.937,1815.0,22.02,3058.0,100.0,0.0,0.0,0.0,4.937,194.65,1144.14,1146.19
178,4.958,1908.0,19.26,3055.0,100.0,0.0,0.0,0.0,4.958,192.39,1144.43,1145.66
179,4.915,1931.0,23.21,3059.0,100.0,0.0,0.0,0.0,4.915,190.54,1142.77,1144.67
180,4.883,1853.0,24.14,3061.0,100.0,0.0,0.0,0.0,4.883,187.24,1140.94,1142.58
181,4.894,1831.0,23.05,3060.0,100.0,0.0,0.0,0.0,4.894,194.96,1140.9,1152.6
182,4.932,1837.0,21.72,3058.0,100.0,0.0,0.0,0.0,4.932,192.69,1152.3,1148.02
183,4.93,1876.0,23.04,3057.0,100.0,0.0,0.0,0.0,4.93,194.41,1135.85,1142.28
184,4.922,1823.0,28.31,3059.0,100.0,0.0,713.0,0.31,4.922,160.86,1151.88,1145.18
185,4.912,1865.0,22.04,3058.0,100.0,0.0,0.0,0.0,4.912,187.39,1137.62,1151.67
186,4.952,1832.0,20.23,3057.0,100.0,0.0,0.0,0.0,4.952,193.38,1140.31,1146.73
187,4.946,1878.0,19.39,3057.0,100.0,0.0,0.0,0.0,4.946,191.57,1143.22,1145.68
188,4.955,1942.0,18.31,3055.0,100.0,0.0,0.0,0.0,4.955,193.68,1142.01,1151.79
189,4.928,1953.0,14.84,3055.0,100.0,0.0,0.0,0.0,4.928,190.3,1145.58,1144.31
190,4.925,1835.0,22.4,3058.0,100.0,0.0,0.0,0.0,4.925,194.24,1139.78,1146.36
191,4.96,1853.0,21.54,3059.0,100.0,0.0,0.0,0.0,4.96,195.4,1149.0,1148.24
192,4.961,1804.0,20.21,3057.0,100.0,0.0,0.0,0.0,4.961,197.91,1140.08,1146.88
193,4.933,1865.0,21.77,3058.0,100.0,0.0,0.0,0.0,4.933,196.34,1143.82,1153.13
194,4.936,1851.0,22.02,3058.0,100.0,0.0,0.0,0.0,4.936,192.36,1147.86,1145.15
195,4.951,1884.0,20.93,3058.0,100.0,0.0,0.0,0.0,4.951,195.35,1143.09,1151.19
196,5.001,1955.0,25.08,3055.0,100.0,0.0,0.0,0.0,5.001,193.31,1138.75,1145.59
197,4.94,1852.0,21.9,3058.0,100.0,0.0,0.0,0.0,4.94,196.88,1140.0,1152.15
198,4.947,1905.0,22.93,3058.0,100.0,0.0,0.0,0.0,4.947,195.94,1146.09,1148.75
199,4.956,1972.0,18.19,3055.0,100.0,0.0,0.0,0.0,4.956,190.95,1143.51,1147.03
200,4.939,1940.0,19.36,3058.0,100.0,0.0,0.0,0.0,4.939,189.21,1137.05,1141.19
201,4.916,1806.0,24.59,3061.0,100.0,0.0,0.0,0.0,4.916,197.86,1146.85,1155.04
202,5.018,1831.0,33.28,3058.0,100.0,0.0,0.0,0.0,5.018,199.64,1153.15,1149.89
203,4.956,1798.0,21.41,3059.0,100.0,0.0,0.0,0.0,4.956,200.53,1138.82,1148.71
204,4.915,1940.0,23.02,3058.0,100.0,0.0,0.0,0.0,4.915,192.13,1146.73,1141.44
205,4.927,1932.0,21.42,3057.0,100.0,0.001,714.0,0.73,4.928,191.63,1141.89,1152.98
206,4.901,1823.0,21.57,3060.0,100.0,0.0,0.0,0.0,4.901,191.6,1143.62,1148.78
207,4.94,1867.0,20.59,3057.0,100.0,0.0,0.0,0.0,4.94,194.62,1142.21,1142.96
208,4.935,1860.0,19.21,3056.0,100.0,0.0,0.0,0.0,4.935,190.11,1142.76,1151.18
209,4.905,1847.0,17.24,3058.0,100.0,0.0,0.0,0.0,4.905,194.62,1139.29,1145.57
210,4.952,1816.0,19.76,3056.0,100.0,0.0,0.0,0.0,4.952,191.52,1139.17,1147.78
211,4.946,1845.0,20.68,3056.0,100.0,0.0,0.0,0.0,4.946,191.79,1149.41,1149.3
212,4.933,1847.0,22.69,3057.0,100.0,0.0,0.0,0.0,4.933,195.6,1144.58,1142.25
213,4.949,1840.0,22.73,3058.0,100.0,0.0,0.0,0.0,4.949,197.62,1135.99,1152.95
214,4.947,1966.0,18.61,3055.0,100.0,0.0,0.0,0.0,4.947,189.77,1144.53,1138.07
215,4.879,1879.0,19.82,3058.0,100.0,0.0,0.0,0.0,4.879,153.49,1140.16,1149.96
216,4.945,1855.0,19.91,3056.0,100.0,0.0,0.0,0.0,4.945,190.98,1143.58,1143.21
217,4.869,1874.0,24.81,3063.0,100.0,0.0,0.0,0.0,4.869,188.9,1146.88,1150.04
218,4.897,1845.0,24.71,3062.0,100.0,0.0,0.0,0.0,4.897,198.1,1143.9,1147.82
219,4.928,1868.0,22.57,3059.0,100.0,0.0,0.0,0.0,4.928,193.71,1143.56,1148.15
220,4.95,1921.0,20.34,3056.0,100.0,0.0,0.0,0.0,4.95,192.51,1140.14,1143.91
221,4.955,1918.0,18.73,3055.0,100.0,0.0,0.0,0.0,4.955,192.26,1137.02,1152.63
222,4.965,1939.0,19.1,3055.0,100.0,0.0,0.0,0.0,4.965,192.58,1145.2,1144.31
223,4.958,1975.0,18.66,3055.0,100.0,0.001,709.0,0.22,4.959,193.01,1141.57,1142.85
224,4.95,1974.0,18.45,3055.0,100.0,0.0,0.0,0.0,4.95,190.13,1134.77,1150.01
225,4.944,1872.0,20.24,3056.0,100.0,0.0,0.0,0.0,4.944,193.28,1142.45,1143.55
226,4.912,1830.0,24.52,3061.0,100.0,0.0,0.0,0.0,4.912,195.03,1147.17,1152.7
227,4.96,1911.0,20.06,3056.0,100.0,0.0,0.0,0.0,4.96,194.09,1143.38,1144.97
228,4.943,1838.0,19.18,3056.0,100.0,0.0,0.0,0.0,4.943,192.68,1139.86,1142.42
229,4.934,1861.0,15.51,3056.0,100.0,0.0,0.0,0.0,4.934,194.59,1137.36,1153.55
230,4.924,1856.0,22.08,3058.0,100.0,0.0,0.0,0.0,4.924,189.8,1147.3,1136.49
231,4.905,1876.0,25.46,3060.0,100.0,0.002,714.0,0.41,4.907,191.93,1142.46,1149.6
232,4.968,1825.0,29.8,3060.0,100.0,0.0,0.0,0.0,4.968,197.91,1140.81,1151.74
233,4.933,1970.0,21.85,3057.0,100.0,0.0,712.0,0.31,4.933,192.87,1139.19,1148.17
234,4.993,1968.0,22.67,3055.0,100.0,0.0,0.0,0.0,4.993,192.43,1144.6,1143.95
235,4.957,1872.0,19.15,3055.0,100.0,0.0,0.0,0.0,4.957,194.02,1146.5,1142.26
236,5.197,1837.0,31.53,3058.0,100.0,0.0,0.0,0.0,5.197,198.19,1144.67,1157.54
237,4.939,1859.0,24.17,3057.0,100.0,0.0,710.0,0.22,4.939,195.91,1134.06,1138.2
238,4.966,1870.0,20.16,3057.0,100.0,0.0,0.0,0.0,4.966,192.66,1154.5,1151.13
239,4.939,1881.0,22.35,3058.0,100.0,0.0,0.0,0.0,4.939,193.07,1136.75,1150.62
240,5.027,1838.0,32.47,3060.0,100.0,0.0,0.0,0.0,5.027,201.32,1147.84,1152.31
241,4.971,1955.0,19.49,3055.0,100.0,0.0,708.0,0.22,4.971,192.87,1144.56,1141.39
242,4.964,1967.0,19.23,3055.0,100.0,0.0,0.0,0.0,4.964,193.47,1141.89,1146.44
243,4.972,1962.0,18.79,3055.0,100.0,0.0,0.0,0.0,4.972,193.07,1141.83,1151.96
244,4.955,1808.0,23.3,3059.0,100.0,0.0,0.0,0.0,4.955,201.38,1143.25,1147.1
245,4.886,1857.0,27.27,3062.0,100.0,0.0,0.0,0.0,4.886,189.51,1144.14,1138.94
246,4.895,1844.0,21.94,3058.0,100.0,0.0,0.0,0.0,4.895,159.39,1137.87,1152.31
247,4.964,1822.0,22.56,3059.0,100.0,0.0,0.0,0.0,4.964,200.33,1153.26,1148.61
248,4.94,1829.0,22.21,3058.0,100.0,0.0,0.0,0.0,4.94,197.14,1140.11,1148.77
249,4.907,1751.0,20.96,3064.0,100.0,0.0,0.0,0.0,4.907,194.62,1144.81,1150.71
250,4.944,1954.0,17.4,3056.0,100.0,0.0,0.0,0.0,4.944,193.4,1143.19,1145.8
251,4.956,1797.0,21.67,3059.0,100.0,0.0,0.0,0.0,4.956,198.67,1140.67,1146.95
252,5.007,1758.0,29.7,3060.0,100.0,0.0,0.0,0.0,5.007,195.31,1150.62,1156.55
253,4.943,1918.0,23.15,3057.0,100.0,0.0,0.0,0.0,4.943,195.85,1148.81,1142.7
