Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s,ComponentA CPU ms/s,ComponentB CPU ms/s
17,4.787,1874.0,23.12,3058.0,100.0,0.0,0.0,0.0,4.787,186.17,1157.78,1144.24
18,4.775,1832.0,23.81,3059.0,100.0,0.0,0.0,0.0,4.775,185.47,1148.79,1146.1
19,4.807,1887.0,20.97,3056.0,100.0,0.0,0.0,0.0,4.807,184.57,1148.72,1155.75
20,4.827,1826.0,21.25,3056.0,100.0,0.0,0.0,0.0,4.827,186.85,1144.38,1137.85
21,4.812,1846.0,22.23,3058.0,100.0,0.0,0.0,0.0,4.812,189.1,1158.19,1154.78
22,4.817,1873.0,19.75,3054.0,100.0,0.0,0.0,0.0,4.817,184.8,1151.64,1138.43
23,4.835,1911.0,17.96,3053.0,100.0,0.0,0.0,0.0,4.835,184.33,1147.55,1153.71
24,4.807,1834.0,24.92,3060.0,100.0,0.0,712.0,0.32,4.807,191.24,1143.23,1142.49
25,4.837,1897.0,20.22,3054.0,100.0,0.0,0.0,0.0,4.837,184.65,1148.29,1151.66
26,4.829,1813.0,22.57,3057.0,100.0,0.001,714.0,0.41,4.83,189.65,1155.64,1141.86
27,4.843,1943.0,19.78,3056.0,100.0,0.0,0.0,0.0,4.843,186.95,1144.86,1152.04
28,4.833,1908.0,17.17,3055.0,100.0,0.0,0.0,0.0,4.833,182.45,1136.26,1148.42
29,4.821,1914.0,21.81,3060.0,100.0,0.0,0.0,0.0,4.821,188.85,1152.78,1144.32
30,4.825,1900.0,17.94,3055.0,100.0,0.0,0.0,0.0,4.825,161.24,1142.21,1148.28
31,4.842,1956.0,17.85,3055.0,100.0,0.0,0.0,0.0,4.842,173.3,1140.99,1149.33
32,4.884,1939.0,25.69,3055.0,100.0,0.0,708.0,0.22,4.884,186.94,1136.41,1147.6
33,4.858,1855.0,23.66,3059.0,100.0,0.0,0.0,0.0,4.858,188.79,1152.66,1149.37
34,4.796,1842.0,18.16,3060.0,100.0,0.0,713.0,0.31,4.796,188.59,1139.93,1145.76
35,4.851,1867.0,20.17,3058.0,100.0,0.0,0.0,0.0,4.851,188.24,1147.09,1141.03
36,4.857,1890.0,20.71,3057.0,100.0,0.0,0.0,0.0,4.857,189.3,1146.43,1152.13
37,4.831,1861.0,23.71,3062.0,100.0,0.0,0.0,0.0,4.831,187.47,1147.26,1154.93
38,4.836,1860.0,21.69,3062.0,100.0,0.0,0.0,0.0,4.836,184.1,1138.5,1148.11
39,4.816,1913.0,21.53,3060.0,100.0,0.0,0.0,0.0,4.816,187.35,1149.56,1145.22
40,4.845,1836.0,21.64,3060.0,100.0,0.0,709.0,0.22,4.845,191.31,1142.29,1149.32
41,4.86,1900.0,18.7,3055.0,100.0,0.0,0.0,0.0,4.86,186.06,1144.92,1143.45
42,4.8,1869.0,24.7,3064.0,100.0,0.0,0.0,0.0,4.8,186.75,1141.14,1147.96
43,4.818,1895.0,22.99,3063.0,100.0,0.0,0.0,0.0,4.818,184.07,1139.29,1150.84
44,4.845,1906.0,19.14,3056.0,100.0,0.0,0.0,0.0,4.845,185.9,1145.49,1148.26
45,4.863,1927.0,18.25,3055.0,100.0,0.0,0.0,0.0,4.863,186.64,1145.11,1140.23
46,4.869,1818.0,22.77,3061.0,100.0,0.0,0.0,0.0,4.869,190.64,1143.81,1157.61
47,4.864,1762.0,24.31,3064.0,100.0,0.0,0.0,0.0,4.864,194.55,1148.9,1153.44
48,4.881,1821.0,21.29,3057.0,100.0,0.0,0.0,0.0,4.881,192.38,1145.91,1147.14
49,4.847,1802.0,22.87,3062.0,100.0,0.0,0.0,0.0,4.847,184.95,1141.06,1151.23
50,4.83,1901.0,22.29,3060.0,100.0,0.0,0.0,0.0,4.83,186.56,1143.46,1144.36
51,4.868,1954.0,24.19,3060.0,100.0,0.0,0.0,0.0,4.868,185.17,1149.34,1147.14
52,4.825,1913.0,25.32,3062.0,100.0,0.0,708.0,0.22,4.825,187.64,1149.2,1151.9
53,4.869,1928.0,18.36,3056.0,100.0,0.0,0.0,0.0,4.869,187.15,1141.51,1138.29
54,4.859,1924.0,14.23,3055.0,100.0,0.0,0.0,0.0,4.859,183.46,1141.44,1154.94
55,4.857,1886.0,18.79,3057.0,100.0,0.0,0.0,0.0,4.857,186.94,1143.58,1148.08
56,4.889,1955.0,18.15,3055.0,100.0,0.0,0.0,0.0,4.889,186.1,1141.95,1141.56
57,4.885,1981.0,18.47,3055.0,100.0,0.0,0.0,0.0,4.885,188.93,1140.54,1152.45
58,4.862,1839.0,20.41,3061.0,100.0,0.0,0.0,0.0,4.862,187.81,1144.9,1148.33
59,4.864,1796.0,23.25,3062.0,100.0,0.0,0.0,0.0,4.864,189.33,1151.32,1144.24
60,4.862,1898.0,20.34,3059.0,100.0,0.0,0.0,0.0,4.862,186.14,1139.61,1155.83
61,4.836,1845.0,20.73,3060.0,100.0,0.0,0.0,0.0,4.836,155.34,1152.89,1151.11
62,4.927,1949.0,34.17,3058.0,100.0,0.0,0.0,0.0,4.927,188.76,1141.83,1143.42
63,4.888,1910.0,18.71,3055.0,100.0,0.0,0.0,0.0,4.888,190.03,1137.04,1152.52
64,4.904,1855.0,21.34,3055.0,100.0,0.0,713.0,0.63,4.904,191.05,1145.44,1150.6
65,4.891,1848.0,19.8,3056.0,100.0,0.0,0.0,0.0,4.891,186.39,1144.77,1148.79
66,4.916,1827.0,20.44,3056.0,100.0,0.0,0.0,0.0,4.916,189.22,1144.68,1149.75
67,4.878,1804.0,22.24,3062.0,100.0,0.0,0.0,0.0,4.878,192.19,1135.58,1147.24
68,4.89,1944.0,18.9,3055.0,100.0,0.0,0.0,0.0,4.89,186.42,1145.28,1149.16
69,4.863,1905.0,18.85,3060.0,100.0,0.0,0.0,0.0,4.863,183.08,1149.13,1146.54
70,4.856,1906.0,24.12,3062.0,100.0,0.0,0.0,0.0,4.856,190.92,1146.41,1147.26
71,4.834,1835.0,27.43,3065.0,100.0,0.0,0.0,0.0,4.834,192.6,1138.56,1151.94
72,4.879,1874.0,22.16,3059.0,100.0,0.0,0.0,0.0,4.879,190.91,1153.49,1143.14
73,4.867,1812.0,21.01,3060.0,100.0,0.0,0.0,0.0,4.867,190.78,1143.44,1152.66
74,4.856,1853.0,20.61,3061.0,100.0,0.0,0.0,0.0,4.856,188.95,1139.37,1145.96
75,4.881,1798.0,17.38,3058.0,100.0,0.0,0.0,0.0,4.881,188.48,1150.42,1137.5
76,4.888,1868.0,20.51,3057.0,100.0,0.0,0.0,0.0,4.888,190.56,1143.25,1151.73
77,4.881,1809.0,22.38,3061.0,100.0,0.0,0.0,0.0,4.881,187.94,1142.4,1154.89
78,4.873,1849.0,24.98,3062.0,100.0,0.0,0.0,0.0,4.873,196.67,1145.79,1148.01
79,4.878,1915.0,21.62,3058.0,100.0,0.001,713.0,0.31,4.879,188.35,1140.08,1148.82
80,4.921,1859.0,25.55,3060.0,100.0,0.0,0.0,0.0,4.921,194.73,1152.5,1152.2
81,4.886,1943.0,20.11,3057.0,100.0,0.0,0.0,0.0,4.886,189.58,1144.65,1141.76
82,4.887,1840.0,20.83,3059.0,100.0,0.0,0.0,0.0,4.887,189.95,1140.44,1151.21
83,4.876,1873.0,21.3,3059.0,100.0,0.0,0.0,0.0,4.876,190.31,1142.36,1151.21
84,4.896,1853.0,20.1,3057.0,100.0,0.0,0.0,0.0,4.896,189.01,1146.11,1149.26
85,4.907,1838.0,20.8,3058.0,100.0,0.0,0.0,0.0,4.907,190.69,1152.54,1151.88
86,4.877,1858.0,24.8,3062.0,100.0,0.0,0.0,0.0,4.877,193.64,1146.33,1140.04
87,4.927,1874.0,20.94,3056.0,100.0,0.0,0.0,0.0,4.927,191.49,1144.83,1157.48
88,4.898,1807.0,19.97,3056.0,100.0,0.0,0.0,0.0,4.898,192.04,1142.29,1143.15
89,4.875,1911.0,21.88,3061.0,100.0,0.0,0.0,0.0,4.875,185.22,1139.4,1155.18
90,4.888,1919.0,21.3,3058.0,100.0,0.0,0.0,0.0,4.888,190.36,1151.42,1147.7
91,4.875,1934.0,23.07,3062.0,100.0,0.001,714.0,0.41,4.876,180.36,1142.67,1146.44
92,4.922,1859.0,32.9,3056.0,100.0,0.0,0.0,0.0,4.922,157.82,1144.9,1149.34
93,4.906,1857.0,20.33,3057.0,100.0,0.0,0.0,0.0,4.906,187.54,1143.25,1146.33
94,4.895,1799.0,16.61,3058.0,100.0,0.0,0.0,0.0,4.895,193.28,1146.7,1152.56
95,4.855,1799.0,24.85,3065.0,100.0,0.0,713.0,0.32,4.855,193.04,1144.89,1149.87
96,4.907,1829.0,21.62,3059.0,100.0,0.0,0.0,0.0,4.907,191.93,1145.98,1149.93
97,4.893,1899.0,20.53,3057.0,100.0,0.0,0.0,0.0,4.893,189.67,1141.26,1137.97
98,4.906,1805.0,21.3,3058.0,100.0,0.0,0.0,0.0,4.906,193.21,1136.97,1150.69
99,4.869,1856.0,25.31,3063.0,100.0,0.0,0.0,0.0,4.869,193.2,1156.15,1152.63
100,4.891,1813.0,21.28,3060.0,100.0,0.0,0.0,0.0,4.891,192.83,1140.88,1155.09
101,4.872,1851.0,23.47,3061.0,100.0,0.0,0.0,0.0,4.872,189.15,1137.65,1146.51
102,4.902,1822.0,21.4,3058.0,100.0,0.0,0.0,0.0,4.902,189.5,1153.45,1152.07
103,4.869,1875.0,24.95,3063.0,100.0,0.0,0.0,0.0,4.869,189.61,1140.12,1150.08
104,4.912,1872.0,23.02,3061.0,100.0,0.0,0.0,0.0,4.912,193.64,1149.62,1146.96
105,4.909,1972.0,16.64,3055.0,100.0,0.0,0.0,0.0,4.909,188.09,1146.37,1144.14
106,4.908,1873.0,20.78,3059.0,100.0,0.0,0.0,0.0,4.908,194.15,1140.56,1152.29
107,4.887,1808.0,24.18,3063.0,100.0,0.0,0.0,0.0,4.887,200.18,1147.31,1151.71
108,4.92,1922.0,19.21,3055.0,100.0,0.0,0.0,0.0,4.92,188.84,1142.8,1152.42
109,4.917,1860.0,21.15,3057.0,100.0,0.0,0.0,0.0,4.917,192.31,1145.48,1146.64
110,4.922,1975.0,24.23,3057.0,100.0,0.0,0.0,0.0,4.922,189.41,1140.23,1148.98
111,4.927,1945.0,24.4,3059.0,100.0,0.0,0.0,0.0,4.927,189.68,1146.81,1143.32
112,4.9,1949.0,21.47,3057.0,100.0,0.0,0.0,0.0,4.9,188.02,1141.72,1151.2
113,4.897,1870.0,22.5,3058.0,100.0,0.0,0.0,0.0,4.897,189.79,1141.86,1137.73
114,4.876,1828.0,20.83,3061.0,100.0,0.0,0.0,0.0,4.876,191.58,1139.72,1153.36
115,4.884,1872.0,19.79,3059.0,100.0,0.0,0.0,0.0,4.884,190.95,1144.34,1153.35
116,4.906,1942.0,19.82,3057.0,100.0,0.0,0.0,0.0,4.906,186.16,1149.65,1144.28
117,5.235,1887.0,28.7,3053.0,100.0,0.0,0.0,0.0,5.235,194.58,1148.88,1153.04
118,4.931,1932.0,21.79,3057.0,100.0,0.0,712.0,0.31,4.931,193.91,1140.06,1147.54
119,4.882,1844.0,25.4,3065.0,100.0,0.0,0.0,0.0,4.882,184.44,1151.03,1144.88
120,4.939,1882.0,26.38,3057.0,100.0,0.0,708.0,0.22,4.939,193.02,1146.12,1149.62
121,4.967,1845.0,34.29,3058.0,100.0,0.0,0.0,0.0,4.967,193.89,1147.23,1148.6
122,4.886,1901.0,22.0,3058.0,100.0,0.0,0.0,0.0,4.886,179.17,1138.06,1153.61
123,4.909,1880.0,18.61,3055.0,100.0,0.0,0.0,0.0,4.909,164.01,1143.99,1144.34
124,4.903,1928.0,22.57,3058.0,100.0,0.0,713.0,0.31,4.903,192.3,1141.94,1146.45
125,4.949,1927.0,26.05,3057.0,100.0,0.0,0.0,0.0,4.949,189.18,1147.66,1149.47
126,4.932,1972.0,20.24,3055.0,100.0,0.0,709.0,0.22,4.932,188.91,1139.56,1151.39
127,4.922,1938.0,19.73,3055.0,100.0,0.0,0.0,0.0,4.922,190.69,1146.09,1137.05
128,4.917,1859.0,23.43,3058.0,100.0,0.0,0.0,0.0,4.917,192.49,1142.96,1151.97
129,4.895,1832.0,21.13,3059.0,100.0,0.0,0.0,0.0,4.895,193.69,1144.93,1154.55
130,4.921,1774.0,20.08,3061.0,100.0,0.0,0.0,0.0,4.921,192.41,1142.21,1147.95
131,4.875,1870.0,24.46,3062.0,100.0,0.0,0.0,0.0,4.875,188.19,1154.81,1151.68
132,4.84,1842.0,29.41,3066.0,100.0,0.0,0.0,0.0,4.84,195.01,1139.26,1146.83
133,4.949,1860.0,24.97,3059.0,100.0,0.0,0.0,0.0,4.949,192.5,1153.83,1150.63
134,5.62,1981.0,100.0,3054.0,100.0,0.0,0.0,0.0,5.62,206.32,1152.33,1151.5
135,4.917,1780.0,18.45,3059.0,100.0,0.0,0.0,0.0,4.917,194.05,1141.51,1151.28
136,4.916,1859.0,21.22,3058.0,100.0,0.0,0.0,0.0,4.916,189.99,1141.17,1149.31
137,4.912,1776.0,22.77,3061.0,100.0,0.0,0.0,0.0,4.912,195.78,1151.42,1152.0
138,4.909,1860.0,22.27,3059.0,100.0,0.0,0.0,0.0,4.909,190.17,1147.94,1139.28
139,4.918,1834.0,22.19,3058.0,100.0,0.0,0.0,0.0,4.918,193.53,1145.66,1155.37
140,4.912,1831.0,22.06,3059.0,100.0,0.0,0.0,0.0,4.912,192.3,1141.0,1153.12
141,4.904,1842.0,22.55,3058.0,100.0,0.0,0.0,0.0,4.904,193.05,1137.6,1140.39
142,4.883,1809.0,25.91,3063.0,100.0,0.0,708.0,0.22,4.883,190.98,1151.25,1152.85
143,4.892,1943.0,22.36,3057.0,100.0,0.0,0.0,0.0,4.892,188.41,1142.66,1151.98
144,4.928,1967.0,18.28,3055.0,100.0,0.0,0.0,0.0,4.928,189.89,1146.69,1147.8
145,4.923,1896.0,20.66,3057.0,100.0,0.0,0.0,0.0,4.923,192.03,1137.82,1145.65
146,4.926,1939.0,20.61,3056.0,100.0,0.0,0.0,0.0,4.926,187.92,1141.63,1149.0
147,4.906,1846.0,21.89,3060.0,100.0,0.0,0.0,0.0,4.906,190.25,1153.51,1145.81
148,4.941,1935.0,18.72,3055.0,100.0,0.0,0.0,0.0,4.941,188.8,1142.32,1149.8
149,4.957,1921.0,25.7,3057.0,100.0,0.0,0.0,0.0,4.957,192.79,1141.84,1146.25
150,4.897,1878.0,23.67,3058.0,100.0,0.001,712.0,0.63,4.898,189.72,1149.03,1150.45
151,4.977,1769.0,34.99,3061.0,100.0,0.0,0.0,0.0,4.977,203.24,1145.06,1146.8
152,4.887,1752.0,24.82,3063.0,100.0,0.0,0.0,0.0,4.887,196.11,1146.89,1156.13
153,4.903,1801.0,21.91,3060.0,100.0,0.0,0.0,0.0,4.903,172.56,1142.63,1143.75
154,4.912,1879.0,18.67,3057.0,100.0,0.0,0.0,0.0,4.912,172.64,1146.54,1153.85
155,4.891,1839.0,16.84,3058.0,100.0,0.0,0.0,0.0,4.891,189.94,1145.43,1147.28
156,4.911,1825.0,20.61,3058.0,100.0,0.0,0.0,0.0,4.911,191.67,1145.5,1147.59
157,4.927,1827.0,20.89,3057.0,100.0,0.0,0.0,0.0,4.927,194.83,1140.56,1147.89
158,4.951,1808.0,23.78,3057.0,100.0,0.0,714.0,0.41,4.951,195.31,1147.92,1152.02
159,5.009,1922.0,36.01,3057.0,100.0,0.0,0.0,0.0,5.009,193.0,1151.23,1154.66
160,4.925,1871.0,20.48,3057.0,100.0,0.0,708.0,0.22,4.925,190.84,1144.28,1145.56
161,4.933,1830.0,22.54,3058.0,100.0,0.0,0.0,0.0,4.933,193.95,1143.16,1142.1
162,4.918,1836.0,21.79,3058.0,100.0,0.0,0.0,0.0,4.918,193.43,1145.08,1155.92
163,4.905,1840.0,24.3,3060.0,100.0,0.0,0.0,0.0,4.905,194.69,1146.45,1148.67
164,4.902,1889.0,23.58,3058.0,100.0,0.0,0.0,0.0,4.902,192.26,1146.85,1145.52
165,4.873,1888.0,23.78,3061.0,100.0,0.0,0.0,0.0,4.873,191.98,1146.4,1148.41
166,4.881,1828.0,27.23,3063.0,100.0,0.0,0.0,0.0,4.881,196.53,1138.2,1150.5
167,4.941,1955.0,19.15,3055.0,100.0,0.0,0.0,0.0,4.941,188.87,1145.08,1144.92
168,4.921,1876.0,20.86,3057.0,100.0,0.0,0.0,0.0,4.921,194.16,1142.62,1147.62
169,4.955,1862.0,19.46,3055.0,100.0,0.0,0.0,0.0,4.955,190.87,1141.81,1147.75
170,4.933,1864.0,21.82,3059.0,100.0,0.0,0.0,0.0,4.933,193.01,1149.44,1154.64
171,4.944,1804.0,19.84,3056.0,100.0,0.0,0.0,0.0,4.944,195.12,1142.33,1148.73
172,4.968,1922.0,29.01,3057.0,100.0,0.0,0.0,0.0,4.968,196.45,1153.95,1145.11
173,4.945,1919.0,20.2,3054.0,100.0,0.0,713.0,0.63,4.945,191.09,1139.16,1153.58
174,4.93,1884.0,20.89,3058.0,100.0,0.0,0.0,0.0,4.93,188.45,1149.66,1147.8
175,4.911,1914.0,16.65,3056.0,100.0,0.0,0.0,0.0,4.911,191.2,1140.87,1138.6
176,4.942,1878.0,18.19,3056.0,100.0,0.0,0.0,0.0,4.942,191.76,1136.25,1151.18
177,4.952,1837.0,19.66,3056.0,100.0,0.0,0.0,0.0,4.952,194.05,1145.21,1148.03
178,4.94,1827.0,21.53,3059.0,100.0,0.0,0.0,0.0,4.94,193.15,1156.93,1147.12
179,4.946,1967.0,18.43,3055.0,100.0,0.0,0.0,0.0,4.946,190.83,1132.86,1153.72
180,4.97,1963.0,24.79,3055.0,100.0,0.0,0.0,0.0,4.97,191.75,1141.52,1149.14
181,4.897,1847.0,27.83,3061.0,100.0,0.002,713.0,0.31,4.899,196.02,1150.21,1139.64
182,4.908,1817.0,22.8,3059.0,100.0,0.0,0.0,0.0,4.908,195.24,1139.42,1154.69
183,4.914,1790.0,23.87,3061.0,100.0,0.0,0.0,0.0,4.914,197.32,1150.16,1145.8
184,4.902,1805.0,22.08,3059.0,100.0,0.0,0.0,0.0,4.902,168.75,1145.88,1157.19
185,4.967,1844.0,26.93,3058.0,100.0,0.0,0.0,0.0,4.967,183.45,1146.37,1146.45
186,4.93,1897.0,22.04,3058.0,100.0,0.0,0.0,0.0,4.93,191.08,1145.9,1153.17
187,4.877,1929.0,24.54,3060.0,100.0,0.0,0.0,0.0,4.877,189.27,1139.86,1145.88
188,4.89,1863.0,25.11,3061.0,100.0,0.0,0.0,0.0,4.89,194.21,1144.44,1150.44
189,4.9,1877.0,21.78,3059.0,100.0,0.0,0.0,0.0,4.9,192.99,1148.12,1140.0
190,4.92,1806.0,22.48,3062.0,100.0,0.0,0.0,0.0,4.92,191.77,1147.95,1155.23
191,4.941,1937.0,20.34,3055.0,100.0,0.0,0.0,0.0,4.941,192.9,1142.31,1145.35
192,4.89,1884.0,24.67,3059.0,100.0,0.0,0.0,0.0,4.89,190.46,1138.31,1152.43
193,4.917,1904.0,19.47,3057.0,100.0,0.0,0.0,0.0,4.917,191.83,1142.68,1145.47
194,4.947,1818.0,21.0,3059.0,100.0,0.0,0.0,0.0,4.947,193.65,1151.05,1153.25
195,4.933,1806.0,16.86,3059.0,100.0,0.0,0.0,0.0,4.933,197.07,1143.68,1149.23
196,4.953,1858.0,18.25,3056.0,100.0,0.0,0.0,0.0,4.953,191.97,1144.8,1148.15
197,4.937,1829.0,21.4,3057.0,100.0,0.0,0.0,0.0,4.937,196.73,1148.17,1150.52
198,4.916,1908.0,20.04,3057.0,100.0,0.0,0.0,0.0,4.916,192.71,1145.0,1138.2
199,4.933,1878.0,21.6,3057.0,100.0,0.0,0.0,0.0,4.933,196.6,1137.97,1153.3
200,4.958,1816.0,20.0,3057.0,100.0,0.0,0.0,0.0,4.958,194.88,1142.3,1144.67
201,4.941,1930.0,19.38,3057.0,100.0,0.0,0.0,0.0,4.941,192.42,1144.47,1155.2
202,4.923,1985.0,21.53,3057.0,100.0,0.0,0.0,0.0,4.923,190.95,1149.89,1142.4
203,4.94,1869.0,21.91,3058.0,100.0,0.0,0.0,0.0,4.94,195.95,1140.63,1152.63
204,4.971,1905.0,19.21,3055.0,100.0,0.0,0.0,0.0,4.971,193.04,1142.68,1147.39
205,4.935,1870.0,19.75,3056.0,100.0,0.0,0.0,0.0,4.935,193.37,1143.54,1138.41
206,4.895,1876.0,21.41,3059.0,100.0,0.0,0.0,0.0,4.895,189.42,1137.02,1153.56
207,4.895,1849.0,22.49,3059.0,100.0,0.0,0.0,0.0,4.895,192.63,1155.95,1142.83
208,4.93,1905.0,22.05,3057.0,100.0,0.0,0.0,0.0,4.93,193.3,1137.67,1152.1
209,4.949,1914.0,21.13,3057.0,100.0,0.0,712.0,0.32,4.949,192.15,1142.91,1146.76
210,4.965,1839.0,35.25,3060.0,100.0,0.0,0.0,0.0,4.965,200.0,1152.61,1142.71
211,4.944,1866.0,22.94,3058.0,100.0,0.0,0.0,0.0,4.944,197.88,1138.66,1153.0
212,4.944,1826.0,23.62,3058.0,100.0,0.001,713.0,0.63,4.945,197.77,1151.26,1149.76
213,4.897,1829.0,23.46,3063.0,100.0,0.0,0.0,0.0,4.897,188.98,1146.74,1150.36
214,4.947,1831.0,21.52,3058.0,100.0,0.0,0.0,0.0,4.947,193.69,1147.01,1145.58
215,4.883,1788.0,18.07,3060.0,100.0,0.0,0.0,0.0,4.883,163.04,1147.39,1146.79
216,4.955,1778.0,19.71,3060.0,100.0,0.0,0.0,0.0,4.955,191.97,1148.86,1156.92
217,4.945,1880.0,20.58,3057.0,100.0,0.0,0.0,0.0,4.945,190.46,1147.16,1143.24
218,4.923,1851.0,23.81,3058.0,100.0,0.002,713.0,0.31,4.925,195.62,1142.64,1144.03
219,4.96,1838.0,20.07,3055.0,100.0,0.0,0.0,0.0,4.96,194.64,1147.4,1150.93
220,4.912,1805.0,25.37,3060.0,100.0,0.0,0.0,0.0,4.912,197.6,1140.11,1151.6
221,4.963,1921.0,19.85,3055.0,100.0,0.0,0.0,0.0,4.963,193.59,1147.29,1148.44
222,4.922,1867.0,23.04,3058.0,100.0,0.0,0.0,0.0,4.922,195.08,1140.53,1146.81
223,4.963,1951.0,19.14,3055.0,100.0,0.0,0.0,0.0,4.963,193.58,1146.32,1150.26
224,4.941,1887.0,21.31,3058.0,100.0,0.0,0.0,0.0,4.941,193.0,1148.2,1143.52
225,4.965,1901.0,19.23,3055.0,100.0,0.0,0.0,0.0,4.965,193.33,1134.54,1147.55
226,4.939,1837.0,19.11,3057.0,100.0,0.0,0.0,0.0,4.939,190.96,1144.13,1148.97
227,4.94,1789.0,23.56,3061.0,100.0,0.0,0.0,0.0,4.94,199.3,1146.17,1153.67
228,4.931,1783.0,24.21,3061.0,100.0,0.0,709.0,0.22,4.931,199.98,1153.2,1147.1
229,4.953,1914.0,20.04,3056.0,100.0,0.0,0.0,0.0,4.953,192.01,1145.25,1146.1
230,4.886,1863.0,27.44,3062.0,100.0,0.0,0.0,0.0,4.886,197.58,1136.33,1150.31
231,4.952,1799.0,20.8,3060.0,100.0,0.0,0.0,0.0,4.952,196.43,1149.92,1149.29
232,4.953,1846.0,20.29,3059.0,100.0,0.0,0.0,0.0,4.953,197.3,1143.76,1149.36
233,4.939,1903.0,22.48,3058.0,100.0,0.0,0.0,0.0,4.939,198.02,1140.89,1155.71
234,4.957,1922.0,18.6,3055.0,100.0,0.0,0.0,0.0,4.957,191.91,1147.98,1142.16
235,4.933,1897.0,14.93,3055.0,100.0,0.0,0.0,0.0,4.933,193.24,1131.45,1144.13
236,5.239,1861.0,25.56,3054.0,100.0,0.0,0.0,0.0,5.239,201.61,1154.5,1153.71
237,4.915,1845.0,23.82,3058.0,100.0,0.0,0.0,0.0,4.915,196.18,1145.7,1144.84
238,4.967,1900.0,19.23,3054.0,100.0,0.0,0.0,0.0,4.967,196.03,1142.3,1152.02
239,4.939,1803.0,20.75,3059.0,100.0,0.0,0.0,0.0,4.939,196.83,1146.26,1147.71
240,5.036,1867.0,47.3,3062.0,99.85,0.0,0.0,0.0,5.036,202.84,1147.06,1141.45
241,4.957,1824.0,22.4,3057.0,100.0,0.0,0.0,0.0,4.957,199.29,1144.12,1150.2
242,4.92,1839.0,22.64,3058.0,100.0,0.0,0.0,0.0,4.92,197.12,1143.04,1151.44
243,4.926,1956.0,24.12,3057.0,100.0,0.0,712.0,0.31,4.926,196.48,1143.55,1140.76
244,4.967,1945.0,27.86,3058.0,100.0,0.0,0.0,0.0,4.967,195.47,1142.75,1154.0
245,4.942,1865.0,21.21,3056.0,100.0,0.0,708.0,0.22,4.942,190.68,1145.2,1137.84
246,4.91,1836.0,20.77,3057.0,100.0,0.0,0.0,0.0,4.91,165.97,1142.92,1155.79
247,4.904,1939.0,22.5,3057.0,100.0,0.0,0.0,0.0,4.904,193.24,1143.43,1144.24
248,4.922,1847.0,24.16,3059.0,100.0,0.0,0.0,0.0,4.922,198.59,1138.95,1144.69
249,4.948,1885.0,19.87,3056.0,100.0,0.0,0.0,0.0,4.948,191.44,1140.9,1148.23
250,4.97,1876.0,26.74,3057.0,100.0,0.0,0.0,0.0,4.97,196.69,1148.64,1147.45
251,4.947,1874.0,21.58,3057.0,100.0,0.0,709.0,0.22,4.947,194.39,1144.36,1142.55
252,4.958,1915.0,21.35,3055.0,100.0,0.0,0.0,0.0,4.958,194.41,1141.16,1156.18
253,4.951,1862.0,21.78,3058.0,100.0,0.0,0.0,0.0,4.951,196.65,1148.26,1149.45
