Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU HW active frequency MHz,GPU HW active residency %,Power (W),App CPU ms/s,ComponentA CPU ms/s,ComponentB CPU ms/s
0,1.748,1245.0,22.87,1674.0,43.4,0.0,708.0,0.22,1.748,48.71,433.53,434.31
1,4.535,1654.0,11.48,3074.0,99.78,0.0,712.0,0.32,4.535,132.32,1062.76,1067.95
2,4.764,1761.0,11.97,3063.0,100.0,0.0,0.0,0.0,4.764,164.22,1154.05,1155.85
3,4.776,1836.0,13.2,3056.0,100.0,0.0,0.0,0.0,4.776,183.4,1152.06,1143.35
4,4.8,1855.0,10.61,3053.0,100.0,0.0,0.0,0.0,4.8,177.11,1148.06,1157.02
5,4.808,1788.0,14.05,3058.0,100.0,0.001,713.0,0.31,4.809,179.96,1155.56,1154.07
6,4.802,1902.0,11.78,3054.0,100.0,0.0,0.0,0.0,4.802,185.1,1147.13,1143.89
7,4.786,1948.0,14.75,3058.0,100.0,0.0,0.0,0.0,4.786,185.92,1142.57,1150.08
8,4.797,1859.0,13.24,3058.0,100.0,0.0,0.0,0.0,4.797,188.85,1135.76,1152.84
9,4.781,1899.0,16.0,3062.0,100.0,0.001,708.0,0.22,4.782,181.4,1153.96,1147.43
10,4.806,1897.0,11.81,3056.0,100.0,0.0,0.0,0.0,4.806,186.65,1142.21,1138.98
11,4.797,1897.0,13.13,3057.0,100.0,0.0,0.0,0.0,4.797,183.76,1137.52,1154.62
12,4.766,1859.0,17.59,3062.0,100.0,0.0,0.0,0.0,4.766,186.38,1143.13,1145.87
13,4.792,1803.0,16.84,3062.0,100.0,0.002,714.0,0.42,4.794,190.59,1147.59,1150.28
14,4.776,1940.0,17.2,3062.0,100.0,0.0,0.0,0.0,4.776,186.39,1146.03,1145.97
15,4.8,1893.0,13.25,3058.0,100.0,0.0,0.0,0.0,4.8,185.38,1143.85,1139.02
16,4.815,1977.0,11.23,3055.0,100.0,0.0,0.0,0.0,4.815,182.98,1139.93,1154.54
17,4.777,1843.0,16.12,3061.0,100.0,0.0,0.0,0.0,4.777,184.17,1144.02,1150.41
18,4.815,1921.0,11.26,3055.0,100.0,0.0,0.0,0.0,4.815,183.68,1141.84,1142.88
19,4.822,1842.0,13.3,3058.0,100.0,0.0,0.0,0.0,4.822,186.5,1140.73,1152.41
