Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU HW active frequency MHz,GPU HW active residency %,Power (W),App CPU ms/s,ComponentA CPU ms/s,ComponentB CPU ms/s
143,4.93,1873.0,13.53,3056.0,100.0,0.001,708.0,0.22,4.931,189.72,1149.42,1145.25
144,4.915,1967.0,14.76,3057.0,100.0,0.0,0.0,0.0,4.915,190.45,1144.85,1159.08
145,4.921,1955.0,13.35,3057.0,100.0,0.0,0.0,0.0,4.921,188.97,1149.59,1150.97
146,4.905,1857.0,15.97,3060.0,100.0,0.0,0.0,0.0,4.905,194.48,1141.9,1152.29
147,4.853,1784.0,20.09,3063.0,100.0,0.0,0.0,0.0,4.853,197.23,1156.89,1144.93
148,4.923,1820.0,16.04,3059.0,100.0,0.0,0.0,0.0,4.923,194.63,1153.97,1155.06
149,4.894,1834.0,19.15,3061.0,100.0,0.0,0.0,0.0,4.894,194.98,1153.48,1152.2
150,4.927,1908.0,14.96,3058.0,100.0,0.0,0.0,0.0,4.927,192.25,1148.48,1161.03
151,4.931,1789.0,15.83,3062.0,100.0,0.0,0.0,0.0,4.931,195.97,1147.43,1156.26
152,4.911,1944.0,13.77,3057.0,100.0,0.0,0.0,0.0,4.911,189.05,1155.43,1146.54
153,4.914,1969.0,12.29,3056.0,100.0,0.0,0.0,0.0,4.914,173.07,1147.09,1149.02
154,4.868,1847.0,15.92,3059.0,100.0,0.0,0.0,0.0,4.868,167.16,1146.51,1145.04
155,4.945,1948.0,12.02,3055.0,100.0,0.0,0.0,0.0,4.945,190.55,1143.94,1159.9
156,4.948,1975.0,11.64,3055.0,100.0,0.0,0.0,0.0,4.948,191.65,1152.99,1144.87
157,4.922,1847.0,14.37,3058.0,100.0,0.0,0.0,0.0,4.922,191.71,1148.03,1155.61
158,4.91,1890.0,19.38,3061.0,100.0,0.0,0.0,0.0,4.91,196.58,1153.56,1147.83
159,4.936,1964.0,11.64,3055.0,100.0,0.0,0.0,0.0,4.936,188.19,1140.05,1156.77
160,4.932,1978.0,13.64,3056.0,100.0,0.0,0.0,0.0,4.932,191.98,1152.49,1152.02
161,4.908,1816.0,17.28,3061.0,100.0,0.0,0.0,0.0,4.908,196.71,1153.26,1150.42
162,4.905,1786.0,17.72,3062.0,100.0,0.0,0.0,0.0,4.905,196.62,1147.5,1154.37
163,4.921,1902.0,14.57,3058.0,100.0,0.0,0.0,0.0,4.921,188.35,1154.04,1152.18
164,4.948,1970.0,11.76,3055.0,100.0,0.0,0.0,0.0,4.948,190.64,1147.48,1153.25
165,4.937,1904.0,13.84,3058.0,100.0,0.0,0.0,0.0,4.937,192.59,1149.21,1144.8
166,4.943,1946.0,14.21,3056.0,100.0,0.0,0.0,0.0,4.943,191.24,1150.26,1160.72
167,4.942,1838.0,12.4,3057.0,100.0,0.0,0.0,0.0,4.942,194.3,1147.14,1147.79
168,4.928,1920.0,13.51,3057.0,100.0,0.0,0.0,0.0,4.928,190.78,1148.12,1158.5
169,4.919,1861.0,15.54,3059.0,100.0,0.0,0.0,0.0,4.919,194.29,1153.0,1154.51
170,4.913,1869.0,23.95,3061.0,100.0,0.0,0.0,0.0,4.913,194.41,1148.15,1149.98
171,4.923,1913.0,14.31,3058.0,100.0,0.0,0.0,0.0,4.923,191.45,1147.18,1146.42
172,4.957,1955.0,11.72,3055.0,100.0,0.0,0.0,0.0,4.957,189.43,1141.77,1158.57
173,4.924,1907.0,15.14,3057.0,100.0,0.0,715.0,0.41,4.924,193.07,1151.3,1149.01
174,4.941,1970.0,11.76,3055.0,100.0,0.0,0.0,0.0,4.941,188.43,1148.33,1153.21
175,4.933,1824.0,15.16,3059.0,100.0,0.0,0.0,0.0,4.933,195.83,1149.06,1144.77
176,4.944,1943.0,11.72,3055.0,100.0,0.0,0.0,0.0,4.944,188.98,1146.08,1154.34
177,4.943,1902.0,12.71,3056.0,100.0,0.0,0.0,0.0,4.943,193.42,1151.2,1152.07
178,4.937,1965.0,12.88,3056.0,100.0,0.0,0.0,0.0,4.937,189.3,1144.55,1151.92
179,4.958,1912.0,12.6,3056.0,100.0,0.0,0.0,0.0,4.958,190.51,1142.36,1153.61
180,4.884,1878.0,18.81,3060.0,100.0,0.0,0.0,0.0,4.884,194.71,1156.63,1143.88
181,4.92,1914.0,16.46,3058.0,100.0,0.0,0.0,0.0,4.92,193.95,1151.03,1159.51
182,4.953,1910.0,11.86,3055.0,100.0,0.0,0.0,0.0,4.953,190.93,1136.9,1147.67
183,4.954,1947.0,11.74,3055.0,100.0,0.0,0.0,0.0,4.954,188.97,1151.53,1143.65
184,4.909,1803.0,13.58,3058.0,99.45,0.0,0.0,0.0,4.909,172.24,1150.36,1160.41
185,4.901,1891.0,15.15,3058.0,100.0,0.0,0.0,0.0,4.901,175.84,1148.98,1151.32
186,4.953,1981.0,11.71,3055.0,100.0,0.0,0.0,0.0,4.953,191.72,1147.17,1150.82
187,4.949,1843.0,14.53,3057.0,100.0,0.0,0.0,0.0,4.949,192.26,1150.24,1151.47
188,4.951,1929.0,12.95,3057.0,100.0,0.0,0.0,0.0,4.951,190.09,1144.3,1152.5
189,4.919,1917.0,14.92,3058.0,100.0,0.0,0.0,0.0,4.919,193.45,1145.74,1149.3
190,4.946,1955.0,13.2,3056.0,100.0,0.0,0.0,0.0,4.946,192.87,1153.86,1145.85
191,4.885,1919.0,18.38,3060.0,100.0,0.0,0.0,0.0,4.885,189.27,1141.46,1157.13
192,4.954,1843.0,14.2,3058.0,100.0,0.0,0.0,0.0,4.954,197.65,1161.45,1143.64
193,4.921,1866.0,15.86,3058.0,100.0,0.001,715.0,0.51,4.922,192.4,1149.81,1162.72
194,4.907,1807.0,17.95,3063.0,100.0,0.0,0.0,0.0,4.907,197.16,1151.8,1149.8
195,4.936,1900.0,13.34,3056.0,100.0,0.0,0.0,0.0,4.936,191.49,1143.38,1149.83
196,4.919,1925.0,15.12,3058.0,100.0,0.0,0.0,0.0,4.919,192.62,1150.42,1153.47
197,4.945,1876.0,14.16,3057.0,100.0,0.0,0.0,0.0,4.945,195.45,1148.33,1145.44
198,4.96,1947.0,11.58,3055.0,100.0,0.0,0.0,0.0,4.96,189.0,1139.26,1157.38
199,4.958,1826.0,19.4,3058.0,100.0,0.0,0.0,0.0,4.958,197.12,1152.0,1149.97
200,4.968,1843.0,12.08,3055.0,100.0,0.0,0.0,0.0,4.968,190.85,1154.09,1153.09
201,4.89,1883.0,17.85,3059.0,100.0,0.0,0.0,0.0,4.89,194.34,1150.67,1146.12
202,4.925,1885.0,15.29,3058.0,100.0,0.0,0.0,0.0,4.925,191.67,1145.25,1158.67
203,4.935,1892.0,14.02,3057.0,100.0,0.0,0.0,0.0,4.935,193.46,1140.73,1148.76
204,4.954,1905.0,12.44,3056.0,100.0,0.0,0.0,0.0,4.954,191.06,1152.68,1148.11
205,4.927,1956.0,17.33,3057.0,100.0,0.001,715.0,0.41,4.928,194.0,1142.97,1154.22
206,4.888,1874.0,19.57,3061.0,100.0,0.0,0.0,0.0,4.888,194.98,1159.0,1152.52
207,4.938,1845.0,14.86,3058.0,100.0,0.0,0.0,0.0,4.938,194.57,1146.5,1145.9
208,4.936,1838.0,15.75,3059.0,100.0,0.0,0.0,0.0,4.936,197.32,1148.86,1159.13
209,4.94,1849.0,13.87,3056.0,100.0,0.0,0.0,0.0,4.94,192.95,1139.64,1150.3
210,4.964,1959.0,11.69,3055.0,100.0,0.0,0.0,0.0,4.964,190.64,1156.22,1145.54
211,4.934,1975.0,14.62,3057.0,100.0,0.0,0.0,0.0,4.934,190.84,1146.08,1160.74
212,4.917,1871.0,18.42,3061.0,100.0,0.0,0.0,0.0,4.917,194.66,1149.39,1152.58
213,4.936,1898.0,14.2,3058.0,100.0,0.0,0.0,0.0,4.936,194.45,1153.73,1149.59
214,4.948,1967.0,13.46,3056.0,100.0,0.0,0.0,0.0,4.948,191.57,1140.7,1154.2
215,4.92,1877.0,13.71,3058.0,100.0,0.0,0.0,0.0,4.92,166.45,1151.96,1152.68
216,4.882,1855.0,17.24,3059.0,100.0,0.0,0.0,0.0,4.882,180.94,1144.69,1141.94
217,4.961,1920.0,12.35,3055.0,100.0,0.0,0.0,0.0,4.961,192.26,1155.04,1148.71
218,4.946,1945.0,13.61,3057.0,100.0,0.0,0.0,0.0,4.946,191.26,1145.28,1159.22
219,4.946,1859.0,13.89,3057.0,100.0,0.0,0.0,0.0,4.946,193.86,1139.98,1150.46
220,4.946,1873.0,14.67,3058.0,100.0,0.0,0.0,0.0,4.946,193.87,1147.6,1150.49
221,4.94,1945.0,15.35,3057.0,100.0,0.0,0.0,0.0,4.94,194.72,1155.55,1151.71
222,4.909,1902.0,17.13,3059.0,100.0,0.0,0.0,0.0,4.909,192.72,1142.27,1144.54
223,4.944,1953.0,14.87,3057.0,100.0,0.0,0.0,0.0,4.944,193.28,1148.07,1160.03
224,4.91,1892.0,17.77,3060.0,100.0,0.0,0.0,0.0,4.91,192.5,1151.68,1151.47
225,4.957,1961.0,12.9,3056.0,100.0,0.0,0.0,0.0,4.957,193.21,1139.17,1151.82
226,4.946,1922.0,13.51,3057.0,100.0,0.0,0.0,0.0,4.946,192.07,1150.64,1148.28
227,4.928,1904.0,14.61,3057.0,100.0,0.0,0.0,0.0,4.928,190.44,1150.36,1152.52
228,4.929,1842.0,15.36,3058.0,100.0,0.0,0.0,0.0,4.929,193.12,1147.43,1151.49
229,4.981,1870.0,18.78,3056.0,100.0,0.0,0.0,0.0,4.981,196.09,1148.89,1148.51
230,4.941,1885.0,15.22,3058.0,100.0,0.0,0.0,0.0,4.941,195.6,1148.73,1151.97
231,4.946,1825.0,15.13,3060.0,100.0,0.0,0.0,0.0,4.946,197.06,1149.05,1157.67
232,4.93,1863.0,13.97,3057.0,100.0,0.0,0.0,0.0,4.93,193.01,1144.35,1153.45
233,4.965,1939.0,11.81,3055.0,100.0,0.0,0.0,0.0,4.965,192.87,1147.14,1143.15
234,4.969,1986.0,11.64,3055.0,100.0,0.0,0.0,0.0,4.969,191.03,1143.79,1155.47
235,4.933,1947.0,14.86,3058.0,100.0,0.0,0.0,0.0,4.933,191.23,1146.38,1153.53
236,4.938,1994.0,15.49,3057.0,100.0,0.0,713.0,0.31,4.938,194.0,1145.89,1149.89
237,4.946,1840.0,13.71,3058.0,100.0,0.0,0.0,0.0,4.946,192.52,1144.09,1147.86
238,4.966,1977.0,12.0,3055.0,100.0,0.0,0.0,0.0,4.966,191.08,1156.34,1145.09
239,4.947,1940.0,13.99,3057.0,100.0,0.0,0.0,0.0,4.947,192.57,1144.07,1152.87
240,4.947,1945.0,13.25,3056.0,100.0,0.0,0.0,0.0,4.947,191.59,1148.04,1147.87
241,4.932,1849.0,16.66,3059.0,100.0,0.0,0.0,0.0,4.932,196.41,1152.3,1159.0
242,4.925,1811.0,17.16,3061.0,100.0,0.0,0.0,0.0,4.925,195.56,1146.32,1155.78
243,4.905,1919.0,16.12,3058.0,100.0,0.0,0.0,0.0,4.905,193.02,1148.01,1145.85
244,4.972,1919.0,13.27,3055.0,100.0,0.0,0.0,0.0,4.972,193.42,1139.54,1155.42
245,4.959,1908.0,13.58,3056.0,100.0,0.0,0.0,0.0,4.959,195.24,1149.24,1155.15
246,4.934,1951.0,11.0,3055.0,100.0,0.0,0.0,0.0,4.934,160.17,1149.92,1148.85
247,4.927,1841.0,14.32,3058.0,100.0,0.0,0.0,0.0,4.927,189.68,1150.35,1151.16
248,4.966,1767.0,14.11,3059.0,100.0,0.0,0.0,0.0,4.966,193.02,1153.34,1146.33
249,4.936,1980.0,14.65,3057.0,100.0,0.0,0.0,0.0,4.936,193.72,1151.44,1151.91
250,5.235,1930.0,19.16,3053.0,100.0,0.0,0.0,0.0,5.235,192.72,1144.72,1161.17
251,4.946,1781.0,16.34,3061.0,100.0,0.0,0.0,0.0,4.946,196.52,1152.76,1152.9
252,4.904,1895.0,18.8,3060.0,100.0,0.0,712.0,0.32,4.904,194.39,1141.92,1144.98
253,4.952,1891.0,15.34,3057.0,100.0,0.0,0.0,0.0,4.952,195.12,1152.55,1151.17
