Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s,ComponentA CPU ms/s,ComponentB CPU ms/s
77,4.896,1779.0,21.67,3060.0,100.0,0.0,0.0,0.0,4.896,193.36,1146.31,1149.71
78,4.837,1842.0,25.05,3064.0,100.0,0.0,0.0,0.0,4.837,189.6,1143.47,1138.38
79,4.948,1825.0,33.69,3059.0,100.0,0.0,0.0,0.0,4.948,196.88,1151.58,1151.24
80,4.867,1887.0,19.83,3059.0,100.0,0.0,0.0,0.0,4.867,188.68,1139.07,1136.82
81,4.865,1862.0,22.98,3063.0,100.0,0.0,710.0,0.22,4.865,185.67,1152.52,1151.18
82,4.85,1943.0,23.19,3061.0,100.0,0.0,0.0,0.0,4.85,185.17,1140.31,1146.77
83,4.883,1795.0,22.12,3064.0,100.0,0.0,0.0,0.0,4.883,182.76,1147.62,1141.18
84,4.862,1805.0,22.92,3062.0,100.0,0.0,0.0,0.0,4.862,189.9,1145.0,1150.19
85,4.857,1747.0,25.64,3068.0,100.0,0.0,0.0,0.0,4.857,187.22,1149.8,1148.19
86,4.91,1948.0,18.17,3055.0,100.0,0.0,0.0,0.0,4.91,187.4,1142.59,1144.79
87,4.899,1917.0,19.0,3056.0,100.0,0.0,0.0,0.0,4.899,189.9,1142.69,1146.42
88,4.879,1802.0,21.31,3061.0,100.0,0.0,0.0,0.0,4.879,191.39,1144.6,1143.13
89,4.909,1777.0,20.95,3058.0,100.0,0.0,0.0,0.0,4.909,196.23,1144.84,1143.56
90,4.888,1832.0,21.8,3059.0,100.0,0.0,0.0,0.0,4.888,192.18,1147.46,1152.17
91,4.904,1866.0,19.25,3056.0,100.0,0.0,0.0,0.0,4.904,188.45,1147.72,1143.99
92,4.87,1871.0,17.6,3055.0,100.0,0.0,0.0,0.0,4.87,149.46,1147.58,1137.54
93,4.913,1942.0,18.86,3055.0,100.0,0.0,0.0,0.0,4.913,188.58,1142.88,1142.79
94,4.892,1894.0,16.83,3057.0,100.0,0.0,0.0,0.0,4.892,189.55,1145.82,1140.71
95,4.906,1955.0,16.93,3055.0,100.0,0.0,0.0,0.0,4.906,185.82,1141.15,1147.31
96,4.903,1840.0,20.79,3058.0,100.0,0.0,0.0,0.0,4.903,191.06,1138.86,1145.58
97,4.913,1833.0,24.46,3059.0,100.0,0.0,0.0,0.0,4.913,191.04,1153.45,1148.06
98,4.875,1836.0,23.11,3060.0,100.0,0.0,0.0,0.0,4.875,189.25,1146.36,1142.78
99,4.93,1750.0,21.18,3060.0,100.0,0.0,0.0,0.0,4.93,196.28,1150.67,1150.13
100,4.901,1897.0,20.15,3057.0,100.0,0.0,0.0,0.0,4.901,187.38,1142.31,1140.12
101,4.909,1982.0,18.43,3055.0,100.0,0.0,0.0,0.0,4.909,188.19,1136.75,1144.59
102,4.904,1871.0,20.49,3057.0,100.0,0.0,0.0,0.0,4.904,188.97,1153.55,1138.84
103,4.92,1918.0,18.85,3055.0,100.0,0.0,0.0,0.0,4.92,185.4,1141.8,1143.95
104,4.883,1895.0,21.84,3060.0,100.0,0.0,0.0,0.0,4.883,189.83,1141.02,1148.43
105,4.922,1967.0,18.21,3055.0,100.0,0.0,0.0,0.0,4.922,189.27,1150.83,1143.23
106,4.901,1855.0,19.17,3059.0,100.0,0.0,0.0,0.0,4.901,192.44,1143.75,1144.32
107,4.857,1917.0,24.89,3062.0,100.0,0.0,714.0,0.41,4.857,187.23,1145.7,1145.84
108,4.952,1943.0,26.62,3055.0,100.0,0.0,0.0,0.0,4.952,191.21,1142.42,1143.35
109,4.907,1919.0,20.09,3057.0,100.0,0.0,0.0,0.0,4.907,189.87,1151.18,1142.04
110,4.875,1826.0,23.47,3062.0,100.0,0.0,0.0,0.0,4.875,188.87,1140.22,1142.42
111,4.898,1900.0,20.68,3057.0,100.0,0.0,0.0,0.0,4.898,188.01,1147.64,1151.03
112,4.924,1859.0,21.67,3056.0,100.0,0.0,713.0,0.73,4.924,192.44,1138.72,1142.63
113,4.915,1957.0,19.27,3055.0,100.0,0.0,0.0,0.0,4.915,188.88,1150.54,1138.71
114,4.896,1965.0,16.19,3055.0,100.0,0.001,712.0,0.32,4.897,187.13,1133.82,1146.12
115,4.892,1892.0,18.64,3057.0,100.0,0.0,0.0,0.0,4.892,191.38,1152.95,1138.11
116,4.921,1971.0,18.39,3055.0,100.0,0.0,0.0,0.0,4.921,186.21,1143.34,1146.23
117,4.914,1908.0,19.11,3055.0,100.0,0.0,0.0,0.0,4.914,190.36,1140.87,1148.34
118,4.903,1823.0,21.31,3059.0,100.0,0.0,0.0,0.0,4.903,194.65,1148.85,1138.97
119,4.917,1924.0,19.03,3055.0,100.0,0.0,0.0,0.0,4.917,187.51,1137.45,1147.44
120,4.879,1836.0,23.04,3060.0,100.0,0.001,709.0,0.22,4.88,192.86,1155.7,1150.16
121,4.883,1909.0,22.77,3061.0,100.0,0.0,0.0,0.0,4.883,186.17,1143.35,1136.77
122,4.912,1765.0,22.19,3061.0,100.0,0.0,708.0,0.22,4.912,186.06,1147.8,1156.21
123,4.879,1903.0,19.83,3056.0,100.0,0.0,0.0,0.0,4.879,161.43,1133.25,1143.48
124,4.919,1914.0,19.57,3056.0,100.0,0.0,0.0,0.0,4.919,191.34,1152.25,1146.78
125,4.876,1843.0,27.83,3062.0,100.0,0.0,0.0,0.0,4.876,193.64,1148.35,1135.6
126,4.922,1945.0,18.25,3055.0,100.0,0.0,0.0,0.0,4.922,185.87,1143.55,1144.2
127,4.902,1877.0,21.05,3057.0,100.0,0.0,0.0,0.0,4.902,193.01,1140.66,1139.96
128,4.899,1938.0,20.01,3057.0,100.0,0.0,0.0,0.0,4.899,187.79,1147.65,1154.02
129,4.882,1904.0,24.28,3060.0,100.0,0.0,0.0,0.0,4.882,189.76,1142.23,1142.9
130,5.148,1826.0,22.66,3057.0,100.0,0.0,0.0,0.0,5.148,197.39,1143.44,1140.91
131,4.85,1875.0,24.43,3063.0,100.0,0.0,0.0,0.0,4.85,182.87,1142.5,1152.97
132,4.888,1955.0,20.18,3058.0,100.0,0.0,0.0,0.0,4.888,186.89,1150.24,1137.62
133,4.923,1847.0,20.91,3058.0,100.0,0.0,0.0,0.0,4.923,193.29,1146.51,1149.81
134,4.888,1851.0,19.0,3059.0,100.0,0.0,0.0,0.0,4.888,191.65,1137.07,1141.8
135,4.893,1824.0,18.47,3057.0,100.0,0.0,0.0,0.0,4.893,190.04,1147.53,1138.93
136,4.908,1873.0,20.99,3057.0,100.0,0.0,0.0,0.0,4.908,189.41,1136.87,1148.71
137,4.922,1821.0,21.58,3057.0,100.0,0.0,0.0,0.0,4.922,194.55,1146.61,1147.97
138,4.965,1870.0,28.48,3057.0,100.0,0.0,0.0,0.0,4.965,194.25,1150.96,1133.4
139,4.914,1879.0,22.66,3058.0,100.0,0.0,712.0,0.31,4.914,191.95,1149.19,1154.42
140,4.871,1856.0,26.03,3061.0,100.0,0.0,0.0,0.0,4.871,192.58,1145.55,1135.57
141,4.921,1833.0,20.71,3057.0,100.0,0.0,0.0,0.0,4.921,191.04,1137.19,1150.23
142,4.95,1887.0,27.17,3058.0,100.0,0.0,0.0,0.0,4.95,189.9,1151.2,1146.7
143,4.878,1873.0,25.52,3062.0,100.0,0.0,0.0,0.0,4.878,186.0,1150.97,1147.82
144,4.882,1916.0,22.98,3059.0,100.0,0.0,709.0,0.22,4.882,188.15,1140.42,1144.9
145,4.898,1821.0,23.97,3060.0,100.0,0.0,0.0,0.0,4.898,194.88,1147.67,1142.45
146,4.906,1848.0,19.56,3055.0,100.0,0.0,0.0,0.0,4.906,187.2,1143.78,1143.17
147,4.896,1811.0,24.27,3060.0,100.0,0.0,0.0,0.0,4.896,193.22,1148.58,1151.63
148,4.911,1911.0,19.84,3057.0,100.0,0.0,0.0,0.0,4.911,191.28,1134.18,1144.91
149,4.933,1963.0,19.39,3055.0,100.0,0.0,0.0,0.0,4.933,189.97,1149.72,1140.96
150,4.876,1880.0,24.98,3060.0,100.0,0.0,0.0,0.0,4.876,191.12,1145.22,1137.98
151,4.908,1866.0,22.2,3058.0,100.0,0.0,0.0,0.0,4.908,190.31,1141.96,1153.71
152,4.965,1880.0,26.14,3056.0,100.0,0.0,709.0,0.22,4.965,192.12,1148.44,1134.68
153,4.925,1933.0,18.25,3055.0,100.0,0.0,0.0,0.0,4.925,169.84,1146.07,1148.04
154,4.915,1938.0,18.16,3055.0,100.0,0.0,0.0,0.0,4.915,173.24,1133.84,1147.98
155,4.919,1989.0,14.65,3055.0,100.0,0.0,0.0,0.0,4.919,187.82,1151.72,1140.85
156,4.913,1816.0,20.02,3058.0,100.0,0.0,0.0,0.0,4.913,189.9,1144.35,1147.83
157,4.914,1827.0,19.94,3060.0,100.0,0.0,0.0,0.0,4.914,191.51,1145.93,1147.38
158,4.896,1836.0,21.35,3061.0,100.0,0.0,0.0,0.0,4.896,185.53,1151.22,1138.79
159,4.926,1944.0,18.67,3055.0,100.0,0.0,0.0,0.0,4.926,186.12,1134.61,1146.99
160,4.908,1844.0,23.29,3060.0,100.0,0.0,0.0,0.0,4.908,190.55,1155.21,1149.14
161,4.886,1866.0,24.61,3060.0,100.0,0.0,0.0,0.0,4.886,192.43,1145.22,1146.71
162,4.917,1874.0,21.3,3057.0,100.0,0.0,0.0,0.0,4.917,190.62,1145.27,1139.99
163,4.922,1895.0,21.11,3056.0,100.0,0.0,0.0,0.0,4.922,190.48,1141.77,1138.89
164,4.918,1797.0,22.75,3061.0,100.0,0.0,0.0,0.0,4.918,194.79,1149.54,1151.51
165,4.9,1839.0,22.07,3059.0,100.0,0.0,0.0,0.0,4.9,192.75,1139.84,1138.48
166,4.949,1880.0,19.67,3055.0,100.0,0.0,712.0,0.31,4.949,190.24,1149.97,1146.65
167,4.996,1940.0,31.16,3055.0,100.0,0.0,0.0,0.0,4.996,192.86,1144.74,1141.43
168,4.941,1981.0,19.03,3055.0,100.0,0.0,709.0,0.22,4.941,190.82,1140.55,1147.2
169,4.915,1926.0,21.5,3059.0,100.0,0.0,0.0,0.0,4.915,188.63,1140.88,1146.12
170,4.935,1854.0,20.18,3057.0,100.0,0.0,0.0,0.0,4.935,192.61,1148.24,1146.18
171,4.901,1793.0,24.2,3061.0,100.0,0.0,0.0,0.0,4.901,193.04,1148.03,1146.44
172,4.936,1822.0,21.96,3058.0,100.0,0.0,0.0,0.0,4.936,195.17,1144.26,1141.76
173,4.926,1955.0,19.62,3056.0,100.0,0.0,0.0,0.0,4.926,188.54,1139.93,1139.52
174,4.908,1799.0,23.81,3062.0,100.0,0.0,0.0,0.0,4.908,187.83,1153.29,1154.1
175,4.869,1862.0,21.51,3059.0,100.0,0.0,0.0,0.0,4.869,192.41,1136.37,1145.28
176,4.921,1789.0,20.9,3061.0,100.0,0.0,0.0,0.0,4.921,192.73,1153.5,1141.49
177,4.927,1821.0,21.19,3058.0,100.0,0.0,0.0,0.0,4.927,195.05,1145.39,1150.89
178,4.938,1870.0,20.38,3056.0,100.0,0.0,0.0,0.0,4.938,192.67,1139.09,1143.06
179,4.947,1895.0,18.48,3055.0,100.0,0.0,0.0,0.0,4.947,190.71,1149.33,1136.27
180,4.94,1829.0,24.7,3059.0,100.0,0.0,0.0,0.0,4.94,195.75,1149.25,1151.68
181,4.9,1884.0,24.78,3061.0,100.0,0.0,0.0,0.0,4.9,194.62,1142.24,1144.76
182,4.935,1793.0,22.5,3062.0,100.0,0.0,0.0,0.0,4.935,192.1,1151.07,1145.08
183,4.925,1862.0,20.45,3056.0,100.0,0.0,713.0,0.31,4.925,193.84,1143.4,1144.31
184,4.946,1853.0,25.56,3057.0,100.0,0.0,0.0,0.0,4.946,163.51,1148.17,1152.56
185,4.923,1887.0,20.54,3057.0,100.0,0.0,0.0,0.0,4.923,182.92,1143.7,1137.2
186,4.928,1867.0,20.25,3057.0,100.0,0.0,0.0,0.0,4.928,193.92,1142.33,1148.41
187,4.943,1974.0,18.1,3055.0,100.0,0.0,0.0,0.0,4.943,188.48,1143.16,1138.03
188,4.93,1879.0,20.95,3056.0,100.0,0.0,0.0,0.0,4.93,193.99,1141.34,1139.8
189,4.952,1884.0,19.02,3055.0,100.0,0.0,0.0,0.0,4.952,190.25,1148.12,1144.14
190,4.93,1941.0,18.74,3055.0,100.0,0.0,0.0,0.0,4.93,187.9,1142.98,1148.01
191,4.942,1877.0,20.07,3056.0,100.0,0.0,0.0,0.0,4.942,192.43,1146.77,1147.41
192,4.927,1944.0,22.39,3057.0,100.0,0.0,0.0,0.0,4.927,190.62,1146.11,1136.58
193,4.931,1844.0,24.58,3062.0,100.0,0.0,0.0,0.0,4.931,188.8,1143.62,1151.35
194,4.904,1848.0,27.85,3060.0,100.0,0.0,712.0,0.32,4.904,194.17,1142.84,1147.53
195,4.91,1892.0,18.77,3057.0,100.0,0.0,0.0,0.0,4.91,187.97,1147.43,1134.05
196,4.943,1819.0,18.51,3058.0,100.0,0.0,0.0,0.0,4.943,196.76,1143.82,1145.2
197,4.981,1885.0,33.45,3058.0,100.0,0.0,0.0,0.0,4.981,197.42,1146.11,1147.79
198,4.918,1812.0,21.64,3061.0,100.0,0.0,0.0,0.0,4.918,191.18,1147.64,1152.09
199,4.943,1960.0,19.94,3055.0,100.0,0.0,712.0,0.53,4.943,191.28,1140.95,1142.59
200,4.943,1838.0,20.52,3057.0,100.0,0.0,0.0,0.0,4.943,195.93,1146.96,1142.44
201,4.925,1931.0,21.73,3056.0,100.0,0.0,0.0,0.0,4.925,191.91,1136.24,1143.8
202,4.937,1827.0,20.86,3057.0,100.0,0.0,0.0,0.0,4.937,192.92,1151.31,1139.14
203,4.928,1910.0,22.28,3058.0,100.0,0.0,0.0,0.0,4.928,196.2,1149.68,1142.44
204,4.961,1867.0,19.24,3056.0,100.0,0.0,0.0,0.0,4.961,192.77,1145.68,1153.25
205,4.929,1775.0,22.11,3062.0,100.0,0.0,0.0,0.0,4.929,193.88,1140.52,1144.69
206,4.886,1762.0,22.62,3065.0,100.0,0.0,0.0,0.0,4.886,186.24,1148.95,1147.21
207,4.91,1735.0,21.12,3065.0,100.0,0.003,712.0,0.53,4.913,182.99,1150.93,1157.45
208,4.948,1934.0,16.8,3055.0,100.0,0.0,0.0,0.0,4.948,191.6,1141.51,1140.29
209,4.933,1888.0,21.69,3058.0,100.0,0.0,708.0,0.22,4.933,192.22,1146.8,1145.17
210,4.94,1929.0,18.91,3055.0,100.0,0.0,0.0,0.0,4.94,192.19,1139.69,1146.3
211,4.928,1807.0,21.6,3058.0,100.0,0.0,0.0,0.0,4.928,194.88,1150.07,1142.58
212,4.922,1801.0,24.86,3060.0,100.0,0.0,0.0,0.0,4.922,197.31,1137.58,1144.8
213,4.914,1808.0,24.62,3061.0,100.0,0.0,0.0,0.0,4.914,198.14,1154.02,1145.35
214,4.936,1935.0,18.38,3055.0,100.0,0.0,0.0,0.0,4.936,188.05,1135.19,1147.54
215,4.875,1825.0,20.15,3058.0,100.0,0.0,0.0,0.0,4.875,156.86,1150.23,1141.21
216,4.914,1839.0,19.44,3058.0,100.0,0.0,0.0,0.0,4.914,191.96,1143.24,1141.94
217,4.967,1913.0,24.26,3057.0,100.0,0.0,0.0,0.0,4.967,194.86,1144.95,1154.54
218,4.897,1850.0,21.56,3059.0,100.0,0.0,708.0,0.22,4.897,188.53,1140.6,1143.47
219,4.955,1812.0,19.43,3056.0,100.0,0.0,0.0,0.0,4.955,194.89,1145.9,1143.25
220,4.943,1770.0,22.08,3060.0,100.0,0.0,0.0,0.0,4.943,195.99,1146.84,1149.86
221,4.946,1868.0,21.03,3059.0,100.0,0.0,0.0,0.0,4.946,191.43,1153.81,1147.56
222,4.94,1875.0,20.4,3056.0,100.0,0.0,0.0,0.0,4.94,190.79,1142.65,1137.78
223,4.951,1851.0,19.97,3056.0,100.0,0.0,0.0,0.0,4.951,192.38,1144.77,1143.26
224,4.947,1897.0,20.72,3057.0,100.0,0.0,0.0,0.0,4.947,195.11,1140.13,1150.44
225,4.952,1970.0,19.47,3055.0,100.0,0.0,714.0,0.41,4.952,192.06,1150.31,1135.1
226,4.989,1983.0,28.14,3055.0,100.0,0.0,0.0,0.0,4.989,191.86,1141.07,1145.73
227,4.948,1873.0,24.38,3057.0,100.0,0.0,0.0,0.0,4.948,195.84,1140.76,1149.75
228,4.962,1922.0,19.5,3055.0,100.0,0.0,0.0,0.0,4.962,192.82,1148.0,1136.1
229,4.952,1932.0,18.2,3055.0,100.0,0.0,0.0,0.0,4.952,188.7,1142.24,1146.58
230,4.95,1837.0,20.9,3058.0,100.0,0.0,0.0,0.0,4.95,194.81,1139.85,1151.09
231,4.953,1912.0,20.39,3055.0,100.0,0.0,713.0,0.31,4.953,193.45,1151.3,1142.5
232,4.896,1845.0,25.61,3061.0,100.0,0.0,0.0,0.0,4.896,195.05,1142.35,1142.16
233,4.92,1824.0,21.08,3059.0,100.0,0.0,0.0,0.0,4.92,194.16,1147.8,1142.85
234,4.946,1813.0,20.62,3058.0,100.0,0.0,0.0,0.0,4.946,195.41,1140.29,1152.01
235,4.91,1882.0,24.9,3059.0,100.0,0.0,0.0,0.0,4.91,191.0,1152.57,1145.31
236,4.92,1811.0,17.75,3060.0,100.0,0.0,0.0,0.0,4.92,193.76,1149.39,1140.75
237,4.937,1954.0,18.23,3055.0,100.0,0.0,0.0,0.0,4.937,189.72,1135.7,1151.14
238,4.934,1808.0,25.43,3061.0,100.0,0.0,0.0,0.0,4.934,199.2,1145.66,1145.57
239,4.932,1838.0,22.32,3059.0,100.0,0.0,0.0,0.0,4.932,196.52,1150.56,1141.27
240,4.947,1819.0,22.21,3058.0,100.0,0.0,0.0,0.0,4.947,195.42,1147.54,1147.92
241,4.941,1911.0,20.63,3056.0,100.0,0.0,0.0,0.0,4.941,193.46,1140.3,1144.58
242,4.943,1836.0,22.59,3060.0,100.0,0.0,0.0,0.0,4.943,199.5,1149.31,1137.99
243,4.982,1968.0,21.59,3055.0,100.0,0.0,0.0,0.0,4.982,189.3,1143.75,1144.18
244,4.942,1850.0,20.91,3057.0,100.0,0.0,0.0,0.0,4.942,193.68,1141.26,1145.09
245,4.95,1854.0,20.01,3057.0,100.0,0.0,0.0,0.0,4.95,185.65,1150.7,1151.91
246,4.883,1817.0,22.3,3061.0,100.0,0.0,0.0,0.0,4.883,163.69,1135.74,1140.95
247,4.938,1786.0,23.02,3062.0,100.0,0.0,0.0,0.0,4.938,197.31,1160.96,1152.3
248,4.955,1910.0,18.9,3055.0,100.0,0.0,0.0,0.0,4.955,191.34,1142.42,1147.71
249,5.229,1874.0,26.75,3055.0,100.0,0.0,0.0,0.0,5.229,198.51,1151.03,1136.96
250,4.936,1887.0,22.46,3060.0,100.0,0.0,0.0,0.0,4.936,196.48,1137.89,1150.81
251,4.972,1858.0,19.78,3056.0,100.0,0.0,0.0,0.0,4.972,197.37,1145.92,1139.59
252,4.953,1798.0,22.71,3061.0,100.0,0.0,0.0,0.0,4.953,197.6,1155.92,1152.45
253,4.918,1917.0,23.16,3058.0,100.0,0.0,0.0,0.0,4.918,193.57,1141.49,1144.89
