Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU HW active frequency MHz,GPU HW active residency %,Power (W),App CPU ms/s,ComponentA CPU ms/s,ComponentB CPU ms/s
0,1.77,1285.0,19.15,1689.0,44.79,0.001,708.0,0.22,1.771,50.99,444.94,447.06
1,4.485,1681.0,12.24,3077.0,99.38,0.0,712.0,0.32,4.485,125.1,1064.72,1065.81
2,4.777,1831.0,13.52,3057.0,100.0,0.002,715.0,0.51,4.779,183.04,1164.3,1160.65
3,4.785,1858.0,12.13,3055.0,100.0,0.0,0.0,0.0,4.785,178.13,1152.92,1150.79
4,4.783,1875.0,11.1,3052.0,100.0,0.0,0.0,0.0,4.783,178.99,1152.64,1160.97
5,4.801,1858.0,11.61,3053.0,100.0,0.0,0.0,0.0,4.801,183.15,1145.93,1152.26
6,4.784,1913.0,14.05,3056.0,100.0,0.0,713.0,0.31,4.784,184.32,1152.5,1163.01
7,4.786,1868.0,13.39,3057.0,100.0,0.0,0.0,0.0,4.786,185.09,1158.2,1142.63
8,4.762,1846.0,17.83,3063.0,100.0,0.0,0.0,0.0,4.762,191.28,1154.1,1160.12
9,4.765,1866.0,24.59,3064.0,100.0,0.0,713.0,0.32,4.765,187.26,1146.14,1153.9
10,4.76,1853.0,17.42,3061.0,100.0,0.0,0.0,0.0,4.76,190.56,1156.85,1144.15
11,4.801,1904.0,14.24,3058.0,100.0,0.0,0.0,0.0,4.801,187.95,1147.41,1161.97
12,4.816,1954.0,11.95,3056.0,100.0,0.0,0.0,0.0,4.816,182.89,1147.57,1147.39
13,4.772,1888.0,17.82,3061.0,100.0,0.0,712.0,0.32,4.772,189.12,1155.29,1147.97
14,4.825,1943.0,12.0,3056.0,100.0,0.0,0.0,0.0,4.825,183.92,1147.94,1159.11
15,4.774,1862.0,16.29,3061.0,100.0,0.0,0.0,0.0,4.774,190.31,1152.85,1146.5
16,4.808,1924.0,13.98,3058.0,100.0,0.0,0.0,0.0,4.808,185.55,1146.32,1153.26
17,4.808,1909.0,14.52,3059.0,100.0,0.0,0.0,0.0,4.808,188.16,1154.23,1152.35
18,4.801,1880.0,16.3,3061.0,100.0,0.0,0.0,0.0,4.801,190.31,1153.09,1154.7
19,4.798,1835.0,16.18,3060.0,100.0,0.0,0.0,0.0,4.798,188.88,1150.06,1143.7
20,4.791,1842.0,17.38,3064.0,99.82,0.0,0.0,0.0,4.791,191.77,1150.13,1161.72
21,4.831,1978.0,12.33,3055.0,100.0,0.0,0.0,0.0,4.831,185.16,1151.04,1142.46
22,4.813,1896.0,14.02,3059.0,100.0,0.0,0.0,0.0,4.813,188.8,1145.33,1160.45
23,4.806,1860.0,15.16,3060.0,100.0,0.0,0.0,0.0,4.806,186.84,1154.92,1144.83
24,4.837,1968.0,12.2,3056.0,100.0,0.0,0.0,0.0,4.837,186.78,1138.63,1159.74
25,4.802,1916.0,16.55,3061.0,100.0,0.0,0.0,0.0,4.802,183.25,1155.56,1151.19
26,4.783,1833.0,19.63,3065.0,100.0,0.0,0.0,0.0,4.783,189.03,1152.9,1146.06
27,4.838,1943.0,12.35,3056.0,100.0,0.0,0.0,0.0,4.838,186.76,1138.22,1157.66
28,4.837,1852.0,15.55,3060.0,100.0,0.0,0.0,0.0,4.837,189.39,1157.36,1155.42
29,4.783,1909.0,18.42,3063.0,100.0,0.0,0.0,0.0,4.783,187.42,1149.28,1141.58
30,4.859,1972.0,12.94,3055.0,100.0,0.0,0.0,0.0,4.859,186.39,1147.64,1154.78
31,4.841,1870.0,13.59,3058.0,100.0,0.0,0.0,0.0,4.841,187.03,1146.69,1156.98
32,4.846,1967.0,11.71,3055.0,100.0,0.0,0.0,0.0,4.846,185.91,1149.23,1144.49
33,4.842,1916.0,14.17,3058.0,100.0,0.0,0.0,0.0,4.842,187.99,1147.87,1153.86
34,4.821,1773.0,15.98,3061.0,100.0,0.0,0.0,0.0,4.821,188.63,1142.51,1154.19
35,4.811,1781.0,18.34,3065.0,100.0,0.0,0.0,0.0,4.811,190.99,1159.33,1156.94
36,4.829,1939.0,15.65,3059.0,100.0,0.0,0.0,0.0,4.829,188.8,1141.64,1146.2
37,4.808,1835.0,16.87,3062.0,100.0,0.0,0.0,0.0,4.808,188.22,1157.61,1154.51
38,4.857,1892.0,13.23,3057.0,100.0,0.0,0.0,0.0,4.857,186.74,1148.26,1144.46
39,4.858,1917.0,19.87,3060.0,100.0,0.0,0.0,0.0,4.858,189.76,1143.35,1161.22
40,4.864,1900.0,11.84,3056.0,100.0,0.0,0.0,0.0,4.864,185.03,1149.36,1150.31
41,4.833,1856.0,15.41,3059.0,100.0,0.0,0.0,0.0,4.833,185.11,1147.64,1152.64
42,4.871,1900.0,12.29,3056.0,100.0,0.0,0.0,0.0,4.871,188.53,1148.92,1150.95
43,4.828,1846.0,16.05,3060.0,100.0,0.0,0.0,0.0,4.828,186.78,1153.07,1148.48
44,4.873,1931.0,13.62,3056.0,100.0,0.001,713.0,0.31,4.874,186.36,1142.05,1156.6
45,4.837,1852.0,16.91,3061.0,100.0,0.0,0.0,0.0,4.837,186.9,1156.46,1153.17
46,4.832,1857.0,17.03,3063.0,100.0,0.0,0.0,0.0,4.832,189.63,1143.2,1150.33
47,4.836,1858.0,16.5,3061.0,100.0,0.0,0.0,0.0,4.836,189.21,1155.27,1146.42
48,4.84,1839.0,16.68,3061.0,100.0,0.0,0.0,0.0,4.84,190.5,1151.05,1161.55
49,4.843,1912.0,15.01,3058.0,100.0,0.0,0.0,0.0,4.843,186.83,1144.23,1150.78
50,4.854,1882.0,14.14,3058.0,100.0,0.0,0.0,0.0,4.854,190.46,1150.51,1150.99
51,4.874,1948.0,13.53,3056.0,100.0,0.0,0.0,0.0,4.874,186.15,1152.24,1152.17
52,4.874,1970.0,11.82,3055.0,100.0,0.0,0.0,0.0,4.874,187.21,1151.1,1146.4
53,4.882,1933.0,12.06,3055.0,100.0,0.0,0.0,0.0,4.882,187.84,1147.69,1158.19
54,4.867,1839.0,15.52,3061.0,100.0,0.0,0.0,0.0,4.867,193.09,1151.41,1153.33
55,4.866,1908.0,12.39,3057.0,100.0,0.0,0.0,0.0,4.866,187.09,1150.54,1144.24
56,4.861,1821.0,14.63,3059.0,100.0,0.0,0.0,0.0,4.861,193.06,1147.71,1155.03
57,4.867,1898.0,13.76,3058.0,100.0,0.0,0.0,0.0,4.867,188.82,1147.49,1157.51
58,4.841,1908.0,16.03,3060.0,100.0,0.0,0.0,0.0,4.841,188.12,1144.23,1148.81
59,4.838,1903.0,20.04,3063.0,100.0,0.0,0.0,0.0,4.838,186.29,1150.58,1150.55
60,4.854,1897.0,10.91,3055.0,100.0,0.0,0.0,0.0,4.854,156.23,1152.77,1151.02
61,4.83,1914.0,16.14,3060.0,100.0,0.0,0.0,0.0,4.83,178.69,1144.67,1156.24
62,4.838,1856.0,16.3,3059.0,100.0,0.0,714.0,0.41,4.838,186.71,1153.06,1141.03
63,4.872,1926.0,12.85,3057.0,100.0,0.0,0.0,0.0,4.872,184.57,1147.0,1159.49
64,4.872,1933.0,14.99,3057.0,100.0,0.0,0.0,0.0,4.872,188.23,1146.15,1151.37
65,4.894,1952.0,11.69,3055.0,100.0,0.0,0.0,0.0,4.894,184.17,1150.93,1154.68
66,4.894,1955.0,12.74,3055.0,100.0,0.0,0.0,0.0,4.894,187.69,1151.75,1141.83
67,4.884,1932.0,13.19,3057.0,100.0,0.0,0.0,0.0,4.884,187.61,1146.05,1159.88
68,4.908,1919.0,17.54,3056.0,100.0,0.0,0.0,0.0,4.908,188.0,1146.23,1151.93
69,4.888,1828.0,14.45,3059.0,100.0,0.0,0.0,0.0,4.888,189.22,1157.51,1154.79
70,4.88,1948.0,15.56,3057.0,100.0,0.0,713.0,0.31,4.88,186.54,1149.6,1150.36
71,4.854,1926.0,14.67,3057.0,100.0,0.0,0.0,0.0,4.854,184.68,1138.88,1153.24
72,4.782,1835.0,20.05,3040.0,98.48,0.0,0.0,0.0,4.782,186.95,1156.57,1153.88
73,4.894,1850.0,13.36,3059.0,100.0,0.0,0.0,0.0,4.894,188.66,1148.69,1152.67
74,4.845,1891.0,17.32,3060.0,100.0,0.0,0.0,0.0,4.845,190.81,1152.32,1152.56
75,4.906,1874.0,13.99,3055.0,100.0,0.0,709.0,0.22,4.906,188.91,1142.31,1148.39
76,4.871,1832.0,15.4,3059.0,100.0,0.0,0.0,0.0,4.871,192.65,1156.81,1153.39
77,4.876,1855.0,16.2,3058.0,100.0,0.0,0.0,0.0,4.876,189.13,1148.83,1155.34
78,4.885,1880.0,13.87,3057.0,100.0,0.0,0.0,0.0,4.885,188.73,1149.08,1150.64
79,4.907,1920.0,12.04,3055.0,100.0,0.0,0.0,0.0,4.907,189.1,1145.39,1149.11
80,4.864,1961.0,15.13,3058.0,100.0,0.0,0.0,0.0,4.864,189.51,1149.57,1146.71
81,4.888,1801.0,16.01,3061.0,100.0,0.0,0.0,0.0,4.888,192.9,1147.72,1162.09
82,4.877,1882.0,14.39,3058.0,100.0,0.0,0.0,0.0,4.877,186.9,1142.98,1145.58
83,4.921,1874.0,14.03,3057.0,100.0,0.0,0.0,0.0,4.921,192.33,1150.15,1151.48
