Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU HW active frequency MHz,GPU HW active residency %,Power (W),App CPU ms/s,ComponentA CPU ms/s,ComponentB CPU ms/s
0,1.795,1297.0,31.92,1730.0,44.33,0.001,710.0,0.22,1.796,49.74,446.4,437.88
1,4.508,1687.0,12.41,3074.0,99.67,0.0,709.0,0.22,4.508,129.3,1065.59,1067.12
2,4.781,1819.0,12.82,3057.0,100.0,0.0,0.0,0.0,4.781,182.39,1159.55,1156.54
3,4.789,1815.0,12.4,3056.0,100.0,0.0,0.0,0.0,4.789,180.22,1154.91,1159.76
4,4.776,1855.0,12.89,3055.0,100.0,0.0,0.0,0.0,4.776,179.01,1156.36,1158.9
5,4.797,1879.0,11.38,3052.0,100.0,0.0,0.0,0.0,4.797,178.96,1144.48,1154.98
6,4.756,1899.0,14.44,3058.0,100.0,0.0,0.0,0.0,4.756,182.58,1151.77,1149.54
7,4.738,1884.0,17.94,3061.0,100.0,0.0,0.0,0.0,4.738,185.76,1160.38,1150.49
8,4.776,1788.0,17.41,3062.0,100.0,0.0,709.0,0.22,4.776,189.96,1152.57,1156.05
9,4.772,1882.0,15.05,3056.0,100.0,0.0,708.0,0.22,4.772,185.31,1156.33,1146.31
10,4.802,1841.0,13.17,3056.0,100.0,0.0,0.0,0.0,4.802,186.86,1149.15,1154.12
11,4.771,1867.0,15.53,3061.0,100.0,0.0,0.0,0.0,4.771,184.74,1146.38,1154.13
12,4.737,1883.0,17.56,3061.0,100.0,0.0,0.0,0.0,4.737,183.51,1151.94,1141.04
13,4.793,1821.0,14.33,3060.0,100.0,0.0,0.0,0.0,4.793,187.67,1154.9,1153.01
14,4.774,1861.0,16.58,3061.0,100.0,0.0,0.0,0.0,4.774,188.87,1144.72,1156.73
15,4.806,1817.0,14.61,3059.0,100.0,0.0,0.0,0.0,4.806,190.1,1145.02,1159.37
16,4.802,1834.0,13.54,3058.0,100.0,0.0,0.0,0.0,4.802,185.9,1149.51,1148.99
17,4.811,1924.0,12.06,3055.0,100.0,0.0,0.0,0.0,4.811,182.08,1138.1,1154.44
18,4.78,1904.0,14.04,3058.0,100.0,0.0,0.0,0.0,4.78,183.04,1149.97,1143.67
19,4.805,1949.0,11.66,3056.0,100.0,0.0,0.0,0.0,4.805,182.87,1135.63,1157.1
20,4.815,1941.0,11.66,3055.0,100.0,0.0,0.0,0.0,4.815,182.07,1151.67,1140.55
21,4.822,1906.0,11.65,3055.0,100.0,0.0,0.0,0.0,4.822,184.09,1135.66,1157.68
22,4.802,1863.0,14.58,3060.0,100.0,0.0,0.0,0.0,4.802,184.8,1154.39,1151.03
23,4.793,1962.0,16.14,3060.0,100.0,0.0,0.0,0.0,4.793,186.11,1146.67,1151.4
24,4.811,1906.0,13.0,3057.0,100.0,0.0,0.0,0.0,4.811,184.93,1146.26,1147.67
25,4.831,1938.0,12.13,3056.0,100.0,0.0,0.0,0.0,4.831,184.45,1137.39,1153.61
26,4.836,1928.0,11.32,3055.0,100.0,0.0,0.0,0.0,4.836,183.75,1147.93,1140.84
27,4.798,1861.0,16.04,3061.0,100.0,0.0,0.0,0.0,4.798,183.21,1141.02,1157.75
28,4.821,1850.0,14.27,3059.0,100.0,0.0,0.0,0.0,4.821,189.15,1153.31,1144.81
29,4.842,1916.0,11.46,3055.0,100.0,0.0,0.0,0.0,4.842,183.55,1142.18,1154.2
30,4.846,1816.0,17.0,3058.0,100.0,0.0,0.0,0.0,4.846,165.74,1148.97,1148.02
31,4.825,1910.0,14.22,3058.0,100.0,0.0,713.0,0.31,4.825,173.76,1153.78,1149.36
32,4.84,1981.0,11.26,3055.0,100.0,0.0,0.0,0.0,4.84,183.77,1144.87,1158.43
33,4.848,1989.0,11.91,3055.0,100.0,0.0,0.0,0.0,4.848,183.4,1142.16,1149.38
34,4.85,1933.0,11.45,3055.0,100.0,0.0,0.0,0.0,4.85,184.4,1147.25,1144.81
35,4.823,1886.0,14.93,3059.0,100.0,0.0,0.0,0.0,4.823,185.63,1146.85,1158.22
36,4.837,1880.0,13.38,3057.0,100.0,0.0,0.0,0.0,4.837,185.88,1147.37,1148.47
37,4.836,1769.0,15.03,3062.0,100.0,0.0,0.0,0.0,4.836,186.46,1143.29,1153.52
38,4.809,1830.0,17.13,3062.0,100.0,0.0,0.0,0.0,4.809,189.82,1157.6,1150.79
39,4.84,1782.0,15.82,3061.0,100.0,0.0,0.0,0.0,4.84,190.81,1147.35,1149.79
40,4.839,1860.0,14.03,3058.0,100.0,0.0,0.0,0.0,4.839,187.31,1145.11,1159.87
41,4.873,1930.0,12.5,3055.0,100.0,0.0,0.0,0.0,4.873,187.72,1150.45,1147.95
42,4.833,1957.0,13.19,3057.0,100.0,0.0,0.0,0.0,4.833,185.27,1141.36,1149.96
43,4.828,1867.0,14.11,3059.0,100.0,0.0,0.0,0.0,4.828,182.19,1145.53,1144.16
44,4.843,1952.0,12.76,3057.0,100.0,0.0,0.0,0.0,4.843,183.77,1140.05,1158.89
45,4.856,1954.0,11.43,3055.0,100.0,0.0,0.0,0.0,4.856,185.25,1153.27,1144.3
46,4.863,1910.0,12.02,3055.0,100.0,0.0,0.0,0.0,4.863,182.68,1143.01,1154.08
47,4.838,1861.0,15.4,3060.0,100.0,0.0,0.0,0.0,4.838,189.72,1150.85,1147.82
48,4.865,1943.0,11.59,3055.0,100.0,0.0,0.0,0.0,4.865,185.15,1138.18,1153.99
49,4.871,1962.0,11.02,3055.0,100.0,0.0,0.0,0.0,4.871,182.07,1148.8,1147.09
50,4.868,1933.0,12.13,3055.0,100.0,0.0,0.0,0.0,4.868,187.0,1145.8,1146.75
51,4.867,1927.0,11.75,3055.0,100.0,0.0,0.0,0.0,4.867,184.48,1143.99,1155.27
52,4.858,1891.0,12.98,3057.0,100.0,0.0,0.0,0.0,4.858,187.49,1149.07,1142.1
53,4.862,1978.0,12.05,3055.0,100.0,0.001,715.0,0.52,4.863,184.96,1140.64,1155.77
54,4.876,1960.0,11.78,3055.0,100.0,0.0,0.0,0.0,4.876,186.24,1143.85,1148.97
55,4.84,1932.0,15.2,3059.0,100.0,0.0,0.0,0.0,4.84,185.44,1150.42,1155.24
56,4.886,1851.0,12.05,3055.0,100.0,0.0,0.0,0.0,4.886,186.48,1141.88,1143.66
57,4.847,1868.0,15.33,3059.0,100.0,0.0,0.0,0.0,4.847,186.18,1146.94,1157.64
58,4.859,1918.0,12.78,3057.0,100.0,0.0,0.0,0.0,4.859,185.66,1146.3,1148.38
59,4.901,1986.0,15.71,3055.0,100.0,0.0,0.0,0.0,4.901,183.24,1138.22,1155.02
60,4.846,1966.0,14.42,3057.0,100.0,0.0,0.0,0.0,4.846,189.09,1143.64,1148.76
61,4.817,1866.0,15.28,3059.0,100.0,0.0,0.0,0.0,4.817,157.42,1147.03,1148.92
62,4.855,1862.0,12.97,3057.0,100.0,0.0,0.0,0.0,4.855,175.92,1147.45,1153.97
63,4.885,1909.0,13.15,3055.0,100.0,0.0,714.0,0.41,4.885,187.71,1149.26,1148.9
64,4.851,1887.0,15.3,3059.0,100.0,0.0,0.0,0.0,4.851,189.2,1149.38,1151.66
65,4.891,1940.0,11.74,3055.0,100.0,0.0,0.0,0.0,4.891,186.37,1145.07,1148.07
66,4.885,1932.0,11.42,3055.0,100.0,0.0,0.0,0.0,4.885,183.27,1142.47,1155.72
67,4.895,1917.0,11.84,3055.0,100.0,0.0,0.0,0.0,4.895,186.87,1149.69,1148.71
68,4.842,1955.0,16.4,3059.0,100.0,0.0,0.0,0.0,4.842,186.55,1142.06,1150.97
69,4.894,1852.0,12.71,3056.0,100.0,0.0,0.0,0.0,4.894,188.66,1152.93,1146.1
70,4.86,1863.0,15.51,3058.0,100.0,0.0,0.0,0.0,4.86,188.61,1143.61,1148.18
71,4.873,1852.0,17.16,3060.0,100.0,0.0,0.0,0.0,4.873,191.03,1151.83,1160.32
72,4.841,1842.0,18.46,3060.0,100.0,0.0,0.0,0.0,4.841,188.22,1146.76,1151.62
73,4.839,1851.0,17.17,3061.0,100.0,0.0,0.0,0.0,4.839,187.91,1139.82,1151.71
74,4.862,1983.0,14.89,3056.0,100.0,0.0,712.0,0.32,4.862,187.89,1147.37,1147.01
75,4.929,1945.0,16.95,3055.0,100.0,0.0,0.0,0.0,4.929,186.5,1138.6,1154.11
76,4.861,1885.0,15.24,3059.0,100.0,0.0,0.0,0.0,4.861,186.52,1153.02,1143.14
77,4.867,1873.0,14.73,3058.0,100.0,0.0,0.0,0.0,4.867,186.7,1146.8,1153.21
78,4.84,1855.0,18.86,3062.0,100.0,0.0,0.0,0.0,4.84,188.78,1145.9,1157.14
79,4.876,1930.0,14.69,3057.0,100.0,0.0,0.0,0.0,4.876,187.93,1141.01,1147.84
80,4.906,1918.0,11.9,3055.0,100.0,0.0,0.0,0.0,4.906,185.82,1150.14,1153.59
81,4.889,1976.0,12.15,3056.0,100.0,0.0,0.0,0.0,4.889,187.1,1147.79,1148.21
82,4.889,1964.0,11.28,3055.0,100.0,0.0,0.0,0.0,4.889,184.3,1141.03,1151.95
83,4.895,1954.0,11.42,3055.0,100.0,0.0,0.0,0.0,4.895,186.61,1144.27,1149.07
84,4.902,1955.0,11.93,3055.0,100.0,0.0,0.0,0.0,4.902,186.44,1144.24,1151.19
85,4.848,1847.0,18.55,3062.0,100.0,0.0,0.0,0.0,4.848,189.89,1150.51,1154.29
86,4.897,1828.0,13.39,3057.0,100.0,0.0,0.0,0.0,4.897,189.22,1145.04,1140.95
87,4.903,1911.0,12.12,3056.0,100.0,0.0,0.0,0.0,4.903,189.86,1138.6,1156.78
88,4.858,1861.0,18.79,3062.0,100.0,0.0,0.0,0.0,4.858,190.13,1161.25,1156.9
89,4.909,1836.0,21.36,3059.0,100.0,0.0,0.0,0.0,4.909,189.4,1142.57,1153.76
90,4.847,1947.0,17.55,3060.0,100.0,0.0,0.0,0.0,4.847,186.16,1150.28,1148.7
91,4.883,1880.0,14.48,3057.0,100.0,0.0,0.0,0.0,4.883,187.61,1143.79,1147.44
92,4.875,1849.0,11.87,3058.0,100.0,0.0,0.0,0.0,4.875,154.41,1147.29,1155.7
93,4.866,1860.0,15.01,3059.0,100.0,0.0,0.0,0.0,4.866,184.01,1147.2,1145.05
94,4.824,1845.0,23.3,3064.0,100.0,0.0,712.0,0.32,4.824,190.42,1157.86,1157.52
95,4.889,1873.0,14.74,3057.0,100.0,0.0,0.0,0.0,4.889,188.86,1142.35,1146.83
96,4.895,1811.0,15.49,3061.0,100.0,0.0,0.0,0.0,4.895,191.35,1156.32,1154.9
97,4.871,1858.0,16.44,3058.0,100.0,0.0,0.0,0.0,4.871,190.28,1143.37,1148.39
98,4.903,1793.0,14.8,3059.0,100.0,0.0,0.0,0.0,4.903,190.54,1143.66,1156.22
99,4.896,1801.0,16.55,3061.0,100.0,0.0,0.0,0.0,4.896,191.91,1155.16,1156.37
100,4.891,1826.0,16.87,3060.0,100.0,0.0,0.0,0.0,4.891,193.86,1146.73,1151.46
101,4.89,1872.0,14.18,3057.0,100.0,0.0,0.0,0.0,4.89,188.89,1146.85,1154.1
102,4.897,1806.0,16.31,3058.0,100.0,0.0,0.0,0.0,4.897,192.75,1142.35,1150.83
103,4.884,1917.0,15.21,3058.0,100.0,0.0,0.0,0.0,4.884,186.95,1144.56,1143.86
104,4.903,1869.0,15.23,3059.0,100.0,0.0,0.0,0.0,4.903,193.89,1149.27,1159.82
105,4.921,1967.0,11.56,3055.0,100.0,0.0,0.0,0.0,4.921,184.65,1141.47,1149.01
106,4.92,1942.0,11.35,3055.0,100.0,0.0,0.0,0.0,4.92,186.66,1151.8,1145.48
107,4.879,1826.0,16.15,3062.0,100.0,0.0,0.0,0.0,4.879,188.19,1144.02,1156.67
108,4.92,1853.0,12.79,3057.0,100.0,0.0,0.0,0.0,4.92,187.73,1148.04,1154.95
109,4.912,1913.0,14.43,3057.0,100.0,0.0,0.0,0.0,4.912,193.38,1148.62,1142.36
110,4.925,1975.0,11.46,3055.0,100.0,0.0,0.0,0.0,4.925,188.13,1142.85,1157.23
111,4.882,1928.0,15.23,3057.0,100.0,0.0,0.0,0.0,4.882,189.29,1139.34,1150.15
112,4.924,1807.0,14.94,3059.0,100.0,0.0,715.0,0.51,4.924,192.7,1154.03,1154.66
113,4.913,1975.0,12.54,3056.0,100.0,0.0,0.0,0.0,4.913,185.71,1149.86,1151.65
114,4.899,1896.0,15.63,3058.0,100.0,0.0,0.0,0.0,4.899,193.02,1140.29,1151.16
115,4.934,1885.0,11.65,3055.0,100.0,0.0,0.0,0.0,4.934,185.81,1152.2,1151.95
116,4.923,1928.0,11.7,3055.0,100.0,0.0,0.0,0.0,4.923,189.74,1143.5,1146.21
117,4.939,1895.0,13.62,3056.0,100.0,0.0,0.0,0.0,4.939,187.49,1147.93,1156.23
118,5.181,1911.0,20.09,3056.0,100.0,0.0,0.0,0.0,5.181,195.87,1148.41,1151.4
119,4.909,1883.0,22.77,3059.0,100.0,0.001,712.0,0.63,4.91,191.95,1139.54,1153.09
120,4.903,1832.0,15.54,3059.0,100.0,0.001,708.0,0.22,4.904,190.02,1150.55,1152.08
121,4.891,1970.0,15.12,3058.0,100.0,0.0,0.0,0.0,4.891,188.68,1149.35,1151.87
122,4.905,1895.0,13.08,3057.0,100.0,0.0,0.0,0.0,4.905,184.18,1147.12,1148.37
123,4.891,1909.0,10.49,3055.0,100.0,0.0,0.0,0.0,4.891,152.77,1141.08,1153.01
124,4.928,1971.0,12.44,3056.0,100.0,0.0,0.0,0.0,4.928,188.59,1146.27,1151.57
125,4.917,1793.0,14.93,3060.0,100.0,0.0,0.0,0.0,4.917,194.67,1148.68,1152.06
126,4.928,1864.0,14.51,3057.0,100.0,0.0,710.0,0.22,4.928,190.99,1145.63,1143.73
127,4.911,1897.0,13.04,3056.0,100.0,0.0,0.0,0.0,4.911,187.79,1136.73,1159.55
128,4.929,1945.0,12.27,3055.0,100.0,0.0,0.0,0.0,4.929,189.81,1153.22,1145.54
129,4.912,1936.0,13.35,3057.0,100.0,0.0,0.0,0.0,4.912,187.61,1135.85,1158.4
130,4.897,1876.0,14.68,3058.0,100.0,0.0,0.0,0.0,4.897,188.95,1151.32,1142.22
