Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU HW active frequency MHz,GPU HW active residency %,Power (W),App CPU ms/s,ComponentA CPU ms/s,ComponentB CPU ms/s
16,4.805,1873.0,13.48,3058.0,100.0,0.0,0.0,0.0,4.805,186.03,1148.34,1157.75
17,4.796,1851.0,16.67,3060.0,100.0,0.001,713.0,0.31,4.797,188.29,1144.53,1152.95
18,4.809,1816.0,15.02,3060.0,100.0,0.0,0.0,0.0,4.809,192.02,1158.67,1150.07
19,4.823,1965.0,12.0,3055.0,100.0,0.0,0.0,0.0,4.823,184.47,1143.31,1150.29
20,4.825,1932.0,11.7,3055.0,100.0,0.0,0.0,0.0,4.825,183.87,1139.62,1153.45
21,4.771,1874.0,17.46,3062.0,100.0,0.0,0.0,0.0,4.771,189.51,1146.69,1148.7
22,4.792,1909.0,15.75,3060.0,100.0,0.0,0.0,0.0,4.792,186.12,1156.55,1149.09
23,4.739,1943.0,18.7,3064.0,100.0,0.0,0.0,0.0,4.739,185.13,1149.24,1157.14
24,4.811,1791.0,15.35,3063.0,100.0,0.0,0.0,0.0,4.811,188.71,1139.8,1152.56
25,4.833,1888.0,12.07,3057.0,100.0,0.0,0.0,0.0,4.833,186.19,1155.91,1152.97
26,4.798,1888.0,15.46,3060.0,100.0,0.0,0.0,0.0,4.798,188.83,1148.51,1152.24
27,4.815,1916.0,13.67,3059.0,100.0,0.0,0.0,0.0,4.815,187.88,1145.49,1151.79
28,4.82,1876.0,14.68,3059.0,100.0,0.0,0.0,0.0,4.82,185.29,1152.07,1147.23
29,4.848,1987.0,11.4,3055.0,100.0,0.0,0.0,0.0,4.848,183.18,1142.11,1152.82
30,4.763,1867.0,15.44,3062.0,100.0,0.0,0.0,0.0,4.763,160.35,1145.41,1151.4
31,4.812,1869.0,13.6,3058.0,100.0,0.0,0.0,0.0,4.812,167.45,1153.99,1147.82
32,4.825,1910.0,14.44,3059.0,100.0,0.0,0.0,0.0,4.825,187.22,1147.63,1160.02
33,4.847,1840.0,13.58,3058.0,100.0,0.0,0.0,0.0,4.847,190.37,1142.01,1155.06
34,4.804,1939.0,16.54,3062.0,100.0,0.0,0.0,0.0,4.804,185.35,1153.24,1151.23
35,4.823,1868.0,15.34,3060.0,100.0,0.0,0.0,0.0,4.823,187.1,1155.74,1148.22
36,5.006,1897.0,20.62,3061.0,100.0,0.0,0.0,0.0,5.006,187.43,1146.47,1154.91
37,4.823,1900.0,14.86,3059.0,100.0,0.0,0.0,0.0,4.823,189.11,1147.65,1152.24
38,4.837,1904.0,14.01,3059.0,100.0,0.0,0.0,0.0,4.837,186.29,1147.71,1142.51
39,4.811,1831.0,17.72,3064.0,100.0,0.0,0.0,0.0,4.811,187.44,1153.74,1158.75
40,4.856,1946.0,11.47,3055.0,100.0,0.0,0.0,0.0,4.856,185.09,1145.04,1149.35
41,4.84,1865.0,14.6,3059.0,100.0,0.0,0.0,0.0,4.84,190.12,1151.11,1155.08
42,5.07,1900.0,43.01,3056.0,100.0,0.0,0.0,0.0,5.07,188.14,1145.24,1148.23
43,5.43,1866.0,100.0,3058.0,100.0,0.001,712.0,0.32,5.431,194.24,1147.66,1162.68
44,5.495,1966.0,100.0,3054.0,100.0,0.0,0.0,0.0,5.495,188.47,1149.36,1155.75
45,5.477,1921.0,100.0,3055.0,100.0,0.0,0.0,0.0,5.477,188.99,1150.52,1157.35
46,4.892,1959.0,29.18,3062.0,100.0,0.0,0.0,0.0,4.892,186.31,1152.04,1159.05
47,4.888,1890.0,19.91,3059.0,100.0,0.0,0.0,0.0,4.888,186.65,1154.79,1143.74
48,4.835,1811.0,18.44,3062.0,100.0,0.0,709.0,0.22,4.835,194.03,1148.97,1156.11
49,4.847,1826.0,14.65,3059.0,100.0,0.0,0.0,0.0,4.847,190.42,1149.85,1158.48
50,4.844,1863.0,16.96,3061.0,100.0,0.0,709.0,0.22,4.844,187.42,1144.38,1152.91
51,4.871,1817.0,14.45,3061.0,100.0,0.0,0.0,0.0,4.871,191.22,1162.96,1154.49
52,4.858,1849.0,15.56,3060.0,100.0,0.0,0.0,0.0,4.858,192.95,1149.71,1156.46
53,4.851,1816.0,15.14,3062.0,100.0,0.0,0.0,0.0,4.851,188.51,1144.05,1155.72
54,4.874,1970.0,12.4,3055.0,100.0,0.0,0.0,0.0,4.874,187.11,1153.41,1145.68
55,4.864,1909.0,13.12,3057.0,100.0,0.0,0.0,0.0,4.864,187.16,1143.81,1154.68
56,4.854,1829.0,14.91,3060.0,100.0,0.0,0.0,0.0,4.854,188.02,1146.32,1146.25
57,4.859,1952.0,13.34,3056.0,100.0,0.0,0.0,0.0,4.859,186.14,1156.76,1158.33
58,4.879,1823.0,13.41,3058.0,100.0,0.0,0.0,0.0,4.879,192.09,1149.38,1152.74
59,4.866,1941.0,13.1,3057.0,100.0,0.0,0.0,0.0,4.866,187.13,1147.41,1147.51
60,4.869,1880.0,13.67,3059.0,100.0,0.0,0.0,0.0,4.869,189.04,1142.1,1158.04
61,4.841,1912.0,12.17,3057.0,100.0,0.0,0.0,0.0,4.841,156.8,1146.52,1145.64
62,4.84,1917.0,14.19,3058.0,100.0,0.0,0.0,0.0,4.84,174.04,1145.48,1151.84
63,4.849,1792.0,17.69,3062.0,100.0,0.0,0.0,0.0,4.849,192.74,1156.39,1159.27
64,4.854,1854.0,15.37,3058.0,100.0,0.0,0.0,0.0,4.854,188.67,1141.13,1146.85
65,4.881,1943.0,14.11,3057.0,100.0,0.001,714.0,0.41,4.882,187.38,1153.87,1145.78
66,4.857,1893.0,14.98,3058.0,100.0,0.0,0.0,0.0,4.857,189.36,1151.94,1157.88
67,4.865,1817.0,22.05,3061.0,100.0,0.0,713.0,0.31,4.865,190.5,1140.22,1158.9
68,4.881,1957.0,11.63,3055.0,100.0,0.0,0.0,0.0,4.881,186.85,1150.2,1145.69
69,4.885,1835.0,14.39,3058.0,100.0,0.0,0.0,0.0,4.885,189.45,1149.1,1157.74
70,4.848,1929.0,15.03,3058.0,100.0,0.0,0.0,0.0,4.848,190.36,1145.16,1150.4
71,4.877,1936.0,13.04,3056.0,100.0,0.0,0.0,0.0,4.877,185.4,1145.22,1146.57
72,4.928,1985.0,17.63,3055.0,100.0,0.0,709.0,0.22,4.928,188.24,1148.25,1155.83
73,4.886,1824.0,16.36,3059.0,100.0,0.0,0.0,0.0,4.886,193.49,1156.43,1145.0
74,5.029,1906.0,25.53,3055.0,100.0,0.0,709.0,0.22,5.029,189.67,1142.62,1161.12
75,4.856,1893.0,16.5,3059.0,100.0,0.0,0.0,0.0,4.856,188.19,1154.92,1147.78
76,4.866,1881.0,13.37,3057.0,100.0,0.0,0.0,0.0,4.866,186.45,1147.6,1145.47
77,4.897,1936.0,12.26,3056.0,100.0,0.0,0.0,0.0,4.897,188.41,1140.24,1161.62
78,4.901,1850.0,12.7,3058.0,100.0,0.0,0.0,0.0,4.901,190.24,1156.74,1149.15
79,4.83,1911.0,17.83,3059.0,100.0,0.0,0.0,0.0,4.83,189.64,1146.35,1145.78
80,4.862,1792.0,17.57,3061.0,100.0,0.0,0.0,0.0,4.862,197.18,1151.08,1154.27
81,4.883,1806.0,15.57,3062.0,100.0,0.0,0.0,0.0,4.883,190.88,1145.3,1160.38
82,4.869,1864.0,15.52,3059.0,100.0,0.0,0.0,0.0,4.869,190.62,1157.1,1155.32
83,4.862,1842.0,17.71,3061.0,100.0,0.0,0.0,0.0,4.862,192.4,1143.09,1152.39
84,4.841,1843.0,18.59,3063.0,100.0,0.0,0.0,0.0,4.841,188.0,1157.9,1154.25
85,4.909,1858.0,12.06,3056.0,100.0,0.0,0.0,0.0,4.909,189.81,1148.54,1147.84
86,4.913,1944.0,12.4,3055.0,100.0,0.0,0.0,0.0,4.913,187.46,1138.34,1150.86
87,4.946,1927.0,19.82,3056.0,100.0,0.002,714.0,0.73,4.948,193.98,1156.03,1153.98
88,4.875,1970.0,14.93,3057.0,100.0,0.0,0.0,0.0,4.875,187.12,1148.47,1153.17
89,4.855,1884.0,17.38,3060.0,100.0,0.0,0.0,0.0,4.855,192.08,1143.33,1152.73
90,4.898,1801.0,15.11,3061.0,100.0,0.0,0.0,0.0,4.898,191.75,1153.44,1155.78
91,4.88,1923.0,14.91,3058.0,100.0,0.0,0.0,0.0,4.88,186.27,1142.8,1148.71
92,4.863,1877.0,13.34,3058.0,100.0,0.0,0.0,0.0,4.863,161.89,1150.63,1154.37
93,4.874,1810.0,16.93,3061.0,100.0,0.0,0.0,0.0,4.874,185.86,1149.31,1152.2
94,4.908,1955.0,11.8,3055.0,100.0,0.0,0.0,0.0,4.908,186.63,1152.06,1152.35
95,4.909,1844.0,12.72,3058.0,100.0,0.0,0.0,0.0,4.909,188.95,1143.16,1149.79
96,4.869,1883.0,17.04,3059.0,100.0,0.0,0.0,0.0,4.869,190.59,1155.57,1149.29
97,4.836,1964.0,19.11,3061.0,100.0,0.0,0.0,0.0,4.836,188.16,1147.92,1151.38
98,4.893,1946.0,13.65,3056.0,100.0,0.0,0.0,0.0,4.893,187.51,1148.6,1145.83
99,4.896,1877.0,14.0,3058.0,99.81,0.0,0.0,0.0,4.896,189.54,1147.19,1162.42
100,4.886,1839.0,15.89,3059.0,100.0,0.0,0.0,0.0,4.886,193.05,1152.06,1151.34
101,4.867,1946.0,16.0,3059.0,100.0,0.0,0.0,0.0,4.867,187.27,1140.91,1148.02
102,4.901,1905.0,20.67,3058.0,100.0,0.0,0.0,0.0,4.901,192.82,1145.91,1150.09
103,4.894,1902.0,15.53,3059.0,100.0,0.0,0.0,0.0,4.894,188.98,1158.03,1155.36
104,4.884,1920.0,17.7,3059.0,100.0,0.0,713.0,0.31,4.884,192.01,1143.52,1152.37
105,4.911,1932.0,13.43,3057.0,100.0,0.0,0.0,0.0,4.911,192.02,1154.27,1150.13
106,4.917,1912.0,12.77,3056.0,100.0,0.0,0.0,0.0,4.917,188.17,1140.92,1153.41
107,4.904,1889.0,15.63,3058.0,100.0,0.0,0.0,0.0,4.904,192.45,1157.08,1152.27
108,4.886,1839.0,15.33,3059.0,100.0,0.0,0.0,0.0,4.886,189.3,1146.02,1145.53
109,4.922,1821.0,14.37,3059.0,100.0,0.0,0.0,0.0,4.922,192.99,1146.95,1160.02
110,4.92,1856.0,12.56,3057.0,100.0,0.0,0.0,0.0,4.92,192.15,1148.45,1147.54
111,4.888,1859.0,17.84,3059.0,100.0,0.0,0.0,0.0,4.888,191.47,1153.82,1158.95
112,4.888,1882.0,15.09,3058.0,100.0,0.0,0.0,0.0,4.888,189.12,1142.73,1151.47
113,4.923,1969.0,12.12,3055.0,100.0,0.0,0.0,0.0,4.923,190.31,1151.18,1143.14
114,4.884,1894.0,14.39,3057.0,100.0,0.0,0.0,0.0,4.884,188.64,1145.76,1151.35
115,4.911,1933.0,14.47,3057.0,100.0,0.0,0.0,0.0,4.911,190.5,1145.56,1155.62
116,4.918,1824.0,15.61,3059.0,100.0,0.0,0.0,0.0,4.918,194.02,1147.95,1152.66
117,4.907,1852.0,13.94,3057.0,100.0,0.0,0.0,0.0,4.907,191.21,1146.98,1150.23
118,4.936,1958.0,11.54,3055.0,100.0,0.0,0.0,0.0,4.936,185.49,1149.92,1150.56
119,4.901,1901.0,16.95,3058.0,100.0,0.0,0.0,0.0,4.901,193.74,1147.41,1152.13
120,4.903,1873.0,14.97,3058.0,100.0,0.0,0.0,0.0,4.903,192.19,1155.99,1154.1
121,4.917,1935.0,13.55,3056.0,100.0,0.0,0.0,0.0,4.917,188.21,1145.16,1150.16
122,4.908,1846.0,16.01,3059.0,100.0,0.0,0.0,0.0,4.908,192.89,1149.49,1150.03
123,4.872,1872.0,13.95,3057.0,100.0,0.0,0.0,0.0,4.872,155.47,1146.01,1148.94
124,4.937,1959.0,13.1,3055.0,100.0,0.001,714.0,0.41,4.938,184.53,1140.98,1154.93
125,4.917,1845.0,14.27,3059.0,100.0,0.0,0.0,0.0,4.917,193.9,1154.75,1145.83
126,4.876,1873.0,16.99,3059.0,100.0,0.0,0.0,0.0,4.876,192.91,1144.24,1151.03
127,4.899,1833.0,16.85,3059.0,100.0,0.0,0.0,0.0,4.899,192.19,1143.88,1158.75
128,4.918,1878.0,13.95,3058.0,100.0,0.0,0.0,0.0,4.918,194.52,1156.58,1147.36
129,4.89,1873.0,17.47,3060.0,100.0,0.0,0.0,0.0,4.89,191.62,1148.13,1151.6
130,4.887,1887.0,16.2,3058.0,100.0,0.0,0.0,0.0,4.887,190.37,1147.86,1150.23
131,4.921,1844.0,19.29,3060.0,100.0,0.0,0.0,0.0,4.921,195.78,1149.93,1155.86
132,4.925,1901.0,14.89,3057.0,100.0,0.0,0.0,0.0,4.925,189.59,1147.49,1157.79
133,4.936,1978.0,11.76,3055.0,100.0,0.0,0.0,0.0,4.936,187.74,1146.29,1147.42
134,4.899,1872.0,16.46,3060.0,100.0,0.0,0.0,0.0,4.899,192.27,1149.19,1157.07
135,4.926,1835.0,14.73,3058.0,100.0,0.001,713.0,0.63,4.927,193.73,1141.99,1151.44
136,4.896,1823.0,16.44,3059.0,100.0,0.0,709.0,0.22,4.896,192.64,1152.42,1147.93
137,4.928,1903.0,13.43,3056.0,100.0,0.0,0.0,0.0,4.928,187.37,1140.33,1157.6
138,4.923,1864.0,13.72,3059.0,100.0,0.0,0.0,0.0,4.923,192.77,1154.52,1151.67
139,4.924,1882.0,14.98,3059.0,100.0,0.0,0.0,0.0,4.924,195.02,1147.19,1153.06
140,4.889,1894.0,17.38,3060.0,100.0,0.0,0.0,0.0,4.889,190.64,1140.8,1155.3
141,4.935,1934.0,12.27,3056.0,100.0,0.0,0.0,0.0,4.935,189.34,1152.56,1143.76
142,4.919,1882.0,13.75,3057.0,100.0,0.0,0.0,0.0,4.919,191.22,1149.44,1156.78
143,4.949,1979.0,13.19,3055.0,100.0,0.0,0.0,0.0,4.949,190.44,1144.91,1149.14
144,4.919,1869.0,13.47,3057.0,100.0,0.0,0.0,0.0,4.919,189.46,1148.04,1144.97
145,4.928,1952.0,13.1,3056.0,100.0,0.0,0.0,0.0,4.928,187.96,1136.36,1156.82
146,4.939,1838.0,14.5,3060.0,100.0,0.0,0.0,0.0,4.939,193.88,1155.87,1156.7
147,4.868,1909.0,17.82,3061.0,100.0,0.0,0.0,0.0,4.868,190.98,1148.36,1152.07
148,4.884,1860.0,17.0,3059.0,100.0,0.0,0.0,0.0,4.884,190.94,1139.38,1150.56
149,4.947,1940.0,11.85,3055.0,100.0,0.0,0.0,0.0,4.947,188.65,1150.56,1144.21
150,4.919,1885.0,14.89,3057.0,100.0,0.0,0.0,0.0,4.919,193.12,1149.44,1157.49
151,4.9,1888.0,15.76,3061.0,100.0,0.0,0.0,0.0,4.9,191.95,1149.4,1146.3
152,4.87,1853.0,19.25,3062.0,100.0,0.0,0.0,0.0,4.87,190.79,1144.72,1162.08
153,4.928,1988.0,11.41,3055.0,100.0,0.0,0.0,0.0,4.928,184.0,1153.03,1145.87
154,4.854,1852.0,15.88,3060.0,100.0,0.0,0.0,0.0,4.854,155.1,1143.79,1146.17
155,5.16,1967.0,16.73,3054.0,100.0,0.0,0.0,0.0,5.16,195.79,1138.98,1151.48
156,4.881,1884.0,18.95,3060.0,100.0,0.0,0.0,0.0,4.881,191.52,1152.27,1150.3
157,4.898,1919.0,14.85,3060.0,100.0,0.0,0.0,0.0,4.898,184.9,1141.02,1158.23
158,4.926,1912.0,13.28,3056.0,100.0,0.0,0.0,0.0,4.926,192.1,1146.19,1148.21
159,4.944,1957.0,12.11,3055.0,100.0,0.0,0.0,0.0,4.944,189.64,1153.38,1142.64
160,4.94,1953.0,11.6,3055.0,100.0,0.0,0.0,0.0,4.94,187.77,1137.13,1159.67
161,4.938,1883.0,20.59,3058.0,100.0,0.0,712.0,0.32,4.938,193.61,1155.12,1155.79
162,4.941,1790.0,14.76,3060.0,100.0,0.0,0.0,0.0,4.941,194.65,1150.83,1151.94
163,4.923,1905.0,13.0,3056.0,100.0,0.0,0.0,0.0,4.923,189.51,1146.88,1154.43
164,4.863,1906.0,19.19,3061.0,100.0,0.0,0.0,0.0,4.863,192.12,1142.31,1143.65
165,4.916,1929.0,14.58,3057.0,100.0,0.0,0.0,0.0,4.916,189.66,1150.81,1153.49
166,4.933,1969.0,12.14,3055.0,100.0,0.0,0.0,0.0,4.933,192.31,1140.41,1155.77
167,4.948,1965.0,13.08,3055.0,100.0,0.0,710.0,0.22,4.948,194.08,1155.27,1147.12
168,4.898,1789.0,17.85,3062.0,100.0,0.0,0.0,0.0,4.898,196.93,1150.84,1156.47
169,4.924,1843.0,14.71,3058.0,100.0,0.0,0.0,0.0,4.924,190.74,1146.25,1143.61
170,4.927,1867.0,14.77,3058.0,100.0,0.0,0.0,0.0,4.927,190.02,1150.37,1157.54
171,4.939,1915.0,12.8,3057.0,100.0,0.0,0.0,0.0,4.939,193.8,1146.61,1151.44
172,4.916,1924.0,15.41,3057.0,100.0,0.0,0.0,0.0,4.916,189.72,1142.47,1153.4
173,4.897,1824.0,16.4,3060.0,100.0,0.0,0.0,0.0,4.897,197.43,1156.19,1150.92
174,4.899,1895.0,15.26,3059.0,100.0,0.0,0.0,0.0,4.899,189.87,1143.73,1144.08
175,4.936,1896.0,13.88,3057.0,100.0,0.0,0.0,0.0,4.936,192.05,1147.58,1160.33
176,4.918,1933.0,14.66,3057.0,100.0,0.0,0.0,0.0,4.918,189.82,1150.27,1150.19
177,4.901,1846.0,16.7,3059.0,100.0,0.0,0.0,0.0,4.901,194.5,1146.5,1153.56
178,4.923,1924.0,13.24,3057.0,100.0,0.0,0.0,0.0,4.923,189.89,1146.62,1146.81
179,4.945,1886.0,12.17,3056.0,100.0,0.0,0.0,0.0,4.945,190.4,1145.34,1152.71
180,4.929,1911.0,13.94,3057.0,100.0,0.0,0.0,0.0,4.929,192.72,1146.2,1153.51
181,4.907,1885.0,15.31,3059.0,100.0,0.0,0.0,0.0,4.907,194.63,1155.73,1145.21
182,4.917,1868.0,16.89,3057.0,100.0,0.0,0.0,0.0,4.917,191.46,1144.04,1153.0
183,4.947,1822.0,12.93,3057.0,100.0,0.0,0.0,0.0,4.947,193.51,1154.21,1155.73
184,4.895,1795.0,15.94,3059.0,100.0,0.0,714.0,0.41,4.895,187.14,1145.22,1154.83
185,4.824,1816.0,20.62,3064.0,100.0,0.0,0.0,0.0,4.824,167.5,1145.58,1152.5
186,4.911,1906.0,14.91,3057.0,100.0,0.0,0.0,0.0,4.911,190.47,1152.3,1151.47
187,4.945,1925.0,12.12,3055.0,100.0,0.0,0.0,0.0,4.945,192.4,1147.94,1148.43
188,4.911,1973.0,14.2,3057.0,100.0,0.0,0.0,0.0,4.911,189.36,1139.79,1154.8
189,4.943,1932.0,11.99,3056.0,100.0,0.0,0.0,0.0,4.943,188.53,1153.91,1146.03
190,4.926,1827.0,19.82,3058.0,100.0,0.0,0.0,0.0,4.926,193.42,1148.51,1153.46
191,4.94,1858.0,16.77,3059.0,100.0,0.0,713.0,0.31,4.94,198.53,1151.3,1150.62
192,4.926,1906.0,13.64,3056.0,100.0,0.0,0.0,0.0,4.926,189.48,1136.11,1151.74
193,4.933,1950.0,13.39,3056.0,100.0,0.0,0.0,0.0,4.933,191.36,1150.95,1150.44
194,4.946,1829.0,12.46,3057.0,100.0,0.0,0.0,0.0,4.946,189.98,1150.49,1142.34
195,4.935,1956.0,11.6,3055.0,100.0,0.0,0.0,0.0,4.935,190.02,1148.24,1160.26
196,4.952,1960.0,11.88,3055.0,100.0,0.0,0.0,0.0,4.952,191.69,1137.79,1152.03
197,4.903,1889.0,15.81,3059.0,100.0,0.0,0.0,0.0,4.903,189.66,1146.15,1151.8
198,4.937,1911.0,14.07,3057.0,100.0,0.0,0.0,0.0,4.937,193.04,1150.74,1149.4
199,4.926,1901.0,13.79,3058.0,100.0,0.0,0.0,0.0,4.926,190.82,1149.26,1152.23
200,4.926,1852.0,15.66,3059.0,100.0,0.0,0.0,0.0,4.926,194.66,1144.18,1154.47
201,4.947,1990.0,11.63,3055.0,100.0,0.0,0.0,0.0,4.947,190.16,1148.54,1148.88
202,4.926,1792.0,17.81,3062.0,100.0,0.0,0.0,0.0,4.926,194.91,1153.61,1156.98
203,4.893,1813.0,20.19,3062.0,100.0,0.0,713.0,0.31,4.893,198.4,1144.4,1153.42
204,4.961,1896.0,12.22,3055.0,100.0,0.0,0.0,0.0,4.961,189.33,1152.67,1146.65
205,4.924,1971.0,14.55,3057.0,100.0,0.0,0.0,0.0,4.924,189.98,1143.57,1153.8
206,4.954,1983.0,12.51,3055.0,100.0,0.0,0.0,0.0,4.954,192.86,1148.38,1148.1
207,4.911,1858.0,16.96,3059.0,100.0,0.0,0.0,0.0,4.911,193.78,1144.01,1156.5
208,4.919,1856.0,15.38,3059.0,100.0,0.0,0.0,0.0,4.919,192.72,1154.0,1153.95
209,4.945,1944.0,11.65,3055.0,100.0,0.0,0.0,0.0,4.945,189.96,1142.92,1141.9
210,4.935,1949.0,13.17,3056.0,100.0,0.0,0.0,0.0,4.935,189.05,1146.59,1156.21
211,4.931,1927.0,14.38,3057.0,100.0,0.0,0.0,0.0,4.931,193.0,1139.31,1146.43
212,4.953,1934.0,12.33,3055.0,100.0,0.0,0.0,0.0,4.953,193.05,1157.61,1151.01
213,4.943,1902.0,12.87,3056.0,100.0,0.0,0.0,0.0,4.943,193.25,1140.3,1149.74
214,4.932,1861.0,14.23,3058.0,100.0,0.0,0.0,0.0,4.932,194.96,1154.9,1149.97
215,4.931,1924.0,13.38,3057.0,100.0,0.0,0.0,0.0,4.931,174.29,1144.86,1154.38
216,4.952,1857.0,14.88,3057.0,100.0,0.0,0.0,0.0,4.952,174.74,1152.09,1154.91
217,4.921,1848.0,15.32,3058.0,100.0,0.0,0.0,0.0,4.921,194.31,1147.98,1151.64
218,4.926,1889.0,15.13,3057.0,100.0,0.0,0.0,0.0,4.926,193.34,1146.69,1152.94
219,4.959,1761.0,14.23,3061.0,100.0,0.0,0.0,0.0,4.959,199.24,1148.84,1157.51
220,4.979,1939.0,17.43,3055.0,100.0,0.0,0.0,0.0,4.979,192.78,1144.62,1149.54
221,4.931,1915.0,13.94,3056.0,100.0,0.0,0.0,0.0,4.931,192.69,1141.95,1150.27
222,4.954,1952.0,13.49,3056.0,100.0,0.0,713.0,0.31,4.954,192.82,1154.25,1149.44
223,4.947,1909.0,14.56,3056.0,100.0,0.0,0.0,0.0,4.947,194.06,1138.01,1151.53
224,4.964,1934.0,12.19,3055.0,100.0,0.0,709.0,0.22,4.964,191.18,1154.99,1148.55
225,4.921,1970.0,14.93,3057.0,100.0,0.0,0.0,0.0,4.921,191.41,1139.09,1158.18
226,4.893,1857.0,17.38,3059.0,100.0,0.0,0.0,0.0,4.893,195.81,1147.76,1149.32
227,4.92,1882.0,15.88,3058.0,100.0,0.0,0.0,0.0,4.92,191.15,1152.13,1148.42
228,4.938,1849.0,14.85,3057.0,100.0,0.0,0.0,0.0,4.938,192.43,1146.27,1148.8
229,4.92,1831.0,16.43,3060.0,100.0,0.0,0.0,0.0,4.92,195.34,1143.95,1154.63
230,4.971,1860.0,13.95,3057.0,100.0,0.0,710.0,0.22,4.971,196.13,1154.7,1158.24
231,4.913,1923.0,15.31,3057.0,100.0,0.0,0.0,0.0,4.913,193.08,1149.33,1148.37
232,4.936,1824.0,15.76,3059.0,100.0,0.0,0.0,0.0,4.936,194.92,1144.99,1154.57
233,4.942,1922.0,13.34,3057.0,100.0,0.0,0.0,0.0,4.942,192.85,1139.83,1152.95
234,4.965,1963.0,11.5,3055.0,100.0,0.0,0.0,0.0,4.965,190.27,1153.02,1146.76
235,4.937,1824.0,13.83,3057.0,100.0,0.0,0.0,0.0,4.937,193.93,1137.88,1148.92
236,4.95,1910.0,13.63,3056.0,100.0,0.0,0.0,0.0,4.95,192.25,1153.59,1148.28
237,4.97,1846.0,13.26,3056.0,100.0,0.0,0.0,0.0,4.97,192.92,1147.32,1159.52
238,4.93,1885.0,15.15,3058.0,100.0,0.0,0.0,0.0,4.93,195.08,1139.88,1150.75
239,4.931,1859.0,17.32,3059.0,100.0,0.0,0.0,0.0,4.931,195.99,1160.69,1150.55
240,4.887,1826.0,19.02,3064.0,100.0,0.0,0.0,0.0,4.887,194.63,1144.11,1147.2
241,4.955,1786.0,14.21,3058.0,100.0,0.0,0.0,0.0,4.955,197.7,1150.53,1159.34
242,4.946,1897.0,13.15,3056.0,100.0,0.0,0.0,0.0,4.946,193.35,1140.37,1151.09
243,4.936,1958.0,13.89,3057.0,100.0,0.0,715.0,0.51,4.936,189.54,1151.58,1151.18
244,4.934,1824.0,15.66,3060.0,100.0,0.0,0.0,0.0,4.934,194.42,1146.59,1144.1
245,4.938,1868.0,15.92,3058.0,100.0,0.0,0.0,0.0,4.938,195.82,1144.67,1152.66
246,4.928,1907.0,12.4,3056.0,100.0,0.0,0.0,0.0,4.928,168.74,1149.99,1156.59
247,4.94,1900.0,13.47,3056.0,100.0,0.0,0.0,0.0,4.94,178.93,1148.71,1142.71
248,4.919,1901.0,19.5,3061.0,100.0,0.0,0.0,0.0,4.919,195.68,1149.66,1159.26
249,4.949,1788.0,14.82,3062.0,100.0,0.0,0.0,0.0,4.949,199.53,1149.32,1152.94
250,4.974,1832.0,18.83,3057.0,100.0,0.0,0.0,0.0,4.974,195.54,1146.71,1156.35
251,4.939,1862.0,17.03,3060.0,100.0,0.0,0.0,0.0,4.939,198.34,1149.42,1153.59
252,4.963,1925.0,12.18,3056.0,100.0,0.0,0.0,0.0,4.963,194.2,1139.01,1150.49
253,4.936,1842.0,15.57,3059.0,100.0,0.0,0.0,0.0,4.936,195.64,1145.76,1153.0
