Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU HW active frequency MHz,GPU HW active residency %,Power (W),App CPU ms/s,ComponentA CPU ms/s,ComponentB CPU ms/s
0,1.788,1227.0,24.64,1691.0,44.4,0.001,709.0,0.22,1.789,49.07,438.14,439.02
1,4.525,1606.0,12.59,3074.0,99.67,0.0,709.0,0.22,4.525,129.64,1072.59,1070.0
2,4.78,1802.0,11.63,3055.0,100.0,0.0,0.0,0.0,4.78,182.54,1146.18,1145.62
3,4.786,1846.0,12.03,3054.0,100.0,0.0,709.0,0.22,4.786,183.27,1145.99,1160.46
4,4.788,1792.0,11.6,3056.0,100.0,0.0,0.0,0.0,4.788,183.14,1154.91,1159.74
5,4.769,1805.0,12.76,3056.0,100.0,0.0,0.0,0.0,4.769,174.26,1150.09,1156.72
6,4.747,1814.0,15.2,3060.0,100.0,0.0,0.0,0.0,4.747,183.63,1145.43,1144.86
7,4.773,1840.0,16.03,3058.0,100.0,0.0,710.0,0.22,4.773,188.59,1156.32,1153.48
8,4.783,1946.0,11.18,3054.0,100.0,0.0,0.0,0.0,4.783,183.83,1147.33,1143.66
9,4.747,1849.0,17.15,3060.0,100.0,0.0,712.0,0.32,4.747,187.71,1138.28,1147.71
10,4.77,1872.0,14.25,3056.0,100.0,0.0,0.0,0.0,4.77,183.96,1157.74,1148.22
11,4.778,1861.0,12.62,3055.0,100.0,0.0,0.0,0.0,4.778,179.79,1152.7,1143.83
12,4.764,1877.0,14.16,3057.0,99.84,0.0,0.0,0.0,4.764,183.58,1148.54,1145.36
13,4.787,1828.0,13.1,3056.0,100.0,0.0,0.0,0.0,4.787,183.84,1150.2,1153.82
14,4.787,1932.0,13.43,3056.0,100.0,0.0,0.0,0.0,4.787,185.66,1145.17,1145.98
15,4.773,1823.0,14.78,3057.0,100.0,0.0,0.0,0.0,4.773,184.35,1142.89,1146.31
16,4.781,1855.0,14.7,3057.0,100.0,0.0,0.0,0.0,4.781,186.02,1147.7,1148.38
17,4.804,1915.0,11.33,3054.0,100.0,0.0,0.0,0.0,4.804,181.5,1148.1,1150.51
18,4.804,1828.0,13.99,3060.0,100.0,0.0,0.0,0.0,4.804,189.02,1145.86,1145.01
19,4.791,1953.0,12.42,3057.0,100.0,0.0,0.0,0.0,4.791,180.7,1141.34,1151.28
20,4.793,1834.0,14.53,3059.0,100.0,0.0,0.0,0.0,4.793,186.78,1143.03,1143.52
21,4.784,1902.0,15.5,3061.0,100.0,0.0,0.0,0.0,4.784,186.9,1144.64,1156.61
22,4.809,1817.0,15.61,3059.0,100.0,0.0,0.0,0.0,4.809,188.84,1146.67,1143.83
23,4.818,1820.0,12.9,3057.0,100.0,0.0,0.0,0.0,4.818,185.02,1144.83,1155.48
24,4.819,1873.0,19.67,3060.0,100.0,0.0,0.0,0.0,4.819,189.77,1136.29,1148.63
25,4.824,1939.0,13.08,3058.0,100.0,0.0,0.0,0.0,4.824,188.38,1147.15,1148.47
26,4.797,1813.0,14.77,3059.0,100.0,0.0,0.0,0.0,4.797,189.29,1144.74,1140.7
27,4.832,1832.0,14.37,3060.0,100.0,0.0,0.0,0.0,4.832,187.67,1146.82,1150.47
28,4.837,1842.0,11.48,3055.0,100.0,0.0,0.0,0.0,4.837,184.19,1142.05,1150.05
29,4.809,1959.0,13.99,3058.0,100.0,0.0,0.0,0.0,4.809,183.87,1142.01,1144.88
30,4.82,1893.0,12.44,3055.0,100.0,0.002,713.0,0.63,4.822,162.42,1141.51,1154.98
31,4.803,1945.0,13.0,3057.0,100.0,0.001,708.0,0.22,4.804,174.16,1141.18,1145.34
32,4.79,1968.0,16.96,3061.0,100.0,0.0,0.0,0.0,4.79,185.95,1138.22,1151.42
33,4.818,1891.0,12.82,3057.0,100.0,0.0,0.0,0.0,4.818,184.53,1143.74,1141.69
34,4.852,1851.0,12.36,3055.0,100.0,0.001,713.0,0.32,4.853,186.28,1142.73,1151.77
35,4.814,1906.0,14.37,3058.0,100.0,0.0,0.0,0.0,4.814,185.25,1142.36,1144.89
36,4.847,1825.0,12.25,3056.0,100.0,0.0,0.0,0.0,4.847,184.8,1146.93,1153.64
37,4.819,1881.0,14.22,3059.0,100.0,0.0,0.0,0.0,4.819,186.27,1145.25,1142.87
38,4.824,1969.0,14.02,3058.0,100.0,0.0,0.0,0.0,4.824,185.66,1141.75,1145.65
39,4.79,1942.0,16.53,3061.0,100.0,0.0,0.0,0.0,4.79,184.72,1145.08,1143.07
40,4.836,1903.0,13.14,3057.0,100.0,0.0,0.0,0.0,4.836,184.88,1144.17,1154.91
41,4.811,1844.0,14.89,3060.0,100.0,0.0,0.0,0.0,4.811,188.65,1135.91,1146.6
42,5.079,1921.0,14.99,3054.0,100.0,0.0,0.0,0.0,5.079,190.15,1147.05,1148.68
43,4.827,1950.0,14.28,3059.0,100.0,0.0,0.0,0.0,4.827,185.55,1143.41,1151.27
44,4.81,1891.0,16.61,3064.0,100.0,0.0,0.0,0.0,4.81,185.18,1146.13,1140.69
45,4.832,1880.0,14.22,3059.0,100.0,0.0,0.0,0.0,4.832,186.52,1136.79,1153.85
46,4.858,1933.0,12.04,3055.0,100.0,0.0,0.0,0.0,4.858,186.84,1145.18,1141.17
47,4.835,1865.0,13.57,3057.0,100.0,0.0,715.0,0.51,4.835,184.77,1144.69,1143.84
48,4.861,1944.0,11.08,3055.0,100.0,0.0,0.0,0.0,4.861,185.26,1139.09,1155.61
49,4.833,1848.0,14.49,3059.0,100.0,0.0,0.0,0.0,4.833,186.61,1139.91,1139.74
50,4.847,1870.0,14.16,3059.0,100.0,0.0,0.0,0.0,4.847,187.63,1137.44,1156.28
51,4.835,1830.0,13.9,3059.0,100.0,0.0,0.0,0.0,4.835,188.42,1140.77,1143.13
52,4.839,1942.0,13.98,3058.0,100.0,0.0,0.0,0.0,4.839,184.96,1145.35,1148.01
53,4.85,1851.0,14.88,3059.0,100.0,0.0,0.0,0.0,4.85,190.56,1151.91,1150.36
54,4.823,1817.0,23.09,3064.0,100.0,0.0,0.0,0.0,4.823,192.85,1136.59,1151.89
55,4.85,1815.0,15.81,3059.0,100.0,0.0,714.0,0.41,4.85,187.71,1143.18,1142.51
56,4.852,1864.0,14.75,3059.0,100.0,0.0,0.0,0.0,4.852,186.84,1150.38,1153.4
57,4.866,1914.0,11.87,3056.0,100.0,0.0,0.0,0.0,4.866,185.92,1146.36,1143.02
58,4.859,1864.0,12.78,3056.0,100.0,0.0,0.0,0.0,4.859,185.11,1141.43,1149.9
59,4.883,1943.0,11.92,3055.0,100.0,0.0,0.0,0.0,4.883,186.65,1145.15,1147.65
60,4.852,1815.0,13.85,3058.0,100.0,0.0,0.0,0.0,4.852,186.6,1143.12,1155.01
61,4.846,1827.0,10.64,3056.0,100.0,0.0,0.0,0.0,4.846,153.91,1145.9,1144.97
62,4.862,1923.0,17.4,3058.0,100.0,0.0,710.0,0.22,4.862,177.26,1136.67,1151.41
63,4.862,1914.0,13.38,3057.0,100.0,0.0,0.0,0.0,4.862,185.3,1147.95,1142.37
64,4.871,1894.0,13.31,3057.0,100.0,0.0,0.0,0.0,4.871,184.4,1147.9,1152.85
65,4.846,1813.0,15.61,3060.0,100.0,0.0,0.0,0.0,4.846,192.5,1138.04,1145.99
66,4.826,1857.0,17.38,3061.0,100.0,0.0,0.0,0.0,4.826,184.73,1150.8,1152.19
67,4.847,1821.0,14.96,3059.0,100.0,0.0,0.0,0.0,4.847,188.74,1142.57,1151.05
68,4.863,1874.0,13.29,3057.0,100.0,0.0,0.0,0.0,4.863,187.87,1144.02,1141.38
69,4.867,1868.0,13.57,3058.0,100.0,0.0,0.0,0.0,4.867,186.88,1138.31,1155.06
70,4.873,1879.0,14.31,3057.0,100.0,0.0,0.0,0.0,4.873,190.31,1150.97,1141.99
71,4.838,1889.0,17.21,3061.0,100.0,0.0,0.0,0.0,4.838,187.51,1144.39,1154.53
72,4.859,1861.0,15.61,3059.0,100.0,0.0,0.0,0.0,4.859,191.95,1140.3,1151.74
73,4.882,1904.0,11.2,3055.0,100.0,0.0,0.0,0.0,4.882,182.75,1146.8,1137.74
74,4.844,1901.0,17.77,3061.0,100.0,0.0,0.0,0.0,4.844,189.04,1143.11,1157.5
75,4.839,1851.0,17.83,3061.0,100.0,0.0,0.0,0.0,4.839,190.73,1143.84,1150.34
76,4.873,1831.0,13.3,3057.0,100.0,0.0,0.0,0.0,4.873,187.86,1144.16,1151.18
77,4.867,1882.0,17.09,3061.0,100.0,0.0,0.0,0.0,4.867,192.37,1144.23,1149.21
78,4.874,1864.0,13.8,3060.0,100.0,0.0,0.0,0.0,4.874,184.09,1143.09,1152.46
79,4.864,1888.0,15.36,3059.0,100.0,0.0,0.0,0.0,4.864,189.14,1150.99,1146.15
80,4.883,1863.0,13.19,3057.0,100.0,0.0,0.0,0.0,4.883,186.34,1137.15,1150.85
81,4.865,1863.0,15.14,3058.0,100.0,0.0,0.0,0.0,4.865,188.89,1147.25,1148.63
82,4.841,1937.0,16.36,3059.0,100.0,0.0,0.0,0.0,4.841,184.07,1142.85,1138.59
83,4.879,1931.0,14.07,3057.0,100.0,0.0,0.0,0.0,4.879,185.33,1144.57,1154.04
84,4.91,1894.0,18.12,3057.0,100.0,0.0,0.0,0.0,4.91,190.2,1138.02,1150.45
85,4.891,1883.0,13.92,3058.0,100.0,0.0,713.0,0.31,4.891,191.57,1140.88,1143.52
86,4.879,1830.0,14.9,3060.0,100.0,0.0,0.0,0.0,4.879,190.42,1151.61,1152.74
87,4.87,1905.0,14.82,3058.0,100.0,0.0,0.0,0.0,4.87,189.48,1137.04,1149.37
88,4.874,1874.0,13.88,3057.0,100.0,0.0,0.0,0.0,4.874,185.95,1138.23,1144.06
89,4.918,1951.0,11.47,3055.0,100.0,0.0,0.0,0.0,4.918,185.18,1145.24,1150.57
90,4.894,1845.0,13.54,3058.0,100.0,0.0,0.0,0.0,4.894,190.6,1152.74,1149.74
91,4.908,1943.0,11.72,3055.0,100.0,0.0,0.0,0.0,4.908,187.62,1139.35,1145.84
92,4.848,1796.0,13.58,3057.0,100.0,0.0,0.0,0.0,4.848,154.32,1145.4,1141.18
93,4.837,1906.0,18.04,3060.0,100.0,0.0,0.0,0.0,4.837,188.7,1142.32,1151.65
94,5.52,2011.0,96.0,3054.0,100.0,0.0,0.0,0.0,5.52,190.66,1137.23,1156.19
95,5.461,1857.0,100.0,3059.0,100.0,0.0,708.0,0.22,5.461,192.54,1156.83,1158.18
96,5.246,1865.0,65.0,3057.0,100.0,0.0,0.0,0.0,5.246,190.09,1139.74,1151.03
97,4.877,1920.0,15.37,3058.0,100.0,0.0,0.0,0.0,4.877,188.03,1150.06,1147.23
98,4.878,1881.0,14.34,3057.0,100.0,0.0,0.0,0.0,4.878,187.89,1140.66,1141.87
99,4.881,1829.0,16.22,3059.0,100.0,0.0,0.0,0.0,4.881,188.47,1148.92,1154.31
100,4.875,1868.0,15.41,3059.0,100.0,0.0,0.0,0.0,4.875,190.35,1143.0,1148.14
101,4.86,1896.0,17.77,3059.0,100.0,0.0,0.0,0.0,4.86,191.48,1139.05,1151.3
102,4.908,1919.0,11.4,3055.0,100.0,0.0,0.0,0.0,4.908,185.6,1144.95,1146.93
103,4.897,1890.0,13.11,3057.0,100.0,0.0,0.0,0.0,4.897,187.89,1140.24,1148.45
104,4.864,1911.0,15.83,3059.0,100.0,0.0,0.0,0.0,4.864,188.39,1149.0,1148.1
105,4.862,1906.0,16.39,3059.0,100.0,0.0,0.0,0.0,4.862,185.9,1136.18,1147.22
106,4.848,1835.0,20.97,3063.0,100.0,0.0,714.0,0.41,4.848,190.63,1153.27,1150.25
107,4.897,1922.0,13.21,3057.0,100.0,0.0,0.0,0.0,4.897,187.92,1142.95,1144.71
108,4.907,1874.0,12.88,3056.0,100.0,0.0,0.0,0.0,4.907,186.19,1140.57,1154.8
109,4.913,1927.0,11.87,3055.0,100.0,0.0,0.0,0.0,4.913,188.32,1142.71,1145.35
110,4.887,1912.0,14.35,3057.0,100.0,0.0,0.0,0.0,4.887,188.09,1141.32,1143.56
111,4.891,1882.0,14.57,3058.0,100.0,0.0,0.0,0.0,4.891,188.53,1145.43,1156.19
112,4.886,1894.0,13.0,3057.0,100.0,0.0,0.0,0.0,4.886,188.12,1134.34,1147.81
113,4.892,1833.0,22.56,3061.0,100.0,0.0,0.0,0.0,4.892,193.24,1146.01,1145.77
114,4.881,1893.0,16.56,3058.0,100.0,0.0,0.0,0.0,4.881,189.54,1149.85,1146.77
115,4.925,1907.0,11.56,3055.0,100.0,0.0,0.0,0.0,4.925,188.12,1134.46,1154.72
116,4.904,1920.0,15.92,3058.0,100.0,0.001,713.0,0.63,4.905,188.49,1154.65,1145.88
117,4.899,1856.0,13.24,3057.0,100.0,0.002,709.0,0.22,4.901,188.88,1143.32,1151.33
118,4.924,1909.0,12.21,3056.0,100.0,0.0,0.0,0.0,4.924,188.21,1141.91,1146.72
119,4.877,1862.0,17.11,3060.0,100.0,0.0,0.0,0.0,4.877,191.1,1135.85,1149.88
120,4.913,1951.0,11.15,3055.0,100.0,0.0,0.0,0.0,4.913,185.91,1147.59,1148.77
121,4.9,1901.0,14.99,3058.0,100.0,0.0,0.0,0.0,4.9,189.83,1146.57,1150.61
122,4.898,1844.0,13.67,3058.0,100.0,0.0,0.0,0.0,4.898,185.2,1145.17,1141.32
123,4.881,1858.0,13.37,3057.0,100.0,0.0,0.0,0.0,4.881,159.45,1141.75,1153.37
