Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s,ComponentA CPU ms/s,ComponentB CPU ms/s
40,4.862,1913.0,20.87,3057.0,100.0,0.0,0.0,0.0,4.862,189.67,1150.82,1147.46
41,4.874,1980.0,19.39,3055.0,100.0,0.0,0.0,0.0,4.874,187.37,1149.11,1136.53
42,4.862,1931.0,22.02,3059.0,100.0,0.0,0.0,0.0,4.862,186.2,1146.25,1145.3
43,4.835,1828.0,21.39,3060.0,100.0,0.0,0.0,0.0,4.835,189.87,1140.43,1153.54
44,4.862,1754.0,22.01,3061.0,100.0,0.0,0.0,0.0,4.862,192.51,1146.11,1149.21
45,4.809,1830.0,26.7,3066.0,100.0,0.0,712.0,0.32,4.809,183.62,1153.04,1141.99
46,4.92,1945.0,33.67,3057.0,100.0,0.0,0.0,0.0,4.92,192.65,1148.98,1151.08
47,4.853,1864.0,23.47,3061.0,100.0,0.0,0.0,0.0,4.853,192.48,1142.33,1144.74
48,4.842,1859.0,21.91,3062.0,100.0,0.0,710.0,0.22,4.842,190.68,1144.22,1145.08
49,4.848,1806.0,20.81,3061.0,100.0,0.0,0.0,0.0,4.848,190.14,1155.28,1148.26
50,4.85,1886.0,23.37,3061.0,100.0,0.0,0.0,0.0,4.85,190.48,1142.45,1148.36
51,4.898,1895.0,23.38,3057.0,100.0,0.0,0.0,0.0,4.898,189.88,1149.61,1147.03
52,4.883,1849.0,24.2,3059.0,100.0,0.0,709.0,0.22,4.883,193.91,1151.71,1147.3
53,4.837,1795.0,21.75,3064.0,100.0,0.0,0.0,0.0,4.837,190.6,1148.51,1147.38
54,4.856,1830.0,21.07,3058.0,100.0,0.0,0.0,0.0,4.856,188.45,1139.48,1142.77
55,4.86,1898.0,25.21,3061.0,100.0,0.0,709.0,0.22,4.86,190.15,1153.35,1148.85
56,4.859,1834.0,22.27,3058.0,100.0,0.0,0.0,0.0,4.859,190.16,1141.27,1142.48
57,4.846,1831.0,23.38,3061.0,100.0,0.0,0.0,0.0,4.846,187.22,1144.19,1141.28
58,4.897,1790.0,21.29,3059.0,100.0,0.0,0.0,0.0,4.897,190.18,1160.62,1154.76
59,4.878,1830.0,21.03,3058.0,100.0,0.0,0.0,0.0,4.878,190.3,1146.36,1142.05
60,4.869,1826.0,22.9,3061.0,100.0,0.0,0.0,0.0,4.869,193.72,1143.58,1138.38
61,4.843,1824.0,21.39,3059.0,100.0,0.0,0.0,0.0,4.843,154.5,1147.25,1152.32
62,4.864,1853.0,22.75,3061.0,100.0,0.0,0.0,0.0,4.864,188.83,1150.67,1137.55
63,4.892,1971.0,18.49,3055.0,100.0,0.0,0.0,0.0,4.892,185.68,1142.11,1147.38
64,4.878,1808.0,22.95,3062.0,100.0,0.0,0.0,0.0,4.878,191.79,1152.54,1154.24
65,4.891,1831.0,19.08,3056.0,100.0,0.0,0.0,0.0,4.891,187.85,1146.55,1145.29
66,4.865,1887.0,20.3,3059.0,100.0,0.0,0.0,0.0,4.865,188.03,1139.43,1143.84
67,4.841,1891.0,24.62,3062.0,100.0,0.0,0.0,0.0,4.841,187.74,1151.24,1146.59
68,4.857,1916.0,20.27,3059.0,99.64,0.0,0.0,0.0,4.857,187.64,1147.11,1138.49
69,4.872,1851.0,21.52,3063.0,100.0,0.0,0.0,0.0,4.872,183.29,1145.29,1152.72
70,4.89,1841.0,20.68,3057.0,100.0,0.0,0.0,0.0,4.89,189.41,1144.41,1145.73
71,4.906,1802.0,21.91,3058.0,100.0,0.0,0.0,0.0,4.906,192.61,1143.87,1146.38
72,4.872,1793.0,18.33,3059.0,100.0,0.0,0.0,0.0,4.872,189.68,1149.47,1142.24
73,4.869,1850.0,19.56,3059.0,100.0,0.0,0.0,0.0,4.869,187.5,1146.8,1143.29
74,4.879,1820.0,21.19,3060.0,100.0,0.0,0.0,0.0,4.879,189.6,1150.35,1152.66
75,4.848,1846.0,22.87,3062.0,100.0,0.0,0.0,0.0,4.848,188.8,1137.67,1146.72
76,4.894,1942.0,28.92,3061.0,100.0,0.0,0.0,0.0,4.894,188.63,1155.41,1143.75
77,4.863,1923.0,24.1,3061.0,100.0,0.0,713.0,0.31,4.863,190.64,1143.72,1146.24
78,4.902,1854.0,27.87,3060.0,100.0,0.0,0.0,0.0,4.902,188.76,1142.33,1144.0
79,4.896,1949.0,22.31,3058.0,100.0,0.0,709.0,0.22,4.896,190.69,1154.86,1141.03
80,4.903,1961.0,18.29,3055.0,100.0,0.0,0.0,0.0,4.903,184.91,1141.75,1145.44
81,4.901,1876.0,22.67,3059.0,100.0,0.0,0.0,0.0,4.901,191.7,1150.53,1152.58
82,4.89,1828.0,19.82,3058.0,100.0,0.0,0.0,0.0,4.89,189.33,1142.31,1147.18
83,4.878,1881.0,22.0,3058.0,100.0,0.0,0.0,0.0,4.878,190.05,1142.27,1136.8
84,4.897,1869.0,20.5,3057.0,100.0,0.0,0.0,0.0,4.897,189.42,1152.44,1152.11
85,4.88,1887.0,21.65,3059.0,100.0,0.0,0.0,0.0,4.88,189.93,1137.56,1141.63
86,4.904,1889.0,22.69,3059.0,100.0,0.0,0.0,0.0,4.904,190.03,1150.89,1148.67
87,4.885,1812.0,22.86,3061.0,100.0,0.0,0.0,0.0,4.885,189.72,1147.37,1137.83
88,4.874,1822.0,24.57,3062.0,100.0,0.0,0.0,0.0,4.874,192.72,1147.76,1155.2
89,4.878,1800.0,24.11,3062.0,100.0,0.0,0.0,0.0,4.878,196.34,1145.54,1145.64
90,4.901,1927.0,19.79,3057.0,100.0,0.0,0.0,0.0,4.901,184.97,1148.18,1137.31
91,4.89,1914.0,22.17,3060.0,100.0,0.0,0.0,0.0,4.89,183.17,1150.0,1149.85
92,4.836,1811.0,22.9,3062.0,99.81,0.0,0.0,0.0,4.836,154.91,1136.2,1142.64
93,4.88,1863.0,19.7,3060.0,100.0,0.0,0.0,0.0,4.88,189.53,1155.83,1148.44
94,4.901,1861.0,17.59,3056.0,100.0,0.0,0.0,0.0,4.901,188.52,1147.56,1150.23
95,4.893,1779.0,22.06,3062.0,100.0,0.0,0.0,0.0,4.893,191.17,1144.81,1141.73
96,4.922,1856.0,19.79,3056.0,100.0,0.0,0.0,0.0,4.922,191.33,1149.8,1144.85
97,4.921,1942.0,18.62,3055.0,100.0,0.0,0.0,0.0,4.921,186.54,1144.37,1146.32
98,4.917,1940.0,18.38,3055.0,100.0,0.0,0.0,0.0,4.917,188.86,1145.05,1145.13
99,4.924,1989.0,18.32,3055.0,100.0,0.0,0.0,0.0,4.924,188.22,1137.01,1144.1
100,4.916,1950.0,16.81,3055.0,100.0,0.0,0.0,0.0,4.916,186.98,1151.32,1143.28
101,4.895,1888.0,20.54,3058.0,100.0,0.0,0.0,0.0,4.895,188.67,1146.71,1139.85
102,4.909,1825.0,19.53,3057.0,100.0,0.0,0.0,0.0,4.909,191.43,1137.97,1148.03
103,4.909,1869.0,21.33,3058.0,100.0,0.0,0.0,0.0,4.909,192.91,1151.38,1140.08
104,4.903,1897.0,22.76,3058.0,100.0,0.0,715.0,0.51,4.903,187.7,1139.51,1153.69
105,4.909,1779.0,33.4,3066.0,100.0,0.0,0.0,0.0,4.909,195.14,1159.87,1143.55
106,4.895,1957.0,23.11,3060.0,100.0,0.0,0.0,0.0,4.895,188.81,1147.2,1152.09
107,4.916,1912.0,20.12,3057.0,100.0,0.0,0.0,0.0,4.916,190.66,1144.17,1139.91
108,4.914,1841.0,20.39,3057.0,100.0,0.0,0.0,0.0,4.914,189.54,1141.87,1149.35
109,4.923,1758.0,20.55,3060.0,100.0,0.0,0.0,0.0,4.923,194.41,1156.22,1148.89
110,4.93,1916.0,21.09,3056.0,100.0,0.0,713.0,0.32,4.93,192.28,1143.59,1146.27
111,4.922,1878.0,22.17,3059.0,100.0,0.0,0.0,0.0,4.922,192.91,1142.63,1146.64
112,4.902,1871.0,23.57,3060.0,100.0,0.0,0.0,0.0,4.902,189.65,1154.56,1145.51
113,4.913,1838.0,14.67,3055.0,100.0,0.0,0.0,0.0,4.913,190.43,1143.39,1146.24
114,4.916,1859.0,20.5,3056.0,100.0,0.0,0.0,0.0,4.916,191.77,1139.89,1141.83
115,4.909,1879.0,24.64,3060.0,100.0,0.0,0.0,0.0,4.909,190.61,1154.37,1150.41
116,5.162,1893.0,22.32,3052.0,100.0,0.0,0.0,0.0,5.162,194.61,1136.54,1145.21
117,4.907,1923.0,21.06,3059.0,100.0,0.0,0.0,0.0,4.907,190.86,1155.07,1142.15
118,4.9,1893.0,22.37,3058.0,100.0,0.0,0.0,0.0,4.9,190.49,1139.53,1142.52
119,4.922,1840.0,21.65,3059.0,100.0,0.0,0.0,0.0,4.922,191.39,1152.88,1143.39
120,4.93,1847.0,22.21,3058.0,100.0,0.0,0.0,0.0,4.93,192.72,1149.15,1153.53
121,4.918,1857.0,20.75,3056.0,100.0,0.0,0.0,0.0,4.918,188.89,1140.51,1143.09
122,4.918,1858.0,20.08,3056.0,100.0,0.0,0.0,0.0,4.918,180.73,1148.6,1139.24
123,4.903,1824.0,18.74,3056.0,100.0,0.0,0.0,0.0,4.903,163.14,1151.01,1148.86
124,4.937,1860.0,18.95,3055.0,100.0,0.0,0.0,0.0,4.937,190.71,1148.21,1145.16
125,4.863,1830.0,23.09,3061.0,100.0,0.0,0.0,0.0,4.863,188.85,1140.07,1137.58
126,4.948,1840.0,20.56,3057.0,100.0,0.0,0.0,0.0,4.948,193.67,1147.46,1154.39
127,4.939,1926.0,18.45,3055.0,100.0,0.0,0.0,0.0,4.939,188.93,1148.9,1142.92
128,4.923,1874.0,19.69,3056.0,100.0,0.0,0.0,0.0,4.923,192.45,1150.4,1146.91
129,4.931,1805.0,21.17,3058.0,100.0,0.0,0.0,0.0,4.931,192.81,1147.11,1143.69
130,4.921,1852.0,22.53,3059.0,100.0,0.0,0.0,0.0,4.921,190.59,1146.62,1151.94
131,4.912,1814.0,24.52,3062.0,100.0,0.0,0.0,0.0,4.912,195.33,1149.72,1148.78
132,4.938,1913.0,20.31,3057.0,100.0,0.0,0.0,0.0,4.938,189.32,1148.81,1137.34
133,4.899,1847.0,17.64,3058.0,100.0,0.0,0.0,0.0,4.899,191.72,1133.97,1151.27
134,4.937,1799.0,17.9,3056.0,100.0,0.0,0.0,0.0,4.937,192.74,1155.37,1143.72
135,5.0,1835.0,33.25,3057.0,100.0,0.0,0.0,0.0,5.0,198.42,1149.28,1146.43
136,4.945,1812.0,21.18,3057.0,100.0,0.0,712.0,0.32,4.945,191.25,1145.2,1142.46
137,4.918,1875.0,30.98,3060.0,100.0,0.0,0.0,0.0,4.918,189.64,1144.94,1152.34
138,4.93,1844.0,21.49,3057.0,100.0,0.0,0.0,0.0,4.93,193.47,1152.63,1140.66
139,4.949,1927.0,18.4,3055.0,100.0,0.0,0.0,0.0,4.949,188.73,1148.19,1145.34
140,4.938,1805.0,22.35,3061.0,100.0,0.0,0.0,0.0,4.938,191.36,1146.02,1149.95
141,4.934,1937.0,20.34,3058.0,100.0,0.0,0.0,0.0,4.934,190.42,1150.39,1150.72
142,4.928,1918.0,22.74,3057.0,100.0,0.0,709.0,0.22,4.928,189.44,1145.95,1144.45
143,4.929,1828.0,20.82,3058.0,100.0,0.0,0.0,0.0,4.929,191.91,1149.55,1142.09
144,4.9,1820.0,23.11,3059.0,100.0,0.0,0.0,0.0,4.9,192.41,1140.02,1144.78
145,4.935,1835.0,20.93,3057.0,100.0,0.0,0.0,0.0,4.935,191.06,1149.71,1139.72
146,4.94,1847.0,21.88,3059.0,100.0,0.0,0.0,0.0,4.94,192.95,1152.91,1151.93
147,4.898,1845.0,22.89,3059.0,100.0,0.0,0.0,0.0,4.898,190.7,1136.45,1148.98
148,4.905,1799.0,23.29,3062.0,99.84,0.0,0.0,0.0,4.905,192.35,1155.93,1149.09
149,4.949,1817.0,20.89,3059.0,100.0,0.0,0.0,0.0,4.949,195.01,1148.66,1141.7
150,4.912,1842.0,22.47,3060.0,100.0,0.0,0.0,0.0,4.912,193.22,1147.32,1153.96
151,4.925,1849.0,21.12,3058.0,100.0,0.0,0.0,0.0,4.925,193.84,1140.21,1145.35
152,4.961,1858.0,18.64,3055.0,100.0,0.0,0.0,0.0,4.961,190.76,1145.73,1146.45
153,4.927,1839.0,20.05,3057.0,100.0,0.0,0.0,0.0,4.927,175.77,1147.32,1142.41
154,4.893,1846.0,16.28,3057.0,100.0,0.0,0.0,0.0,4.893,167.39,1151.67,1145.41
155,4.95,1746.0,20.52,3061.0,100.0,0.0,0.0,0.0,4.95,194.67,1151.16,1145.13
156,4.934,1851.0,21.91,3058.0,100.0,0.0,0.0,0.0,4.934,194.72,1142.13,1153.22
157,4.933,1960.0,20.93,3057.0,100.0,0.0,0.0,0.0,4.933,186.43,1150.21,1138.15
158,5.042,1857.0,39.26,3061.0,100.0,0.0,0.0,0.0,5.042,201.41,1147.31,1154.96
159,4.958,1830.0,20.99,3058.0,100.0,0.0,0.0,0.0,4.958,193.25,1146.21,1147.44
160,4.953,1848.0,21.46,3057.0,100.0,0.0,0.0,0.0,4.953,191.3,1149.6,1137.62
161,4.951,1856.0,20.71,3056.0,100.0,0.0,0.0,0.0,4.951,190.18,1144.64,1148.38
162,4.97,1757.0,21.45,3062.0,100.0,0.0,0.0,0.0,4.97,199.68,1155.3,1148.65
163,4.956,1847.0,20.65,3056.0,100.0,0.0,715.0,0.51,4.956,192.97,1152.7,1147.54
164,5.009,1927.0,30.89,3054.0,100.0,0.0,0.0,0.0,5.009,192.64,1144.59,1139.6
165,4.967,1948.0,19.99,3056.0,100.0,0.001,712.0,0.53,4.968,191.52,1149.63,1153.07
166,4.917,1870.0,21.21,3057.0,100.0,0.0,0.0,0.0,4.917,193.9,1137.82,1143.06
167,4.913,1830.0,24.05,3059.0,100.0,0.0,0.0,0.0,4.913,192.19,1149.76,1141.78
168,4.96,1922.0,22.67,3057.0,100.0,0.0,0.0,0.0,4.96,191.04,1149.03,1152.72
169,4.932,1887.0,21.41,3058.0,100.0,0.0,0.0,0.0,4.932,191.24,1145.13,1141.89
170,4.96,1884.0,21.32,3057.0,100.0,0.0,0.0,0.0,4.96,192.04,1149.38,1142.05
171,4.958,1932.0,19.21,3055.0,100.0,0.0,0.0,0.0,4.958,190.86,1141.42,1145.85
172,4.949,1960.0,18.64,3055.0,100.0,0.0,0.0,0.0,4.949,188.46,1142.24,1143.72
173,4.939,1925.0,20.56,3057.0,100.0,0.0,0.0,0.0,4.939,193.26,1151.81,1145.9
174,4.916,1914.0,17.18,3057.0,100.0,0.0,0.0,0.0,4.916,190.47,1135.19,1143.75
175,4.959,1997.0,19.25,3055.0,100.0,0.0,0.0,0.0,4.959,190.3,1150.77,1137.9
176,4.958,1939.0,17.58,3055.0,100.0,0.0,0.0,0.0,4.958,190.96,1149.81,1147.29
177,4.901,1823.0,21.73,3060.0,100.0,0.0,0.0,0.0,4.901,194.17,1144.95,1147.6
178,4.953,1877.0,21.56,3056.0,100.0,0.0,0.0,0.0,4.953,193.08,1140.37,1143.97
179,4.946,1855.0,23.1,3058.0,100.0,0.0,0.0,0.0,4.946,194.66,1153.47,1147.14
180,4.938,1821.0,23.06,3058.0,100.0,0.0,0.0,0.0,4.938,194.87,1143.14,1149.08
181,4.951,1845.0,20.43,3056.0,100.0,0.0,0.0,0.0,4.951,192.86,1150.1,1136.88
182,4.936,1799.0,21.54,3059.0,100.0,0.0,0.0,0.0,4.936,193.97,1141.77,1149.25
183,4.934,1893.0,22.01,3057.0,100.0,0.0,0.0,0.0,4.934,192.93,1154.64,1138.12
184,4.93,1873.0,17.59,3055.0,100.0,0.0,0.0,0.0,4.93,166.3,1135.53,1147.51
185,4.999,1846.0,29.59,3058.0,100.0,0.0,0.0,0.0,4.999,180.19,1155.11,1149.93
186,4.881,1863.0,25.24,3061.0,100.0,0.0,0.0,0.0,4.881,194.1,1144.76,1148.99
187,4.948,1812.0,20.98,3058.0,100.0,0.0,0.0,0.0,4.948,194.5,1147.03,1144.94
188,4.97,1937.0,18.91,3055.0,100.0,0.0,0.0,0.0,4.97,192.34,1143.81,1142.02
189,4.97,1956.0,20.48,3054.0,100.0,0.0,712.0,0.53,4.97,192.5,1146.53,1145.99
190,4.931,1968.0,21.59,3057.0,100.0,0.0,0.0,0.0,4.931,193.02,1144.56,1138.35
191,4.967,1978.0,18.72,3055.0,100.0,0.0,0.0,0.0,4.967,189.98,1145.69,1146.83
192,4.957,1901.0,20.04,3057.0,100.0,0.0,0.0,0.0,4.957,192.59,1137.31,1152.65
193,4.953,1829.0,21.11,3059.0,100.0,0.0,0.0,0.0,4.953,193.98,1155.34,1147.99
194,5.011,1964.0,28.8,3055.0,100.0,0.0,0.0,0.0,5.011,193.66,1147.76,1139.38
195,4.944,1823.0,19.76,3059.0,100.0,0.0,710.0,0.22,4.944,196.56,1148.45,1152.41
196,4.996,1952.0,24.49,3055.0,100.0,0.0,0.0,0.0,4.996,192.57,1138.88,1143.3
197,4.967,1967.0,19.59,3055.0,100.0,0.0,709.0,0.22,4.967,194.74,1151.45,1140.7
198,4.963,1964.0,19.15,3055.0,100.0,0.0,0.0,0.0,4.963,192.38,1148.62,1136.53
199,4.951,1898.0,20.86,3056.0,100.0,0.0,0.0,0.0,4.951,191.08,1137.95,1151.67
200,4.967,1863.0,19.67,3056.0,100.0,0.0,0.0,0.0,4.967,193.27,1149.02,1145.45
201,4.97,1920.0,18.88,3055.0,100.0,0.0,0.0,0.0,4.97,190.01,1150.59,1141.95
202,4.936,1864.0,19.48,3056.0,100.0,0.0,0.0,0.0,4.936,193.0,1138.68,1145.2
203,4.956,1941.0,17.03,3055.0,100.0,0.0,0.0,0.0,4.956,192.86,1152.92,1135.82
204,4.959,2000.0,19.06,3055.0,100.0,0.0,0.0,0.0,4.959,190.85,1144.63,1150.17
205,4.96,1914.0,19.04,3056.0,100.0,0.0,0.0,0.0,4.96,193.56,1142.99,1145.5
206,4.956,1879.0,20.46,3056.0,100.0,0.0,0.0,0.0,4.956,193.63,1149.39,1140.58
207,4.935,1967.0,20.79,3056.0,100.0,0.0,0.0,0.0,4.935,191.37,1138.97,1139.09
208,4.95,1947.0,21.12,3056.0,100.0,0.0,0.0,0.0,4.95,191.62,1147.33,1153.34
209,4.952,1885.0,22.71,3057.0,100.0,0.0,0.0,0.0,4.952,195.14,1142.39,1134.6
210,4.958,1789.0,19.82,3056.0,100.0,0.0,0.0,0.0,4.958,194.72,1150.48,1146.99
211,4.948,1823.0,22.49,3058.0,100.0,0.0,0.0,0.0,4.948,195.57,1145.11,1142.96
212,4.943,1849.0,22.81,3059.0,100.0,0.0,0.0,0.0,4.943,195.64,1151.52,1154.46
213,4.928,1836.0,23.58,3059.0,100.0,0.0,0.0,0.0,4.928,194.66,1144.6,1136.85
214,4.957,1839.0,20.81,3058.0,100.0,0.0,0.0,0.0,4.957,195.81,1147.14,1154.95
215,4.901,1816.0,16.42,3057.0,100.0,0.0,0.0,0.0,4.901,163.2,1142.76,1143.38
216,4.846,1864.0,24.51,3064.0,100.0,0.0,0.0,0.0,4.846,184.24,1147.45,1146.19
217,4.94,1873.0,21.55,3057.0,100.0,0.0,0.0,0.0,4.94,192.63,1137.31,1146.86
218,4.939,1857.0,23.34,3059.0,100.0,0.0,0.0,0.0,4.939,193.18,1154.72,1144.1
219,4.941,1876.0,25.15,3060.0,100.0,0.0,0.0,0.0,4.941,196.95,1137.14,1149.88
220,4.979,1970.0,18.23,3055.0,100.0,0.0,0.0,0.0,4.979,189.74,1147.74,1142.58
221,4.921,1871.0,24.81,3061.0,100.0,0.0,0.0,0.0,4.921,195.88,1154.0,1144.49
222,4.928,1872.0,23.3,3058.0,100.0,0.0,0.0,0.0,4.928,193.85,1137.44,1140.21
223,4.974,1856.0,29.8,3058.0,100.0,0.0,714.0,0.41,4.974,196.65,1154.91,1151.33
224,4.973,1897.0,32.58,3059.0,100.0,0.0,0.0,0.0,4.973,198.4,1146.19,1149.65
225,4.968,1815.0,26.66,3060.0,100.0,0.0,0.0,0.0,4.968,199.53,1147.56,1144.79
226,4.977,1897.0,19.06,3055.0,100.0,0.0,0.0,0.0,4.977,192.67,1148.78,1141.32
227,4.984,1983.0,18.55,3054.0,100.0,0.0,0.0,0.0,4.984,191.92,1144.64,1145.66
228,4.959,1894.0,19.81,3056.0,100.0,0.0,713.0,0.31,4.959,194.0,1137.69,1146.25
229,4.932,1899.0,22.26,3058.0,100.0,0.0,0.0,0.0,4.932,193.97,1144.92,1147.8
230,4.964,1839.0,21.36,3057.0,100.0,0.0,0.0,0.0,4.964,196.32,1151.64,1142.82
231,4.977,1838.0,20.81,3057.0,100.0,0.0,0.0,0.0,4.977,195.03,1144.28,1146.07
232,4.959,1802.0,24.61,3061.0,100.0,0.0,708.0,0.22,4.959,201.12,1156.92,1159.61
233,4.948,1833.0,23.07,3059.0,100.0,0.0,0.0,0.0,4.948,198.63,1145.91,1142.0
234,5.278,1969.0,24.92,3051.0,100.0,0.0,0.0,0.0,5.278,198.13,1137.88,1144.41
235,4.897,1814.0,27.25,3063.0,100.0,0.0,0.0,0.0,4.897,198.16,1156.77,1149.71
236,4.966,1820.0,18.45,3056.0,100.0,0.0,0.0,0.0,4.966,197.33,1146.02,1145.04
237,4.969,1832.0,21.37,3057.0,100.0,0.0,0.0,0.0,4.969,195.18,1143.23,1149.14
238,4.972,1959.0,19.63,3054.0,100.0,0.0,709.0,0.22,4.972,191.79,1149.25,1139.55
239,4.977,1893.0,21.67,3056.0,100.0,0.0,0.0,0.0,4.977,196.54,1139.88,1149.82
240,4.954,1809.0,23.33,3061.0,100.0,0.0,0.0,0.0,4.954,197.44,1146.37,1147.67
241,4.942,1905.0,23.51,3059.0,100.0,0.0,0.0,0.0,4.942,196.49,1156.17,1147.71
242,4.968,1840.0,21.17,3058.0,100.0,0.0,0.0,0.0,4.968,195.1,1147.14,1150.29
243,4.941,1826.0,24.37,3059.0,100.0,0.0,709.0,0.22,4.941,197.94,1146.78,1150.89
244,4.918,1908.0,24.61,3060.0,100.0,0.0,0.0,0.0,4.918,190.73,1140.59,1144.51
245,4.931,1871.0,24.98,3060.0,100.0,0.0,0.0,0.0,4.931,197.58,1152.24,1139.49
246,4.945,1808.0,20.43,3057.0,100.0,0.0,0.0,0.0,4.945,161.93,1144.23,1153.7
247,4.987,1964.0,19.49,3054.0,100.0,0.0,0.0,0.0,4.987,192.38,1146.35,1143.89
248,4.974,1939.0,19.02,3055.0,100.0,0.0,0.0,0.0,4.974,194.02,1141.15,1144.19
249,4.964,1846.0,21.85,3057.0,100.0,0.0,0.0,0.0,4.964,197.32,1149.62,1147.18
250,4.953,1898.0,21.51,3057.0,100.0,0.0,0.0,0.0,4.953,192.7,1148.3,1141.38
251,4.942,1957.0,20.05,3056.0,100.0,0.0,0.0,0.0,4.942,193.16,1142.81,1141.95
252,4.98,1886.0,20.15,3055.0,100.0,0.0,0.0,0.0,4.98,193.89,1150.11,1150.17
253,5.01,1831.0,34.75,3059.0,100.0,0.0,0.0,0.0,5.01,196.25,1146.5,1144.02
