Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU HW active frequency MHz,GPU HW active residency %,Power (W),App CPU ms/s,ComponentA CPU ms/s,ComponentB CPU ms/s
0,1.92,1188.0,100.0,1673.0,44.37,0.0,708.0,0.22,1.92,65.98,374.99,373.13
1,5.053,1665.0,100.0,3072.0,99.63,0.0,714.0,0.42,5.053,129.05,1079.6,1076.92
2,5.392,1876.0,100.0,3053.0,100.0,0.0,0.0,0.0,5.392,175.61,1151.7,1153.03
3,5.404,1863.0,100.0,3055.0,100.0,0.0,0.0,0.0,5.404,180.96,1155.48,1154.89
4,5.402,1863.0,100.0,3057.0,100.0,0.0,709.0,0.22,5.402,183.27,1153.09,1153.07
5,5.415,1870.0,100.0,3054.0,100.0,0.0,0.0,0.0,5.415,179.78,1150.37,1152.28
6,5.35,1869.0,100.0,3060.0,100.0,0.0,0.0,0.0,5.35,185.92,1156.07,1163.57
7,5.372,1923.0,100.0,3057.0,100.0,0.0,710.0,0.22,5.372,188.23,1154.42,1150.93
8,5.356,1836.0,100.0,3058.0,100.0,0.0,0.0,0.0,5.356,184.31,1146.05,1144.16
9,5.422,1926.0,100.0,3054.0,100.0,0.0,712.0,0.32,5.422,184.86,1155.81,1159.29
10,5.42,1969.0,100.0,3056.0,100.0,0.0,0.0,0.0,5.42,182.61,1146.05,1152.69
11,5.378,1868.0,100.0,3059.0,100.0,0.0,0.0,0.0,5.378,183.94,1141.87,1153.85
12,5.6,1961.0,100.0,3055.0,99.98,0.0,0.0,0.0,5.6,189.39,1144.87,1150.18
13,5.465,1993.0,100.0,3054.0,100.0,0.0,0.0,0.0,5.465,185.74,1151.67,1150.97
14,5.536,2003.0,100.0,3056.0,100.0,0.0,708.0,0.22,5.536,187.54,1145.05,1156.83
15,5.463,1995.0,100.0,3054.0,100.0,0.0,0.0,0.0,5.463,185.06,1140.5,1152.33
16,5.468,2009.0,100.0,3055.0,100.0,0.0,712.0,0.32,5.468,186.26,1143.53,1152.7
17,5.405,1974.0,100.0,3060.0,100.0,0.0,0.0,0.0,5.405,185.94,1150.43,1149.74
18,5.47,2004.0,100.0,3055.0,100.0,0.0,0.0,0.0,5.47,186.18,1144.5,1150.35
