Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s,ComponentA CPU ms/s,ComponentB CPU ms/s
0,2.065,1334.0,34.14,1787.0,50.33,0.0,0.0,0.0,2.065,54.14,498.69,499.47
1,4.577,1679.0,18.93,3070.0,99.77,0.0,0.0,0.0,4.577,139.26,1076.56,1067.98
2,4.793,1835.0,19.78,3056.0,100.0,0.0,0.0,0.0,4.793,184.24,1141.32,1156.16
3,4.816,1852.0,19.42,3055.0,100.0,0.001,714.0,0.41,4.817,185.79,1151.32,1154.78
4,4.801,1733.0,19.68,3059.0,100.0,0.0,0.0,0.0,4.801,174.54,1153.91,1153.38
5,4.811,1856.0,19.09,3054.0,100.0,0.0,0.0,0.0,4.811,184.38,1150.51,1148.61
6,4.86,1881.0,30.22,3053.0,100.0,0.0,0.0,0.0,4.86,187.84,1145.11,1147.26
7,4.782,1899.0,22.02,3060.0,100.0,0.0,0.0,0.0,4.782,190.96,1142.92,1155.1
8,4.783,1882.0,21.18,3058.0,100.0,0.0,0.0,0.0,4.783,186.66,1141.46,1137.75
9,4.8,1906.0,20.54,3057.0,100.0,0.002,711.0,0.32,4.802,188.43,1138.36,1155.23
10,4.81,1886.0,19.83,3057.0,100.0,0.0,0.0,0.0,4.81,189.45,1151.6,1150.57
11,4.797,1888.0,24.72,3059.0,100.0,0.002,711.0,0.53,4.799,192.84,1143.57,1144.01
12,4.807,1920.0,18.94,3055.0,100.0,0.0,0.0,0.0,4.807,187.18,1141.18,1146.38
13,4.811,1974.0,19.46,3056.0,100.0,0.0,0.0,0.0,4.811,189.32,1142.07,1143.02
14,4.756,1831.0,18.5,3061.0,100.0,0.0,0.0,0.0,4.756,187.21,1142.88,1139.21
15,5.024,1974.0,21.64,3053.0,100.0,0.0,0.0,0.0,5.024,190.74,1141.68,1152.62
16,4.834,1896.0,21.0,3058.0,100.0,0.0,0.0,0.0,4.834,189.55,1139.75,1145.11
17,4.783,1902.0,21.41,3061.0,100.0,0.0,0.0,0.0,4.783,187.44,1147.02,1141.12
18,4.831,1913.0,22.24,3058.0,100.0,0.0,0.0,0.0,4.831,190.91,1136.95,1152.32
19,4.821,1944.0,18.34,3055.0,100.0,0.0,0.0,0.0,4.821,185.47,1142.31,1144.65
20,4.814,1873.0,20.99,3057.0,100.0,0.0,0.0,0.0,4.814,190.71,1135.7,1142.24
21,4.803,1920.0,21.18,3059.0,100.0,0.0,0.0,0.0,4.803,186.05,1150.82,1142.71
22,4.808,1912.0,20.58,3060.0,100.0,0.0,0.0,0.0,4.808,187.97,1140.57,1155.57
23,4.827,1872.0,20.24,3057.0,100.0,0.0,0.0,0.0,4.827,184.95,1142.4,1144.78
24,4.799,1877.0,23.08,3060.0,100.0,0.0,0.0,0.0,4.799,187.04,1140.22,1149.07
25,4.834,1846.0,20.32,3058.0,100.0,0.0,0.0,0.0,4.834,186.15,1142.76,1145.55
26,4.829,1823.0,21.8,3059.0,100.0,0.0,0.0,0.0,4.829,191.85,1141.08,1145.94
27,4.829,1838.0,19.82,3059.0,100.0,0.0,0.0,0.0,4.829,189.98,1139.28,1150.0
28,4.847,1935.0,18.99,3055.0,100.0,0.0,0.0,0.0,4.847,187.05,1140.39,1144.8
29,4.854,1952.0,18.57,3055.0,100.0,0.0,0.0,0.0,4.854,186.03,1141.51,1139.89
30,4.79,1913.0,20.76,3059.0,100.0,0.0,0.0,0.0,4.79,158.41,1133.66,1152.04
31,4.795,1899.0,20.88,3061.0,100.0,0.0,0.0,0.0,4.795,178.99,1146.89,1145.02
32,4.84,1793.0,19.53,3061.0,100.0,0.0,0.0,0.0,4.84,188.85,1148.62,1147.29
33,4.83,1838.0,22.94,3062.0,100.0,0.0,0.0,0.0,4.83,186.93,1146.27,1146.31
34,4.846,1740.0,18.48,3061.0,100.0,0.0,0.0,0.0,4.846,194.89,1139.76,1148.04
35,4.847,1843.0,24.15,3058.0,100.0,0.003,715.0,0.51,4.85,186.9,1146.31,1140.08
36,4.882,1870.0,21.43,3055.0,100.0,0.0,0.0,0.0,4.882,187.82,1143.06,1148.54
37,4.846,1854.0,19.29,3055.0,100.0,0.0,0.0,0.0,4.846,188.7,1133.15,1152.06
38,4.853,1864.0,19.24,3056.0,100.0,0.0,0.0,0.0,4.853,187.68,1143.88,1146.89
39,4.857,1865.0,21.44,3059.0,100.0,0.0,0.0,0.0,4.857,184.86,1150.83,1146.28
40,4.851,1889.0,19.25,3056.0,100.0,0.0,0.0,0.0,4.851,187.91,1139.28,1145.09
41,4.869,1969.0,24.17,3058.0,100.0,0.0,0.0,0.0,4.869,187.01,1140.18,1147.46
42,4.868,1967.0,19.32,3055.0,100.0,0.0,712.0,0.31,4.868,188.81,1143.08,1142.68
43,4.862,1868.0,20.47,3058.0,100.0,0.0,0.0,0.0,4.862,189.64,1137.49,1150.92
44,4.853,1897.0,21.18,3058.0,100.0,0.0,0.0,0.0,4.853,186.37,1151.16,1150.87
45,4.833,1842.0,22.35,3060.0,100.0,0.0,0.0,0.0,4.833,188.39,1138.74,1146.98
46,4.86,1860.0,21.76,3059.0,100.0,0.0,0.0,0.0,4.86,188.81,1141.96,1148.39
47,4.852,1889.0,22.17,3061.0,100.0,0.0,0.0,0.0,4.852,187.11,1147.32,1150.26
48,4.86,1821.0,21.91,3059.0,100.0,0.0,0.0,0.0,4.86,189.29,1145.49,1150.19
49,4.858,1867.0,19.93,3057.0,100.0,0.0,0.0,0.0,4.858,187.27,1140.64,1146.75
50,4.869,1921.0,22.3,3058.0,100.0,0.0,0.0,0.0,4.869,190.41,1147.0,1144.82
51,4.895,1878.0,25.15,3058.0,100.0,0.0,709.0,0.22,4.895,191.39,1136.77,1151.03
52,4.848,1898.0,22.1,3061.0,100.0,0.0,0.0,0.0,4.848,187.55,1149.71,1139.29
