Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU HW active frequency MHz,GPU HW active residency %,Power (W),App CPU ms/s,ComponentA CPU ms/s,ComponentB CPU ms/s
97,4.898,1859.0,14.75,3059.0,100.0,0.0,0.0,0.0,4.898,187.84,1148.4,1158.37
98,4.879,1830.0,16.78,3060.0,100.0,0.0,0.0,0.0,4.879,191.33,1149.33,1142.05
99,4.891,1962.0,13.43,3058.0,100.0,0.0,0.0,0.0,4.891,185.14,1149.48,1158.96
100,4.865,1842.0,17.5,3060.0,100.0,0.0,0.0,0.0,4.865,190.6,1148.24,1152.25
101,4.898,1827.0,16.21,3060.0,100.0,0.0,0.0,0.0,4.898,198.6,1150.76,1151.61
102,4.901,1829.0,15.37,3060.0,100.0,0.0,0.0,0.0,4.901,190.39,1150.27,1154.51
103,4.914,1840.0,16.12,3059.0,100.0,0.0,715.0,0.51,4.914,193.54,1152.23,1153.54
104,4.901,1829.0,15.78,3060.0,100.0,0.0,0.0,0.0,4.901,191.91,1149.76,1151.91
105,4.832,1842.0,20.17,3062.0,100.0,0.0,0.0,0.0,4.832,192.45,1140.71,1150.59
106,4.91,1818.0,14.65,3060.0,100.0,0.0,0.0,0.0,4.91,193.58,1155.86,1155.77
107,4.891,1930.0,14.48,3058.0,100.0,0.0,0.0,0.0,4.891,187.42,1147.68,1148.37
108,4.866,1768.0,19.29,3065.0,100.0,0.0,0.0,0.0,4.866,192.79,1142.41,1152.13
109,4.917,1821.0,16.13,3058.0,100.0,0.001,711.0,0.53,4.918,191.77,1151.56,1155.43
110,4.936,1861.0,19.29,3058.0,100.0,0.0,709.0,0.22,4.936,193.48,1148.86,1154.77
111,4.899,1865.0,15.42,3058.0,100.0,0.0,0.0,0.0,4.899,188.46,1150.03,1154.34
112,4.876,1876.0,15.28,3059.0,100.0,0.0,0.0,0.0,4.876,190.79,1150.73,1147.12
113,4.882,1900.0,15.8,3058.0,100.0,0.0,0.0,0.0,4.882,188.97,1135.21,1149.96
114,4.916,1877.0,13.58,3058.0,100.0,0.0,0.0,0.0,4.916,188.13,1156.98,1152.54
115,4.892,1904.0,14.76,3057.0,100.0,0.0,0.0,0.0,4.892,190.29,1147.63,1150.76
116,4.899,1887.0,14.9,3058.0,100.0,0.0,0.0,0.0,4.899,189.58,1138.99,1143.89
117,4.91,1843.0,17.12,3059.0,100.0,0.0,710.0,0.22,4.91,190.87,1157.02,1155.51
118,4.84,1791.0,20.56,3064.0,100.0,0.0,0.0,0.0,4.84,192.08,1146.48,1158.21
119,4.92,1850.0,15.32,3059.0,100.0,0.0,0.0,0.0,4.92,188.05,1155.95,1151.35
120,4.933,1927.0,11.92,3055.0,100.0,0.0,0.0,0.0,4.933,188.42,1147.79,1145.76
121,4.938,1925.0,11.87,3055.0,100.0,0.0,0.0,0.0,4.938,187.79,1146.3,1155.24
122,4.898,1807.0,14.85,3060.0,100.0,0.0,0.0,0.0,4.898,182.42,1146.98,1151.03
123,4.858,1888.0,15.47,3058.0,100.0,0.0,0.0,0.0,4.858,160.8,1147.15,1150.65
124,4.887,1851.0,17.63,3061.0,100.0,0.0,709.0,0.22,4.887,185.12,1145.26,1144.29
125,4.965,1837.0,21.14,3059.0,100.0,0.0,0.0,0.0,4.965,195.56,1157.11,1157.21
126,4.876,1810.0,19.1,3062.0,100.0,0.0,0.0,0.0,4.876,193.58,1145.45,1155.89
127,4.914,1893.0,15.18,3059.0,100.0,0.0,0.0,0.0,4.914,190.7,1147.98,1145.23
128,4.913,1859.0,13.4,3057.0,100.0,0.0,0.0,0.0,4.913,187.02,1148.67,1158.43
129,4.934,1967.0,11.46,3055.0,100.0,0.0,0.0,0.0,4.934,186.55,1146.53,1142.52
130,4.928,1838.0,14.68,3059.0,100.0,0.0,0.0,0.0,4.928,195.77,1139.84,1156.45
131,4.878,1810.0,18.29,3061.0,100.0,0.0,0.0,0.0,4.878,194.67,1157.56,1152.12
132,4.905,1837.0,14.14,3058.0,100.0,0.0,0.0,0.0,4.905,193.26,1146.31,1150.67
133,4.927,1970.0,13.41,3056.0,100.0,0.0,0.0,0.0,4.927,187.97,1144.46,1142.13
134,4.877,1916.0,17.92,3061.0,100.0,0.0,0.0,0.0,4.877,186.61,1147.49,1159.79
135,4.883,1835.0,17.69,3061.0,100.0,0.0,0.0,0.0,4.883,194.85,1147.57,1149.29
136,4.912,1840.0,15.05,3057.0,100.0,0.0,0.0,0.0,4.912,191.69,1137.91,1151.15
137,4.941,1982.0,11.18,3055.0,100.0,0.0,0.0,0.0,4.941,186.52,1149.71,1151.43
138,4.927,1822.0,14.24,3058.0,100.0,0.0,0.0,0.0,4.927,192.12,1149.67,1146.67
139,4.939,1961.0,19.22,3057.0,100.0,0.0,0.0,0.0,4.939,192.78,1145.02,1158.84
140,4.895,1881.0,17.44,3059.0,100.0,0.0,713.0,0.32,4.895,193.94,1149.45,1153.09
141,4.906,1811.0,15.06,3061.0,100.0,0.0,0.0,0.0,4.906,189.57,1149.89,1143.72
142,4.939,1954.0,11.6,3055.0,100.0,0.0,0.0,0.0,4.939,186.72,1137.73,1157.69
143,4.926,1861.0,12.94,3056.0,100.0,0.0,0.0,0.0,4.926,190.48,1153.8,1146.58
144,4.878,1874.0,17.82,3059.0,100.0,0.0,0.0,0.0,4.878,189.95,1143.35,1152.45
145,4.932,1915.0,12.15,3056.0,100.0,0.0,0.0,0.0,4.932,189.33,1148.77,1143.5
146,4.921,1863.0,14.3,3059.0,100.0,0.0,0.0,0.0,4.921,194.97,1143.11,1162.41
147,4.912,1975.0,14.04,3057.0,100.0,0.0,0.0,0.0,4.912,186.64,1152.81,1150.23
148,4.925,1873.0,13.79,3056.0,100.0,0.0,0.0,0.0,4.925,190.71,1145.57,1146.94
149,4.912,1919.0,15.24,3058.0,100.0,0.0,0.0,0.0,4.912,192.8,1148.44,1147.58
150,4.925,1866.0,13.83,3057.0,100.0,0.0,0.0,0.0,4.925,189.98,1142.91,1159.1
151,4.92,1930.0,13.32,3056.0,100.0,0.0,0.0,0.0,4.92,190.76,1145.62,1149.57
152,4.933,1925.0,11.95,3056.0,100.0,0.0,0.0,0.0,4.933,189.57,1150.61,1143.89
153,4.934,1883.0,11.62,3056.0,100.0,0.0,0.0,0.0,4.934,175.66,1144.64,1157.36
154,4.91,1810.0,12.89,3061.0,100.0,0.0,0.0,0.0,4.91,167.73,1146.19,1150.1
155,4.867,1932.0,19.15,3061.0,100.0,0.0,0.0,0.0,4.867,190.86,1146.11,1146.46
156,4.925,1864.0,14.31,3060.0,100.0,0.0,0.0,0.0,4.925,187.12,1151.69,1159.44
157,4.916,1892.0,14.64,3058.0,100.0,0.0,0.0,0.0,4.916,193.5,1148.38,1148.45
158,4.909,1942.0,14.16,3057.0,100.0,0.0,0.0,0.0,4.909,188.49,1146.19,1151.05
159,4.891,1842.0,18.15,3059.0,100.0,0.0,0.0,0.0,4.891,193.39,1146.68,1148.04
160,4.907,1845.0,15.21,3058.0,100.0,0.0,0.0,0.0,4.907,192.36,1146.56,1151.26
161,4.894,1850.0,16.41,3059.0,100.0,0.0,0.0,0.0,4.894,191.11,1138.85,1151.77
162,4.913,1902.0,14.98,3056.0,100.0,0.0,712.0,0.32,4.913,191.35,1145.74,1151.28
163,4.938,1954.0,11.29,3055.0,100.0,0.0,0.0,0.0,4.938,186.49,1151.48,1145.18
164,4.939,1834.0,14.48,3057.0,100.0,0.0,0.0,0.0,4.939,192.48,1143.98,1159.64
165,4.937,1966.0,11.87,3055.0,100.0,0.0,0.0,0.0,4.937,189.25,1149.1,1146.7
166,4.915,1927.0,13.05,3056.0,100.0,0.0,0.0,0.0,4.915,188.87,1143.52,1150.93
167,4.9,1916.0,15.34,3058.0,100.0,0.0,0.0,0.0,4.9,189.93,1150.71,1155.02
168,4.879,1847.0,18.22,3060.0,100.0,0.0,0.0,0.0,4.879,193.58,1141.2,1145.86
169,4.959,1913.0,18.3,3057.0,100.0,0.0,0.0,0.0,4.959,195.37,1152.16,1153.17
170,5.09,1888.0,17.17,3055.0,100.0,0.0,0.0,0.0,5.09,189.33,1149.3,1151.27
171,5.027,1779.0,18.72,3059.0,100.0,0.0,0.0,0.0,5.027,198.9,1141.3,1152.71
172,4.945,1925.0,13.15,3055.0,100.0,0.0,713.0,0.31,4.945,192.86,1152.18,1147.42
173,4.936,1906.0,13.03,3056.0,100.0,0.0,0.0,0.0,4.936,188.49,1148.0,1157.85
174,4.908,1931.0,14.85,3058.0,100.0,0.0,0.0,0.0,4.908,187.72,1142.85,1151.76
175,4.9,1915.0,14.99,3058.0,100.0,0.0,0.0,0.0,4.9,189.1,1144.38,1143.34
176,4.913,1848.0,13.78,3057.0,100.0,0.0,0.0,0.0,4.913,192.81,1150.3,1152.42
177,4.938,1742.0,14.31,3062.0,100.0,0.0,0.0,0.0,4.938,190.29,1153.16,1159.46
178,4.947,1955.0,11.59,3055.0,100.0,0.0,0.0,0.0,4.947,187.84,1138.0,1150.84
179,4.915,1863.0,16.77,3059.0,100.0,0.0,0.0,0.0,4.915,192.4,1155.69,1150.7
180,4.942,1971.0,12.23,3055.0,100.0,0.0,0.0,0.0,4.942,192.21,1145.27,1152.78
181,4.931,1856.0,13.42,3058.0,100.0,0.0,0.0,0.0,4.931,190.72,1148.72,1145.13
182,4.933,1978.0,11.62,3055.0,100.0,0.0,0.0,0.0,4.933,188.84,1144.19,1146.09
183,4.941,1865.0,13.09,3056.0,100.0,0.0,0.0,0.0,4.941,190.56,1147.02,1157.74
184,4.877,1836.0,15.42,3058.0,100.0,0.0,0.0,0.0,4.877,170.58,1139.96,1148.08
185,4.906,1872.0,15.54,3059.0,100.0,0.0,0.0,0.0,4.906,177.76,1151.91,1152.46
186,4.89,1895.0,16.63,3062.0,100.0,0.0,0.0,0.0,4.89,191.47,1149.54,1148.75
187,4.932,1855.0,13.25,3057.0,100.0,0.0,0.0,0.0,4.932,191.02,1146.31,1147.86
188,4.908,1896.0,17.29,3058.0,100.0,0.0,0.0,0.0,4.908,193.42,1147.6,1158.15
189,4.929,1955.0,12.94,3056.0,100.0,0.0,0.0,0.0,4.929,190.45,1138.08,1150.71
190,4.909,1922.0,15.31,3058.0,100.0,0.0,0.0,0.0,4.909,192.18,1146.12,1150.42
191,4.884,1831.0,17.23,3060.0,100.0,0.0,0.0,0.0,4.884,191.24,1153.17,1143.01
192,4.931,1899.0,13.9,3057.0,100.0,0.0,0.0,0.0,4.931,191.49,1148.43,1151.85
193,4.933,1917.0,12.94,3056.0,100.0,0.0,0.0,0.0,4.933,190.86,1142.3,1150.83
194,4.947,1969.0,11.47,3055.0,100.0,0.0,0.0,0.0,4.947,187.04,1146.2,1156.41
195,4.938,1828.0,14.31,3059.0,100.0,0.0,0.0,0.0,4.938,192.36,1149.24,1146.52
196,4.926,1862.0,16.09,3058.0,100.0,0.0,0.0,0.0,4.926,192.07,1147.14,1160.21
197,4.901,1868.0,16.37,3060.0,100.0,0.0,0.0,0.0,4.901,190.96,1142.28,1149.86
198,4.967,1928.0,15.51,3056.0,100.0,0.0,0.0,0.0,4.967,189.17,1152.85,1142.54
199,4.921,1854.0,16.54,3058.0,100.0,0.0,0.0,0.0,4.921,192.68,1143.28,1159.33
200,4.944,1904.0,13.41,3057.0,100.0,0.0,0.0,0.0,4.944,190.62,1144.37,1150.51
201,4.938,1896.0,13.52,3057.0,100.0,0.0,0.0,0.0,4.938,191.14,1147.56,1152.12
202,4.941,1915.0,12.25,3056.0,100.0,0.0,0.0,0.0,4.941,193.14,1152.41,1145.21
203,4.955,1829.0,14.2,3057.0,100.0,0.0,713.0,0.31,4.955,193.1,1146.23,1144.85
204,4.915,1908.0,15.53,3058.0,100.0,0.0,0.0,0.0,4.915,192.97,1145.73,1152.62
205,4.933,1859.0,14.25,3058.0,100.0,0.0,0.0,0.0,4.933,194.18,1149.77,1158.33
206,4.892,1902.0,17.38,3059.0,100.0,0.0,0.0,0.0,4.892,193.03,1145.14,1149.54
207,4.942,1907.0,13.56,3057.0,100.0,0.0,0.0,0.0,4.942,190.9,1146.23,1149.48
208,4.946,1940.0,11.28,3055.0,100.0,0.0,0.0,0.0,4.946,188.84,1143.01,1145.73
209,4.913,1856.0,16.09,3058.0,100.0,0.0,0.0,0.0,4.913,191.95,1142.29,1155.74
210,4.91,1850.0,16.88,3060.0,100.0,0.0,0.0,0.0,4.91,190.38,1153.32,1156.11
211,4.9,1892.0,19.03,3060.0,100.0,0.0,0.0,0.0,4.9,192.08,1149.85,1153.85
212,4.906,1800.0,16.76,3060.0,100.0,0.0,0.0,0.0,4.906,195.05,1146.13,1142.8
213,4.943,1952.0,12.07,3055.0,100.0,0.0,0.0,0.0,4.943,190.44,1145.61,1149.23
214,4.903,1838.0,17.45,3060.0,100.0,0.0,0.0,0.0,4.903,194.53,1150.35,1152.46
215,4.894,1828.0,13.65,3057.0,100.0,0.0,0.0,0.0,4.894,160.17,1144.41,1153.78
216,4.943,1954.0,11.02,3055.0,100.0,0.0,0.0,0.0,4.943,178.86,1146.62,1152.08
217,4.894,1901.0,17.27,3060.0,100.0,0.0,0.0,0.0,4.894,190.83,1141.8,1150.67
218,4.934,1903.0,15.66,3058.0,100.0,0.0,0.0,0.0,4.934,195.51,1150.28,1150.89
219,4.914,1885.0,15.7,3058.0,100.0,0.0,0.0,0.0,4.914,192.73,1148.16,1151.22
220,4.954,1927.0,12.1,3055.0,100.0,0.0,0.0,0.0,4.954,189.67,1137.6,1151.8
221,4.941,1830.0,15.87,3059.0,100.0,0.0,714.0,0.41,4.941,197.18,1149.15,1148.05
222,4.916,1844.0,15.73,3058.0,100.0,0.0,0.0,0.0,4.916,194.48,1147.83,1151.9
223,4.907,1855.0,16.68,3058.0,100.0,0.0,0.0,0.0,4.907,193.11,1153.15,1146.52
224,4.918,1855.0,15.11,3058.0,100.0,0.0,0.0,0.0,4.918,192.93,1148.35,1149.31
225,4.929,1891.0,14.33,3058.0,100.0,0.0,0.0,0.0,4.929,193.09,1147.88,1149.44
226,4.95,1867.0,13.9,3058.0,100.0,0.0,0.0,0.0,4.95,191.12,1142.58,1157.78
227,4.913,1894.0,14.73,3058.0,100.0,0.0,0.0,0.0,4.913,193.43,1152.79,1150.14
228,4.966,1891.0,17.46,3057.0,100.0,0.0,0.0,0.0,4.966,193.86,1147.34,1152.2
229,4.922,1911.0,17.14,3058.0,100.0,0.001,712.0,0.63,4.923,193.65,1145.06,1142.65
230,4.914,1952.0,14.74,3058.0,100.0,0.001,708.0,0.22,4.915,189.92,1144.19,1158.92
231,4.934,1871.0,13.65,3057.0,100.0,0.0,0.0,0.0,4.934,192.89,1148.58,1146.9
232,4.944,1904.0,13.37,3057.0,100.0,0.0,0.0,0.0,4.944,192.05,1140.57,1149.01
233,4.908,1831.0,16.96,3059.0,100.0,0.0,0.0,0.0,4.908,193.75,1145.86,1156.31
234,4.913,1888.0,16.41,3059.0,100.0,0.0,0.0,0.0,4.913,190.94,1157.49,1148.3
235,4.935,1848.0,16.61,3059.0,100.0,0.0,709.0,0.22,4.935,196.43,1143.38,1154.09
236,4.938,1801.0,14.31,3058.0,100.0,0.0,0.0,0.0,4.938,195.73,1145.73,1147.21
237,4.915,1815.0,16.47,3059.0,100.0,0.0,0.0,0.0,4.915,196.06,1144.78,1150.43
238,4.964,1917.0,11.63,3055.0,100.0,0.0,0.0,0.0,4.964,189.44,1154.94,1146.27
239,4.938,1929.0,13.48,3057.0,100.0,0.0,0.0,0.0,4.938,190.29,1146.49,1152.89
240,4.903,1924.0,15.95,3058.0,100.0,0.0,0.0,0.0,4.903,191.86,1143.85,1151.16
241,4.936,1868.0,13.22,3056.0,100.0,0.0,0.0,0.0,4.936,190.5,1139.2,1150.37
242,4.948,1915.0,11.75,3055.0,100.0,0.0,0.0,0.0,4.948,189.63,1151.83,1152.81
243,4.948,1925.0,13.41,3056.0,100.0,0.0,0.0,0.0,4.948,193.4,1146.99,1149.79
244,4.918,1858.0,16.56,3060.0,100.0,0.0,0.0,0.0,4.918,190.9,1146.98,1151.57
245,4.913,1836.0,15.54,3058.0,100.0,0.0,0.0,0.0,4.913,192.27,1148.72,1152.09
246,4.905,1869.0,10.77,3055.0,100.0,0.0,0.0,0.0,4.905,157.01,1144.44,1143.18
247,4.935,1912.0,12.98,3057.0,100.0,0.0,0.0,0.0,4.935,187.31,1143.72,1153.06
248,4.888,1913.0,18.02,3061.0,100.0,0.0,0.0,0.0,4.888,190.61,1146.75,1154.12
249,4.938,1847.0,13.47,3057.0,100.0,0.0,0.0,0.0,4.938,191.1,1137.58,1149.12
250,4.923,1902.0,14.73,3058.0,100.0,0.0,0.0,0.0,4.923,191.97,1153.55,1147.88
251,4.945,1839.0,13.97,3057.0,100.0,0.0,0.0,0.0,4.945,193.71,1145.92,1149.48
252,4.963,1963.0,11.46,3055.0,100.0,0.0,0.0,0.0,4.963,190.07,1141.6,1157.22
253,4.944,1903.0,14.28,3056.0,100.0,0.0,0.0,0.0,4.944,193.09,1147.94,1142.61
