Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU HW active frequency MHz,GPU HW active residency %,Power (W),App CPU ms/s,ComponentA CPU ms/s,ComponentB CPU ms/s
0,1.887,1262.0,17.52,1809.0,46.7,0.001,708.0,0.22,1.888,51.96,465.81,463.92
1,4.514,1689.0,12.98,3073.0,99.21,0.002,713.0,0.31,4.516,133.59,1076.42,1064.67
2,4.766,1823.0,11.3,3053.0,100.0,0.0,0.0,0.0,4.766,181.33,1145.4,1152.8
3,4.801,1807.0,12.11,3052.0,100.0,0.002,712.0,0.63,4.803,180.42,1157.22,1154.11
4,4.825,1857.0,17.17,3053.0,100.0,0.0,0.0,0.0,4.825,184.85,1151.23,1149.91
5,4.776,1900.0,12.17,3052.0,100.0,0.0,0.0,0.0,4.776,182.04,1152.43,1152.63
6,4.776,1861.0,12.67,3055.0,100.0,0.0,0.0,0.0,4.776,181.77,1153.68,1156.78
7,4.74,1861.0,17.66,3061.0,100.0,0.0,0.0,0.0,4.74,187.72,1154.71,1142.02
8,4.761,1906.0,14.43,3056.0,100.0,0.0,0.0,0.0,4.761,183.38,1149.73,1150.75
9,4.76,1928.0,17.7,3058.0,100.0,0.001,711.0,0.53,4.761,187.24,1148.27,1156.02
10,4.747,1855.0,17.4,3061.0,100.0,0.0,0.0,0.0,4.747,181.64,1159.97,1146.45
11,4.778,1817.0,15.65,3059.0,100.0,0.0,0.0,0.0,4.778,181.26,1157.91,1155.18
12,4.805,1929.0,11.17,3053.0,100.0,0.0,0.0,0.0,4.805,180.81,1151.52,1149.69
13,4.791,1848.0,13.26,3055.0,100.0,0.0,0.0,0.0,4.791,184.23,1145.2,1145.68
14,4.791,1907.0,13.27,3055.0,100.0,0.0,0.0,0.0,4.791,180.58,1161.49,1149.76
15,4.767,1840.0,16.06,3061.0,100.0,0.0,0.0,0.0,4.767,182.1,1155.31,1153.1
16,4.807,1882.0,13.45,3055.0,100.0,0.0,0.0,0.0,4.807,183.48,1151.54,1150.5
17,4.776,1882.0,14.62,3057.0,100.0,0.0,0.0,0.0,4.776,180.68,1146.16,1145.35
18,4.756,1843.0,16.97,3061.0,100.0,0.0,0.0,0.0,4.756,188.09,1163.47,1150.56
19,4.778,1858.0,16.12,3058.0,100.0,0.0,0.0,0.0,4.778,183.74,1143.6,1143.96
20,4.818,1873.0,11.32,3053.0,100.0,0.0,0.0,0.0,4.818,181.88,1159.11,1154.07
21,4.777,1918.0,16.17,3058.0,100.0,0.0,0.0,0.0,4.777,185.28,1148.94,1146.07
22,4.798,1853.0,14.53,3057.0,100.0,0.0,0.0,0.0,4.798,184.36,1149.84,1147.63
23,4.811,1933.0,12.72,3054.0,100.0,0.0,0.0,0.0,4.811,182.4,1152.82,1148.44
24,4.838,1860.0,12.76,3053.0,100.0,0.0,0.0,0.0,4.838,182.74,1154.33,1155.07
25,4.821,1907.0,13.15,3055.0,100.0,0.0,0.0,0.0,4.821,184.51,1151.89,1147.78
26,4.808,1810.0,15.01,3057.0,100.0,0.0,0.0,0.0,4.808,184.35,1153.12,1147.92
27,4.831,1822.0,14.07,3056.0,100.0,0.0,0.0,0.0,4.831,185.11,1159.58,1145.57
28,4.842,1923.0,11.18,3053.0,100.0,0.0,0.0,0.0,4.842,180.77,1152.57,1158.14
29,4.812,1866.0,15.96,3058.0,100.0,0.0,0.0,0.0,4.812,185.59,1152.72,1148.32
30,4.819,1892.0,10.59,3053.0,100.0,0.0,0.0,0.0,4.819,160.15,1153.99,1145.14
31,4.8,1838.0,15.71,3060.0,100.0,0.0,0.0,0.0,4.8,173.6,1150.16,1153.72
32,4.81,1863.0,15.04,3058.0,100.0,0.0,0.0,0.0,4.81,184.8,1146.65,1150.53
33,4.861,1967.0,17.62,3052.0,100.0,0.002,713.0,0.63,4.863,187.89,1156.82,1148.18
34,4.839,1882.0,13.25,3056.0,100.0,0.0,709.0,0.22,4.839,185.17,1154.13,1145.34
35,4.825,1888.0,13.57,3056.0,100.0,0.0,0.0,0.0,4.825,184.93,1152.18,1149.06
36,4.839,1836.0,14.66,3058.0,100.0,0.0,0.0,0.0,4.839,186.17,1147.06,1158.52
37,4.842,1897.0,13.54,3055.0,100.0,0.0,0.0,0.0,4.842,185.08,1151.86,1147.21
38,4.851,1915.0,12.39,3055.0,100.0,0.0,0.0,0.0,4.851,184.58,1156.15,1150.86
39,4.847,1894.0,13.08,3055.0,100.0,0.0,0.0,0.0,4.847,184.1,1150.04,1150.16
40,4.832,1927.0,15.4,3058.0,100.0,0.0,709.0,0.22,4.832,189.03,1145.22,1148.6
41,4.853,1847.0,12.42,3057.0,100.0,0.0,0.0,0.0,4.853,188.73,1149.42,1141.63
42,4.847,1810.0,15.02,3059.0,100.0,0.0,0.0,0.0,4.847,190.58,1143.88,1159.3
43,4.808,1803.0,17.5,3064.0,100.0,0.0,0.0,0.0,4.808,189.17,1151.72,1152.61
44,4.826,1830.0,15.79,3062.0,100.0,0.0,0.0,0.0,4.826,193.91,1150.47,1151.87
