Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s,ComponentA CPU ms/s,ComponentB CPU ms/s
24,4.846,1893.0,19.36,3056.0,100.0,0.0,0.0,0.0,4.846,186.65,1141.18,1147.77
25,4.89,1767.0,29.86,3064.0,100.0,0.0,0.0,0.0,4.89,184.83,1147.78,1153.18
26,4.913,1890.0,30.82,3059.0,100.0,0.0,0.0,0.0,4.913,191.02,1143.54,1146.07
27,4.866,1960.0,19.88,3055.0,100.0,0.0,0.0,0.0,4.866,189.42,1138.96,1150.71
28,4.814,1844.0,20.03,3059.0,100.0,0.0,0.0,0.0,4.814,185.12,1143.51,1137.24
29,4.842,1864.0,23.97,3062.0,100.0,0.001,713.0,0.63,4.843,190.9,1143.44,1155.84
30,4.878,1825.0,34.1,3058.0,100.0,0.0,0.0,0.0,4.878,168.19,1138.48,1144.68
31,4.823,1835.0,22.86,3059.0,100.0,0.0,0.0,0.0,4.823,175.26,1145.83,1136.65
32,4.842,1865.0,22.95,3059.0,100.0,0.0,0.0,0.0,4.842,190.35,1137.4,1154.17
33,4.857,1869.0,20.53,3058.0,100.0,0.0,0.0,0.0,4.857,185.85,1147.25,1148.97
34,4.842,1783.0,23.76,3065.0,100.0,0.0,0.0,0.0,4.842,189.56,1144.14,1148.11
35,4.863,1831.0,23.33,3058.0,100.0,0.001,713.0,0.63,4.864,191.35,1145.0,1139.84
36,4.863,1859.0,27.07,3060.0,100.0,0.0,0.0,0.0,4.863,189.39,1142.29,1148.53
37,4.859,1803.0,19.87,3058.0,100.0,0.0,0.0,0.0,4.859,185.19,1140.89,1149.67
38,4.858,1874.0,21.52,3058.0,100.0,0.0,0.0,0.0,4.858,188.9,1139.31,1145.69
39,4.828,1829.0,22.96,3061.0,100.0,0.0,0.0,0.0,4.828,188.55,1137.6,1141.89
40,4.847,1853.0,22.48,3061.0,100.0,0.0,0.0,0.0,4.847,185.19,1148.5,1146.57
41,4.875,1947.0,20.15,3055.0,100.0,0.0,0.0,0.0,4.875,189.81,1138.01,1141.43
42,4.912,1928.0,24.36,3055.0,100.0,0.0,0.0,0.0,4.912,187.07,1142.3,1150.92
43,4.867,1857.0,25.03,3059.0,100.0,0.004,712.0,0.63,4.871,191.0,1145.21,1141.21
44,4.858,1817.0,20.92,3059.0,100.0,0.0,0.0,0.0,4.858,188.88,1141.51,1149.49
45,4.853,1938.0,23.07,3058.0,100.0,0.0,0.0,0.0,4.853,187.12,1135.39,1144.02
46,4.87,1884.0,21.19,3057.0,100.0,0.0,0.0,0.0,4.87,185.58,1140.06,1146.42
47,4.861,1873.0,22.47,3059.0,100.0,0.0,0.0,0.0,4.861,189.63,1147.93,1144.28
48,4.871,1827.0,21.24,3058.0,100.0,0.0,0.0,0.0,4.871,188.72,1138.68,1148.65
49,4.849,1813.0,17.43,3058.0,100.0,0.0,0.0,0.0,4.849,187.41,1139.93,1145.56
50,4.864,1862.0,20.34,3057.0,100.0,0.0,0.0,0.0,4.864,189.55,1138.46,1145.35
51,4.862,1854.0,20.98,3057.0,100.0,0.0,0.0,0.0,4.862,186.82,1142.25,1136.56
52,4.848,1746.0,22.01,3065.0,100.0,0.0,0.0,0.0,4.848,182.9,1151.31,1157.07
53,4.85,1841.0,24.03,3061.0,100.0,0.0,0.0,0.0,4.85,189.3,1140.23,1146.93
54,4.87,1805.0,21.71,3060.0,100.0,0.0,0.0,0.0,4.87,183.26,1143.55,1146.34
55,4.897,1782.0,21.08,3058.0,100.0,0.0,0.0,0.0,4.897,187.65,1140.6,1146.94
56,4.883,1794.0,20.49,3057.0,100.0,0.0,0.0,0.0,4.883,188.78,1143.81,1149.63
57,4.898,1835.0,19.89,3056.0,100.0,0.0,0.0,0.0,4.898,186.46,1144.81,1144.15
58,4.879,1888.0,20.81,3056.0,100.0,0.0,0.0,0.0,4.879,189.12,1141.59,1141.11
59,4.89,1880.0,24.32,3058.0,100.0,0.0,0.0,0.0,4.89,187.95,1140.75,1148.2
60,4.848,1846.0,37.53,3066.0,100.0,0.001,715.0,0.51,4.849,194.53,1143.55,1154.46
61,4.873,1835.0,18.98,3057.0,100.0,0.0,0.0,0.0,4.873,155.23,1141.59,1142.35
62,4.853,1850.0,23.66,3060.0,100.0,0.0,0.0,0.0,4.853,184.92,1142.82,1143.95
63,4.887,1771.0,20.12,3060.0,100.0,0.0,0.0,0.0,4.887,189.5,1142.38,1149.21
64,4.859,1789.0,23.4,3064.0,100.0,0.0,0.0,0.0,4.859,183.98,1152.62,1153.41
65,4.868,1839.0,24.5,3061.0,100.0,0.0,0.0,0.0,4.868,191.94,1136.6,1142.33
66,4.906,1821.0,20.02,3056.0,100.0,0.0,0.0,0.0,4.906,190.23,1143.46,1149.4
67,4.893,1877.0,22.65,3057.0,100.0,0.0,709.0,0.22,4.893,187.89,1139.18,1144.55
68,4.883,1831.0,20.62,3058.0,100.0,0.0,0.0,0.0,4.883,189.51,1136.78,1144.03
69,4.902,1836.0,19.93,3055.0,100.0,0.0,0.0,0.0,4.902,186.9,1144.77,1152.66
70,4.868,1836.0,17.14,3058.0,100.0,0.0,0.0,0.0,4.868,188.07,1145.57,1146.72
71,4.868,1891.0,19.92,3060.0,100.0,0.0,0.0,0.0,4.868,188.33,1142.46,1138.1
72,4.903,1838.0,21.93,3059.0,100.0,0.0,0.0,0.0,4.903,191.31,1142.23,1152.48
73,4.901,1953.0,18.72,3055.0,100.0,0.0,0.0,0.0,4.901,185.82,1141.73,1146.79
74,4.895,1816.0,23.17,3059.0,100.0,0.0,709.0,0.22,4.895,192.85,1142.51,1139.96
75,4.862,1859.0,27.25,3065.0,100.0,0.0,0.0,0.0,4.862,189.06,1148.54,1157.29
76,4.89,1801.0,23.5,3061.0,100.0,0.0,708.0,0.22,4.89,189.78,1138.31,1141.29
77,4.901,1825.0,22.34,3062.0,100.0,0.0,0.0,0.0,4.901,184.55,1151.27,1152.66
78,4.905,1899.0,25.63,3063.0,100.0,0.0,0.0,0.0,4.905,182.14,1146.05,1149.22
79,4.883,1916.0,21.71,3059.0,100.0,0.0,0.0,0.0,4.883,185.37,1140.07,1145.11
80,4.908,1887.0,21.4,3058.0,100.0,0.0,0.0,0.0,4.908,190.74,1142.1,1144.37
81,4.886,1921.0,21.8,3058.0,100.0,0.0,0.0,0.0,4.886,188.22,1135.6,1145.52
82,4.918,1964.0,20.87,3055.0,100.0,0.0,709.0,0.22,4.918,187.65,1143.62,1144.98
83,4.9,1892.0,20.67,3056.0,100.0,0.0,0.0,0.0,4.9,189.19,1139.57,1138.33
84,4.912,1918.0,21.69,3057.0,100.0,0.0,0.0,0.0,4.912,187.61,1136.73,1153.08
85,4.908,1895.0,22.63,3060.0,100.0,0.0,0.0,0.0,4.908,187.16,1147.88,1145.6
86,4.878,1874.0,22.22,3060.0,100.0,0.0,0.0,0.0,4.878,190.07,1146.51,1146.42
87,4.911,1791.0,22.48,3060.0,100.0,0.0,0.0,0.0,4.911,192.11,1140.9,1140.61
88,4.928,1768.0,23.82,3061.0,100.0,0.0,712.0,0.31,4.928,192.97,1154.2,1157.94
89,4.976,1897.0,34.59,3059.0,100.0,0.0,713.0,0.31,4.976,191.77,1142.5,1146.91
90,4.884,1943.0,18.05,3057.0,100.0,0.0,0.0,0.0,4.884,186.71,1142.43,1148.66
91,4.894,1825.0,19.39,3062.0,100.0,0.0,0.0,0.0,4.894,185.3,1138.99,1150.14
92,4.847,1843.0,18.68,3060.0,100.0,0.0,0.0,0.0,4.847,152.34,1148.64,1140.56
93,4.906,1864.0,22.58,3060.0,100.0,0.0,0.0,0.0,4.906,190.4,1141.46,1148.61
94,4.925,1962.0,18.83,3055.0,100.0,0.0,0.0,0.0,4.925,189.59,1142.39,1151.26
95,4.923,1812.0,19.98,3058.0,100.0,0.0,0.0,0.0,4.923,193.1,1142.91,1145.54
96,4.906,1905.0,18.78,3056.0,100.0,0.0,0.0,0.0,4.906,186.66,1140.8,1146.59
97,4.907,1814.0,22.43,3059.0,100.0,0.0,0.0,0.0,4.907,190.54,1141.69,1147.01
98,4.899,1912.0,23.73,3059.0,100.0,0.0,0.0,0.0,4.899,191.34,1140.13,1141.6
99,4.895,1931.0,20.45,3058.0,100.0,0.0,0.0,0.0,4.895,182.59,1144.38,1148.24
100,4.92,1826.0,23.16,3059.0,100.0,0.0,0.0,0.0,4.92,192.97,1147.04,1143.79
101,4.953,1845.0,27.06,3057.0,100.0,0.0,0.0,0.0,4.953,187.96,1139.58,1151.37
102,4.925,1936.0,21.58,3056.0,100.0,0.0,712.0,0.32,4.925,189.9,1140.95,1141.62
103,4.9,1926.0,22.45,3059.0,100.0,0.0,0.0,0.0,4.9,188.55,1134.91,1153.67
104,4.922,1979.0,19.31,3055.0,100.0,0.0,0.0,0.0,4.922,188.6,1144.83,1143.01
105,4.909,1823.0,23.98,3060.0,100.0,0.0,0.0,0.0,4.909,193.11,1144.72,1138.87
106,4.938,1941.0,20.8,3055.0,100.0,0.001,710.0,0.43,4.939,191.55,1138.9,1150.13
107,4.937,1970.0,19.86,3055.0,100.0,0.0,0.0,0.0,4.937,189.38,1133.04,1151.17
108,4.905,1844.0,23.42,3060.0,100.0,0.0,0.0,0.0,4.905,189.3,1151.07,1146.52
109,4.922,1816.0,21.43,3058.0,100.0,0.0,0.0,0.0,4.922,192.33,1139.6,1148.19
110,4.91,1855.0,22.41,3059.0,100.0,0.0,0.0,0.0,4.91,187.61,1143.84,1136.2
111,4.911,1780.0,23.96,3064.0,100.0,0.0,0.0,0.0,4.911,187.43,1144.26,1153.1
112,4.888,1797.0,23.03,3059.0,100.0,0.0,0.0,0.0,4.888,192.04,1139.0,1150.87
113,4.913,1915.0,16.07,3055.0,100.0,0.0,0.0,0.0,4.913,189.06,1146.56,1149.76
114,4.91,1951.0,23.13,3057.0,100.0,0.0,712.0,0.32,4.91,191.25,1137.69,1144.16
115,4.941,1850.0,21.49,3056.0,100.0,0.0,0.0,0.0,4.941,188.92,1148.39,1148.72
116,4.893,1858.0,22.48,3059.0,100.0,0.0,0.0,0.0,4.893,192.86,1139.54,1141.87
117,4.908,1840.0,23.69,3064.0,100.0,0.0,0.0,0.0,4.908,183.78,1146.9,1147.39
118,4.924,1880.0,19.82,3057.0,100.0,0.0,0.0,0.0,4.924,189.97,1143.69,1150.23
119,4.96,1828.0,29.59,3058.0,100.0,0.0,0.0,0.0,4.96,192.55,1137.21,1146.56
120,4.919,1813.0,23.29,3060.0,100.0,0.0,0.0,0.0,4.919,193.27,1147.29,1149.69
121,4.924,1833.0,24.71,3059.0,100.0,0.001,713.0,0.63,4.925,195.44,1135.87,1145.53
122,4.896,1803.0,24.26,3060.0,100.0,0.0,0.0,0.0,4.896,186.35,1150.78,1148.48
123,4.877,1768.0,22.65,3064.0,100.0,0.0,0.0,0.0,4.877,153.89,1136.95,1142.58
124,4.885,1820.0,28.37,3062.0,100.0,0.0,0.0,0.0,4.885,195.29,1145.77,1156.59
125,4.954,1848.0,22.1,3056.0,100.0,0.001,708.0,0.22,4.955,192.53,1140.56,1144.73
126,4.929,1842.0,23.15,3057.0,100.0,0.0,0.0,0.0,4.929,191.41,1148.82,1142.73
127,4.926,1843.0,23.58,3057.0,100.0,0.0,0.0,0.0,4.926,191.11,1142.71,1153.94
128,4.942,1853.0,23.34,3056.0,100.0,0.0,0.0,0.0,4.942,188.98,1142.48,1143.88
129,4.947,1947.0,21.49,3055.0,100.0,0.0,0.0,0.0,4.947,191.16,1139.29,1142.23
130,4.945,1886.0,21.76,3056.0,100.0,0.0,0.0,0.0,4.945,191.3,1137.25,1151.85
131,4.907,1808.0,27.11,3061.0,100.0,0.0,0.0,0.0,4.907,191.85,1145.43,1149.87
132,5.17,1822.0,27.31,3058.0,100.0,0.0,0.0,0.0,5.17,200.35,1144.02,1148.26
133,4.946,1900.0,22.81,3056.0,100.0,0.0,0.0,0.0,4.946,190.69,1140.11,1141.31
134,4.888,1883.0,19.64,3060.0,100.0,0.0,0.0,0.0,4.888,186.68,1140.52,1154.29
135,4.895,1883.0,25.74,3060.0,100.0,0.0,0.0,0.0,4.895,192.5,1144.99,1141.04
136,4.915,1862.0,24.22,3057.0,100.0,0.0,0.0,0.0,4.915,191.09,1143.6,1150.16
137,4.943,1863.0,24.5,3056.0,100.0,0.002,713.0,0.73,4.945,192.64,1131.15,1143.6
138,4.944,1914.0,21.93,3055.0,100.0,0.0,0.0,0.0,4.944,189.58,1148.01,1149.13
139,4.945,1869.0,22.93,3056.0,100.0,0.0,0.0,0.0,4.945,192.11,1141.42,1147.4
140,4.931,1797.0,24.38,3061.0,100.0,0.0,0.0,0.0,4.931,191.31,1142.36,1150.2
141,4.932,1866.0,24.34,3057.0,100.0,0.002,709.0,0.22,4.934,194.06,1144.74,1146.4
142,4.94,1823.0,23.54,3058.0,100.0,0.0,0.0,0.0,4.94,189.94,1141.27,1145.97
143,4.936,1906.0,22.25,3055.0,100.0,0.0,0.0,0.0,4.936,190.34,1139.03,1141.47
144,4.943,1840.0,26.48,3059.0,100.0,0.0,0.0,0.0,4.943,196.24,1141.96,1155.82
145,4.945,1881.0,20.11,3055.0,100.0,0.0,0.0,0.0,4.945,190.78,1146.0,1143.82
146,4.929,1812.0,23.97,3059.0,100.0,0.0,0.0,0.0,4.929,191.52,1144.7,1148.57
147,4.913,1862.0,25.08,3059.0,100.0,0.0,0.0,0.0,4.913,189.94,1140.12,1146.13
148,4.986,1795.0,38.69,3060.0,100.0,0.001,712.0,0.63,4.987,201.4,1140.0,1152.26
149,4.932,1886.0,24.84,3057.0,100.0,0.0,0.0,0.0,4.932,193.17,1136.76,1144.08
150,4.923,1954.0,23.77,3057.0,100.0,0.0,708.0,0.22,4.923,188.21,1148.24,1142.53
151,4.954,1936.0,20.79,3056.0,100.0,0.0,0.0,0.0,4.954,189.1,1140.82,1153.39
152,4.926,1805.0,26.35,3062.0,100.0,0.0,709.0,0.22,4.926,200.12,1148.03,1143.65
153,4.895,1778.0,23.43,3063.0,100.0,0.0,708.0,0.22,4.895,173.89,1143.37,1151.67
154,4.916,1872.0,22.02,3059.0,100.0,0.0,709.0,0.22,4.916,168.73,1140.31,1143.46
155,4.916,1881.0,17.21,3056.0,100.0,0.0,0.0,0.0,4.916,189.8,1146.89,1139.96
156,4.931,1918.0,21.03,3058.0,100.0,0.0,0.0,0.0,4.931,192.94,1138.6,1154.19
157,4.921,1851.0,22.01,3057.0,100.0,0.0,0.0,0.0,4.921,189.71,1140.9,1139.84
158,4.945,1840.0,20.4,3055.0,100.0,0.0,0.0,0.0,4.945,192.09,1138.16,1152.93
159,4.959,1843.0,22.07,3055.0,100.0,0.0,0.0,0.0,4.959,190.85,1146.78,1145.87
160,4.95,1866.0,27.72,3057.0,100.0,0.0,0.0,0.0,4.95,192.23,1135.01,1145.99
161,4.958,1934.0,23.19,3055.0,100.0,0.0,0.0,0.0,4.958,191.51,1147.17,1137.51
162,4.955,1946.0,19.52,3055.0,100.0,0.0,0.0,0.0,4.955,190.2,1138.88,1151.26
163,4.927,1886.0,23.32,3058.0,100.0,0.0,0.0,0.0,4.927,186.92,1139.04,1149.15
164,4.949,1834.0,22.8,3058.0,100.0,0.0,0.0,0.0,4.949,195.9,1147.93,1141.06
165,4.898,1860.0,27.16,3061.0,100.0,0.0,0.0,0.0,4.898,194.32,1140.56,1154.4
166,4.928,1854.0,22.58,3057.0,100.0,0.0,0.0,0.0,4.928,190.01,1136.28,1141.1
167,4.956,1922.0,19.72,3055.0,100.0,0.0,0.0,0.0,4.956,189.64,1145.69,1148.95
168,4.958,1964.0,20.11,3055.0,100.0,0.0,0.0,0.0,4.958,191.66,1144.4,1139.83
169,4.952,1875.0,22.39,3057.0,100.0,0.0,0.0,0.0,4.952,191.4,1138.72,1154.44
170,4.958,1896.0,20.21,3055.0,100.0,0.0,0.0,0.0,4.958,192.0,1142.3,1144.02
171,4.948,1858.0,21.23,3056.0,100.0,0.0,0.0,0.0,4.948,192.35,1142.35,1140.98
172,4.918,1779.0,22.97,3061.0,100.0,0.0,0.0,0.0,4.918,192.97,1143.16,1152.01
173,4.923,1830.0,22.49,3059.0,100.0,0.0,0.0,0.0,4.923,191.92,1137.7,1142.42
174,4.965,1826.0,25.23,3059.0,100.0,0.0,0.0,0.0,4.965,193.29,1150.62,1147.5
175,4.935,1784.0,21.81,3062.0,100.0,0.0,0.0,0.0,4.935,186.73,1144.64,1150.61
176,4.908,1972.0,20.62,3057.0,100.0,0.0,713.0,0.31,4.908,189.53,1142.44,1145.39
177,4.891,1877.0,21.88,3061.0,100.0,0.0,0.0,0.0,4.891,191.62,1146.74,1144.53
178,5.055,1890.0,48.19,3059.0,100.0,0.0,710.0,0.22,5.055,196.8,1140.81,1151.8
179,4.96,1874.0,19.42,3055.0,100.0,0.0,0.0,0.0,4.96,190.52,1142.51,1135.51
180,4.935,1941.0,19.29,3055.0,100.0,0.0,0.0,0.0,4.935,189.5,1135.52,1152.4
181,4.911,1892.0,23.07,3060.0,100.0,0.0,0.0,0.0,4.911,195.09,1145.74,1145.6
182,4.937,1928.0,20.78,3057.0,100.0,0.0,0.0,0.0,4.937,190.32,1139.78,1148.27
183,4.931,1961.0,21.49,3058.0,100.0,0.0,0.0,0.0,4.931,187.83,1138.78,1145.91
184,4.928,1838.0,22.73,3057.0,100.0,0.0,709.0,0.22,4.928,173.39,1146.38,1144.19
185,4.941,1862.0,20.23,3057.0,100.0,0.0,0.0,0.0,4.941,175.69,1141.29,1145.76
186,4.944,1908.0,19.62,3055.0,100.0,0.0,0.0,0.0,4.944,193.09,1132.05,1146.02
187,4.952,1984.0,19.44,3055.0,100.0,0.0,0.0,0.0,4.952,190.58,1147.31,1138.05
188,4.952,1803.0,20.56,3058.0,100.0,0.0,0.0,0.0,4.952,195.49,1140.31,1147.83
189,4.943,1892.0,20.65,3057.0,100.0,0.0,0.0,0.0,4.943,190.6,1139.09,1151.73
190,4.928,1874.0,21.9,3060.0,100.0,0.0,0.0,0.0,4.928,189.3,1140.01,1148.71
191,4.932,1815.0,21.19,3058.0,100.0,0.0,0.0,0.0,4.932,195.93,1140.84,1143.6
192,4.942,1887.0,23.51,3058.0,100.0,0.0,0.0,0.0,4.942,193.75,1148.72,1149.78
193,4.9,1883.0,25.29,3060.0,100.0,0.0,0.0,0.0,4.9,189.97,1147.09,1141.0
194,4.941,1857.0,22.57,3057.0,100.0,0.0,0.0,0.0,4.941,191.38,1135.15,1149.06
195,4.926,1819.0,24.31,3059.0,100.0,0.0,0.0,0.0,4.926,192.21,1150.67,1145.13
196,4.866,1949.0,27.44,3062.0,100.0,0.0,0.0,0.0,4.866,188.65,1137.54,1138.66
197,4.928,1813.0,20.26,3059.0,100.0,0.0,0.0,0.0,4.928,187.92,1146.32,1145.68
198,4.921,1824.0,16.71,3057.0,100.0,0.0,0.0,0.0,4.921,189.45,1141.37,1148.27
199,4.972,1844.0,19.68,3055.0,100.0,0.0,0.0,0.0,4.972,191.91,1140.81,1140.15
200,4.966,1909.0,19.06,3055.0,100.0,0.0,0.0,0.0,4.966,193.49,1132.0,1153.68
201,4.947,1990.0,17.11,3055.0,100.0,0.0,0.0,0.0,4.947,188.49,1150.92,1139.21
202,4.933,1868.0,22.13,3057.0,100.0,0.0,0.0,0.0,4.933,189.55,1137.23,1142.97
203,4.969,1757.0,21.67,3059.0,100.0,0.0,0.0,0.0,4.969,195.81,1138.99,1147.1
204,4.961,1790.0,23.79,3060.0,100.0,0.0,0.0,0.0,4.961,197.56,1153.89,1158.23
205,4.919,1823.0,24.33,3059.0,100.0,0.0,0.0,0.0,4.919,196.32,1136.89,1144.5
206,4.955,1791.0,21.98,3060.0,100.0,0.0,0.0,0.0,4.955,192.75,1145.12,1148.43
207,4.947,1868.0,25.53,3058.0,100.0,0.0,714.0,0.63,4.947,194.08,1137.05,1142.9
208,4.96,1835.0,34.21,3060.0,100.0,0.001,709.0,0.22,4.961,195.95,1149.82,1149.08
209,4.911,1803.0,23.98,3060.0,100.0,0.0,0.0,0.0,4.911,194.23,1136.76,1144.83
210,4.922,1856.0,23.93,3058.0,100.0,0.0,712.0,0.32,4.922,193.66,1148.41,1143.82
211,4.947,1833.0,22.82,3059.0,100.0,0.0,0.0,0.0,4.947,194.13,1139.38,1148.72
212,4.912,1905.0,25.39,3059.0,100.0,0.0,0.0,0.0,4.912,191.65,1139.6,1144.69
213,4.926,1921.0,24.91,3059.0,100.0,0.0,0.0,0.0,4.926,192.61,1146.65,1145.09
214,4.922,1867.0,25.78,3062.0,100.0,0.0,0.0,0.0,4.922,190.09,1146.12,1149.75
215,4.91,1850.0,23.62,3059.0,100.0,0.0,0.0,0.0,4.91,166.58,1136.81,1145.26
216,4.961,1909.0,21.45,3056.0,100.0,0.0,0.0,0.0,4.961,184.61,1148.04,1147.26
217,4.969,1906.0,20.42,3056.0,100.0,0.0,0.0,0.0,4.969,191.8,1142.44,1145.92
218,4.964,1857.0,20.83,3057.0,100.0,0.0,0.0,0.0,4.964,192.24,1140.97,1149.05
219,4.882,1814.0,23.0,3062.0,100.0,0.0,0.0,0.0,4.882,197.04,1142.68,1144.73
220,5.018,1972.0,25.4,3055.0,100.0,0.0,0.0,0.0,5.018,193.17,1141.5,1148.85
221,4.948,1812.0,22.43,3058.0,100.0,0.0,0.0,0.0,4.948,192.77,1139.09,1145.34
222,4.947,1878.0,21.37,3057.0,100.0,0.0,0.0,0.0,4.947,193.04,1144.98,1143.66
223,4.972,1930.0,21.44,3056.0,100.0,0.0,0.0,0.0,4.972,192.71,1143.89,1147.63
224,4.945,1821.0,23.09,3058.0,100.0,0.0,0.0,0.0,4.945,195.15,1132.01,1141.01
225,4.983,1893.0,19.76,3055.0,100.0,0.0,0.0,0.0,4.983,193.93,1142.33,1151.04
226,4.964,1915.0,21.84,3059.0,100.0,0.0,0.0,0.0,4.964,188.82,1151.09,1147.14
227,4.975,1831.0,17.58,3056.0,100.0,0.0,0.0,0.0,4.975,192.33,1142.13,1144.77
228,4.943,1875.0,20.3,3058.0,100.0,0.0,0.0,0.0,4.943,194.19,1138.64,1141.3
229,4.959,1909.0,21.09,3059.0,100.0,0.0,0.0,0.0,4.959,189.18,1135.41,1155.67
230,4.918,1839.0,24.16,3060.0,100.0,0.0,0.0,0.0,4.918,194.29,1153.42,1138.07
231,4.979,1877.0,22.01,3056.0,100.0,0.0,0.0,0.0,4.979,195.96,1133.99,1151.45
232,4.989,1952.0,19.06,3055.0,100.0,0.0,0.0,0.0,4.989,190.38,1140.95,1147.72
233,4.946,1880.0,23.45,3058.0,100.0,0.0,0.0,0.0,4.946,196.09,1150.65,1140.63
234,4.946,1836.0,23.33,3060.0,100.0,0.0,0.0,0.0,4.946,195.4,1137.71,1150.1
235,4.963,1847.0,21.73,3058.0,100.0,0.0,0.0,0.0,4.963,194.57,1149.08,1150.85
236,4.954,1854.0,22.53,3057.0,100.0,0.0,0.0,0.0,4.954,193.7,1139.81,1135.85
237,4.991,1780.0,38.04,3060.0,100.0,0.0,0.0,0.0,4.991,198.46,1146.92,1154.05
238,4.952,1940.0,22.23,3057.0,100.0,0.0,0.0,0.0,4.952,192.35,1143.06,1150.5
239,4.956,1841.0,23.62,3058.0,100.0,0.0,709.0,0.22,4.956,199.14,1141.7,1143.94
240,4.947,1817.0,15.36,3056.0,100.0,0.0,0.0,0.0,4.947,192.15,1145.29,1149.83
241,4.941,1781.0,24.24,3060.0,100.0,0.0,0.0,0.0,4.941,197.86,1143.8,1140.86
242,4.978,1901.0,19.89,3055.0,100.0,0.0,0.0,0.0,4.978,194.35,1134.79,1151.21
243,4.979,1963.0,19.45,3055.0,100.0,0.0,0.0,0.0,4.979,191.76,1142.3,1147.97
244,4.935,1786.0,23.06,3066.0,100.0,0.0,0.0,0.0,4.935,186.53,1150.57,1147.87
245,4.973,1854.0,19.57,3056.0,100.0,0.0,0.0,0.0,4.973,193.47,1142.24,1140.31
246,4.886,1850.0,24.33,3060.0,100.0,0.0,0.0,0.0,4.886,158.55,1138.27,1152.5
247,4.973,1836.0,22.37,3058.0,100.0,0.0,0.0,0.0,4.973,199.64,1149.58,1145.05
248,4.979,1964.0,18.92,3055.0,100.0,0.0,0.0,0.0,4.979,192.51,1142.17,1140.59
249,4.963,1788.0,21.77,3060.0,100.0,0.0,0.0,0.0,4.963,198.07,1137.24,1147.64
250,4.985,1935.0,19.89,3055.0,100.0,0.0,0.0,0.0,4.985,192.5,1139.97,1150.98
251,5.238,1876.0,26.1,3054.0,100.0,0.0,0.0,0.0,5.238,196.71,1141.62,1143.93
252,4.955,1828.0,23.86,3058.0,100.0,0.0,0.0,0.0,4.955,197.48,1151.91,1141.03
253,4.973,1819.0,21.64,3057.0,100.0,0.0,0.0,0.0,4.973,194.91,1138.61,1152.6
