Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s,ComponentA CPU ms/s,ComponentB CPU ms/s
56,4.887,1787.0,22.15,3061.0,100.0,0.0,0.0,0.0,4.887,192.96,1144.44,1139.28
57,4.87,1828.0,19.92,3059.0,100.0,0.0,0.0,0.0,4.87,189.77,1154.56,1147.75
58,4.884,1822.0,20.27,3057.0,100.0,0.0,0.0,0.0,4.884,190.61,1147.03,1150.65
59,4.889,1833.0,22.9,3060.0,100.0,0.0,0.0,0.0,4.889,192.87,1143.16,1147.01
60,4.887,1911.0,18.85,3055.0,100.0,0.0,0.0,0.0,4.887,186.14,1147.49,1143.6
61,4.856,1798.0,21.34,3059.0,100.0,0.0,0.0,0.0,4.856,157.61,1144.14,1144.0
62,4.855,1841.0,20.57,3061.0,100.0,0.0,0.0,0.0,4.855,184.78,1143.15,1145.22
63,4.88,1850.0,19.01,3060.0,100.0,0.0,0.0,0.0,4.88,181.41,1149.08,1151.91
64,4.867,1820.0,15.04,3057.0,100.0,0.0,0.0,0.0,4.867,189.89,1145.83,1142.94
65,4.847,1827.0,22.05,3062.0,100.0,0.0,0.0,0.0,4.847,193.83,1145.56,1145.93
66,4.873,1856.0,20.53,3057.0,100.0,0.0,0.0,0.0,4.873,190.34,1138.48,1145.43
67,4.867,1852.0,24.75,3062.0,100.0,0.0,0.0,0.0,4.867,188.71,1150.77,1149.05
68,4.85,1815.0,23.74,3062.0,100.0,0.0,0.0,0.0,4.85,192.94,1145.74,1146.25
69,4.88,1839.0,20.68,3058.0,100.0,0.0,0.0,0.0,4.88,189.1,1148.47,1139.89
70,4.865,1840.0,22.75,3061.0,100.0,0.0,0.0,0.0,4.865,190.45,1143.91,1151.27
71,4.902,1922.0,19.39,3055.0,100.0,0.0,0.0,0.0,4.902,188.76,1140.64,1138.01
72,4.895,1999.0,18.2,3055.0,100.0,0.0,0.0,0.0,4.895,187.59,1148.63,1137.36
73,4.885,1961.0,21.4,3059.0,100.0,0.0,0.0,0.0,4.885,187.61,1143.28,1151.27
74,4.879,1913.0,22.9,3059.0,100.0,0.002,711.0,0.53,4.881,193.11,1147.01,1143.92
75,4.898,1983.0,19.77,3055.0,100.0,0.0,714.0,0.42,4.898,188.0,1142.86,1145.43
76,4.958,1893.0,33.99,3057.0,100.0,0.0,0.0,0.0,4.958,196.0,1146.13,1140.32
77,4.873,1814.0,23.94,3063.0,100.0,0.0,0.0,0.0,4.873,189.95,1150.01,1147.67
78,4.904,1949.0,18.17,3055.0,100.0,0.0,0.0,0.0,4.904,187.59,1147.79,1143.15
79,4.887,1923.0,20.04,3057.0,100.0,0.0,0.0,0.0,4.887,187.47,1132.68,1146.17
80,4.904,1951.0,19.79,3056.0,100.0,0.0,0.0,0.0,4.904,188.24,1152.12,1147.42
81,4.916,1849.0,21.0,3057.0,100.0,0.001,712.0,0.32,4.917,193.22,1148.06,1146.33
82,4.873,1834.0,23.12,3060.0,100.0,0.0,0.0,0.0,4.873,189.3,1145.21,1139.1
83,4.88,1840.0,24.12,3061.0,100.0,0.0,0.0,0.0,4.88,189.97,1145.82,1150.26
84,4.88,1870.0,17.81,3058.0,100.0,0.0,0.0,0.0,4.88,189.76,1145.11,1138.42
85,4.88,1893.0,17.19,3057.0,100.0,0.0,0.0,0.0,4.88,190.19,1138.83,1142.53
86,4.902,1930.0,18.75,3056.0,100.0,0.0,0.0,0.0,4.902,186.87,1149.74,1143.49
87,4.854,1916.0,25.87,3064.0,100.0,0.0,0.0,0.0,4.854,188.58,1141.82,1153.22
88,4.915,1970.0,18.86,3055.0,100.0,0.0,0.0,0.0,4.915,189.71,1146.87,1134.56
89,4.961,1981.0,25.99,3055.0,100.0,0.0,0.0,0.0,4.961,189.78,1146.98,1151.59
90,4.898,1862.0,18.68,3057.0,100.0,0.0,0.0,0.0,4.898,188.14,1141.97,1142.98
91,4.889,1837.0,22.64,3062.0,100.0,0.0,0.0,0.0,4.889,188.08,1144.99,1144.61
92,4.862,1887.0,20.42,3057.0,100.0,0.0,0.0,0.0,4.862,161.16,1143.89,1141.47
93,4.905,1864.0,20.68,3059.0,100.0,0.0,0.0,0.0,4.905,188.56,1145.26,1151.61
94,4.874,1935.0,21.24,3059.0,100.0,0.0,0.0,0.0,4.874,184.59,1146.87,1143.56
95,4.882,1914.0,21.91,3061.0,100.0,0.0,0.0,0.0,4.882,185.06,1144.41,1142.41
96,4.909,1842.0,20.86,3058.0,100.0,0.0,0.0,0.0,4.909,191.11,1138.14,1148.93
97,4.867,1868.0,24.43,3062.0,100.0,0.0,0.0,0.0,4.867,190.61,1152.64,1137.34
98,4.894,1871.0,21.37,3060.0,100.0,0.0,0.0,0.0,4.894,188.68,1148.89,1150.61
99,4.882,1915.0,22.23,3059.0,100.0,0.0,0.0,0.0,4.882,189.35,1139.14,1147.03
100,4.9,1846.0,20.99,3058.0,100.0,0.0,0.0,0.0,4.9,189.25,1147.73,1142.76
101,4.931,1935.0,18.74,3055.0,100.0,0.0,0.0,0.0,4.931,188.31,1144.2,1142.06
102,4.857,1850.0,22.87,3064.0,100.0,0.0,0.0,0.0,4.857,190.02,1140.29,1147.02
103,4.889,1852.0,23.48,3061.0,100.0,0.0,0.0,0.0,4.889,189.92,1147.78,1148.36
104,4.921,1824.0,18.72,3057.0,100.0,0.0,0.0,0.0,4.921,193.84,1145.53,1140.92
105,4.929,1840.0,23.12,3056.0,100.0,0.0,0.0,0.0,4.929,190.55,1146.72,1146.82
106,4.929,1849.0,19.99,3056.0,100.0,0.0,0.0,0.0,4.929,189.16,1143.95,1143.97
107,4.9,1880.0,23.82,3060.0,100.0,0.001,711.0,0.53,4.901,193.65,1139.66,1146.48
108,5.0,1889.0,34.59,3059.0,100.0,0.0,0.0,0.0,5.0,191.12,1152.76,1145.23
109,4.923,1933.0,19.02,3055.0,100.0,0.0,0.0,0.0,4.923,190.4,1141.07,1142.73
110,4.923,1943.0,18.92,3055.0,100.0,0.0,0.0,0.0,4.923,188.61,1148.25,1134.32
111,4.929,1883.0,19.25,3055.0,100.0,0.0,0.0,0.0,4.929,187.96,1143.94,1153.99
112,4.871,1794.0,25.13,3064.0,100.0,0.0,0.0,0.0,4.871,195.86,1149.35,1145.84
113,5.418,1851.0,23.82,3044.0,100.0,0.0,709.0,0.22,5.418,192.9,1144.99,1144.52
114,4.966,1870.0,27.41,3058.0,100.0,0.0,0.0,0.0,4.966,194.08,1148.46,1137.79
115,4.945,1836.0,23.99,3058.0,100.0,0.0,709.0,0.22,4.945,193.68,1147.39,1155.39
116,4.917,1840.0,17.88,3057.0,100.0,0.0,0.0,0.0,4.917,191.5,1144.41,1143.33
117,5.18,1820.0,27.94,3056.0,100.0,0.0,0.0,0.0,5.18,199.03,1148.09,1142.91
118,4.946,1846.0,24.46,3058.0,100.0,0.0,712.0,0.31,4.946,189.56,1150.48,1144.98
119,4.923,1800.0,22.09,3061.0,100.0,0.0,0.0,0.0,4.923,196.25,1148.86,1156.41
120,4.903,1880.0,21.52,3058.0,100.0,0.0,713.0,0.31,4.903,190.57,1146.75,1140.71
121,4.884,1808.0,25.77,3063.0,100.0,0.0,0.0,0.0,4.884,196.26,1146.68,1140.43
122,4.92,1940.0,18.42,3055.0,100.0,0.0,0.0,0.0,4.92,174.01,1145.92,1145.74
123,4.9,1905.0,19.6,3056.0,100.0,0.0,0.0,0.0,4.9,165.25,1141.33,1141.38
124,4.925,1923.0,20.84,3056.0,100.0,0.0,709.0,0.22,4.925,190.64,1141.08,1152.9
125,4.9,1934.0,16.75,3057.0,100.0,0.0,0.0,0.0,4.9,188.67,1150.55,1146.41
126,4.889,1795.0,19.23,3060.0,100.0,0.0,0.0,0.0,4.889,189.28,1142.97,1143.98
127,4.911,1837.0,21.11,3058.0,100.0,0.0,0.0,0.0,4.911,192.0,1138.71,1142.02
128,4.934,1960.0,19.23,3055.0,100.0,0.0,0.0,0.0,4.934,190.23,1149.16,1145.36
129,4.928,1817.0,21.52,3059.0,100.0,0.0,0.0,0.0,4.928,192.89,1144.85,1142.41
130,4.846,1835.0,29.36,3063.0,100.0,0.0,0.0,0.0,4.846,193.42,1144.95,1152.28
131,4.938,1892.0,19.01,3055.0,100.0,0.0,0.0,0.0,4.938,190.57,1148.12,1141.46
132,4.914,1786.0,21.98,3060.0,100.0,0.0,0.0,0.0,4.914,192.61,1144.42,1144.69
133,4.914,1845.0,20.91,3062.0,100.0,0.0,0.0,0.0,4.914,184.9,1152.73,1143.47
134,4.926,1957.0,19.6,3055.0,100.0,0.0,714.0,0.41,4.926,189.85,1132.6,1147.81
135,4.954,1804.0,30.39,3060.0,100.0,0.0,0.0,0.0,4.954,198.56,1148.15,1150.91
136,4.929,1897.0,22.0,3056.0,100.0,0.0,0.0,0.0,4.929,194.87,1148.68,1144.28
137,4.902,1872.0,21.76,3058.0,100.0,0.0,713.0,0.31,4.902,189.24,1147.15,1137.73
138,4.881,1887.0,22.62,3059.0,100.0,0.0,0.0,0.0,4.881,190.58,1142.2,1151.83
139,4.927,1825.0,21.54,3058.0,100.0,0.0,0.0,0.0,4.927,195.07,1148.12,1139.78
140,4.923,1817.0,23.03,3060.0,100.0,0.0,0.0,0.0,4.923,193.86,1147.08,1151.36
141,4.888,1849.0,21.73,3059.0,100.0,0.0,0.0,0.0,4.888,187.32,1144.49,1140.64
142,4.88,1842.0,23.39,3059.0,100.0,0.0,0.0,0.0,4.88,191.03,1138.66,1151.88
143,4.926,1746.0,23.48,3063.0,100.0,0.0,0.0,0.0,4.926,194.3,1154.67,1140.03
144,4.912,1820.0,24.97,3060.0,100.0,0.0,0.0,0.0,4.912,192.3,1147.5,1154.47
145,4.884,1732.0,21.35,3064.0,100.0,0.0,0.0,0.0,4.884,194.21,1146.62,1143.03
146,4.919,1939.0,17.03,3055.0,100.0,0.0,0.0,0.0,4.919,188.74,1135.64,1148.69
147,4.912,1849.0,25.72,3061.0,100.0,0.0,0.0,0.0,4.912,191.05,1156.01,1147.87
148,4.905,1833.0,22.9,3059.0,100.0,0.0,0.0,0.0,4.905,193.53,1139.27,1145.04
149,4.946,1794.0,28.55,3061.0,100.0,0.0,0.0,0.0,4.946,195.89,1153.2,1149.41
150,4.907,1900.0,23.63,3058.0,100.0,0.0,0.0,0.0,4.907,193.17,1143.73,1144.02
151,4.929,1862.0,21.09,3058.0,100.0,0.0,0.0,0.0,4.929,193.93,1145.34,1147.53
152,4.945,1809.0,21.46,3057.0,100.0,0.0,0.0,0.0,4.945,194.3,1137.92,1143.8
153,4.865,1810.0,26.85,3064.0,100.0,0.0,0.0,0.0,4.865,172.51,1152.12,1151.21
154,4.857,1824.0,26.99,3064.0,100.0,0.0,0.0,0.0,4.857,174.29,1151.75,1145.69
155,4.947,1843.0,19.3,3056.0,100.0,0.0,0.0,0.0,4.947,191.81,1142.08,1142.81
156,4.934,1893.0,20.49,3057.0,100.0,0.0,0.0,0.0,4.934,189.37,1145.76,1140.67
157,4.932,1854.0,20.16,3057.0,100.0,0.0,0.0,0.0,4.932,191.18,1143.5,1154.61
158,4.924,1801.0,21.94,3061.0,100.0,0.0,0.0,0.0,4.924,194.79,1147.33,1145.75
159,4.934,1843.0,21.92,3059.0,100.0,0.0,0.0,0.0,4.934,196.69,1139.76,1147.72
160,4.943,1821.0,21.87,3059.0,100.0,0.0,0.0,0.0,4.943,195.98,1153.96,1149.03
161,4.904,1879.0,23.62,3060.0,100.0,0.0,0.0,0.0,4.904,189.58,1135.79,1148.49
162,4.92,1953.0,21.21,3057.0,100.0,0.0,0.0,0.0,4.92,190.36,1152.35,1135.25
163,4.952,1990.0,18.07,3055.0,100.0,0.0,0.0,0.0,4.952,188.44,1144.4,1145.87
164,4.937,1845.0,24.81,3058.0,100.0,0.0,0.0,0.0,4.937,192.92,1140.36,1153.46
165,4.952,1792.0,21.28,3057.0,100.0,0.0,0.0,0.0,4.952,192.85,1141.76,1140.69
166,4.933,1795.0,19.46,3058.0,100.0,0.0,0.0,0.0,4.933,193.84,1145.77,1147.87
167,4.896,1863.0,22.99,3059.0,100.0,0.0,0.0,0.0,4.896,189.17,1151.59,1146.33
168,4.951,1782.0,19.86,3060.0,100.0,0.001,713.0,0.63,4.952,198.98,1148.25,1148.65
169,4.932,1950.0,19.25,3056.0,100.0,0.0,0.0,0.0,4.932,187.66,1135.53,1143.36
170,4.944,1800.0,20.41,3058.0,100.0,0.0,0.0,0.0,4.944,190.93,1146.36,1148.32
171,4.927,1806.0,21.98,3060.0,100.0,0.0,0.0,0.0,4.927,196.02,1153.16,1148.09
172,4.939,1813.0,21.82,3059.0,100.0,0.0,0.0,0.0,4.939,197.14,1148.72,1142.46
173,4.931,1919.0,21.73,3057.0,100.0,0.0,0.0,0.0,4.931,190.53,1141.87,1151.53
174,4.949,1941.0,18.83,3055.0,100.0,0.0,0.0,0.0,4.949,192.87,1139.43,1146.83
175,4.939,1850.0,21.31,3057.0,100.0,0.0,0.0,0.0,4.939,193.02,1149.06,1138.13
176,4.92,1850.0,21.55,3059.0,100.0,0.0,0.0,0.0,4.92,193.1,1143.42,1148.14
177,4.934,1881.0,21.66,3059.0,100.0,0.0,0.0,0.0,4.934,195.57,1147.78,1149.37
178,4.956,1966.0,18.93,3055.0,100.0,0.0,0.0,0.0,4.956,190.25,1136.38,1143.36
179,4.955,1923.0,19.11,3055.0,100.0,0.0,0.0,0.0,4.955,192.5,1149.4,1144.49
180,4.929,1790.0,22.23,3058.0,100.0,0.0,0.0,0.0,4.929,196.02,1147.22,1138.89
181,4.905,1886.0,22.24,3059.0,100.0,0.0,0.0,0.0,4.905,192.98,1136.38,1153.41
182,4.96,1959.0,18.78,3055.0,100.0,0.0,0.0,0.0,4.96,191.83,1146.55,1145.61
183,4.92,1807.0,25.23,3063.0,100.0,0.001,714.0,0.41,4.921,187.42,1155.14,1147.91
184,4.895,1782.0,22.85,3060.0,100.0,0.0,0.0,0.0,4.895,174.07,1145.16,1144.97
185,4.919,1793.0,21.88,3061.0,100.0,0.001,708.0,0.22,4.92,185.04,1146.5,1146.43
186,4.895,1960.0,17.26,3056.0,100.0,0.0,0.0,0.0,4.895,191.0,1137.68,1139.16
187,4.926,1855.0,20.91,3061.0,100.0,0.0,0.0,0.0,4.926,187.42,1147.48,1153.69
188,4.921,1865.0,22.15,3058.0,100.0,0.0,0.0,0.0,4.921,192.26,1145.49,1141.2
189,4.965,1959.0,19.95,3055.0,100.0,0.0,0.0,0.0,4.965,190.06,1144.75,1144.55
190,4.927,1903.0,21.81,3059.0,100.0,0.0,0.0,0.0,4.927,188.9,1136.02,1152.03
191,4.925,1923.0,21.55,3060.0,100.0,0.0,0.0,0.0,4.925,188.24,1146.87,1144.71
192,4.966,1975.0,19.18,3055.0,100.0,0.0,0.0,0.0,4.966,192.46,1146.91,1144.21
193,4.943,1833.0,19.19,3057.0,100.0,0.0,714.0,0.41,4.943,194.74,1146.97,1144.36
194,4.976,1839.0,33.51,3058.0,100.0,0.0,0.0,0.0,4.976,195.41,1139.85,1143.96
195,4.951,1818.0,20.96,3058.0,100.0,0.0,0.0,0.0,4.951,194.55,1145.65,1144.79
196,4.969,1985.0,19.23,3055.0,100.0,0.0,0.0,0.0,4.969,192.04,1149.24,1145.92
197,4.889,1936.0,23.59,3059.0,100.0,0.0,0.0,0.0,4.889,192.42,1142.52,1137.39
198,4.958,1946.0,19.09,3055.0,100.0,0.0,0.0,0.0,4.958,189.4,1144.05,1147.05
199,4.959,1973.0,20.24,3055.0,100.0,0.0,713.0,0.31,4.959,193.2,1134.54,1145.67
200,4.917,1834.0,23.05,3064.0,100.0,0.0,0.0,0.0,4.917,183.97,1154.18,1148.1
201,4.96,1970.0,18.32,3054.0,100.0,0.0,0.0,0.0,4.96,191.5,1145.62,1142.79
202,4.959,1873.0,19.32,3056.0,100.0,0.0,0.0,0.0,4.959,193.58,1138.07,1146.35
203,4.914,1821.0,24.88,3061.0,100.0,0.0,0.0,0.0,4.914,197.2,1154.58,1148.27
204,4.935,1879.0,22.24,3058.0,100.0,0.0,0.0,0.0,4.935,192.45,1143.33,1141.5
205,4.915,1813.0,24.32,3062.0,100.0,0.0,0.0,0.0,4.915,194.01,1147.64,1154.76
206,4.937,1741.0,15.66,3060.0,100.0,0.0,0.0,0.0,4.937,197.15,1140.75,1145.77
207,4.924,1782.0,24.78,3061.0,100.0,0.0,0.0,0.0,4.924,193.61,1148.12,1149.0
208,4.994,1874.0,25.36,3055.0,100.0,0.0,0.0,0.0,4.994,193.73,1146.09,1142.47
209,4.937,1816.0,22.08,3060.0,100.0,0.0,0.0,0.0,4.937,197.37,1143.86,1152.4
210,4.92,1825.0,21.09,3058.0,100.0,0.0,0.0,0.0,4.92,192.17,1147.86,1137.67
211,4.941,1770.0,24.09,3062.0,100.0,0.0,0.0,0.0,4.941,202.21,1142.01,1148.88
212,4.92,1924.0,22.63,3059.0,100.0,0.0,0.0,0.0,4.92,189.02,1152.45,1147.85
213,4.917,1914.0,23.51,3059.0,100.0,0.0,0.0,0.0,4.917,194.43,1142.72,1150.16
214,4.968,1865.0,21.15,3058.0,100.0,0.0,0.0,0.0,4.968,195.87,1143.86,1143.58
215,4.917,1899.0,19.77,3056.0,100.0,0.0,0.0,0.0,4.917,160.23,1148.54,1146.18
216,4.958,1856.0,20.88,3057.0,100.0,0.0,0.0,0.0,4.958,189.98,1142.45,1136.76
217,4.944,1812.0,20.55,3058.0,100.0,0.0,0.0,0.0,4.944,195.96,1145.5,1153.05
218,4.945,1943.0,18.76,3056.0,100.0,0.0,0.0,0.0,4.945,194.56,1140.15,1146.39
219,4.938,1818.0,23.57,3059.0,100.0,0.0,0.0,0.0,4.938,197.19,1150.35,1136.34
220,4.974,1895.0,19.49,3056.0,100.0,0.0,0.0,0.0,4.974,193.81,1143.78,1152.21
221,4.923,1832.0,24.02,3060.0,100.0,0.0,0.0,0.0,4.923,195.86,1143.97,1141.95
222,4.932,1788.0,22.88,3059.0,100.0,0.0,0.0,0.0,4.932,197.18,1141.97,1141.04
223,4.944,1884.0,22.6,3057.0,100.0,0.0,0.0,0.0,4.944,193.62,1149.2,1154.7
224,4.993,1806.0,36.27,3061.0,100.0,0.0,0.0,0.0,4.993,200.61,1150.47,1140.17
225,4.938,1926.0,20.75,3059.0,100.0,0.0,0.0,0.0,4.938,187.51,1141.8,1156.59
226,4.905,1923.0,16.95,3057.0,100.0,0.0,0.0,0.0,4.905,193.45,1144.63,1141.34
227,4.919,1873.0,20.7,3058.0,100.0,0.0,0.0,0.0,4.919,192.4,1136.4,1145.68
228,4.913,1844.0,25.17,3060.0,100.0,0.0,0.0,0.0,4.913,196.69,1152.1,1143.79
229,4.968,1965.0,18.8,3055.0,100.0,0.0,0.0,0.0,4.968,190.89,1141.32,1144.51
230,4.956,1914.0,20.19,3056.0,100.0,0.0,0.0,0.0,4.956,192.57,1140.08,1147.56
231,4.973,1804.0,21.97,3059.0,100.0,0.0,713.0,0.31,4.973,198.62,1152.1,1148.83
232,4.953,1906.0,21.34,3057.0,100.0,0.0,0.0,0.0,4.953,194.85,1138.04,1143.17
233,4.94,1835.0,21.9,3059.0,100.0,0.0,0.0,0.0,4.94,196.28,1152.74,1147.59
234,4.967,1887.0,19.22,3055.0,100.0,0.0,0.0,0.0,4.967,191.85,1148.2,1145.17
235,4.953,1883.0,21.84,3058.0,100.0,0.0,0.0,0.0,4.953,196.03,1142.66,1141.61
236,5.264,1974.0,23.29,3050.0,100.0,0.0,0.0,0.0,5.264,197.56,1139.36,1149.19
237,4.97,1935.0,18.54,3055.0,100.0,0.0,0.0,0.0,4.97,192.97,1145.73,1141.39
238,4.961,1846.0,21.34,3057.0,100.0,0.0,0.0,0.0,4.961,197.0,1148.26,1144.71
239,4.956,1830.0,23.88,3058.0,100.0,0.0,0.0,0.0,4.956,197.31,1144.1,1144.41
240,4.966,1813.0,20.37,3058.0,100.0,0.0,0.0,0.0,4.966,197.19,1139.29,1150.76
241,4.977,1933.0,19.0,3055.0,100.0,0.0,0.0,0.0,4.977,195.19,1150.19,1145.51
242,4.971,1953.0,18.44,3055.0,100.0,0.0,0.0,0.0,4.971,192.05,1145.26,1135.3
243,4.965,1809.0,20.13,3060.0,100.0,0.0,0.0,0.0,4.965,197.61,1145.59,1155.48
244,4.921,1854.0,23.47,3059.0,100.0,0.0,0.0,0.0,4.921,194.84,1149.48,1140.7
245,4.929,1875.0,24.17,3058.0,100.0,0.0,0.0,0.0,4.929,187.5,1143.39,1149.27
246,4.918,1817.0,16.95,3059.0,100.0,0.0,0.0,0.0,4.918,165.71,1143.32,1149.26
247,4.943,1861.0,19.99,3056.0,100.0,0.001,713.0,0.63,4.944,198.21,1142.71,1142.41
248,4.968,1794.0,21.64,3059.0,100.0,0.0,0.0,0.0,4.968,196.7,1141.54,1141.24
249,4.944,1820.0,23.58,3061.0,100.0,0.0,0.0,0.0,4.944,193.03,1154.86,1158.69
250,4.941,1864.0,20.98,3057.0,100.0,0.0,0.0,0.0,4.941,193.26,1141.19,1142.95
251,4.946,1936.0,21.32,3057.0,100.0,0.0,0.0,0.0,4.946,193.3,1142.24,1145.39
252,4.969,1948.0,19.63,3055.0,100.0,0.001,714.0,0.51,4.97,190.8,1146.83,1136.91
253,5.021,1849.0,34.53,3057.0,100.0,0.0,0.0,0.0,5.021,201.58,1146.23,1152.14
