Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU HW active frequency MHz,GPU HW active residency %,Power (W),App CPU ms/s,ComponentA CPU ms/s,ComponentB CPU ms/s
0,1.767,1279.0,23.34,1702.0,43.83,0.001,708.0,0.22,1.768,48.48,437.3,444.41
1,4.548,1664.0,11.21,3073.0,99.9,0.0,708.0,0.22,4.548,134.9,1069.15,1062.57
2,4.771,1861.0,13.55,3056.0,100.0,0.0,0.0,0.0,4.771,180.75,1159.05,1162.96
3,4.778,1894.0,11.64,3052.0,100.0,0.0,0.0,0.0,4.778,182.42,1147.18,1152.81
4,4.793,1838.0,11.77,3055.0,100.0,0.0,0.0,0.0,4.793,180.67,1159.62,1157.23
5,4.785,1819.0,14.44,3058.0,100.0,0.0,711.0,0.53,4.785,179.94,1154.4,1157.05
6,4.785,1887.0,12.29,3055.0,100.0,0.0,0.0,0.0,4.785,186.67,1141.16,1150.66
7,4.761,1975.0,13.25,3057.0,100.0,0.0,0.0,0.0,4.761,185.78,1152.69,1148.79
8,4.731,1860.0,18.05,3063.0,100.0,0.0,0.0,0.0,4.731,188.0,1153.27,1150.56
9,4.766,1955.0,15.89,3058.0,100.0,0.003,714.0,0.41,4.769,185.96,1152.27,1153.52
10,4.784,1924.0,13.11,3057.0,100.0,0.0,0.0,0.0,4.784,182.79,1148.93,1157.28
11,4.799,1869.0,13.32,3058.0,100.0,0.0,0.0,0.0,4.799,187.96,1152.47,1146.85
12,4.755,1823.0,16.56,3063.0,100.0,0.0,0.0,0.0,4.755,189.51,1143.44,1147.04
13,4.764,1855.0,19.09,3064.0,100.0,0.0,0.0,0.0,4.764,190.39,1153.52,1161.9
14,4.757,1926.0,17.14,3062.0,100.0,0.0,0.0,0.0,4.757,186.02,1149.35,1149.14
15,4.794,1916.0,13.1,3057.0,100.0,0.0,0.0,0.0,4.794,184.76,1147.3,1146.87
16,4.796,1962.0,11.54,3055.0,100.0,0.0,0.0,0.0,4.796,182.91,1139.73,1156.89
17,4.814,1897.0,20.42,3060.0,100.0,0.0,0.0,0.0,4.814,188.9,1152.78,1153.66
18,4.776,1870.0,16.86,3062.0,100.0,0.0,0.0,0.0,4.776,188.74,1146.06,1149.36
19,4.752,1825.0,18.99,3066.0,100.0,0.0,0.0,0.0,4.752,185.92,1151.09,1146.49
20,4.812,1850.0,15.51,3059.0,100.0,0.0,715.0,0.41,4.812,187.4,1148.61,1159.39
21,4.8,1837.0,14.95,3061.0,100.0,0.0,0.0,0.0,4.8,187.48,1143.94,1152.82
22,4.766,1859.0,20.05,3066.0,100.0,0.0,0.0,0.0,4.766,189.94,1153.08,1154.6
23,4.825,1964.0,11.28,3055.0,100.0,0.0,0.0,0.0,4.825,181.8,1150.13,1141.5
24,4.823,1797.0,14.63,3060.0,100.0,0.0,0.0,0.0,4.823,188.67,1148.85,1157.1
25,4.835,1972.0,11.65,3055.0,100.0,0.0,0.0,0.0,4.835,184.92,1146.43,1152.78
26,4.807,1958.0,14.46,3059.0,100.0,0.0,0.0,0.0,4.807,185.16,1143.61,1153.87
27,4.816,1918.0,13.9,3057.0,100.0,0.0,0.0,0.0,4.816,187.5,1149.46,1152.77
28,4.777,1908.0,20.32,3064.0,100.0,0.0,0.0,0.0,4.777,190.32,1152.49,1149.8
29,4.836,1852.0,14.13,3058.0,100.0,0.0,0.0,0.0,4.836,186.7,1149.95,1151.36
30,4.781,1873.0,13.98,3059.0,100.0,0.0,0.0,0.0,4.781,161.84,1143.29,1146.69
31,4.819,1833.0,13.64,3059.0,100.0,0.0,0.0,0.0,4.819,174.76,1147.23,1148.5
32,4.828,1918.0,14.64,3059.0,100.0,0.0,0.0,0.0,4.828,187.31,1157.84,1146.15
33,4.83,1855.0,14.62,3059.0,100.0,0.0,0.0,0.0,4.83,191.27,1150.07,1159.04
34,4.815,1852.0,15.04,3059.0,100.0,0.0,0.0,0.0,4.815,187.38,1144.08,1146.02
35,4.836,1884.0,13.33,3058.0,100.0,0.0,0.0,0.0,4.836,186.23,1151.68,1157.47
36,4.814,1806.0,15.59,3061.0,100.0,0.0,0.0,0.0,4.814,189.19,1148.96,1142.84
37,4.843,1889.0,14.21,3058.0,100.0,0.0,0.0,0.0,4.843,191.24,1149.38,1163.4
