Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s,Adapted
0,1.297,1075.0,20.77,1743.0,45.3,0.0,0.0,0.0,1.297,481.71,false
1,3.141,1047.0,11.98,3182.0,99.96,0.0,0.0,0.0,3.141,1121.73,false
2,3.202,1121.0,11.97,3178.0,100.0,0.0,0.0,0.0,3.202,1156.37,false
3,3.246,1161.0,25.34,3178.0,100.0,0.0,0.0,0.0,3.246,1157.4,false
4,3.207,1174.0,12.05,3179.0,100.0,0.0,0.0,0.0,3.207,1160.98,false
5,3.21,1157.0,12.18,3179.0,100.0,0.0,0.0,0.0,3.21,1159.81,false
6,3.216,1134.0,12.54,3178.0,100.0,0.0,0.0,0.0,3.216,1158.9,false
7,3.437,1128.0,8.85,3173.0,100.0,0.0,0.0,0.0,3.437,1157.55,false
8,3.213,1139.0,10.46,3179.0,100.0,0.0,0.0,0.0,3.213,1159.41,false
9,3.199,1130.0,12.8,3179.0,100.0,0.001,714.0,0.41,3.2,1153.23,false
10,3.206,1150.0,11.72,3179.0,100.0,0.0,0.0,0.0,3.206,1162.34,false
11,3.21,1133.0,12.05,3179.0,100.0,0.0,0.0,0.0,3.21,1161.17,false
12,3.213,1127.0,12.07,3179.0,100.0,0.0,0.0,0.0,3.213,1156.87,false
13,3.22,1139.0,11.83,3179.0,100.0,0.0,0.0,0.0,3.22,1159.41,false
14,3.216,1127.0,12.0,3178.0,100.0,0.0,0.0,0.0,3.216,1150.4,false
15,3.212,1148.0,12.0,3178.0,100.0,0.0,0.0,0.0,3.212,1164.19,false
16,3.217,1136.0,12.11,3179.0,100.0,0.0,0.0,0.0,3.217,1159.02,false
17,3.208,1161.0,11.83,3179.0,100.0,0.0,0.0,0.0,3.208,1161.02,false
18,3.22,1125.0,11.77,3179.0,100.0,0.0,0.0,0.0,3.22,1150.63,false
19,3.226,1130.0,11.9,3178.0,100.0,0.0,0.0,0.0,3.226,1166.67,false
20,3.205,1133.0,11.92,3179.0,100.0,0.0,0.0,0.0,3.205,1154.78,false
21,3.217,1124.0,11.57,3179.0,100.0,0.0,0.0,0.0,3.217,1161.95,false
22,3.22,1141.0,11.92,3179.0,100.0,0.0,0.0,0.0,3.22,1157.03,false
23,3.224,1138.0,11.97,3179.0,100.0,0.0,0.0,0.0,3.224,1160.11,false
24,3.223,1144.0,12.09,3179.0,100.0,0.0,0.0,0.0,3.223,1150.15,false
25,3.209,1119.0,10.25,3179.0,100.0,0.0,0.0,0.0,3.209,1162.92,false
26,3.209,1102.0,7.27,3178.0,100.0,0.0,0.0,0.0,3.209,1163.92,false
27,3.226,1158.0,11.52,3178.0,100.0,0.0,0.0,0.0,3.226,1158.4,false
28,3.233,1146.0,11.8,3178.0,100.0,0.0,0.0,0.0,3.233,1158.28,false
29,3.233,1136.0,11.8,3179.0,100.0,0.0,0.0,0.0,3.233,1161.54,false
30,3.221,1131.0,11.67,3179.0,100.0,0.0,0.0,0.0,3.221,1158.23,false
31,3.229,1137.0,11.68,3178.0,100.0,0.0,0.0,0.0,3.229,1159.02,false
32,3.249,1194.0,25.67,3179.0,100.0,0.0,0.0,0.0,3.249,1159.78,false
33,3.258,1141.0,12.57,3178.0,100.0,0.0,0.0,0.0,3.258,1162.39,false
34,3.23,1110.0,11.88,3178.0,100.0,0.0,0.0,0.0,3.23,1160.25,false
35,3.237,1158.0,12.27,3179.0,100.0,0.0,0.0,0.0,3.237,1158.09,false
36,3.227,1136.0,11.57,3179.0,100.0,0.0,0.0,0.0,3.227,1162.05,false
37,3.226,1129.0,11.72,3179.0,100.0,0.0,0.0,0.0,3.226,1159.81,false
38,3.231,1168.0,13.28,3178.0,100.0,0.002,714.0,0.42,3.233,1153.46,false
39,3.217,1160.0,11.85,3178.0,100.0,0.0,0.0,0.0,3.217,1164.3,false
40,3.222,1127.0,11.8,3178.0,100.0,0.0,0.0,0.0,3.222,1158.43,false
41,3.216,1118.0,11.78,3179.0,100.0,0.0,0.0,0.0,3.216,1155.21,false
