Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s,Adapted
0,1.218,1067.0,21.53,1693.0,42.84,0.0,0.0,0.0,1.218,458.48,false
1,3.155,1060.0,12.77,3182.0,99.97,0.002,712.0,0.31,3.157,1119.1,false
2,3.226,1110.0,11.64,3178.0,100.0,0.0,0.0,0.0,3.226,1154.81,false
3,3.259,1148.0,23.07,3178.0,100.0,0.0,0.0,0.0,3.259,1162.98,false
4,3.241,1165.0,12.1,3178.0,100.0,0.0,0.0,0.0,3.241,1165.8,false
5,3.223,1134.0,11.78,3179.0,100.0,0.0,0.0,0.0,3.223,1155.86,false
6,3.229,1147.0,11.73,3178.0,100.0,0.0,0.0,0.0,3.229,1158.93,false
7,3.208,1084.0,8.27,3178.0,100.0,0.0,0.0,0.0,3.208,1168.05,false
8,3.224,1135.0,10.55,3178.0,100.0,0.0,0.0,0.0,3.224,1159.83,false
9,3.234,1133.0,13.35,3178.0,100.0,0.0,712.0,0.63,3.234,1157.54,false
10,3.242,1141.0,12.13,3178.0,100.0,0.0,0.0,0.0,3.242,1163.92,false
11,3.223,1138.0,12.13,3179.0,100.0,0.0,0.0,0.0,3.223,1155.48,false
12,3.228,1137.0,11.67,3178.0,100.0,0.0,0.0,0.0,3.228,1159.31,false
13,3.243,1178.0,12.67,3178.0,100.0,0.0,0.0,0.0,3.243,1155.53,false
14,3.235,1161.0,12.11,3179.0,100.0,0.0,0.0,0.0,3.235,1164.72,false
15,3.231,1128.0,11.54,3178.0,100.0,0.0,0.0,0.0,3.231,1155.43,false
16,3.232,1148.0,12.16,3178.0,100.0,0.0,0.0,0.0,3.232,1166.38,false
17,3.229,1145.0,11.89,3179.0,100.0,0.0,0.0,0.0,3.229,1160.68,false
18,3.235,1154.0,11.72,3178.0,100.0,0.0,0.0,0.0,3.235,1156.07,false
19,3.228,1149.0,12.09,3179.0,100.0,0.0,0.0,0.0,3.228,1160.37,false
20,3.233,1169.0,11.6,3178.0,100.0,0.0,0.0,0.0,3.233,1157.3,false
21,3.237,1155.0,11.94,3178.0,100.0,0.0,0.0,0.0,3.237,1166.27,false
22,3.232,1135.0,11.76,3179.0,100.0,0.0,0.0,0.0,3.232,1157.62,false
23,3.237,1126.0,11.77,3179.0,100.0,0.0,0.0,0.0,3.237,1152.92,false
24,3.243,1142.0,11.8,3178.0,100.0,0.0,0.0,0.0,3.243,1166.98,false
25,3.238,1164.0,11.05,3179.0,100.0,0.0,0.0,0.0,3.238,1155.89,false
26,3.223,1089.0,6.16,3179.0,100.0,0.0,0.0,0.0,3.223,1155.94,false
27,3.255,1126.0,12.37,3178.0,100.0,0.0,0.0,0.0,3.255,1165.7,false
28,3.25,1139.0,11.99,3178.0,100.0,0.0,0.0,0.0,3.25,1163.81,false
29,3.25,1127.0,11.69,3178.0,100.0,0.0,0.0,0.0,3.25,1153.6,false
30,3.244,1158.0,11.47,3178.0,100.0,0.0,0.0,0.0,3.244,1166.89,false
31,3.245,1151.0,11.67,3178.0,100.0,0.0,0.0,0.0,3.245,1156.44,false
32,3.271,1183.0,21.71,3178.0,100.0,0.0,0.0,0.0,3.271,1167.17,false
33,3.259,1118.0,12.04,3178.0,100.0,0.0,0.0,0.0,3.259,1163.18,false
34,3.241,1158.0,11.8,3178.0,100.0,0.0,0.0,0.0,3.241,1156.51,false
35,3.239,1140.0,11.55,3178.0,100.0,0.0,0.0,0.0,3.239,1158.43,false
36,3.249,1121.0,11.76,3178.0,100.0,0.0,0.0,0.0,3.249,1169.34,false
37,3.24,1161.0,11.65,3178.0,100.0,0.0,0.0,0.0,3.24,1155.69,false
38,3.255,1152.0,12.13,3178.0,100.0,0.0,0.0,0.0,3.255,1166.13,false
39,3.245,1136.0,11.67,3178.0,100.0,0.0,0.0,0.0,3.245,1158.33,false
40,3.255,1140.0,12.6,3178.0,100.0,0.0,0.0,0.0,3.255,1165.02,false
41,3.25,1146.0,11.99,3178.0,100.0,0.0,0.0,0.0,3.25,1157.51,false
42,3.25,1143.0,12.18,3178.0,100.0,0.0,0.0,0.0,3.25,1156.42,false
43,3.253,1152.0,12.17,3178.0,100.0,0.0,0.0,0.0,3.253,1165.04,false
44,3.235,1077.0,7.46,3179.0,100.0,0.0,0.0,0.0,3.235,1157.33,false
45,3.271,1152.0,11.79,3178.0,99.99,0.001,714.0,0.41,3.272,1168.04,false
46,3.248,1124.0,11.7,3178.0,100.0,0.0,0.0,0.0,3.248,1154.51,false
47,3.257,1160.0,12.05,3178.0,100.0,0.0,0.0,0.0,3.257,1169.25,false
48,3.246,1176.0,11.67,3178.0,100.0,0.0,0.0,0.0,3.246,1156.0,false
49,3.249,1140.0,11.9,3178.0,100.0,0.0,0.0,0.0,3.249,1165.28,false
50,3.253,1170.0,11.81,3178.0,100.0,0.0,0.0,0.0,3.253,1158.69,false
51,3.26,1153.0,11.69,3178.0,99.99,0.0,0.0,0.0,3.26,1163.39,false
52,3.26,1149.0,11.56,3178.0,100.0,0.0,0.0,0.0,3.26,1158.91,false
53,3.26,1125.0,11.92,3178.0,100.0,0.0,0.0,0.0,3.26,1163.53,false
54,3.26,1153.0,11.63,3178.0,100.0,0.0,0.0,0.0,3.26,1153.23,false
55,3.259,1157.0,11.66,3178.0,100.0,0.0,0.0,0.0,3.259,1166.78,false
