Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s,Adapted
0,1.254,1088.0,23.09,1742.0,44.56,0.0,0.0,0.0,1.254,469.15,false
1,3.142,1060.0,12.83,3182.0,99.98,0.0,714.0,0.41,3.142,1124.24,false
2,3.218,1120.0,11.09,3178.0,100.0,0.0,0.0,0.0,3.218,1154.78,false
3,3.201,1125.0,7.16,3179.0,100.0,0.0,0.0,0.0,3.201,1157.46,false
4,3.227,1172.0,11.65,3178.0,100.0,0.0,0.0,0.0,3.227,1168.68,false
5,3.219,1158.0,11.84,3179.0,100.0,0.0,0.0,0.0,3.219,1157.24,false
6,3.223,1135.0,11.81,3178.0,100.0,0.0,0.0,0.0,3.223,1156.66,false
7,3.221,1138.0,12.57,3179.0,100.0,0.0,0.0,0.0,3.221,1156.32,false
8,3.226,1161.0,11.83,3179.0,100.0,0.0,0.0,0.0,3.226,1168.66,false
9,3.218,1159.0,12.61,3179.0,99.99,0.001,712.0,0.31,3.219,1159.11,false
10,3.219,1147.0,11.6,3179.0,100.0,0.0,0.0,0.0,3.219,1160.95,false
11,3.218,1136.0,11.84,3179.0,100.0,0.0,0.0,0.0,3.218,1157.56,false
12,3.218,1155.0,11.99,3179.0,100.0,0.0,0.0,0.0,3.218,1158.47,false
13,3.227,1133.0,11.84,3179.0,100.0,0.0,0.0,0.0,3.227,1158.4,false
14,3.233,1156.0,11.93,3179.0,100.0,0.0,0.0,0.0,3.233,1164.34,false
15,3.226,1129.0,11.79,3179.0,100.0,0.0,0.0,0.0,3.226,1158.81,false
16,3.225,1116.0,11.89,3179.0,100.0,0.0,0.0,0.0,3.225,1156.91,false
17,3.223,1114.0,12.12,3179.0,100.0,0.0,0.0,0.0,3.223,1158.55,false
18,3.226,1138.0,11.84,3178.0,100.0,0.0,0.0,0.0,3.226,1157.9,false
19,3.224,1138.0,11.74,3179.0,100.0,0.0,0.0,0.0,3.224,1159.0,false
20,3.236,1131.0,11.47,3178.0,100.0,0.0,0.0,0.0,3.236,1168.55,false
21,3.221,1096.0,9.58,3178.0,100.0,0.0,0.0,0.0,3.221,1158.29,false
22,3.257,1141.0,12.56,3178.0,100.0,0.0,0.0,0.0,3.257,1160.25,false
23,3.233,1121.0,11.97,3178.0,100.0,0.0,0.0,0.0,3.233,1159.43,false
24,3.244,1179.0,12.0,3179.0,100.0,0.0,0.0,0.0,3.244,1154.44,false
25,3.239,1159.0,11.83,3178.0,100.0,0.0,0.0,0.0,3.239,1167.21,false
26,3.238,1124.0,11.73,3179.0,100.0,0.0,0.0,0.0,3.238,1154.28,false
27,3.244,1146.0,11.75,3178.0,100.0,0.0,0.0,0.0,3.244,1165.14,false
28,3.232,1119.0,11.91,3179.0,100.0,0.0,0.0,0.0,3.232,1157.94,false
29,3.243,1116.0,11.65,3179.0,100.0,0.0,0.0,0.0,3.243,1155.48,false
30,3.235,1155.0,11.62,3178.0,100.0,0.0,0.0,0.0,3.235,1166.48,false
31,3.233,1140.0,11.85,3179.0,100.0,0.0,0.0,0.0,3.233,1160.34,false
32,3.235,1165.0,12.25,3179.0,100.0,0.0,0.0,0.0,3.235,1156.2,false
33,3.226,1113.0,11.94,3178.0,100.0,0.0,0.0,0.0,3.226,1158.49,false
34,3.23,1150.0,11.66,3179.0,100.0,0.0,0.0,0.0,3.23,1160.55,false
35,3.23,1175.0,11.85,3179.0,100.0,0.0,0.0,0.0,3.23,1159.94,false
36,3.23,1143.0,11.76,3179.0,100.0,0.0,0.0,0.0,3.23,1159.5,false
37,3.233,1123.0,11.9,3179.0,100.0,0.0,0.0,0.0,3.233,1157.06,false
38,3.238,1127.0,11.54,3179.0,100.0,0.0,0.0,0.0,3.238,1156.33,false
39,3.227,1091.0,9.22,3178.0,100.0,0.0,0.0,0.0,3.227,1162.22,false
40,3.223,1108.0,8.13,3179.0,100.0,0.0,0.0,0.0,3.223,1155.03,false
41,3.24,1141.0,11.56,3179.0,100.0,0.0,0.0,0.0,3.24,1168.59,false
42,3.247,1149.0,12.21,3178.0,100.0,0.0,0.0,0.0,3.247,1156.0,false
43,3.229,1158.0,11.94,3179.0,100.0,0.0,0.0,0.0,3.229,1159.33,false
44,3.231,1126.0,11.66,3178.0,100.0,0.0,0.0,0.0,3.231,1160.18,false
45,3.237,1172.0,11.59,3179.0,100.0,0.0,0.0,0.0,3.237,1158.51,false
46,3.237,1143.0,11.46,3179.0,100.0,0.0,0.0,0.0,3.237,1157.34,false
47,3.241,1149.0,11.83,3179.0,100.0,0.0,0.0,0.0,3.241,1157.26,false
48,3.24,1141.0,11.87,3178.0,100.0,0.0,0.0,0.0,3.24,1158.7,false
49,3.244,1182.0,12.03,3178.0,100.0,0.0,0.0,0.0,3.244,1167.8,false
50,3.241,1161.0,11.58,3179.0,100.0,0.0,0.0,0.0,3.241,1157.65,false
51,3.269,1155.0,14.97,3179.0,99.99,0.0,0.0,0.0,3.269,1154.3,false
52,3.26,1130.0,12.17,3178.0,100.0,0.0,0.0,0.0,3.26,1161.93,false
53,3.239,1170.0,11.7,3179.0,100.0,0.0,0.0,0.0,3.239,1158.12,false
54,3.242,1158.0,11.57,3179.0,100.0,0.0,0.0,0.0,3.242,1158.57,false
55,3.246,1136.0,11.98,3178.0,100.0,0.0,0.0,0.0,3.246,1169.58,false
56,3.26,1180.0,11.68,3178.0,100.0,0.0,0.0,0.0,3.26,1162.42,false
57,3.249,1165.0,13.82,3179.0,100.0,0.001,716.0,0.71,3.25,1157.12,false
58,3.231,1117.0,7.52,3179.0,100.0,0.0,0.0,0.0,3.231,1160.7,false
59,3.239,1100.0,9.85,3179.0,100.0,0.0,0.0,0.0,3.239,1156.45,false
60,3.242,1139.0,11.63,3179.0,100.0,0.0,0.0,0.0,3.242,1160.98,false
61,3.239,1169.0,11.71,3179.0,100.0,0.0,0.0,0.0,3.239,1153.52,false
62,3.251,1142.0,11.79,3179.0,100.0,0.0,0.0,0.0,3.251,1157.16,false
63,3.25,1145.0,11.65,3178.0,100.0,0.0,0.0,0.0,3.25,1166.6,false
64,3.255,1153.0,12.41,3178.0,100.0,0.0,0.0,0.0,3.255,1155.31,false
65,3.235,1113.0,12.2,3179.0,100.0,0.0,0.0,0.0,3.235,1159.25,false
66,3.246,1136.0,11.59,3179.0,100.0,0.0,0.0,0.0,3.246,1160.94,false
67,3.247,1149.0,12.33,3179.0,100.0,0.0,0.0,0.0,3.247,1155.2,false
68,3.246,1164.0,11.5,3179.0,100.0,0.0,0.0,0.0,3.246,1165.22,false
69,3.246,1167.0,11.66,3179.0,100.0,0.0,0.0,0.0,3.246,1151.11,false
70,3.243,1149.0,11.44,3179.0,100.0,0.0,0.0,0.0,3.243,1166.04,false
71,3.243,1149.0,11.35,3179.0,100.0,0.0,0.0,0.0,3.243,1158.31,false
72,3.259,1161.0,11.99,3179.0,99.99,0.0,0.0,0.0,3.259,1156.65,false
73,3.243,1117.0,11.82,3179.0,100.0,0.0,0.0,0.0,3.243,1156.79,false
74,3.254,1150.0,12.39,3179.0,100.0,0.0,0.0,0.0,3.254,1166.71,false
75,3.242,1163.0,11.8,3179.0,100.0,0.0,0.0,0.0,3.242,1157.51,false
76,3.246,1105.0,9.7,3179.0,100.0,0.0,0.0,0.0,3.246,1158.82,false
77,3.242,1096.0,8.0,3179.0,100.0,0.0,0.0,0.0,3.242,1154.33,false
78,3.241,1137.0,11.6,3179.0,100.0,0.0,0.0,0.0,3.241,1158.19,false
79,3.248,1135.0,11.64,3178.0,100.0,0.0,0.0,0.0,3.248,1156.57,false
80,3.241,1124.0,11.76,3179.0,100.0,0.0,0.0,0.0,3.241,1158.44,false
81,3.289,1174.0,16.27,3178.0,99.99,0.0,0.0,0.0,3.289,1158.25,false
82,3.257,1165.0,11.81,3179.0,100.0,0.0,0.0,0.0,3.257,1170.04,false
83,3.533,1187.0,14.28,3173.0,100.0,0.0,0.0,0.0,3.533,1154.51,false
84,3.261,1140.0,11.66,3179.0,100.0,0.0,0.0,0.0,3.261,1166.23,false
85,3.253,1136.0,12.03,3179.0,100.0,0.0,0.0,0.0,3.253,1155.41,false
86,3.252,1105.0,11.61,3179.0,100.0,0.0,0.0,0.0,3.252,1156.23,false
87,3.253,1148.0,12.06,3178.0,100.0,0.0,0.0,0.0,3.253,1168.06,false
88,3.244,1164.0,11.8,3179.0,100.0,0.0,0.0,0.0,3.244,1159.61,false
89,3.25,1144.0,11.89,3179.0,100.0,0.0,0.0,0.0,3.25,1157.51,false
90,3.243,1132.0,11.9,3179.0,100.0,0.0,0.0,0.0,3.243,1157.03,false
91,3.261,1130.0,12.38,3179.0,100.0,0.0,0.0,0.0,3.261,1154.01,false
92,3.259,1138.0,12.03,3179.0,100.0,0.0,0.0,0.0,3.259,1166.42,false
93,3.243,1152.0,11.6,3179.0,100.0,0.0,0.0,0.0,3.243,1158.41,false
94,3.246,1137.0,9.9,3179.0,100.0,0.0,0.0,0.0,3.246,1156.21,false
95,3.232,1117.0,7.66,3179.0,100.0,0.0,0.0,0.0,3.232,1162.01,false
96,3.25,1166.0,12.5,3179.0,100.0,0.0,0.0,0.0,3.25,1158.01,false
97,3.248,1122.0,11.84,3179.0,100.0,0.0,0.0,0.0,3.248,1157.7,false
98,3.241,1128.0,11.65,3179.0,100.0,0.0,0.0,0.0,3.241,1160.89,false
99,3.253,1136.0,11.81,3179.0,100.0,0.0,0.0,0.0,3.253,1156.5,false
100,3.253,1124.0,11.68,3179.0,100.0,0.0,0.0,0.0,3.253,1156.0,false
101,3.26,1146.0,11.65,3179.0,100.0,0.0,0.0,0.0,3.26,1158.55,false
102,3.252,1152.0,11.69,3179.0,100.0,0.0,0.0,0.0,3.252,1157.62,false
103,3.255,1172.0,11.65,3179.0,100.0,0.0,0.0,0.0,3.255,1158.41,false
104,3.251,1155.0,11.72,3179.0,100.0,0.0,0.0,0.0,3.251,1158.86,false
105,3.251,1170.0,11.45,3179.0,100.0,0.0,0.0,0.0,3.251,1166.61,false
106,3.252,1164.0,11.65,3179.0,100.0,0.0,0.0,0.0,3.252,1159.98,false
107,3.245,1131.0,11.84,3179.0,100.0,0.0,0.0,0.0,3.245,1159.48,false
