Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s,Adapted
0,1.246,1091.0,35.43,1714.0,43.84,0.0,0.0,0.0,1.246,469.71,false
1,3.134,1048.0,13.94,3182.0,99.96,0.002,714.0,0.41,3.136,1111.48,false
2,3.221,1101.0,11.88,3178.0,100.0,0.0,0.0,0.0,3.221,1154.42,false
3,3.22,1128.0,12.36,3178.0,100.0,0.0,0.0,0.0,3.22,1168.29,false
4,3.221,1139.0,12.18,3178.0,100.0,0.0,0.0,0.0,3.221,1156.59,false
5,3.217,1111.0,12.38,3179.0,100.0,0.0,0.0,0.0,3.217,1154.87,false
6,3.211,1115.0,11.94,3178.0,100.0,0.0,0.0,0.0,3.211,1159.63,false
7,3.213,1124.0,11.98,3178.0,100.0,0.0,0.0,0.0,3.213,1157.31,false
8,3.228,1101.0,11.75,3178.0,100.0,0.0,0.0,0.0,3.228,1154.37,false
9,3.206,1113.0,13.45,3178.0,100.0,0.0,713.0,0.32,3.206,1162.46,false
10,3.23,1131.0,11.97,3178.0,100.0,0.0,0.0,0.0,3.23,1163.25,false
11,3.22,1115.0,11.88,3178.0,100.0,0.0,0.0,0.0,3.22,1157.79,false
12,3.21,1087.0,9.5,3179.0,100.0,0.0,0.0,0.0,3.21,1160.02,false
13,3.228,1126.0,18.89,3179.0,100.0,0.0,0.0,0.0,3.228,1159.44,false
14,3.238,1144.0,14.87,3179.0,100.0,0.0,0.0,0.0,3.238,1152.96,false
15,3.245,1104.0,12.39,3178.0,100.0,0.0,0.0,0.0,3.245,1163.18,false
16,3.23,1126.0,12.51,3178.0,100.0,0.0,0.0,0.0,3.23,1156.25,false
17,3.219,1104.0,12.45,3179.0,100.0,0.0,0.0,0.0,3.219,1158.98,false
18,3.313,1168.0,64.94,3178.0,99.99,0.0,0.0,0.0,3.313,1163.16,false
19,3.383,1196.0,98.78,3178.0,99.99,0.001,713.0,0.63,3.384,1164.06,false
20,3.517,1302.0,85.51,3169.0,99.99,0.0,0.0,0.0,3.517,1152.52,false
21,3.23,1157.0,12.98,3178.0,100.0,0.001,712.0,0.32,3.231,1158.61,false
22,3.243,1143.0,12.28,3179.0,100.0,0.0,0.0,0.0,3.243,1163.49,false
23,3.217,1145.0,12.2,3179.0,100.0,0.0,0.0,0.0,3.217,1148.89,false
24,3.225,1130.0,12.44,3179.0,100.0,0.0,0.0,0.0,3.225,1157.65,false
25,3.228,1121.0,12.27,3179.0,100.0,0.0,0.0,0.0,3.228,1167.12,false
26,3.232,1130.0,12.32,3179.0,100.0,0.0,0.0,0.0,3.232,1154.73,false
27,3.221,1122.0,12.12,3179.0,100.0,0.0,0.0,0.0,3.221,1158.13,false
28,3.228,1139.0,11.82,3179.0,100.0,0.0,0.0,0.0,3.228,1158.25,false
29,3.236,1123.0,12.33,3178.0,100.0,0.0,0.0,0.0,3.236,1155.43,false
30,3.221,1097.0,8.9,3179.0,100.0,0.0,0.0,0.0,3.221,1154.78,false
31,3.217,1095.0,9.04,3179.0,100.0,0.0,0.0,0.0,3.217,1157.19,false
32,3.234,1133.0,11.83,3178.0,100.0,0.0,0.0,0.0,3.234,1166.12,false
33,3.232,1143.0,11.93,3178.0,100.0,0.0,0.0,0.0,3.232,1157.8,false
34,3.241,1110.0,12.51,3178.0,100.0,0.0,0.0,0.0,3.241,1151.45,false
35,3.242,1117.0,11.7,3178.0,100.0,0.0,0.0,0.0,3.242,1165.77,false
36,3.237,1119.0,11.85,3179.0,100.0,0.0,0.0,0.0,3.237,1153.25,false
37,3.234,1143.0,12.17,3179.0,100.0,0.0,0.0,0.0,3.234,1156.68,false
38,3.231,1112.0,11.98,3179.0,100.0,0.0,0.0,0.0,3.231,1155.23,false
39,3.242,1132.0,12.38,3179.0,100.0,0.0,0.0,0.0,3.242,1164.1,false
