Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s,Adapted
0,1.339,1088.0,99.36,1651.0,42.93,0.0,0.0,0.0,1.339,464.11,false
1,3.156,1047.0,13.31,3182.0,99.97,0.002,712.0,0.32,3.158,1115.68,false
2,3.217,1111.0,11.74,3178.0,100.0,0.0,0.0,0.0,3.217,1154.79,false
3,3.215,1131.0,11.84,3179.0,100.0,0.0,0.0,0.0,3.215,1156.91,false
4,3.223,1121.0,9.61,3179.0,100.0,0.0,0.0,0.0,3.223,1160.79,false
5,3.215,1108.0,8.98,3179.0,100.0,0.0,0.0,0.0,3.215,1159.92,false
6,3.222,1147.0,12.38,3178.0,100.0,0.0,0.0,0.0,3.222,1154.75,false
7,3.33,1193.0,78.94,3179.0,100.0,0.0,710.0,0.22,3.33,1161.26,false
8,3.33,1204.0,98.77,3179.0,100.0,0.0,0.0,0.0,3.33,1158.86,false
9,3.237,1148.0,12.76,3178.0,100.0,0.0,713.0,0.32,3.237,1155.67,false
10,3.241,1144.0,12.36,3178.0,100.0,0.0,0.0,0.0,3.241,1162.61,false
11,3.235,1144.0,12.23,3179.0,100.0,0.0,0.0,0.0,3.235,1154.65,false
12,3.252,1097.0,12.29,3178.0,100.0,0.0,0.0,0.0,3.252,1158.86,false
13,3.241,1120.0,11.88,3178.0,100.0,0.0,0.0,0.0,3.241,1161.06,false
14,3.226,1106.0,12.4,3178.0,100.0,0.0,0.0,0.0,3.226,1159.42,false
15,3.236,1128.0,12.06,3179.0,100.0,0.0,0.0,0.0,3.236,1150.28,false
16,3.242,1148.0,11.65,3179.0,100.0,0.0,0.0,0.0,3.242,1163.29,false
17,3.223,1113.0,11.89,3178.0,100.0,0.0,0.0,0.0,3.223,1157.55,false
18,3.237,1115.0,11.72,3178.0,100.0,0.0,0.0,0.0,3.237,1153.09,false
19,3.234,1136.0,11.5,3178.0,100.0,0.0,0.0,0.0,3.234,1166.17,false
20,3.233,1108.0,12.21,3179.0,100.0,0.0,0.0,0.0,3.233,1152.85,false
21,3.247,1113.0,11.9,3179.0,100.0,0.0,0.0,0.0,3.247,1161.25,false
22,3.229,1158.0,11.62,3179.0,100.0,0.0,0.0,0.0,3.229,1157.77,false
23,3.218,1101.0,8.99,3179.0,100.0,0.0,0.0,0.0,3.218,1158.98,false
24,3.223,1143.0,8.53,3179.0,100.0,0.0,0.0,0.0,3.223,1156.03,false
25,3.26,1138.0,12.23,3178.0,100.0,0.0,0.0,0.0,3.26,1159.51,false
26,3.225,1155.0,11.81,3179.0,100.0,0.0,0.0,0.0,3.225,1158.63,false
27,3.229,1133.0,11.73,3179.0,100.0,0.0,0.0,0.0,3.229,1156.04,false
28,3.234,1126.0,11.73,3179.0,100.0,0.0,0.0,0.0,3.234,1154.52,false
29,3.29,1136.0,25.22,3179.0,100.0,0.0,0.0,0.0,3.29,1157.94,false
30,3.247,1126.0,12.02,3178.0,100.0,0.0,0.0,0.0,3.247,1161.16,false
31,3.244,1130.0,12.13,3179.0,100.0,0.0,0.0,0.0,3.244,1154.74,false
32,3.235,1165.0,12.01,3179.0,100.0,0.0,0.0,0.0,3.235,1166.47,false
33,3.229,1120.0,11.81,3179.0,100.0,0.0,0.0,0.0,3.229,1157.45,false
34,3.233,1107.0,11.87,3179.0,100.0,0.0,0.0,0.0,3.233,1155.69,false
35,3.247,1142.0,12.74,3178.0,100.0,0.0,714.0,0.41,3.247,1155.97,false
36,3.231,1142.0,11.54,3179.0,100.0,0.0,0.0,0.0,3.231,1158.07,false
37,3.23,1123.0,11.59,3179.0,100.0,0.0,0.0,0.0,3.23,1156.84,false
38,3.239,1129.0,11.81,3179.0,100.0,0.0,0.0,0.0,3.239,1155.84,false
39,3.242,1113.0,11.99,3178.0,100.0,0.0,0.0,0.0,3.242,1163.35,false
40,3.248,1133.0,13.53,3178.0,100.0,0.001,713.0,0.73,3.249,1156.43,false
41,3.257,1140.0,11.8,3179.0,100.0,0.0,0.0,0.0,3.257,1153.38,false
42,3.217,1073.0,7.57,3179.0,100.0,0.0,0.0,0.0,3.217,1157.54,false
43,3.234,1142.0,11.76,3179.0,100.0,0.0,0.0,0.0,3.234,1157.02,false
44,3.239,1127.0,12.27,3178.0,100.0,0.0,0.0,0.0,3.239,1166.41,false
45,3.241,1105.0,11.83,3179.0,100.0,0.0,0.0,0.0,3.241,1156.71,false
46,3.238,1160.0,12.74,3179.0,100.0,0.0,0.0,0.0,3.238,1156.08,false
