Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s,Adapted
0,1.237,1083.0,25.69,1698.0,43.93,0.0,0.0,0.0,1.237,466.56,false
1,3.151,1053.0,13.06,3182.0,99.95,0.002,714.0,0.41,3.153,1115.51,false
2,3.209,1104.0,12.09,3178.0,100.0,0.0,0.0,0.0,3.209,1154.74,false
3,3.206,1160.0,11.91,3179.0,100.0,0.0,0.0,0.0,3.206,1160.52,false
4,3.217,1137.0,11.92,3179.0,100.0,0.0,0.0,0.0,3.217,1158.62,false
5,3.207,1124.0,11.76,3179.0,100.0,0.0,0.0,0.0,3.207,1159.59,false
6,3.212,1157.0,12.1,3178.0,100.0,0.0,0.0,0.0,3.212,1159.86,false
7,3.226,1116.0,11.97,3178.0,100.0,0.0,0.0,0.0,3.226,1156.26,false
8,3.214,1152.0,12.1,3179.0,100.0,0.0,0.0,0.0,3.214,1157.66,false
9,3.219,1123.0,12.22,3179.0,100.0,0.0,712.0,0.31,3.219,1157.11,false
10,3.231,1125.0,11.57,3178.0,100.0,0.0,0.0,0.0,3.231,1165.36,false
11,3.221,1144.0,11.75,3179.0,100.0,0.0,0.0,0.0,3.221,1156.31,false
12,3.231,1168.0,11.97,3178.0,100.0,0.0,0.0,0.0,3.231,1153.91,false
13,3.226,1168.0,11.75,3179.0,100.0,0.0,0.0,0.0,3.226,1167.11,false
14,3.223,1135.0,11.69,3179.0,100.0,0.0,0.0,0.0,3.223,1154.11,false
15,3.199,1113.0,6.98,3179.0,100.0,0.0,0.0,0.0,3.199,1161.39,false
16,3.237,1154.0,22.86,3179.0,100.0,0.0,0.0,0.0,3.237,1155.92,false
17,3.22,1144.0,12.19,3179.0,100.0,0.0,0.0,0.0,3.22,1159.25,false
18,3.222,1167.0,11.87,3179.0,100.0,0.0,0.0,0.0,3.222,1156.71,false
19,3.222,1147.0,11.99,3179.0,100.0,0.0,0.0,0.0,3.222,1161.11,false
20,3.226,1121.0,11.98,3179.0,100.0,0.0,0.0,0.0,3.226,1153.94,false
21,3.223,1129.0,12.01,3179.0,100.0,0.0,0.0,0.0,3.223,1156.48,false
22,3.225,1127.0,11.86,3179.0,100.0,0.0,0.0,0.0,3.225,1165.0,false
23,3.231,1141.0,12.31,3179.0,100.0,0.0,0.0,0.0,3.231,1155.44,false
24,3.24,1149.0,11.8,3179.0,100.0,0.0,0.0,0.0,3.24,1152.63,false
25,3.231,1156.0,12.02,3179.0,100.0,0.0,0.0,0.0,3.231,1165.92,false
26,3.228,1148.0,11.79,3179.0,100.0,0.0,0.0,0.0,3.228,1156.38,false
27,3.229,1127.0,12.21,3179.0,100.0,0.0,0.0,0.0,3.229,1154.69,false
28,3.236,1131.0,11.65,3179.0,100.0,0.0,0.0,0.0,3.236,1163.3,false
29,3.236,1121.0,11.71,3179.0,100.0,0.0,0.0,0.0,3.236,1158.23,false
30,3.22,1128.0,12.05,3179.0,100.0,0.0,0.0,0.0,3.22,1156.12,false
31,3.234,1140.0,11.62,3178.0,100.0,0.0,0.0,0.0,3.234,1154.43,false
32,3.241,1140.0,12.31,3178.0,100.0,0.0,0.0,0.0,3.241,1167.4,false
33,3.218,1114.0,9.54,3179.0,100.0,0.0,0.0,0.0,3.218,1157.7,false
34,3.216,1120.0,8.15,3179.0,100.0,0.0,0.0,0.0,3.216,1160.66,false
35,3.236,1125.0,11.53,3179.0,100.0,0.0,0.0,0.0,3.236,1153.31,false
36,3.246,1140.0,11.81,3178.0,100.0,0.0,0.0,0.0,3.246,1163.8,false
37,3.23,1127.0,11.84,3179.0,100.0,0.0,0.0,0.0,3.23,1159.67,false
38,3.227,1128.0,11.62,3179.0,100.0,0.0,0.0,0.0,3.227,1154.98,false
39,3.232,1129.0,11.83,3179.0,100.0,0.0,0.0,0.0,3.232,1155.17,false
40,3.244,1151.0,11.78,3179.0,100.0,0.0,0.0,0.0,3.244,1153.99,false
41,3.242,1156.0,11.98,3179.0,100.0,0.0,0.0,0.0,3.242,1165.37,false
42,3.237,1151.0,11.73,3179.0,100.0,0.0,0.0,0.0,3.237,1154.31,false
43,3.229,1172.0,11.81,3179.0,100.0,0.0,0.0,0.0,3.229,1155.84,false
44,3.235,1169.0,11.76,3179.0,100.0,0.0,0.0,0.0,3.235,1157.18,false
45,3.229,1151.0,11.47,3179.0,100.0,0.0,0.0,0.0,3.229,1158.68,false
46,3.271,1170.0,22.58,3178.0,100.0,0.0,0.0,0.0,3.271,1163.14,false
47,3.251,1139.0,11.81,3178.0,100.0,0.0,0.0,0.0,3.251,1167.03,false
48,3.242,1123.0,11.63,3179.0,100.0,0.0,0.0,0.0,3.242,1153.49,false
49,3.238,1135.0,11.85,3179.0,100.0,0.0,0.0,0.0,3.238,1158.83,false
50,3.255,1140.0,11.76,3178.0,100.0,0.0,0.0,0.0,3.255,1164.4,false
51,3.245,1153.0,11.81,3179.0,100.0,0.0,0.0,0.0,3.245,1154.85,false
52,3.236,1106.0,7.73,3178.0,100.0,0.001,714.0,0.41,3.237,1168.26,false
53,3.233,1136.0,10.79,3178.0,100.0,0.0,0.0,0.0,3.233,1159.53,false
54,3.233,1135.0,11.64,3179.0,100.0,0.0,0.0,0.0,3.233,1158.74,false
55,3.237,1139.0,11.62,3179.0,100.0,0.0,0.0,0.0,3.237,1156.89,false
56,3.241,1108.0,12.45,3179.0,100.0,0.0,0.0,0.0,3.241,1153.48,false
57,3.249,1128.0,11.87,3179.0,100.0,0.0,0.0,0.0,3.249,1165.41,false
58,3.235,1127.0,11.81,3179.0,100.0,0.0,0.0,0.0,3.235,1156.62,false
59,3.238,1119.0,11.55,3179.0,100.0,0.0,0.0,0.0,3.238,1159.63,false
60,3.224,1152.0,11.87,3179.0,100.0,0.0,0.0,0.0,3.224,1149.02,false
61,3.241,1111.0,12.14,3178.0,100.0,0.0,0.0,0.0,3.241,1166.12,false
62,3.242,1166.0,11.99,3179.0,100.0,0.0,0.0,0.0,3.242,1159.53,false
63,3.241,1119.0,11.78,3179.0,100.0,0.0,0.0,0.0,3.241,1155.47,false
64,3.381,1322.0,37.22,3179.0,99.99,0.0,0.0,0.0,3.381,1159.78,false
65,3.25,1149.0,11.74,3179.0,100.0,0.0,0.0,0.0,3.25,1153.89,false
66,3.251,1145.0,11.89,3178.0,100.0,0.0,0.0,0.0,3.251,1167.95,false
67,3.3,1176.0,22.78,3178.0,99.99,0.0,0.0,0.0,3.3,1160.0,false
68,3.378,1384.0,37.0,3178.0,99.99,0.001,715.0,0.51,3.379,1162.44,false
69,3.268,1188.0,19.83,3179.0,100.0,0.0,0.0,0.0,3.268,1155.09,false
70,3.224,1120.0,8.02,3179.0,100.0,0.0,0.0,0.0,3.224,1158.77,false
71,3.244,1141.0,9.83,3179.0,100.0,0.0,0.0,0.0,3.244,1156.34,false
72,3.239,1121.0,11.64,3179.0,100.0,0.0,0.0,0.0,3.239,1161.33,false
73,3.236,1102.0,11.96,3179.0,100.0,0.0,0.0,0.0,3.236,1158.3,false
74,3.261,1173.0,21.94,3179.0,100.0,0.0,710.0,0.22,3.261,1159.57,false
75,3.358,1174.0,56.98,3179.0,100.0,0.0,0.0,0.0,3.358,1158.81,false
76,3.251,1167.0,14.58,3179.0,100.0,0.0,709.0,0.22,3.251,1158.57,false
77,3.25,1123.0,11.93,3179.0,100.0,0.0,0.0,0.0,3.25,1154.38,false
78,3.242,1136.0,12.75,3179.0,100.0,0.0,0.0,0.0,3.242,1155.86,false
79,3.243,1136.0,12.55,3179.0,100.0,0.0,0.0,0.0,3.243,1154.81,false
80,3.245,1126.0,12.85,3179.0,100.0,0.0,0.0,0.0,3.245,1157.93,false
81,3.244,1136.0,12.07,3179.0,100.0,0.0,0.0,0.0,3.244,1159.34,false
82,3.276,1168.0,16.04,3178.0,100.0,0.0,0.0,0.0,3.276,1163.39,false
83,3.252,1138.0,12.06,3179.0,100.0,0.0,0.0,0.0,3.252,1156.47,false
84,3.24,1131.0,12.21,3179.0,100.0,0.0,0.0,0.0,3.24,1159.68,false
85,3.244,1137.0,11.96,3179.0,100.0,0.0,0.0,0.0,3.244,1157.41,false
86,3.246,1120.0,12.06,3179.0,100.0,0.0,0.0,0.0,3.246,1159.04,false
87,3.242,1144.0,11.97,3179.0,100.0,0.0,0.0,0.0,3.242,1161.46,false
88,3.27,1122.0,11.26,3179.0,100.0,0.0,0.0,0.0,3.27,1159.72,false
89,3.218,1079.0,7.29,3179.0,100.0,0.0,0.0,0.0,3.218,1152.71,false
90,3.247,1139.0,11.75,3179.0,100.0,0.0,0.0,0.0,3.247,1156.95,false
91,3.263,1132.0,12.48,3178.0,100.0,0.0,0.0,0.0,3.263,1163.6,false
92,3.249,1102.0,11.67,3179.0,100.0,0.0,0.0,0.0,3.249,1156.57,false
93,3.252,1115.0,11.82,3179.0,100.0,0.0,0.0,0.0,3.252,1156.51,false
94,3.262,1158.0,12.79,3178.0,100.0,0.0,0.0,0.0,3.262,1166.68,false
95,3.252,1124.0,12.96,3179.0,100.0,0.0,0.0,0.0,3.252,1156.82,false
96,3.251,1155.0,12.36,3179.0,100.0,0.0,0.0,0.0,3.251,1155.69,false
97,3.524,1152.0,19.22,3173.0,100.0,0.0,0.0,0.0,3.524,1159.88,false
98,3.272,1116.0,17.94,3178.0,100.0,0.0,0.0,0.0,3.272,1166.38,false
99,3.242,1115.0,11.63,3179.0,100.0,0.0,0.0,0.0,3.242,1160.21,false
100,3.239,1120.0,11.73,3179.0,100.0,0.0,0.0,0.0,3.239,1157.01,false
101,3.26,1142.0,12.19,3179.0,100.0,0.0,0.0,0.0,3.26,1159.19,false
102,3.283,1206.0,22.06,3178.0,100.0,0.0,0.0,0.0,3.283,1152.19,false
103,3.241,1147.0,11.61,3179.0,100.0,0.0,0.0,0.0,3.241,1158.42,false
104,3.244,1143.0,11.76,3179.0,100.0,0.0,0.0,0.0,3.244,1159.63,false
105,3.269,1133.0,23.43,3179.0,100.0,0.0,0.0,0.0,3.269,1155.46,false
106,3.244,1136.0,13.2,3179.0,100.0,0.0,0.0,0.0,3.244,1159.79,false
107,3.23,1096.0,7.22,3179.0,100.0,0.0,0.0,0.0,3.23,1158.11,false
108,3.238,1106.0,10.48,3179.0,100.0,0.0,0.0,0.0,3.238,1155.74,false
109,3.251,1141.0,11.94,3179.0,100.0,0.0,0.0,0.0,3.251,1153.69,false
110,3.249,1141.0,11.8,3179.0,100.0,0.0,0.0,0.0,3.249,1157.94,false
111,3.267,1143.0,12.86,3178.0,100.0,0.0,712.0,0.32,3.267,1158.76,false
112,3.243,1130.0,11.85,3179.0,100.0,0.0,0.0,0.0,3.243,1159.75,false
113,3.248,1138.0,12.99,3179.0,100.0,0.0,0.0,0.0,3.248,1155.42,false
114,3.245,1159.0,11.72,3179.0,100.0,0.0,0.0,0.0,3.245,1157.7,false
115,3.242,1128.0,11.83,3179.0,100.0,0.0,0.0,0.0,3.242,1159.05,false
116,3.249,1138.0,11.92,3179.0,100.0,0.0,0.0,0.0,3.249,1157.38,false
117,3.243,1106.0,11.74,3179.0,100.0,0.0,0.0,0.0,3.243,1147.14,false
118,3.239,1155.0,11.63,3179.0,100.0,0.0,0.0,0.0,3.239,1161.24,false
119,3.24,1132.0,12.06,3179.0,100.0,0.0,0.0,0.0,3.24,1160.14,false
120,3.242,1120.0,12.22,3179.0,100.0,0.0,0.0,0.0,3.242,1160.95,false
121,3.248,1163.0,11.78,3179.0,100.0,0.0,0.0,0.0,3.248,1156.43,false
122,3.241,1135.0,11.83,3179.0,100.0,0.0,0.0,0.0,3.241,1158.94,false
123,3.286,1133.0,27.18,3179.0,100.0,0.0,0.0,0.0,3.286,1157.69,false
124,3.453,1172.0,100.0,3179.0,100.0,0.0,0.0,0.0,3.453,1152.61,false
125,3.439,1144.0,100.0,3179.0,100.0,0.0,0.0,0.0,3.439,1165.09,false
126,3.457,1183.0,100.0,3179.0,100.0,0.0,0.0,0.0,3.457,1151.31,false
127,3.335,1159.0,40.02,3179.0,100.0,0.0,0.0,0.0,3.335,1155.6,false
128,3.244,1164.0,12.94,3179.0,100.0,0.0,714.0,0.41,3.244,1164.16,false
129,3.25,1146.0,11.85,3179.0,100.0,0.0,0.0,0.0,3.25,1161.64,false
130,3.246,1147.0,12.53,3179.0,100.0,0.0,0.0,0.0,3.246,1158.09,false
131,3.264,1128.0,12.35,3179.0,100.0,0.0,0.0,0.0,3.264,1152.12,false
132,3.25,1125.0,12.08,3179.0,100.0,0.0,0.0,0.0,3.25,1163.41,false
133,3.247,1124.0,11.79,3179.0,100.0,0.0,0.0,0.0,3.247,1160.27,false
134,3.244,1136.0,11.68,3179.0,100.0,0.0,0.0,0.0,3.244,1155.74,false
135,3.272,1149.0,24.41,3179.0,100.0,0.0,0.0,0.0,3.272,1158.23,false
136,3.251,1146.0,12.21,3179.0,100.0,0.0,0.0,0.0,3.251,1151.16,false
137,3.232,1129.0,11.84,3179.0,100.0,0.0,0.0,0.0,3.232,1159.63,false
138,3.244,1132.0,11.89,3179.0,100.0,0.0,0.0,0.0,3.244,1162.2,false
139,3.258,1147.0,11.94,3179.0,100.0,0.0,0.0,0.0,3.258,1160.77,false
140,3.242,1135.0,11.81,3179.0,100.0,0.0,0.0,0.0,3.242,1158.24,false
141,3.252,1164.0,12.21,3179.0,100.0,0.0,0.0,0.0,3.252,1160.04,false
142,3.234,1179.0,13.74,3179.0,100.0,0.0,713.0,0.31,3.234,1155.01,false
143,3.228,1098.0,9.01,3179.0,100.0,0.0,0.0,0.0,3.228,1159.5,false
144,3.231,1114.0,9.1,3179.0,100.0,0.0,0.0,0.0,3.231,1151.59,false
145,3.25,1156.0,12.08,3179.0,100.0,0.0,0.0,0.0,3.25,1160.74,false
146,3.248,1133.0,11.62,3179.0,100.0,0.0,0.0,0.0,3.248,1157.0,false
147,3.245,1146.0,11.51,3179.0,100.0,0.0,0.0,0.0,3.245,1163.45,false
148,3.237,1132.0,11.56,3179.0,100.0,0.0,0.0,0.0,3.237,1150.44,false
