Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s,Adapted
0,1.23,1078.0,23.44,1683.0,43.42,0.0,0.0,0.0,1.23,456.25,false
1,3.143,1052.0,12.78,3183.0,99.97,0.002,712.0,0.32,3.145,1117.69,false
2,3.214,1095.0,11.91,3178.0,100.0,0.0,0.0,0.0,3.214,1155.2,false
3,3.207,1080.0,7.79,3178.0,100.0,0.0,712.0,0.31,3.207,1164.81,false
4,3.217,1125.0,11.67,3179.0,100.0,0.0,0.0,0.0,3.217,1158.45,false
5,3.212,1135.0,11.92,3179.0,99.99,0.0,0.0,0.0,3.212,1156.88,false
6,3.219,1153.0,11.47,3179.0,100.0,0.0,0.0,0.0,3.219,1158.13,false
7,3.223,1128.0,11.98,3178.0,100.0,0.0,0.0,0.0,3.223,1157.03,false
8,3.233,1111.0,12.75,3178.0,100.0,0.0,0.0,0.0,3.233,1153.74,false
9,3.227,1120.0,12.74,3178.0,100.0,0.0,711.0,0.43,3.227,1164.99,false
10,3.224,1111.0,11.8,3178.0,100.0,0.0,0.0,0.0,3.224,1153.5,false
11,3.229,1151.0,11.95,3179.0,100.0,0.0,0.0,0.0,3.229,1155.86,false
12,3.224,1157.0,11.59,3178.0,100.0,0.0,0.0,0.0,3.224,1166.96,false
13,3.224,1126.0,12.18,3178.0,100.0,0.0,0.0,0.0,3.224,1155.95,false
14,3.223,1144.0,11.67,3179.0,100.0,0.0,0.0,0.0,3.223,1157.28,false
15,3.219,1132.0,11.96,3179.0,100.0,0.0,0.0,0.0,3.219,1156.6,false
16,3.223,1124.0,11.6,3179.0,100.0,0.0,0.0,0.0,3.223,1154.09,false
17,3.215,1131.0,12.21,3179.0,100.0,0.0,0.0,0.0,3.215,1163.24,false
18,3.234,1117.0,12.08,3179.0,100.0,0.0,0.0,0.0,3.234,1152.82,false
19,3.228,1131.0,11.76,3179.0,100.0,0.0,0.0,0.0,3.228,1157.1,false
20,3.234,1112.0,12.52,3178.0,100.0,0.0,0.0,0.0,3.234,1166.47,false
21,3.221,1131.0,9.78,3179.0,100.0,0.0,0.0,0.0,3.221,1153.81,false
22,3.218,1112.0,7.68,3179.0,100.0,0.0,0.0,0.0,3.218,1155.98,false
23,3.245,1148.0,12.16,3178.0,100.0,0.0,0.0,0.0,3.245,1164.32,false
24,3.23,1139.0,12.04,3179.0,100.0,0.0,0.0,0.0,3.23,1154.92,false
25,3.241,1159.0,11.67,3179.0,100.0,0.0,0.0,0.0,3.241,1161.63,false
26,3.229,1131.0,11.59,3179.0,100.0,0.0,0.0,0.0,3.229,1157.07,false
27,3.263,1137.0,24.28,3179.0,100.0,0.0,0.0,0.0,3.263,1151.71,false
28,3.24,1140.0,12.21,3178.0,100.0,0.0,0.0,0.0,3.24,1164.0,false
29,3.236,1137.0,11.56,3178.0,100.0,0.0,0.0,0.0,3.236,1154.63,false
30,3.236,1137.0,12.1,3179.0,100.0,0.0,0.0,0.0,3.236,1154.35,false
31,3.233,1125.0,11.57,3179.0,100.0,0.0,0.0,0.0,3.233,1166.01,false
32,3.232,1138.0,12.03,3179.0,100.0,0.0,0.0,0.0,3.232,1156.15,false
33,3.236,1119.0,12.14,3179.0,100.0,0.0,0.0,0.0,3.236,1153.12,false
34,3.238,1144.0,12.0,3179.0,100.0,0.0,0.0,0.0,3.238,1152.27,false
35,3.233,1129.0,11.69,3179.0,100.0,0.0,0.0,0.0,3.233,1163.95,false
36,3.224,1113.0,11.9,3179.0,100.0,0.0,0.0,0.0,3.224,1156.2,false
37,3.232,1141.0,11.91,3179.0,100.0,0.0,0.0,0.0,3.232,1158.27,false
38,3.24,1133.0,11.91,3179.0,100.0,0.0,0.0,0.0,3.24,1152.22,false
39,3.25,1142.0,12.23,3179.0,100.0,0.0,0.0,0.0,3.25,1152.7,false
40,3.222,1091.0,9.47,3179.0,100.0,0.0,0.0,0.0,3.222,1165.53,false
41,3.225,1116.0,8.89,3179.0,100.0,0.0,0.0,0.0,3.225,1154.03,false
42,3.222,1124.0,12.26,3179.0,100.0,0.0,0.0,0.0,3.222,1154.84,false
43,3.235,1130.0,11.89,3179.0,100.0,0.0,0.0,0.0,3.235,1155.71,false
44,3.235,1112.0,11.53,3179.0,100.0,0.0,0.0,0.0,3.235,1154.12,false
45,3.245,1103.0,12.02,3179.0,100.0,0.0,0.0,0.0,3.245,1164.51,false
46,3.239,1132.0,11.8,3179.0,100.0,0.0,0.0,0.0,3.239,1158.34,false
47,3.241,1142.0,11.97,3179.0,100.0,0.0,0.0,0.0,3.241,1152.11,false
48,3.249,1124.0,11.92,3179.0,100.0,0.0,0.0,0.0,3.249,1153.0,false
49,3.24,1130.0,11.53,3179.0,100.0,0.0,0.0,0.0,3.24,1165.45,false
50,3.241,1152.0,11.59,3179.0,100.0,0.0,0.0,0.0,3.241,1157.08,false
51,3.238,1115.0,11.63,3179.0,100.0,0.0,0.0,0.0,3.238,1156.92,false
52,3.246,1146.0,12.51,3178.0,100.0,0.0,0.0,0.0,3.246,1153.41,false
53,3.249,1121.0,12.09,3178.0,100.0,0.0,0.0,0.0,3.249,1164.85,false
54,3.24,1114.0,11.56,3179.0,100.0,0.0,0.0,0.0,3.24,1156.22,false
55,3.245,1132.0,11.55,3179.0,100.0,0.0,0.0,0.0,3.245,1155.44,false
56,3.246,1100.0,22.81,3179.0,100.0,0.0,0.0,0.0,3.246,1155.94,false
57,3.278,1134.0,12.07,3178.0,100.0,0.0,0.0,0.0,3.278,1158.66,false
58,3.247,1134.0,12.19,3179.0,100.0,0.0,0.0,0.0,3.247,1157.18,false
