Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s,Adapted
0,1.249,1054.0,25.45,1667.0,43.95,0.0,0.0,0.0,1.249,459.86,false
1,3.151,1041.0,13.05,3182.0,99.96,0.002,712.0,0.31,3.152,1115.87,false
2,3.219,1098.0,11.99,3178.0,100.0,0.0,0.0,0.0,3.219,1166.02,false
3,3.213,1139.0,12.29,3179.0,100.0,0.0,0.0,0.0,3.213,1156.93,false
4,3.207,1115.0,12.03,3179.0,100.0,0.0,0.0,0.0,3.207,1159.31,false
5,3.21,1131.0,11.84,3179.0,100.0,0.0,0.0,0.0,3.21,1157.03,false
6,3.212,1122.0,11.53,3179.0,100.0,0.0,0.0,0.0,3.212,1156.14,false
7,3.22,1114.0,11.14,3178.0,100.0,0.0,0.0,0.0,3.22,1158.16,false
8,3.187,1099.0,6.82,3179.0,100.0,0.0,0.0,0.0,3.187,1149.72,false
9,3.201,1141.0,12.54,3179.0,100.0,0.0,712.0,0.31,3.201,1161.75,false
10,3.214,1106.0,11.79,3178.0,100.0,0.0,0.0,0.0,3.214,1158.74,false
11,3.219,1152.0,12.1,3179.0,100.0,0.0,0.0,0.0,3.219,1157.6,false
12,3.215,1114.0,12.06,3179.0,100.0,0.0,0.0,0.0,3.215,1156.8,false
13,3.223,1125.0,12.2,3178.0,100.0,0.0,0.0,0.0,3.223,1156.99,false
14,3.216,1116.0,11.76,3179.0,100.0,0.0,0.0,0.0,3.216,1157.01,false
15,3.217,1113.0,11.9,3179.0,100.0,0.0,0.0,0.0,3.217,1159.97,false
16,3.224,1147.0,11.93,3179.0,100.0,0.0,0.0,0.0,3.224,1156.21,false
17,3.219,1115.0,11.98,3179.0,100.0,0.0,0.0,0.0,3.219,1154.82,false
18,3.228,1125.0,11.83,3179.0,100.0,0.0,0.0,0.0,3.228,1156.17,false
19,3.22,1146.0,11.6,3179.0,100.0,0.0,0.0,0.0,3.22,1157.32,false
20,3.222,1112.0,11.83,3179.0,100.0,0.0,0.0,0.0,3.222,1156.54,false
21,3.227,1121.0,11.75,3179.0,100.0,0.0,0.0,0.0,3.227,1157.04,false
22,3.226,1135.0,12.07,3179.0,100.0,0.0,0.0,0.0,3.226,1156.46,false
23,3.223,1126.0,11.94,3179.0,100.0,0.0,0.0,0.0,3.223,1157.31,false
24,3.226,1099.0,11.87,3179.0,100.0,0.0,0.0,0.0,3.226,1166.46,false
25,3.24,1090.0,12.56,3179.0,100.0,0.0,0.0,0.0,3.24,1156.62,false
26,3.256,1079.0,12.56,3178.0,100.0,0.0,0.0,0.0,3.256,1160.59,false
27,3.241,1120.0,10.65,3179.0,100.0,0.0,0.0,0.0,3.241,1149.6,false
28,3.231,1155.0,11.68,3179.0,100.0,0.0,0.0,0.0,3.231,1165.31,false
29,3.232,1118.0,11.71,3179.0,100.0,0.0,0.0,0.0,3.232,1149.51,false
30,3.224,1127.0,12.21,3179.0,100.0,0.0,0.0,0.0,3.224,1165.88,false
31,3.235,1136.0,11.99,3179.0,100.0,0.0,0.0,0.0,3.235,1156.15,false
32,3.239,1152.0,12.57,3178.0,100.0,0.0,714.0,0.41,3.239,1156.05,false
