Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s,Adapted
0,1.22,1095.0,25.92,1671.0,42.84,0.0,0.0,0.0,1.22,454.49,false
1,3.16,1056.0,27.86,3182.0,99.95,0.001,714.0,0.41,3.161,1112.52,false
2,3.237,1111.0,12.46,3178.0,100.0,0.0,0.0,0.0,3.237,1161.91,false
3,3.233,1160.0,12.67,3178.0,100.0,0.0,0.0,0.0,3.233,1166.79,false
4,3.221,1165.0,12.29,3178.0,100.0,0.0,0.0,0.0,3.221,1158.93,false
5,3.237,1150.0,11.99,3178.0,99.99,0.0,0.0,0.0,3.237,1166.18,false
6,3.226,1151.0,12.21,3178.0,100.0,0.0,0.0,0.0,3.226,1156.5,false
7,3.238,1148.0,12.63,3178.0,100.0,0.0,0.0,0.0,3.238,1164.97,false
8,3.233,1147.0,13.09,3178.0,100.0,0.001,713.0,0.31,3.234,1160.67,false
9,3.24,1139.0,13.21,3178.0,100.0,0.0,711.0,0.43,3.24,1155.61,false
10,3.238,1146.0,12.25,3178.0,100.0,0.0,0.0,0.0,3.238,1171.09,false
11,3.233,1161.0,12.25,3178.0,100.0,0.0,0.0,0.0,3.233,1159.08,false
12,3.255,1171.0,13.24,3178.0,100.0,0.0,708.0,0.22,3.255,1163.41,false
13,3.228,1132.0,7.62,3178.0,100.0,0.0,0.0,0.0,3.228,1166.22,false
14,3.232,1158.0,11.12,3178.0,100.0,0.0,0.0,0.0,3.232,1159.4,false
15,3.241,1157.0,11.73,3178.0,100.0,0.0,0.0,0.0,3.241,1155.8,false
16,3.234,1146.0,12.4,3178.0,100.0,0.0,0.0,0.0,3.234,1169.19,false
17,3.243,1158.0,12.48,3178.0,99.99,0.0,0.0,0.0,3.243,1153.53,false
18,3.237,1148.0,12.01,3178.0,100.0,0.0,0.0,0.0,3.237,1169.33,false
19,3.243,1163.0,13.65,3178.0,100.0,0.0,0.0,0.0,3.243,1155.53,false
20,3.249,1155.0,12.44,3178.0,100.0,0.0,0.0,0.0,3.249,1165.21,false
21,3.238,1138.0,12.06,3178.0,100.0,0.0,0.0,0.0,3.238,1155.41,false
22,3.248,1137.0,12.86,3178.0,100.0,0.0,0.0,0.0,3.248,1167.83,false
23,3.242,1127.0,11.83,3178.0,100.0,0.0,0.0,0.0,3.242,1154.62,false
24,3.246,1161.0,12.56,3178.0,100.0,0.0,0.0,0.0,3.246,1158.13,false
25,3.245,1150.0,12.16,3178.0,100.0,0.0,0.0,0.0,3.245,1167.02,false
26,3.25,1156.0,12.28,3178.0,100.0,0.0,0.0,0.0,3.25,1164.14,false
27,3.25,1158.0,12.56,3178.0,100.0,0.0,0.0,0.0,3.25,1154.77,false
28,3.249,1148.0,11.82,3178.0,100.0,0.0,0.0,0.0,3.249,1167.28,false
