Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s,Adapted
0,1.241,1089.0,25.63,1726.0,43.65,0.0,0.0,0.0,1.241,470.39,false
1,3.136,1070.0,13.12,3182.0,99.95,0.0,714.0,0.41,3.136,1113.3,false
2,3.215,1115.0,11.42,3178.0,100.0,0.0,0.0,0.0,3.215,1159.14,false
3,3.216,1149.0,12.08,3179.0,100.0,0.0,0.0,0.0,3.216,1161.47,false
4,3.224,1164.0,11.92,3179.0,100.0,0.0,0.0,0.0,3.224,1158.71,false
5,3.212,1118.0,12.02,3179.0,100.0,0.0,0.0,0.0,3.212,1160.48,false
6,3.213,1146.0,12.04,3178.0,100.0,0.0,0.0,0.0,3.213,1159.67,false
7,3.219,1147.0,11.81,3178.0,100.0,0.0,0.0,0.0,3.219,1160.36,false
8,3.24,1129.0,18.15,3178.0,100.0,0.0,0.0,0.0,3.24,1160.18,false
9,3.478,1182.0,15.47,3173.0,100.0,0.002,712.0,0.31,3.48,1151.89,false
10,3.227,1162.0,11.62,3178.0,100.0,0.0,0.0,0.0,3.227,1168.79,false
11,3.217,1163.0,11.81,3178.0,100.0,0.0,0.0,0.0,3.217,1152.73,false
12,3.224,1147.0,11.93,3178.0,100.0,0.0,0.0,0.0,3.224,1159.95,false
13,3.224,1163.0,11.75,3179.0,100.0,0.0,0.0,0.0,3.224,1167.89,false
14,3.221,1146.0,10.55,3178.0,100.0,0.0,0.0,0.0,3.221,1160.42,false
15,3.191,1127.0,9.11,3179.0,100.0,0.001,714.0,0.63,3.192,1158.34,false
16,3.226,1142.0,11.74,3179.0,100.0,0.0,0.0,0.0,3.226,1158.86,false
17,3.221,1152.0,11.93,3179.0,100.0,0.0,0.0,0.0,3.221,1158.93,false
18,3.228,1130.0,11.85,3179.0,100.0,0.0,0.0,0.0,3.228,1158.46,false
19,3.236,1131.0,11.97,3179.0,100.0,0.0,0.0,0.0,3.236,1157.31,false
20,3.231,1148.0,11.55,3179.0,100.0,0.0,0.0,0.0,3.231,1156.98,false
21,3.237,1137.0,11.82,3179.0,100.0,0.0,0.0,0.0,3.237,1158.09,false
22,3.237,1159.0,11.72,3178.0,100.0,0.0,0.0,0.0,3.237,1167.36,false
23,3.226,1137.0,12.51,3179.0,100.0,0.0,0.0,0.0,3.226,1157.71,false
24,3.239,1128.0,12.36,3179.0,100.0,0.0,0.0,0.0,3.239,1156.5,false
25,3.234,1140.0,11.66,3179.0,100.0,0.0,0.0,0.0,3.234,1157.67,false
26,3.239,1136.0,11.91,3179.0,100.0,0.0,0.0,0.0,3.239,1157.61,false
27,3.245,1145.0,15.44,3178.0,100.0,0.0,0.0,0.0,3.245,1163.83,false
28,3.24,1130.0,11.74,3178.0,100.0,0.0,0.0,0.0,3.24,1160.12,false
29,3.242,1151.0,12.14,3179.0,100.0,0.0,0.0,0.0,3.242,1157.46,false
30,3.23,1149.0,11.65,3179.0,100.0,0.0,0.0,0.0,3.23,1157.41,false
31,3.236,1146.0,11.62,3179.0,100.0,0.0,0.0,0.0,3.236,1159.19,false
32,3.235,1122.0,10.94,3179.0,100.0,0.0,0.0,0.0,3.235,1158.65,false
33,3.225,1086.0,6.82,3178.0,100.0,0.0,0.0,0.0,3.225,1160.35,false
34,3.236,1103.0,12.05,3179.0,100.0,0.0,0.0,0.0,3.236,1154.81,false
35,3.245,1158.0,11.54,3178.0,100.0,0.0,0.0,0.0,3.245,1166.38,false
36,3.241,1137.0,11.68,3179.0,100.0,0.0,0.0,0.0,3.241,1159.44,false
37,3.234,1129.0,11.55,3178.0,100.0,0.0,0.0,0.0,3.234,1156.63,false
38,3.269,1152.0,18.03,3178.0,100.0,0.0,0.0,0.0,3.269,1158.27,false
39,3.248,1127.0,11.7,3178.0,100.0,0.0,0.0,0.0,3.248,1162.68,false
40,3.25,1156.0,11.99,3178.0,100.0,0.0,0.0,0.0,3.25,1158.76,false
41,3.243,1130.0,11.89,3179.0,100.0,0.0,0.0,0.0,3.243,1158.96,false
42,3.231,1137.0,11.69,3179.0,100.0,0.0,0.0,0.0,3.231,1161.72,false
43,3.239,1171.0,11.81,3178.0,100.0,0.0,0.0,0.0,3.239,1159.25,false
44,3.244,1142.0,12.09,3178.0,100.0,0.0,0.0,0.0,3.244,1157.5,false
45,3.237,1123.0,11.4,3179.0,100.0,0.0,0.0,0.0,3.237,1159.24,false
46,3.257,1144.0,13.94,3178.0,100.0,0.0,0.0,0.0,3.257,1157.65,false
47,3.237,1141.0,12.45,3179.0,100.0,0.0,0.0,0.0,3.237,1160.76,false
48,3.247,1157.0,12.0,3178.0,100.0,0.0,0.0,0.0,3.247,1156.98,false
49,3.244,1144.0,11.55,3179.0,100.0,0.0,0.0,0.0,3.244,1159.6,false
50,3.246,1134.0,11.71,3178.0,100.0,0.0,0.0,0.0,3.246,1158.21,false
51,3.211,1102.0,7.63,3179.0,100.0,0.0,0.0,0.0,3.211,1154.65,false
52,3.259,1144.0,10.68,3178.0,100.0,0.0,714.0,0.41,3.259,1165.28,false
53,3.233,1145.0,11.85,3179.0,100.0,0.0,0.0,0.0,3.233,1159.12,false
54,3.242,1136.0,11.85,3179.0,100.0,0.0,0.0,0.0,3.242,1160.16,false
55,3.24,1144.0,11.42,3179.0,100.0,0.0,0.0,0.0,3.24,1148.9,false
56,3.23,1116.0,11.84,3179.0,100.0,0.0,0.0,0.0,3.23,1158.65,false
57,3.233,1132.0,12.38,3179.0,100.0,0.0,0.0,0.0,3.233,1160.42,false
58,3.245,1120.0,11.9,3179.0,100.0,0.0,0.0,0.0,3.245,1158.71,false
59,3.244,1157.0,11.93,3179.0,100.0,0.0,0.0,0.0,3.244,1156.82,false
