Time (s),CPU Power (W),E-Cluster HW active frequency MHz,E-Cluster HW active residency %,P-Cluster HW active frequency MHz,P-Cluster HW active residency %,GPU Power (W),GPU active frequency MHz,GPU active residency %,Power (W),App CPU ms/s,Adapted
0,1.226,1057.0,20.99,1697.0,43.56,0.0,0.0,0.0,1.226,467.88,false
1,3.131,1020.0,10.83,3182.0,99.97,0.002,713.0,0.84,3.133,1108.36,false
2,3.208,1102.0,11.83,3178.0,100.0,0.0,0.0,0.0,3.208,1158.29,false
3,3.21,1128.0,11.78,3179.0,100.0,0.0,0.0,0.0,3.21,1157.14,false
4,3.212,1153.0,12.24,3179.0,100.0,0.0,0.0,0.0,3.212,1157.62,false
5,3.214,1126.0,13.33,3179.0,100.0,0.0,714.0,0.41,3.214,1159.15,false
6,3.464,1138.0,14.41,3173.0,100.0,0.0,0.0,0.0,3.464,1160.33,false
7,3.213,1126.0,12.45,3179.0,100.0,0.0,0.0,0.0,3.213,1160.85,false
8,3.212,1118.0,11.54,3179.0,100.0,0.0,0.0,0.0,3.212,1157.81,false
9,3.225,1129.0,12.62,3179.0,100.0,0.0,708.0,0.22,3.225,1157.28,false
10,3.23,1102.0,12.07,3179.0,100.0,0.0,0.0,0.0,3.23,1155.25,false
11,3.222,1143.0,11.99,3178.0,100.0,0.0,0.0,0.0,3.222,1166.14,false
12,3.218,1142.0,12.49,3179.0,100.0,0.0,0.0,0.0,3.218,1158.82,false
13,3.225,1148.0,12.91,3179.0,100.0,0.0,0.0,0.0,3.225,1155.99,false
14,3.22,1105.0,11.71,3179.0,100.0,0.0,0.0,0.0,3.22,1157.77,false
15,3.221,1123.0,12.24,3179.0,100.0,0.0,0.0,0.0,3.221,1156.69,false
16,3.224,1122.0,11.72,3179.0,100.0,0.0,0.0,0.0,3.224,1158.13,false
17,3.214,1129.0,12.03,3179.0,100.0,0.0,0.0,0.0,3.214,1159.34,false
18,3.221,1122.0,12.45,3179.0,99.99,0.0,0.0,0.0,3.221,1158.17,false
19,3.204,1056.0,7.09,3179.0,100.0,0.0,0.0,0.0,3.204,1161.15,false
20,3.23,1139.0,10.73,3179.0,100.0,0.0,0.0,0.0,3.23,1155.46,false
21,3.224,1115.0,11.68,3179.0,100.0,0.0,0.0,0.0,3.224,1158.22,false
22,3.218,1111.0,11.79,3179.0,100.0,0.0,0.0,0.0,3.218,1157.6,false
23,3.222,1146.0,11.65,3179.0,100.0,0.0,0.0,0.0,3.222,1157.37,false
24,3.269,1145.0,18.5,3178.0,100.0,0.0,0.0,0.0,3.269,1162.46,false
25,3.237,1130.0,11.79,3178.0,100.0,0.0,0.0,0.0,3.237,1157.26,false
26,3.229,1140.0,11.88,3178.0,100.0,0.0,0.0,0.0,3.229,1158.44,false
